Year,UNIT_MEASURE,ADMIN_AREA,SEX,Religion,Value
2013,NUMBER,grad_prijedor,M,_T,39418
2013,NUMBER,grad_prijedor,F,_T,41498
2013,NUMBER,prnjavor,_T,_T,34357
2013,NUMBER,prnjavor,M,_T,16675
2013,NUMBER,prnjavor,F,_T,17682
2013,NUMBER,ribnik,_T,_T,5851
2013,NUMBER,ribnik,M,_T,2900
2013,NUMBER,ribnik,F,_T,2951
2013,NUMBER,rogatica,_T,_T,10302
2013,NUMBER,rogatica,M,_T,5053
2013,NUMBER,rogatica,F,_T,5249
2013,NUMBER,rudo,_T,_T,7578
2013,NUMBER,rudo,M,_T,3840
2013,NUMBER,rudo,F,_T,3738
2013,NUMBER,sokolac,_T,_T,11620
2013,NUMBER,sokolac,M,_T,5723
2013,NUMBER,sokolac,F,_T,5897
2013,NUMBER,srbac,_T,_T,16933
2013,NUMBER,srbac,M,_T,8295
2013,NUMBER,srbac,F,_T,8638
2013,NUMBER,srebrenica,_T,_T,11698
2013,NUMBER,srebrenica,M,_T,5714
2013,NUMBER,srebrenica,F,_T,5984
2013,NUMBER,teslic,_T,_T,37236
2013,NUMBER,teslic,M,_T,17894
2013,NUMBER,teslic,F,_T,19342
2013,NUMBER,grad_trebinje,_T,_T,28239
2013,NUMBER,grad_trebinje,M,_T,13760
2013,NUMBER,grad_trebinje,F,_T,14479
2013,NUMBER,trnovo,_T,_T,1983
2013,NUMBER,trnovo,M,_T,953
2013,NUMBER,trnovo,F,_T,1030
2013,NUMBER,ugljevik,_T,_T,15118
2013,NUMBER,ugljevik,M,_T,7626
2013,NUMBER,ugljevik,F,_T,7492
2013,NUMBER,foca,_T,_T,17580
2013,NUMBER,foca,M,_T,8880
2013,NUMBER,foca,F,_T,8700
2013,NUMBER,han_pijesak,_T,_T,3445
2013,NUMBER,han_pijesak,M,_T,1632
2013,NUMBER,han_pijesak,F,_T,1813
2013,NUMBER,cajnice,_T,_T,4679
2013,NUMBER,cajnice,M,_T,2347
2013,NUMBER,cajnice,F,_T,2332
2013,NUMBER,celinac,_T,_T,15117
2013,NUMBER,celinac,M,_T,7477
2013,NUMBER,celinac,F,_T,7640
2013,NUMBER,samac,_T,_T,16308
2013,NUMBER,samac,M,_T,7908
2013,NUMBER,samac,F,_T,8400
2013,NUMBER,sekovici,_T,_T,6323
2013,NUMBER,sekovici,M,_T,3103
2013,NUMBER,sekovici,F,_T,3220
2013,NUMBER,sipovo,_T,_T,9969
2013,NUMBER,sipovo,M,_T,5046
2013,NUMBER,sipovo,F,_T,4923
2013,NUMBER,republika_srpska,_T,islam,149435
2013,NUMBER,republika_srpska,M,islam,72605
2013,NUMBER,republika_srpska,F,islam,76830
2013,NUMBER,grad_banja_luka,_T,islam,6693
2013,NUMBER,grad_banja_luka,M,islam,3053
2013,NUMBER,grad_banja_luka,F,islam,3640
2013,NUMBER,berkovici,_T,islam,155
2013,NUMBER,berkovici,M,islam,87
2013,NUMBER,berkovici,F,islam,68
2013,NUMBER,grad_bijeljina,_T,islam,12055
2013,NUMBER,grad_bijeljina,M,islam,5902
2013,NUMBER,grad_bijeljina,F,islam,6153
2013,NUMBER,bileca,_T,islam,23
2013,NUMBER,bileca,M,islam,14
2013,NUMBER,bileca,F,islam,9
2013,NUMBER,bratunac,_T,islam,6591
2013,NUMBER,bratunac,M,islam,3220
2013,NUMBER,bratunac,F,islam,3371
2013,NUMBER,brod,_T,islam,1311
2013,NUMBER,brod,M,islam,646
2013,NUMBER,brod,F,islam,665
2013,NUMBER,visegrad,_T,islam,876
2013,NUMBER,visegrad,M,islam,443
2013,NUMBER,visegrad,F,islam,433
2013,NUMBER,vlasenica,_T,islam,3354
2013,NUMBER,vlasenica,M,islam,1645
2013,NUMBER,vlasenica,F,islam,1709
2013,NUMBER,vukosavlje,_T,islam,2154
2013,NUMBER,vukosavlje,M,islam,1105
2013,NUMBER,vukosavlje,F,islam,1049
2013,NUMBER,gacko,_T,islam,330
2013,NUMBER,gacko,M,islam,178
2013,NUMBER,gacko,F,islam,152
2013,NUMBER,grad_gradiska,_T,islam,6619
2013,NUMBER,grad_gradiska,M,islam,3214
2013,NUMBER,grad_gradiska,F,islam,3405
2013,NUMBER,grad_derventa,_T,islam,1709
2013,NUMBER,grad_derventa,M,islam,820
2013,NUMBER,grad_derventa,F,islam,889
2013,NUMBER,grad_doboj,_T,islam,14342
2013,NUMBER,grad_doboj,M,islam,6861
2013,NUMBER,grad_doboj,F,islam,7481
2013,NUMBER,donji_zabar,_T,islam,4
2013,NUMBER,donji_zabar,M,islam,0
2013,NUMBER,donji_zabar,F,islam,4
2013,NUMBER,grad_zvornik,_T,islam,16791
2013,NUMBER,grad_zvornik,M,islam,8218
2013,NUMBER,grad_zvornik,F,islam,8573
2013,NUMBER,istocna_ilidza,_T,islam,630
2013,NUMBER,istocna_ilidza,M,islam,291
2013,NUMBER,istocna_ilidza,F,islam,339
2013,NUMBER,istocni_drvar,_T,islam,0
2013,NUMBER,istocni_drvar,M,islam,0
2013,NUMBER,istocni_drvar,F,islam,0
2013,NUMBER,istocni_mostar,_T,islam,77
2013,NUMBER,istocni_mostar,M,islam,44
2013,NUMBER,istocni_mostar,F,islam,33
2013,NUMBER,istocni_stari_grad,_T,islam,38
2013,NUMBER,istocni_stari_grad,M,islam,23
2013,NUMBER,istocni_stari_grad,F,islam,15
2013,NUMBER,istocno_novo_sarajevo,_T,islam,121
2013,NUMBER,istocno_novo_sarajevo,M,islam,52
2013,NUMBER,istocno_novo_sarajevo,F,islam,69
2013,NUMBER,jezero,_T,islam,250
2013,NUMBER,jezero,M,islam,117
2013,NUMBER,jezero,F,islam,133
2013,NUMBER,kalinovik,_T,islam,42
2013,NUMBER,kalinovik,M,islam,19
2013,NUMBER,kalinovik,F,islam,23
2013,NUMBER,knezevo,_T,islam,403
2013,NUMBER,knezevo,M,islam,182
2013,NUMBER,knezevo,F,islam,221
2013,NUMBER,kozarska_dubica,_T,islam,1902
2013,NUMBER,kozarska_dubica,M,islam,915
2013,NUMBER,kozarska_dubica,F,islam,987
2013,NUMBER,kostajnica,_T,islam,1271
2013,NUMBER,kostajnica,M,islam,623
2013,NUMBER,kostajnica,F,islam,648
2013,NUMBER,kotor_varos,_T,islam,4498
2013,NUMBER,kotor_varos,M,islam,2159
2013,NUMBER,kotor_varos,F,islam,2339
2013,NUMBER,krupa_na_uni,_T,islam,3
2013,NUMBER,krupa_na_uni,M,islam,1
2013,NUMBER,krupa_na_uni,F,islam,2
2013,NUMBER,kupres,_T,islam,0
2013,NUMBER,kupres,M,islam,0
2013,NUMBER,kupres,F,islam,0
2013,NUMBER,laktasi,_T,islam,110
2013,NUMBER,laktasi,M,islam,49
2013,NUMBER,laktasi,F,islam,61
2013,NUMBER,lopare,_T,islam,1315
2013,NUMBER,lopare,M,islam,648
2013,NUMBER,lopare,F,islam,667
2013,NUMBER,ljubinje,_T,islam,12
2013,NUMBER,ljubinje,M,islam,6
2013,NUMBER,ljubinje,F,islam,6
2013,NUMBER,milici,_T,islam,3538
2013,NUMBER,milici,M,islam,1750
2013,NUMBER,milici,F,islam,1788
2013,NUMBER,modrica,_T,islam,3032
2013,NUMBER,modrica,M,islam,1445
2013,NUMBER,modrica,F,islam,1587
2013,NUMBER,mrkonjic_grad,_T,islam,351
2013,NUMBER,mrkonjic_grad,M,islam,170
2013,NUMBER,mrkonjic_grad,F,islam,181
2013,NUMBER,nevesinje,_T,islam,508
2013,NUMBER,nevesinje,M,islam,260
2013,NUMBER,nevesinje,F,islam,248
2013,NUMBER,novi_grad,_T,islam,5261
2013,NUMBER,novi_grad,M,islam,2635
2013,NUMBER,novi_grad,F,islam,2626
2013,NUMBER,novo_gorazde,_T,islam,1319
2013,NUMBER,novo_gorazde,M,islam,662
2013,NUMBER,novo_gorazde,F,islam,657
2013,NUMBER,osmaci,_T,islam,2647
2013,NUMBER,osmaci,M,islam,1303
2013,NUMBER,osmaci,F,islam,1344
2013,NUMBER,ostra_luka,_T,islam,26
2013,NUMBER,ostra_luka,M,islam,8
2013,NUMBER,ostra_luka,F,islam,18
2013,NUMBER,pale,_T,islam,160
2013,NUMBER,pale,M,islam,83
2013,NUMBER,pale,F,islam,77
2013,NUMBER,pelagicevo,_T,islam,13
2013,NUMBER,pelagicevo,M,islam,3
2013,NUMBER,pelagicevo,F,islam,10
2013,NUMBER,petrovac,_T,islam,0
2013,NUMBER,petrovac,M,islam,0
2013,NUMBER,petrovac,F,islam,0
2013,NUMBER,petrovo,_T,islam,7
2013,NUMBER,petrovo,M,islam,2
2013,NUMBER,petrovo,F,islam,5
2013,NUMBER,grad_prijedor,_T,islam,22271
2013,NUMBER,grad_prijedor,M,islam,10662
2013,NUMBER,grad_prijedor,F,islam,11609
2013,NUMBER,prnjavor,_T,islam,2776
2013,NUMBER,prnjavor,M,islam,1337
2013,NUMBER,prnjavor,F,islam,1439
2013,NUMBER,ribnik,_T,islam,0
2013,NUMBER,ribnik,M,islam,0
2013,NUMBER,ribnik,F,islam,0
2013,NUMBER,rogatica,_T,islam,1006
2013,NUMBER,rogatica,M,islam,517
2013,NUMBER,rogatica,F,islam,489
2013,NUMBER,rudo,_T,islam,588
2013,NUMBER,rudo,M,islam,306
2013,NUMBER,rudo,F,islam,282
2013,NUMBER,sokolac,_T,islam,620
2013,NUMBER,sokolac,M,islam,325
2013,NUMBER,sokolac,F,islam,295
2013,NUMBER,srbac,_T,islam,399
2013,NUMBER,srbac,M,islam,184
2013,NUMBER,srbac,F,islam,215
2013,NUMBER,srebrenica,_T,islam,6134
2013,NUMBER,srebrenica,M,islam,2916
2013,NUMBER,srebrenica,F,islam,3218
2013,NUMBER,teslic,_T,islam,6932
2013,NUMBER,teslic,M,islam,3410
2013,NUMBER,teslic,F,islam,3522
2013,NUMBER,grad_trebinje,_T,islam,848
2013,NUMBER,grad_trebinje,M,islam,415
2013,NUMBER,grad_trebinje,F,islam,433
2013,NUMBER,trnovo,_T,islam,802
2013,NUMBER,trnovo,M,islam,395
2013,NUMBER,trnovo,F,islam,407
2013,NUMBER,ugljevik,_T,islam,2002
2013,NUMBER,ugljevik,M,islam,977
2013,NUMBER,ugljevik,F,islam,1025
2013,NUMBER,foca,_T,islam,1173
2013,NUMBER,foca,M,islam,630
2013,NUMBER,foca,F,islam,543
2013,NUMBER,han_pijesak,_T,islam,435
2013,NUMBER,han_pijesak,M,islam,212
2013,NUMBER,han_pijesak,F,islam,223
2013,NUMBER,cajnice,_T,islam,836
2013,NUMBER,cajnice,M,islam,440
2013,NUMBER,cajnice,F,islam,396
2013,NUMBER,celinac,_T,islam,406
2013,NUMBER,celinac,M,islam,203
2013,NUMBER,celinac,F,islam,203
2013,NUMBER,samac,_T,islam,976
2013,NUMBER,samac,M,islam,471
2013,NUMBER,samac,F,islam,505
2013,NUMBER,sekovici,_T,islam,107
2013,NUMBER,sekovici,M,islam,54
2013,NUMBER,sekovici,F,islam,53
2013,NUMBER,sipovo,_T,islam,583
2013,NUMBER,sipovo,M,islam,295
2013,NUMBER,sipovo,F,islam,288
2013,NUMBER,republika_srpska,_T,catholic,25763
2013,NUMBER,republika_srpska,M,catholic,10431
2013,NUMBER,republika_srpska,F,catholic,15332
2013,NUMBER,grad_banja_luka,_T,catholic,4637
2013,NUMBER,grad_banja_luka,M,catholic,1585
2013,NUMBER,grad_banja_luka,F,catholic,3052
2013,NUMBER,berkovici,_T,catholic,6
2013,NUMBER,berkovici,M,catholic,1
2013,NUMBER,berkovici,F,catholic,5
2013,NUMBER,grad_bijeljina,_T,catholic,508
2013,NUMBER,grad_bijeljina,M,catholic,103
2013,NUMBER,grad_bijeljina,F,catholic,405
2013,NUMBER,bileca,_T,catholic,18
2013,NUMBER,bileca,M,catholic,2
2013,NUMBER,bileca,F,catholic,16
2013,NUMBER,bratunac,_T,catholic,26
2013,NUMBER,bratunac,M,catholic,3
2013,NUMBER,bratunac,F,catholic,23
2013,NUMBER,brod,_T,catholic,2925
2013,NUMBER,brod,M,catholic,1360
2013,NUMBER,brod,F,catholic,1565
2013,NUMBER,visegrad,_T,catholic,33
2013,NUMBER,visegrad,M,catholic,6
2013,NUMBER,visegrad,F,catholic,27
2013,NUMBER,vlasenica,_T,catholic,22
2013,NUMBER,vlasenica,M,catholic,4
2013,NUMBER,vlasenica,F,catholic,18
2013,NUMBER,vukosavlje,_T,catholic,680
2013,NUMBER,vukosavlje,M,catholic,325
2013,NUMBER,vukosavlje,F,catholic,355
2013,NUMBER,gacko,_T,catholic,10
2013,NUMBER,gacko,M,catholic,4
2013,NUMBER,gacko,F,catholic,6
2013,NUMBER,grad_gradiska,_T,catholic,865
2013,NUMBER,grad_gradiska,M,catholic,303
2013,NUMBER,grad_gradiska,F,catholic,562
2013,NUMBER,grad_derventa,_T,catholic,2109
2013,NUMBER,grad_derventa,M,catholic,999
2013,NUMBER,grad_derventa,F,catholic,1110
2013,NUMBER,grad_doboj,_T,catholic,1448
2013,NUMBER,grad_doboj,M,catholic,532
2013,NUMBER,grad_doboj,F,catholic,916
2013,NUMBER,donji_zabar,_T,catholic,977
2013,NUMBER,donji_zabar,M,catholic,490
2013,NUMBER,donji_zabar,F,catholic,487
2013,NUMBER,grad_zvornik,_T,catholic,83
2013,NUMBER,grad_zvornik,M,catholic,6
2013,NUMBER,grad_zvornik,F,catholic,77
2013,NUMBER,istocna_ilidza,_T,catholic,142
2013,NUMBER,istocna_ilidza,M,catholic,36
2013,NUMBER,istocna_ilidza,F,catholic,106
2013,NUMBER,istocni_drvar,_T,catholic,1
2013,NUMBER,istocni_drvar,M,catholic,0
2013,NUMBER,istocni_drvar,F,catholic,1
2013,NUMBER,istocni_mostar,_T,catholic,11
2013,NUMBER,istocni_mostar,M,catholic,8
2013,NUMBER,istocni_mostar,F,catholic,3
2013,NUMBER,istocni_stari_grad,_T,catholic,5
2013,NUMBER,istocni_stari_grad,M,catholic,0
2013,NUMBER,istocni_stari_grad,F,catholic,5
2013,NUMBER,istocno_novo_sarajevo,_T,catholic,101
2013,NUMBER,istocno_novo_sarajevo,M,catholic,28
2013,NUMBER,istocno_novo_sarajevo,F,catholic,73
2013,NUMBER,jezero,_T,catholic,4
2013,NUMBER,jezero,M,catholic,2
2013,NUMBER,jezero,F,catholic,2
2013,NUMBER,kalinovik,_T,catholic,5
2013,NUMBER,kalinovik,M,catholic,2
2013,NUMBER,kalinovik,F,catholic,3
2013,NUMBER,knezevo,_T,catholic,17
2013,NUMBER,knezevo,M,catholic,4
2013,NUMBER,knezevo,F,catholic,13
2013,NUMBER,kozarska_dubica,_T,catholic,250
2013,NUMBER,kozarska_dubica,M,catholic,72
2013,NUMBER,kozarska_dubica,F,catholic,178
2013,NUMBER,kostajnica,_T,catholic,84
2013,NUMBER,kostajnica,M,catholic,26
2013,NUMBER,kostajnica,F,catholic,58
2013,NUMBER,kotor_varos,_T,catholic,788
2013,NUMBER,kotor_varos,M,catholic,365
2013,NUMBER,kotor_varos,F,catholic,423
2013,NUMBER,krupa_na_uni,_T,catholic,2
2013,NUMBER,krupa_na_uni,M,catholic,0
2013,NUMBER,krupa_na_uni,F,catholic,2
2013,NUMBER,kupres,_T,catholic,0
2013,NUMBER,kupres,M,catholic,0
2013,NUMBER,kupres,F,catholic,0
2013,NUMBER,laktasi,_T,catholic,497
2013,NUMBER,laktasi,M,catholic,166
2013,NUMBER,laktasi,F,catholic,331
2013,NUMBER,lopare,_T,catholic,40
2013,NUMBER,lopare,M,catholic,5
2013,NUMBER,lopare,F,catholic,35
2013,NUMBER,ljubinje,_T,catholic,5
2013,NUMBER,ljubinje,M,catholic,1
2013,NUMBER,ljubinje,F,catholic,4
2013,NUMBER,milici,_T,catholic,17
2013,NUMBER,milici,M,catholic,5
2013,NUMBER,milici,F,catholic,12
2013,NUMBER,modrica,_T,catholic,1365
2013,NUMBER,modrica,M,catholic,651
2013,NUMBER,modrica,F,catholic,714
2013,NUMBER,mrkonjic_grad,_T,catholic,146
2013,NUMBER,mrkonjic_grad,M,catholic,56
2013,NUMBER,mrkonjic_grad,F,catholic,90
2013,NUMBER,nevesinje,_T,catholic,21
2013,NUMBER,nevesinje,M,catholic,5
2013,NUMBER,nevesinje,F,catholic,16
2013,NUMBER,novi_grad,_T,catholic,152
2013,NUMBER,novi_grad,M,catholic,47
2013,NUMBER,novi_grad,F,catholic,105
2013,NUMBER,novo_gorazde,_T,catholic,2
2013,NUMBER,novo_gorazde,M,catholic,1
2013,NUMBER,novo_gorazde,F,catholic,1
2013,NUMBER,osmaci,_T,catholic,4
2013,NUMBER,osmaci,M,catholic,0
2013,NUMBER,osmaci,F,catholic,4
2013,NUMBER,ostra_luka,_T,catholic,131
2013,NUMBER,ostra_luka,M,catholic,62
2013,NUMBER,ostra_luka,F,catholic,69
2013,NUMBER,pale,_T,catholic,116
2013,NUMBER,pale,M,catholic,30
2013,NUMBER,pale,F,catholic,86
2013,NUMBER,pelagicevo,_T,catholic,1180
2013,NUMBER,pelagicevo,M,catholic,578
2013,NUMBER,pelagicevo,F,catholic,602
2013,NUMBER,petrovac,_T,catholic,0
2013,NUMBER,petrovac,M,catholic,0
2013,NUMBER,petrovac,F,catholic,0
2013,NUMBER,petrovo,_T,catholic,35
2013,NUMBER,petrovo,M,catholic,10
2013,NUMBER,petrovo,F,catholic,25
2013,NUMBER,grad_prijedor,_T,catholic,1544
2013,NUMBER,grad_prijedor,M,catholic,587
2013,NUMBER,grad_prijedor,F,catholic,957
2013,NUMBER,prnjavor,_T,catholic,645
2013,NUMBER,prnjavor,M,catholic,255
2013,NUMBER,prnjavor,F,catholic,390
2013,NUMBER,ribnik,_T,catholic,7
2013,NUMBER,ribnik,M,catholic,1
2013,NUMBER,ribnik,F,catholic,6
2013,NUMBER,rogatica,_T,catholic,16
2013,NUMBER,rogatica,M,catholic,1
2013,NUMBER,rogatica,F,catholic,15
2013,NUMBER,rudo,_T,catholic,3
2013,NUMBER,rudo,M,catholic,1
2013,NUMBER,rudo,F,catholic,2
2013,NUMBER,sokolac,_T,catholic,23
2013,NUMBER,sokolac,M,catholic,3
2013,NUMBER,sokolac,F,catholic,20
2013,NUMBER,srbac,_T,catholic,153
2013,NUMBER,srbac,M,catholic,37
2013,NUMBER,srbac,F,catholic,116
2013,NUMBER,srebrenica,_T,catholic,17
2013,NUMBER,srebrenica,M,catholic,7
2013,NUMBER,srebrenica,F,catholic,10
2013,NUMBER,teslic,_T,catholic,1292
2013,NUMBER,teslic,M,catholic,552
2013,NUMBER,teslic,F,catholic,740
2013,NUMBER,grad_trebinje,_T,catholic,293
2013,NUMBER,grad_trebinje,M,catholic,90
2013,NUMBER,grad_trebinje,F,catholic,203
2013,NUMBER,trnovo,_T,catholic,15
2013,NUMBER,trnovo,M,catholic,2
2013,NUMBER,trnovo,F,catholic,13
2013,NUMBER,ugljevik,_T,catholic,39
2013,NUMBER,ugljevik,M,catholic,7
2013,NUMBER,ugljevik,F,catholic,32
2013,NUMBER,foca,_T,catholic,64
2013,NUMBER,foca,M,catholic,20
2013,NUMBER,foca,F,catholic,44
2013,NUMBER,han_pijesak,_T,catholic,5
2013,NUMBER,han_pijesak,M,catholic,0
2013,NUMBER,han_pijesak,F,catholic,5
2013,NUMBER,cajnice,_T,catholic,5
2013,NUMBER,cajnice,M,catholic,0
2013,NUMBER,cajnice,F,catholic,5
2013,NUMBER,celinac,_T,catholic,58
2013,NUMBER,celinac,M,catholic,14
2013,NUMBER,celinac,F,catholic,44
2013,NUMBER,samac,_T,catholic,2091
2013,NUMBER,samac,M,catholic,969
2013,NUMBER,samac,F,catholic,1122
2013,NUMBER,sekovici,_T,catholic,7
2013,NUMBER,sekovici,M,catholic,0
2013,NUMBER,sekovici,F,catholic,7
2013,NUMBER,sipovo,_T,catholic,18
2013,NUMBER,sipovo,M,catholic,2
2013,NUMBER,sipovo,F,catholic,16
2013,NUMBER,republika_srpska,_T,ortodox,969315
2013,NUMBER,republika_srpska,M,ortodox,476184
2013,NUMBER,republika_srpska,F,ortodox,493131
2013,NUMBER,grad_banja_luka,_T,ortodox,161267
2013,NUMBER,grad_banja_luka,M,ortodox,78266
2013,NUMBER,grad_banja_luka,F,ortodox,83001
2013,NUMBER,berkovici,_T,ortodox,1873
2013,NUMBER,berkovici,M,ortodox,940
2013,NUMBER,berkovici,F,ortodox,933
2013,NUMBER,grad_bijeljina,_T,ortodox,89144
2013,NUMBER,grad_bijeljina,M,ortodox,43682
2013,NUMBER,grad_bijeljina,F,ortodox,45462
2013,NUMBER,bileca,_T,ortodox,10490
2013,NUMBER,bileca,M,ortodox,5291
2013,NUMBER,bileca,F,ortodox,5199
2013,NUMBER,bratunac,_T,ortodox,11726
2013,NUMBER,bratunac,M,ortodox,5835
2013,NUMBER,bratunac,F,ortodox,5891
2013,NUMBER,brod,_T,ortodox,11066
2013,NUMBER,brod,M,ortodox,5474
2013,NUMBER,brod,F,ortodox,5592
2013,NUMBER,visegrad,_T,ortodox,8913
2013,NUMBER,visegrad,M,ortodox,4315
2013,NUMBER,visegrad,F,ortodox,4598
2013,NUMBER,vlasenica,_T,ortodox,7111
2013,NUMBER,vlasenica,M,ortodox,3473
2013,NUMBER,vlasenica,F,ortodox,3638
2013,NUMBER,vukosavlje,_T,ortodox,1442
2013,NUMBER,vukosavlje,M,ortodox,713
2013,NUMBER,vukosavlje,F,ortodox,729
2013,NUMBER,gacko,_T,ortodox,8337
