Year,UNIT_MEASURE,Starost,Pol,Value
2020,Broj,51,Ž,7436
2020,Broj,52,Ž,7746
2020,Broj,53,Ž,8061
2020,Broj,54,Ž,8389
2020,Broj,55,Ž,8438
2020,Broj,56,Ž,8498
2020,Broj,57,Ž,8869
2020,Broj,58,Ž,9021
2020,Broj,59,Ž,9087
2020,Broj,60,Ž,9182
2020,Broj,61,Ž,9335
2020,Broj,62,Ž,9052
2020,Broj,63,Ž,9037
2020,Broj,64,Ž,9365
2020,Broj,65,Ž,9590
2020,Broj,66,Ž,9456
2020,Broj,67,Ž,9248
2020,Broj,68,Ž,8572
2020,Broj,69,Ž,7963
2020,Broj,70,Ž,8096
2020,Broj,71,Ž,7557
2020,Broj,72,Ž,7052
2020,Broj,73,Ž,6597
2020,Broj,74,Ž,5443
2020,Broj,75,Ž,4509
2020,Broj,76,Ž,4551
2020,Broj,77,Ž,4581
2020,Broj,78,Ž,4713
2020,Broj,79,Ž,5102
2020,Broj,80,Ž,5044
2020,Broj,81,Ž,4604
2020,Broj,82,Ž,4150
2020,Broj,83,Ž,3700
2020,Broj,84,Ž,3140
2020,Broj,85,Ž,2668
2020,Broj,86,Ž,2251
2020,Broj,87,Ž,1794
2020,Broj,88,Ž,1333
2020,Broj,89,Ž,1100
2020,Broj,90 +,Ž,2611
2021,Broj,Ukupno,Ukupno,1128309
2021,Broj,0,Ukupno,9194
2021,Broj,1,Ukupno,9193
2021,Broj,2,Ukupno,9407
2021,Broj,3,Ukupno,9433
2021,Broj,4,Ukupno,9349
2021,Broj,5,Ukupno,9395
2021,Broj,6,Ukupno,9430
2021,Broj,7,Ukupno,9529
2021,Broj,8,Ukupno,10080
2021,Broj,9,Ukupno,10477
2021,Broj,10,Ukupno,10651
2021,Broj,11,Ukupno,11122
2021,Broj,12,Ukupno,11211
2021,Broj,13,Ukupno,10907
2021,Broj,14,Ukupno,10675
2021,Broj,15,Ukupno,10706
2021,Broj,16,Ukupno,10830
2021,Broj,17,Ukupno,10899
2021,Broj,18,Ukupno,10989
2021,Broj,19,Ukupno,11323
2021,Broj,20,Ukupno,11680
2021,Broj,21,Ukupno,11853
2021,Broj,22,Ukupno,12418
2021,Broj,23,Ukupno,13661
2021,Broj,24,Ukupno,14268
2021,Broj,25,Ukupno,14333
2021,Broj,26,Ukupno,14243
2021,Broj,27,Ukupno,12793
2021,Broj,28,Ukupno,11788
2021,Broj,29,Ukupno,12904
2021,Broj,30,Ukupno,13778
2021,Broj,31,Ukupno,13785
2021,Broj,32,Ukupno,14324
2021,Broj,33,Ukupno,14840
2021,Broj,34,Ukupno,14989
2021,Broj,35,Ukupno,15316
2021,Broj,36,Ukupno,15764
2021,Broj,37,Ukupno,16083
2021,Broj,38,Ukupno,16195
2021,Broj,39,Ukupno,16144
2021,Broj,40,Ukupno,16073
2021,Broj,41,Ukupno,15967
2021,Broj,42,Ukupno,15898
2021,Broj,43,Ukupno,16008
2021,Broj,44,Ukupno,16284
2021,Broj,45,Ukupno,16176
2021,Broj,46,Ukupno,15615
2021,Broj,47,Ukupno,15393
2021,Broj,48,Ukupno,15424
2021,Broj,49,Ukupno,15235
2021,Broj,50,Ukupno,14549
2021,Broj,51,Ukupno,14460
2021,Broj,52,Ukupno,14965
2021,Broj,53,Ukupno,15380
2021,Broj,54,Ukupno,15939
2021,Broj,55,Ukupno,16542
2021,Broj,56,Ukupno,16549
2021,Broj,57,Ukupno,16416
2021,Broj,58,Ukupno,17017
2021,Broj,59,Ukupno,17335
2021,Broj,60,Ukupno,17415
2021,Broj,61,Ukupno,17398
2021,Broj,62,Ukupno,17519
2021,Broj,63,Ukupno,16882
2021,Broj,64,Ukupno,16794
2021,Broj,65,Ukupno,17310
2021,Broj,66,Ukupno,17686
2021,Broj,67,Ukupno,17324
2021,Broj,68,Ukupno,16697
2021,Broj,69,Ukupno,15326
2021,Broj,70,Ukupno,14106
2021,Broj,71,Ukupno,14174
2021,Broj,72,Ukupno,13089
2021,Broj,73,Ukupno,11971
2021,Broj,74,Ukupno,11067
2021,Broj,75,Ukupno,8998
2021,Broj,76,Ukupno,7376
2021,Broj,77,Ukupno,7269
2021,Broj,78,Ukupno,7211
2021,Broj,79,Ukupno,7325
2021,Broj,80,Ukupno,7732
2021,Broj,81,Ukupno,7517
2021,Broj,82,Ukupno,6720
2021,Broj,83,Ukupno,6019
2021,Broj,84,Ukupno,5215
2021,Broj,85,Ukupno,4308
2021,Broj,86,Ukupno,3529
2021,Broj,87,Ukupno,2892
2021,Broj,88,Ukupno,2246
2021,Broj,89,Ukupno,1640
2021,Broj,90 +,Ukupno,4370
2021,Broj,Ukupno,M,555675
2021,Broj,0,M,4765
2021,Broj,1,M,4851
2021,Broj,2,M,4981
2021,Broj,3,M,4945
2021,Broj,4,M,4881
2021,Broj,5,M,4903
2021,Broj,6,M,4967
2021,Broj,7,M,4997
2021,Broj,8,M,5176
2021,Broj,9,M,5372
2021,Broj,10,M,5460
2021,Broj,11,M,5743
2021,Broj,12,M,5828
2021,Broj,13,M,5584
2021,Broj,14,M,5432
2021,Broj,15,M,5495
2021,Broj,16,M,5632
2021,Broj,17,M,5639
2021,Broj,18,M,5707
2021,Broj,19,M,5979
2021,Broj,20,M,6110
2021,Broj,21,M,6123
2021,Broj,22,M,6464
2021,Broj,23,M,7176
2021,Broj,24,M,7495
2021,Broj,25,M,7480
2021,Broj,26,M,7522
2021,Broj,27,M,6890
2021,Broj,28,M,6355
2021,Broj,29,M,6891
2021,Broj,30,M,7296
2021,Broj,31,M,7217
2021,Broj,32,M,7466
2021,Broj,33,M,7694
2021,Broj,34,M,7659
2021,Broj,35,M,7842
2021,Broj,36,M,8161
2021,Broj,37,M,8313
2021,Broj,38,M,8294
2021,Broj,39,M,8228
2021,Broj,40,M,8203
2021,Broj,41,M,8146
2021,Broj,42,M,8167
2021,Broj,43,M,8223
2021,Broj,44,M,8303
2021,Broj,45,M,8272
2021,Broj,46,M,8028
2021,Broj,47,M,7893
2021,Broj,48,M,7893
2021,Broj,49,M,7796
2021,Broj,50,M,7388
2021,Broj,51,M,7372
2021,Broj,52,M,7563
2021,Broj,53,M,7680
2021,Broj,54,M,7939
2021,Broj,55,M,8204
2021,Broj,56,M,8166
2021,Broj,57,M,7984
2021,Broj,58,M,8215
2021,Broj,59,M,8384
2021,Broj,60,M,8407
2021,Broj,61,M,8312
2021,Broj,62,M,8270
2021,Broj,63,M,7933
2021,Broj,64,M,7883
2021,Broj,65,M,8074
2021,Broj,66,M,8227
2021,Broj,67,M,8015
2021,Broj,68,M,7611
2021,Broj,69,M,6934
2021,Broj,70,M,6305
2021,Broj,71,M,6265
2021,Broj,72,M,5726
2021,Broj,73,M,5114
2021,Broj,74,M,4696
2021,Broj,75,M,3776
2021,Broj,76,M,3065
2021,Broj,77,M,2942
2021,Broj,78,M,2883
2021,Broj,79,M,2908
2021,Broj,80,M,3009
2021,Broj,81,M,2889
2021,Broj,82,M,2580
2021,Broj,83,M,2306
2021,Broj,84,M,1969
2021,Broj,85,M,1576
2021,Broj,86,M,1258
2021,Broj,87,M,1011
2021,Broj,88,M,783
2021,Broj,89,M,577
2021,Broj,90 +,M,1539
2021,Broj,Ukupno,Ž,572634
2021,Broj,0,Ž,4429
2021,Broj,1,Ž,4342
2021,Broj,2,Ž,4426
2021,Broj,3,Ž,4488
2021,Broj,4,Ž,4468
2021,Broj,5,Ž,4492
2021,Broj,6,Ž,4463
2021,Broj,7,Ž,4532
2021,Broj,8,Ž,4904
2021,Broj,9,Ž,5105
2021,Broj,10,Ž,5191
2021,Broj,11,Ž,5379
2021,Broj,12,Ž,5383
2021,Broj,13,Ž,5323
2021,Broj,14,Ž,5243
2021,Broj,15,Ž,5211
2021,Broj,16,Ž,5198
2021,Broj,17,Ž,5260
2021,Broj,18,Ž,5282
2021,Broj,19,Ž,5344
2021,Broj,20,Ž,5570
2021,Broj,21,Ž,5730
2021,Broj,22,Ž,5954
2021,Broj,23,Ž,6485
2021,Broj,24,Ž,6773
2021,Broj,25,Ž,6853
2021,Broj,26,Ž,6721
2021,Broj,27,Ž,5903
2021,Broj,28,Ž,5433
2021,Broj,29,Ž,6013
2021,Broj,30,Ž,6482
2021,Broj,31,Ž,6568
2021,Broj,32,Ž,6858
2021,Broj,33,Ž,7146
2021,Broj,34,Ž,7330
2021,Broj,35,Ž,7474
2021,Broj,36,Ž,7603
2021,Broj,37,Ž,7770
2021,Broj,38,Ž,7901
2021,Broj,39,Ž,7916
2021,Broj,40,Ž,7870
2021,Broj,41,Ž,7821
2021,Broj,42,Ž,7731
2021,Broj,43,Ž,7785
2021,Broj,44,Ž,7981
2021,Broj,45,Ž,7904
2021,Broj,46,Ž,7587
2021,Broj,47,Ž,7500
2021,Broj,48,Ž,7531
2021,Broj,49,Ž,7439
2021,Broj,50,Ž,7161
2021,Broj,51,Ž,7088
2021,Broj,52,Ž,7402
2021,Broj,53,Ž,7700
2021,Broj,54,Ž,8000
2021,Broj,55,Ž,8338
2021,Broj,56,Ž,8383
2021,Broj,57,Ž,8432
2021,Broj,58,Ž,8802
2021,Broj,59,Ž,8951
2021,Broj,60,Ž,9008
2021,Broj,61,Ž,9086
2021,Broj,62,Ž,9249
2021,Broj,63,Ž,8949
2021,Broj,64,Ž,8911
2021,Broj,65,Ž,9236
2021,Broj,66,Ž,9459
2021,Broj,67,Ž,9309
2021,Broj,68,Ž,9086
2021,Broj,69,Ž,8392
2021,Broj,70,Ž,7801
2021,Broj,71,Ž,7909
2021,Broj,72,Ž,7363
2021,Broj,73,Ž,6857
2021,Broj,74,Ž,6371
2021,Broj,75,Ž,5222
2021,Broj,76,Ž,4311
2021,Broj,77,Ž,4327
2021,Broj,78,Ž,4328
2021,Broj,79,Ž,4417
2021,Broj,80,Ž,4723
2021,Broj,81,Ž,4628
2021,Broj,82,Ž,4140
2021,Broj,83,Ž,3713
2021,Broj,84,Ž,3246
2021,Broj,85,Ž,2732
2021,Broj,86,Ž,2271
2021,Broj,87,Ž,1881
2021,Broj,88,Ž,1463
2021,Broj,89,Ž,1063
2021,Broj,90 +,Ž,2831
