Year,UNIT_MEASURE,Starosna grupa,Pol,Value
2014,Broj,40-44,Ž,37198
2014,Broj,45-49,Ž,40584
2014,Broj,50-54,Ž,45640
2014,Broj,55-59,Ž,48137
2014,Broj,60-64,Ž,46420
2014,Broj,65-69,Ž,35002
2014,Broj,70-74,Ž,30056
2014,Broj,75-79,Ž,28946
2014,Broj,80-84,Ž,16603
2014,Broj,85-89,Ž,6405
2014,Broj,90 +,Ž,1626
2015,Broj,Ukupno,Ukupno,1162164
2015,Broj,0-4,Ukupno,50067
2015,Broj,5-9,Ukupno,54755
2015,Broj,10-14,Ukupno,55647
2015,Broj,15-19,Ukupno,66727
2015,Broj,20-24,Ukupno,65603
2015,Broj,25-29,Ukupno,73297
2015,Broj,30-34,Ukupno,80365
2015,Broj,35-39,Ukupno,81003
2015,Broj,40-44,Ukupno,77328
2015,Broj,45-49,Ukupno,78838
2015,Broj,50-54,Ukupno,87925
2015,Broj,55-59,Ukupno,91658
2015,Broj,60-64,Ukupno,90125
2015,Broj,65-69,Ukupno,70039
2015,Broj,70-74,Ukupno,48676
2015,Broj,75-79,Ukupno,49216
2015,Broj,80-84,Ukupno,27692
2015,Broj,85-89,Ukupno,10696
2015,Broj,90 +,Ukupno,2507
2015,Broj,Ukupno,M,567711
2015,Broj,0-4,M,25709
2015,Broj,5-9,M,28072
2015,Broj,10-14,M,28692
2015,Broj,15-19,M,34235
2015,Broj,20-24,M,34166
2015,Broj,25-29,M,37392
2015,Broj,30-34,M,40942
2015,Broj,35-39,M,41257
2015,Broj,40-44,M,39602
2015,Broj,45-49,M,39752
2015,Broj,50-54,M,43301
2015,Broj,55-59,M,44221
2015,Broj,60-64,M,42870
2015,Broj,65-69,M,31928
2015,Broj,70-74,M,20798
2015,Broj,75-79,M,19949
2015,Broj,80-84,M,10285
2015,Broj,85-89,M,3791
2015,Broj,90 +,M,749
2015,Broj,Ukupno,Ž,594453
2015,Broj,0-4,Ž,24358
2015,Broj,5-9,Ž,26683
2015,Broj,10-14,Ž,26955
2015,Broj,15-19,Ž,32492
2015,Broj,20-24,Ž,31437
2015,Broj,25-29,Ž,35905
2015,Broj,30-34,Ž,39423
2015,Broj,35-39,Ž,39746
2015,Broj,40-44,Ž,37726
2015,Broj,45-49,Ž,39086
2015,Broj,50-54,Ž,44624
2015,Broj,55-59,Ž,47437
2015,Broj,60-64,Ž,47255
2015,Broj,65-69,Ž,38111
2015,Broj,70-74,Ž,27878
2015,Broj,75-79,Ž,29267
2015,Broj,80-84,Ž,17407
2015,Broj,85-89,Ž,6905
2015,Broj,90 +,Ž,1758
2016,Broj,Ukupno,Ukupno,1157516
2016,Broj,0-4,Ukupno,48734
2016,Broj,5-9,Ukupno,54692
2016,Broj,10-14,Ukupno,54647
2016,Broj,15-19,Ukupno,63924
2016,Broj,20-24,Ukupno,66283
2016,Broj,25-29,Ukupno,71750
2016,Broj,30-34,Ukupno,79504
2016,Broj,35-39,Ukupno,80647
2016,Broj,40-44,Ukupno,78874
2016,Broj,45-49,Ukupno,76424
2016,Broj,50-54,Ukupno,86398
2016,Broj,55-59,Ukupno,90613
2016,Broj,60-64,Ukupno,91762
2016,Broj,65-69,Ukupno,73686
2016,Broj,70-74,Ukupno,47137
2016,Broj,75-79,Ukupno,49174
2016,Broj,80-84,Ukupno,29104
2016,Broj,85-89,Ukupno,11443
2016,Broj,90 +,Ukupno,2720
2016,Broj,Ukupno,M,565368
2016,Broj,0-4,M,25099
2016,Broj,5-9,M,28032
2016,Broj,10-14,M,28143
2016,Broj,15-19,M,32819
2016,Broj,20-24,M,34406
2016,Broj,25-29,M,36741
2016,Broj,30-34,M,40519
2016,Broj,35-39,M,40983
2016,Broj,40-44,M,40396
2016,Broj,45-49,M,38631
2016,Broj,50-54,M,42599
2016,Broj,55-59,M,43773
2016,Broj,60-64,M,43636
2016,Broj,65-69,M,33670
2016,Broj,70-74,M,20198
2016,Broj,75-79,M,20005
2016,Broj,80-84,M,10819
2016,Broj,85-89,M,4077
2016,Broj,90 +,M,822
2016,Broj,Ukupno,Ž,592148
2016,Broj,0-4,Ž,23635
2016,Broj,5-9,Ž,26660
2016,Broj,10-14,Ž,26504
2016,Broj,15-19,Ž,31105
2016,Broj,20-24,Ž,31877
2016,Broj,25-29,Ž,35009
2016,Broj,30-34,Ž,38985
2016,Broj,35-39,Ž,39664
2016,Broj,40-44,Ž,38478
2016,Broj,45-49,Ž,37793
2016,Broj,50-54,Ž,43799
2016,Broj,55-59,Ž,46840
2016,Broj,60-64,Ž,48126
2016,Broj,65-69,Ž,40016
2016,Broj,70-74,Ž,26939
2016,Broj,75-79,Ž,29169
2016,Broj,80-84,Ž,18285
2016,Broj,85-89,Ž,7366
2016,Broj,90 +,Ž,1898
2017,Broj,Ukupno,Ukupno,1153017
2017,Broj,0-4,Ukupno,47669
2017,Broj,5-9,Ukupno,54425
2017,Broj,10-14,Ukupno,54011
2017,Broj,15-19,Ukupno,60988
2017,Broj,20-24,Ukupno,67578
2017,Broj,25-29,Ukupno,69711
2017,Broj,30-34,Ukupno,78413
2017,Broj,35-39,Ukupno,80313
2017,Broj,40-44,Ukupno,79628
2017,Broj,45-49,Ukupno,75563
2017,Broj,50-54,Ukupno,84512
2017,Broj,55-59,Ukupno,90210
2017,Broj,60-64,Ukupno,91623
2017,Broj,65-69,Ukupno,76077
2017,Broj,70-74,Ukupno,49170
2017,Broj,75-79,Ukupno,47544
2017,Broj,80-84,Ukupno,30644
2017,Broj,85-89,Ukupno,12003
2017,Broj,90 +,Ukupno,2935
2017,Broj,Ukupno,M,563187
2017,Broj,0-4,M,24658
2017,Broj,5-9,M,27909
2017,Broj,10-14,M,27739
2017,Broj,15-19,M,31302
2017,Broj,20-24,M,34984
2017,Broj,25-29,M,35943
2017,Broj,30-34,M,39935
2017,Broj,35-39,M,40775
2017,Broj,40-44,M,40696
2017,Broj,45-49,M,38318
2017,Broj,50-54,M,41752
2017,Broj,55-59,M,43657
2017,Broj,60-64,M,43518
2017,Broj,65-69,M,34812
2017,Broj,70-74,M,21177
2017,Broj,75-79,M,19315
2017,Broj,80-84,M,11479
2017,Broj,85-89,M,4303
2017,Broj,90 +,M,915
2017,Broj,Ukupno,Ž,589830
2017,Broj,0-4,Ž,23011
2017,Broj,5-9,Ž,26516
2017,Broj,10-14,Ž,26272
2017,Broj,15-19,Ž,29686
2017,Broj,20-24,Ž,32594
2017,Broj,25-29,Ž,33768
2017,Broj,30-34,Ž,38478
2017,Broj,35-39,Ž,39538
2017,Broj,40-44,Ž,38932
2017,Broj,45-49,Ž,37245
2017,Broj,50-54,Ž,42760
2017,Broj,55-59,Ž,46553
2017,Broj,60-64,Ž,48105
2017,Broj,65-69,Ž,41265
2017,Broj,70-74,Ž,27993
2017,Broj,75-79,Ž,28229
2017,Broj,80-84,Ž,19165
2017,Broj,85-89,Ž,7700
2017,Broj,90 +,Ž,2020
2018,Broj,Ukupno,Ukupno,1147902
2018,Broj,0-4,Ukupno,46783
2018,Broj,5-9,Ukupno,53561
2018,Broj,10-14,Ukupno,53979
2018,Broj,15-19,Ukupno,58248
2018,Broj,20-24,Ukupno,69375
2018,Broj,25-29,Ukupno,66608
2018,Broj,30-34,Ukupno,77062
2018,Broj,35-39,Ukupno,80370
2018,Broj,40-44,Ukupno,80022
2018,Broj,45-49,Ukupno,75372
2018,Broj,50-54,Ukupno,82290
2018,Broj,55-59,Ukupno,89379
2018,Broj,60-64,Ukupno,90342
2018,Broj,65-69,Ukupno,79067
2018,Broj,70-74,Ukupno,52446
2018,Broj,75-79,Ukupno,45216
2018,Broj,80-84,Ukupno,31930
2018,Broj,85-89,Ukupno,12742
2018,Broj,90 +,Ukupno,3110
2018,Broj,Ukupno,M,560795
2018,Broj,0-4,M,24321
2018,Broj,5-9,M,27463
2018,Broj,10-14,M,27689
2018,Broj,15-19,M,29864
2018,Broj,20-24,M,35777
2018,Broj,25-29,M,34534
2018,Broj,30-34,M,39285
2018,Broj,35-39,M,40743
2018,Broj,40-44,M,40878
2018,Broj,45-49,M,38377
2018,Broj,50-54,M,40817
2018,Broj,55-59,M,43267
2018,Broj,60-64,M,42830
2018,Broj,65-69,M,36278
2018,Broj,70-74,M,22707
2018,Broj,75-79,M,18324
2018,Broj,80-84,M,12075
2018,Broj,85-89,M,4564
2018,Broj,90 +,M,1002
2018,Broj,Ukupno,Ž,587107
2018,Broj,0-4,Ž,22462
2018,Broj,5-9,Ž,26098
2018,Broj,10-14,Ž,26290
2018,Broj,15-19,Ž,28384
2018,Broj,20-24,Ž,33598
2018,Broj,25-29,Ž,32074
2018,Broj,30-34,Ž,37777
2018,Broj,35-39,Ž,39627
2018,Broj,40-44,Ž,39144
2018,Broj,45-49,Ž,36995
2018,Broj,50-54,Ž,41473
2018,Broj,55-59,Ž,46112
2018,Broj,60-64,Ž,47512
2018,Broj,65-69,Ž,42789
2018,Broj,70-74,Ž,29739
2018,Broj,75-79,Ž,26892
2018,Broj,80-84,Ž,19855
2018,Broj,85-89,Ž,8178
2018,Broj,90 +,Ž,2108
2019,Broj,Ukupno,Ukupno,1142495
2019,Broj,0-4,Ukupno,46989
2019,Broj,5-9,Ukupno,51849
2019,Broj,10-14,Ukupno,54340
2019,Broj,15-19,Ukupno,56767
2019,Broj,20-24,Ukupno,68958
2019,Broj,25-29,Ukupno,65048
2019,Broj,30-34,Ukupno,75240
2019,Broj,35-39,Ukupno,80574
2019,Broj,40-44,Ukupno,80242
2019,Broj,45-49,Ukupno,75535
2019,Broj,50-54,Ukupno,80297
2019,Broj,55-59,Ukupno,87300
2019,Broj,60-64,Ukupno,88926
2019,Broj,65-69,Ukupno,81485
2019,Broj,70-74,Ukupno,56623
2019,Broj,75-79,Ukupno,42470
2019,Broj,80-84,Ukupno,32745
2019,Broj,85-89,Ukupno,13503
2019,Broj,90 +,Ukupno,3604
2019,Broj,Ukupno,M,558093
2019,Broj,0-4,M,24499
2019,Broj,5-9,M,26577
2019,Broj,10-14,M,27877
2019,Broj,15-19,M,29150
2019,Broj,20-24,M,35339
2019,Broj,25-29,M,33871
2019,Broj,30-34,M,38358
2019,Broj,35-39,M,40861
2019,Broj,40-44,M,40907
2019,Broj,45-49,M,38510
2019,Broj,50-54,M,40006
2019,Broj,55-59,M,42309
2019,Broj,60-64,M,42038
2019,Broj,65-69,M,37464
2019,Broj,70-74,M,24642
2019,Broj,75-79,M,17180
2019,Broj,80-84,M,12494
2019,Broj,85-89,M,4782
2019,Broj,90 +,M,1229
2019,Broj,Ukupno,Ž,584402
2019,Broj,0-4,Ž,22490
2019,Broj,5-9,Ž,25272
2019,Broj,10-14,Ž,26463
2019,Broj,15-19,Ž,27617
2019,Broj,20-24,Ž,33619
2019,Broj,25-29,Ž,31177
2019,Broj,30-34,Ž,36882
2019,Broj,35-39,Ž,39713
2019,Broj,40-44,Ž,39335
2019,Broj,45-49,Ž,37025
2019,Broj,50-54,Ž,40291
2019,Broj,55-59,Ž,44991
2019,Broj,60-64,Ž,46888
2019,Broj,65-69,Ž,44021
2019,Broj,70-74,Ž,31981
2019,Broj,75-79,Ž,25290
2019,Broj,80-84,Ž,20251
2019,Broj,85-89,Ž,8721
2019,Broj,90 +,Ž,2375
2020,Broj,Ukupno,Ukupno,1136274
2020,Broj,0-4,Ukupno,46766
2020,Broj,5-9,Ukupno,50140
2020,Broj,10-14,Ukupno,54624
2020,Broj,15-19,Ukupno,55722
2020,Broj,20-24,Ukupno,66540
2020,Broj,25-29,Ukupno,65512
2020,Broj,30-34,Ukupno,73246
2020,Broj,35-39,Ukupno,80317
2020,Broj,40-44,Ukupno,80441
2020,Broj,45-49,Ukupno,76443
2020,Broj,50-54,Ukupno,77704
2020,Broj,55-59,Ukupno,85566
2020,Broj,60-64,Ukupno,87281
2020,Broj,65-69,Ukupno,83151
2020,Broj,70-74,Ukupno,61635
2020,Broj,75-79,Ukupno,39518
2020,Broj,80-84,Ukupno,33481
2020,Broj,85-89,Ukupno,14165
2020,Broj,90 +,Ukupno,4022
2020,Broj,Ukupno,M,557422
2020,Broj,0-4,M,24479
2020,Broj,5-9,M,25854
2020,Broj,10-14,M,28034
2020,Broj,15-19,M,28881
2020,Broj,20-24,M,34373
2020,Broj,25-29,M,34543
2020,Broj,30-34,M,37631
2020,Broj,35-39,M,41043
2020,Broj,40-44,M,41041
2020,Broj,45-49,M,39083
2020,Broj,50-54,M,38950
2020,Broj,55-59,M,41653
2020,Broj,60-64,M,41310
2020,Broj,65-69,M,38322
2020,Broj,70-74,M,26890
2020,Broj,75-79,M,16062
2020,Broj,80-84,M,12843
2020,Broj,85-89,M,5019
2020,Broj,90 +,M,1411
2020,Broj,Ukupno,Ž,578852
2020,Broj,0-4,Ž,22287
2020,Broj,5-9,Ž,24286
2020,Broj,10-14,Ž,26590
2020,Broj,15-19,Ž,26841
2020,Broj,20-24,Ž,32167
2020,Broj,25-29,Ž,30969
2020,Broj,30-34,Ž,35615
2020,Broj,35-39,Ž,39274
2020,Broj,40-44,Ž,39400
2020,Broj,45-49,Ž,37360
2020,Broj,50-54,Ž,38754
2020,Broj,55-59,Ž,43913
2020,Broj,60-64,Ž,45971
2020,Broj,65-69,Ž,44829
2020,Broj,70-74,Ž,34745
2020,Broj,75-79,Ž,23456
2020,Broj,80-84,Ž,20638
2020,Broj,85-89,Ž,9146
2020,Broj,90 +,Ž,2611
2021,Broj,Ukupno,Ukupno,1128309
2021,Broj,0-4,Ukupno,46576
2021,Broj,5-9,Ukupno,48911
2021,Broj,10-14,Ukupno,54566
2021,Broj,15-19,Ukupno,54747
2021,Broj,20-24,Ukupno,63880
2021,Broj,25-29,Ukupno,66061
2021,Broj,30-34,Ukupno,71716
2021,Broj,35-39,Ukupno,79502
2021,Broj,40-44,Ukupno,80230
2021,Broj,45-49,Ukupno,77843
2021,Broj,50-54,Ukupno,75293
2021,Broj,55-59,Ukupno,83859
2021,Broj,60-64,Ukupno,86008
2021,Broj,65-69,Ukupno,84343
2021,Broj,70-74,Ukupno,64407
2021,Broj,75-79,Ukupno,38179
2021,Broj,80-84,Ukupno,33203
2021,Broj,85-89,Ukupno,14615
2021,Broj,90 +,Ukupno,4370
2021,Broj,Ukupno,M,555675
2021,Broj,0-4,M,24423
2021,Broj,5-9,M,25415
2021,Broj,10-14,M,28047
2021,Broj,15-19,M,28452
2021,Broj,20-24,M,33368
2021,Broj,25-29,M,35138
2021,Broj,30-34,M,37332
2021,Broj,35-39,M,40838
2021,Broj,40-44,M,41042
2021,Broj,45-49,M,39882
2021,Broj,50-54,M,37942
2021,Broj,55-59,M,40953
2021,Broj,60-64,M,40805
2021,Broj,65-69,M,38861
2021,Broj,70-74,M,28106
2021,Broj,75-79,M,15574
2021,Broj,80-84,M,12753
2021,Broj,85-89,M,5205
2021,Broj,90 +,M,1539
2021,Broj,Ukupno,Ž,572634
2021,Broj,0-4,Ž,22153
2021,Broj,5-9,Ž,23496
2021,Broj,10-14,Ž,26519
2021,Broj,15-19,Ž,26295
2021,Broj,20-24,Ž,30512
2021,Broj,25-29,Ž,30923
2021,Broj,30-34,Ž,34384
2021,Broj,35-39,Ž,38664
2021,Broj,40-44,Ž,39188
2021,Broj,45-49,Ž,37961
2021,Broj,50-54,Ž,37351
2021,Broj,55-59,Ž,42906
2021,Broj,60-64,Ž,45203
2021,Broj,65-69,Ž,45482
2021,Broj,70-74,Ž,36301
2021,Broj,75-79,Ž,22605
2021,Broj,80-84,Ž,20450
2021,Broj,85-89,Ž,9410
2021,Broj,90 +,Ž,2831
2022,Broj,Ukupno,Ukupno,1120236
2022,Broj,0-4,Ukupno,46394
2022,Broj,5-9,Ukupno,47796
2022,Broj,10-14,Ukupno,54372
2022,Broj,15-19,Ukupno,54069
2022,Broj,20-24,Ukupno,60901
2022,Broj,25-29,Ukupno,67370
2022,Broj,30-34,Ukupno,69610
2022,Broj,35-39,Ukupno,78304
2022,Broj,40-44,Ukupno,79978
2022,Broj,45-49,Ukupno,78709
2022,Broj,50-54,Ukupno,74238
2022,Broj,55-59,Ukupno,81717
2022,Broj,60-64,Ukupno,85329
2022,Broj,65-69,Ukupno,83893
2022,Broj,70-74,Ukupno,66323
2022,Broj,75-79,Ukupno,39578
2022,Broj,80-84,Ukupno,31802
2022,Broj,85-89,Ukupno,15255
2022,Broj,90 +,Ukupno,4598
2022,Broj,Ukupno,M,551376
2022,Broj,0-4,M,24217
2022,Broj,5-9,M,24939
2022,Broj,10-14,M,27994
2022,Broj,15-19,M,27885
2022,Broj,20-24,M,31825
2022,Broj,25-29,M,35717
2022,Broj,30-34,M,36548
2022,Broj,35-39,M,40243
2022,Broj,40-44,M,40886
2022,Broj,45-49,M,40248
2022,Broj,50-54,M,37552
2022,Broj,55-59,M,39976
2022,Broj,60-64,M,40478
2022,Broj,65-69,M,38556
2022,Broj,70-74,M,28924
2022,Broj,75-79,M,16145
2022,Broj,80-84,M,12190
2022,Broj,85-89,M,5438
2022,Broj,90 +,M,1615
2022,Broj,Ukupno,Ž,568860
2022,Broj,0-4,Ž,22177
2022,Broj,5-9,Ž,22857
2022,Broj,10-14,Ž,26378
2022,Broj,15-19,Ž,26184
2022,Broj,20-24,Ž,29076
2022,Broj,25-29,Ž,31653
2022,Broj,30-34,Ž,33062
2022,Broj,35-39,Ž,38061
2022,Broj,40-44,Ž,39092
2022,Broj,45-49,Ž,38461
2022,Broj,50-54,Ž,36686
2022,Broj,55-59,Ž,41741
2022,Broj,60-64,Ž,44851
2022,Broj,65-69,Ž,45337
2022,Broj,70-74,Ž,37399
2022,Broj,75-79,Ž,23433
2022,Broj,80-84,Ž,19612
2022,Broj,85-89,Ž,9817
2022,Broj,90 +,Ž,2983
2023,Broj,Ukupno,Ukupno,1114819
2023,Broj,0-4,Ukupno,46147
2023,Broj,5-9,Ukupno,47158
2023,Broj,10-14,Ukupno,53554
2023,Broj,15-19,Ukupno,53967
2023,Broj,20-24,Ukupno,58214
2023,Broj,25-29,Ukupno,69206
2023,Broj,30-34,Ukupno,66524
2023,Broj,35-39,Ukupno,76909
2023,Broj,40-44,Ukupno,80073
2023,Broj,45-49,Ukupno,79140
2023,Broj,50-54,Ukupno,74038
2023,Broj,55-59,Ukupno,79564
2023,Broj,60-64,Ukupno,84540
2023,Broj,65-69,Ukupno,82695
2023,Broj,70-74,Ukupno,69035
2023,Broj,75-79,Ukupno,42332
2023,Broj,80-84,Ukupno,30426
2023,Broj,85-89,Ukupno,16153
2023,Broj,90 +,Ukupno,5144
2023,Broj,Ukupno,M,548577
2023,Broj,0-4,M,23999
2023,Broj,5-9,M,24722
2023,Broj,10-14,M,27598
2023,Broj,15-19,M,27755
2023,Broj,20-24,M,30356
2023,Broj,25-29,M,36534
2023,Broj,30-34,M,35177
2023,Broj,35-39,M,39611
2023,Broj,40-44,M,40887
2023,Broj,45-49,M,40480
2023,Broj,50-54,M,37583
2023,Broj,55-59,M,39073
2023,Broj,60-64,M,40122
2023,Broj,65-69,M,37948
2023,Broj,70-74,M,30177
2023,Broj,75-79,M,17324
2023,Broj,80-84,M,11640
2023,Broj,85-89,M,5820
2023,Broj,90 +,M,1771
2023,Broj,Ukupno,Ž,566242
2023,Broj,0-4,Ž,22148
2023,Broj,5-9,Ž,22436
2023,Broj,10-14,Ž,25956
2023,Broj,15-19,Ž,26212
2023,Broj,20-24,Ž,27858
2023,Broj,25-29,Ž,32672
2023,Broj,30-34,Ž,31347
2023,Broj,35-39,Ž,37298
2023,Broj,40-44,Ž,39186
2023,Broj,45-49,Ž,38660
2023,Broj,50-54,Ž,36455
2023,Broj,55-59,Ž,40491
2023,Broj,60-64,Ž,44418
2023,Broj,65-69,Ž,44747
2023,Broj,70-74,Ž,38858
2023,Broj,75-79,Ž,25008
2023,Broj,80-84,Ž,18786
2023,Broj,85-89,Ž,10333
2023,Broj,90 +,Ž,3373
