Year,UNIT_MEASURE,Teritory,Sex,Age,Value
2013,Number,ISTOCNI DRVAR,M,0-4,-
2013,Number,ISTOCNI DRVAR,F,0-4,-
2013,Number,ISTOCNI MOSTAR,Both sexes,0-4,7
2013,Number,ISTOCNI MOSTAR,M,0-4,4
2013,Number,ISTOCNI MOSTAR,F,0-4,3
2013,Number,GRAD ISTOCNO SARAJEVO,Both sexes,0-4,2763
2013,Number,GRAD ISTOCNO SARAJEVO,M,0-4,1404
2013,Number,GRAD ISTOCNO SARAJEVO,F,0-4,1359
2013,Number,ISTOCNA ILIDZA,Both sexes,0-4,650
2013,Number,ISTOCNA ILIDZA,M,0-4,327
2013,Number,ISTOCNA ILIDZA,F,0-4,323
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,0-4,607
2013,Number,ISTOCNO NOVO SARAJEVO,M,0-4,296
2013,Number,ISTOCNO NOVO SARAJEVO,F,0-4,311
2013,Number,ISTOČNI STARI GRAD,Both sexes,0-4,41
2013,Number,ISTOČNI STARI GRAD,M,0-4,26
2013,Number,ISTOČNI STARI GRAD,F,0-4,15
2013,Number,PALE,Both sexes,0-4,895
2013,Number,PALE,M,0-4,463
2013,Number,PALE,F,0-4,432
2013,Number,SOKOLAC,Both sexes,0-4,508
2013,Number,SOKOLAC,M,0-4,266
2013,Number,SOKOLAC,F,0-4,242
2013,Number,TRNOVO,Both sexes,0-4,62
2013,Number,TRNOVO,M,0-4,26
2013,Number,TRNOVO,F,0-4,36
2013,Number,JEZERO,Both sexes,0-4,39
2013,Number,JEZERO,M,0-4,20
2013,Number,JEZERO,F,0-4,19
2013,Number,KALINOVIK,Both sexes,0-4,50
2013,Number,KALINOVIK,M,0-4,25
2013,Number,KALINOVIK,F,0-4,25
2013,Number,KNEZEVO,Both sexes,0-4,408
2013,Number,KNEZEVO,M,0-4,215
2013,Number,KNEZEVO,F,0-4,193
2013,Number,KOSTAJNICA,Both sexes,0-4,213
2013,Number,KOSTAJNICA,M,0-4,98
2013,Number,KOSTAJNICA,F,0-4,115
2013,Number,KOTOR VAROS,Both sexes,0-4,901
2013,Number,KOTOR VAROS,M,0-4,466
2013,Number,KOTOR VAROS,F,0-4,435
2013,Number,KOZARSKA DUBICA,Both sexes,0-4,774
2013,Number,KOZARSKA DUBICA,M,0-4,389
2013,Number,KOZARSKA DUBICA,F,0-4,385
2013,Number,KRUPA NA UNI,Both sexes,0-4,50
2013,Number,KRUPA NA UNI,M,0-4,26
2013,Number,KRUPA NA UNI,F,0-4,24
2013,Number,KUPRES,Both sexes,0-4,6
2013,Number,KUPRES,M,0-4,5
2013,Number,KUPRES,F,0-4,1
2013,Number,LAKTASI,Both sexes,0-4,1679
2013,Number,LAKTASI,M,0-4,854
2013,Number,LAKTASI,F,0-4,825
2013,Number,LOPARE,Both sexes,0-4,492
2013,Number,LOPARE,M,0-4,244
2013,Number,LOPARE,F,0-4,248
2013,Number,LJUBINJE,Both sexes,0-4,150
2013,Number,LJUBINJE,M,0-4,72
2013,Number,LJUBINJE,F,0-4,78
2013,Number,MILICI,Both sexes,0-4,462
2013,Number,MILICI,M,0-4,227
2013,Number,MILICI,F,0-4,235
2013,Number,MODRICA,Both sexes,0-4,971
2013,Number,MODRICA,M,0-4,499
2013,Number,MODRICA,F,0-4,472
2013,Number,MRKONJIC GRAD,Both sexes,0-4,671
2013,Number,MRKONJIC GRAD,M,0-4,340
2013,Number,MRKONJIC GRAD,F,0-4,331
2013,Number,NEVESINJE,Both sexes,0-4,559
2013,Number,NEVESINJE,M,0-4,299
2013,Number,NEVESINJE,F,0-4,260
2013,Number,NOVI GRAD,Both sexes,0-4,935
2013,Number,NOVI GRAD,M,0-4,476
2013,Number,NOVI GRAD,F,0-4,459
2013,Number,NOVO GORAZDE,Both sexes,0-4,95
2013,Number,NOVO GORAZDE,M,0-4,50
2013,Number,NOVO GORAZDE,F,0-4,45
2013,Number,OSMACI,Both sexes,0-4,261
2013,Number,OSMACI,M,0-4,139
2013,Number,OSMACI,F,0-4,122
2013,Number,OSTRA LUKA,Both sexes,0-4,100
2013,Number,OSTRA LUKA,M,0-4,53
2013,Number,OSTRA LUKA,F,0-4,47
2013,Number,PELAGICEVO,Both sexes,0-4,116
2013,Number,PELAGICEVO,M,0-4,57
2013,Number,PELAGICEVO,F,0-4,59
2013,Number,PETROVAC,Both sexes,0-4,17
2013,Number,PETROVAC,M,0-4,10
2013,Number,PETROVAC,F,0-4,7
2013,Number,PETROVO,Both sexes,0-4,258
2013,Number,PETROVO,M,0-4,143
2013,Number,PETROVO,F,0-4,115
2013,Number,GRAD PRIJEDOR,Both sexes,0-4,3194
2013,Number,GRAD PRIJEDOR,M,0-4,1659
2013,Number,GRAD PRIJEDOR,F,0-4,1535
2013,Number,PRNJAVOR,Both sexes,0-4,1564
2013,Number,PRNJAVOR,M,0-4,809
2013,Number,PRNJAVOR,F,0-4,755
2013,Number,RIBNIK,Both sexes,0-4,232
2013,Number,RIBNIK,M,0-4,114
2013,Number,RIBNIK,F,0-4,118
2013,Number,ROGATICA,Both sexes,0-4,501
2013,Number,ROGATICA,M,0-4,252
2013,Number,ROGATICA,F,0-4,249
2013,Number,RUDO,Both sexes,0-4,281
2013,Number,RUDO,M,0-4,146
2013,Number,RUDO,F,0-4,135
2013,Number,SRBAC,Both sexes,0-4,802
2013,Number,SRBAC,M,0-4,389
2013,Number,SRBAC,F,0-4,413
2013,Number,SREBRENICA,Both sexes,0-4,474
2013,Number,SREBRENICA,M,0-4,235
2013,Number,SREBRENICA,F,0-4,239
2013,Number,STANARI,Both sexes,0-4,294
2013,Number,STANARI,M,0-4,150
2013,Number,STANARI,F,0-4,144
2013,Number,TESLIC,Both sexes,0-4,1953
2013,Number,TESLIC,M,0-4,1039
2013,Number,TESLIC,F,0-4,914
2013,Number,GRAD TREBINJE,Both sexes,0-4,1394
2013,Number,GRAD TREBINJE,M,0-4,749
2013,Number,GRAD TREBINJE,F,0-4,645
2013,Number,UGLJEVIK,Both sexes,0-4,664
2013,Number,UGLJEVIK,M,0-4,361
2013,Number,UGLJEVIK,F,0-4,303
2013,Number,FOCA,Both sexes,0-4,625
2013,Number,FOCA,M,0-4,355
2013,Number,FOCA,F,0-4,270
2013,Number,HAN PIJESAK,Both sexes,0-4,135
2013,Number,HAN PIJESAK,M,0-4,69
2013,Number,HAN PIJESAK,F,0-4,66
2013,Number,CAJNICE,Both sexes,0-4,184
2013,Number,CAJNICE,M,0-4,86
2013,Number,CAJNICE,F,0-4,98
2013,Number,CELINAC,Both sexes,0-4,753
2013,Number,CELINAC,M,0-4,389
2013,Number,CELINAC,F,0-4,364
2013,Number,SAMAC,Both sexes,0-4,557
2013,Number,SAMAC,M,0-4,282
2013,Number,SAMAC,F,0-4,275
2013,Number,SEKOVICI,Both sexes,0-4,246
2013,Number,SEKOVICI,M,0-4,124
2013,Number,SEKOVICI,F,0-4,122
2013,Number,SIPOVO,Both sexes,0-4,432
2013,Number,SIPOVO,M,0-4,234
2013,Number,SIPOVO,F,0-4,198
2013,Number,REPUBLIKA SRPSKA,Both sexes,5-9,54042
2013,Number,REPUBLIKA SRPSKA,M,5-9,27681
2013,Number,REPUBLIKA SRPSKA,F,5-9,26361
2013,Number,GRAD BANJA LUKA,Both sexes,5-9,8447
2013,Number,GRAD BANJA LUKA,M,5-9,4315
2013,Number,GRAD BANJA LUKA,F,5-9,4132
2013,Number,BERKOVICI,Both sexes,5-9,129
2013,Number,BERKOVICI,M,5-9,69
2013,Number,BERKOVICI,F,5-9,60
2013,Number,GRAD BIJELJINA,Both sexes,5-9,4964
2013,Number,GRAD BIJELJINA,M,5-9,2576
2013,Number,GRAD BIJELJINA,F,5-9,2388
2013,Number,BILECA,Both sexes,5-9,471
2013,Number,BILECA,M,5-9,259
2013,Number,BILECA,F,5-9,212
2013,Number,BRATUNAC,Both sexes,5-9,985
2013,Number,BRATUNAC,M,5-9,496
2013,Number,BRATUNAC,F,5-9,489
2013,Number,BROD,Both sexes,5-9,708
2013,Number,BROD,M,5-9,377
2013,Number,BROD,F,5-9,331
2013,Number,VISEGRAD,Both sexes,5-9,404
2013,Number,VISEGRAD,M,5-9,197
2013,Number,VISEGRAD,F,5-9,207
2013,Number,VLASENICA,Both sexes,5-9,523
2013,Number,VLASENICA,M,5-9,267
2013,Number,VLASENICA,F,5-9,256
2013,Number,VUKOSAVLJE,Both sexes,5-9,217
2013,Number,VUKOSAVLJE,M,5-9,113
2013,Number,VUKOSAVLJE,F,5-9,104
2013,Number,GACKO,Both sexes,5-9,436
2013,Number,GACKO,M,5-9,236
2013,Number,GACKO,F,5-9,200
2013,Number,GRAD GRADISKA,Both sexes,5-9,2159
2013,Number,GRAD GRADISKA,M,5-9,1102
2013,Number,GRAD GRADISKA,F,5-9,1057
2013,Number,GRAD DERVENTA,Both sexes,5-9,1168
2013,Number,GRAD DERVENTA,M,5-9,607
2013,Number,GRAD DERVENTA,F,5-9,561
2013,Number,GRAD DOBOJ,Both sexes,5-9,2914
2013,Number,GRAD DOBOJ,M,5-9,1452
2013,Number,GRAD DOBOJ,F,5-9,1462
2013,Number,DONJI ZABAR,Both sexes,5-9,174
2013,Number,DONJI ZABAR,M,5-9,99
2013,Number,DONJI ZABAR,F,5-9,75
2013,Number,GRAD ZVORNIK,Both sexes,5-9,2948
2013,Number,GRAD ZVORNIK,M,5-9,1518
2013,Number,GRAD ZVORNIK,F,5-9,1430
2013,Number,ISTOCNI DRVAR,Both sexes,5-9,1
2013,Number,ISTOCNI DRVAR,M,5-9,1
2013,Number,ISTOCNI DRVAR,F,5-9,-
2013,Number,ISTOCNI MOSTAR,Both sexes,5-9,11
2013,Number,ISTOCNI MOSTAR,M,5-9,6
2013,Number,ISTOCNI MOSTAR,F,5-9,5
2013,Number,GRAD ISTOCNO SARAJEVO,Both sexes,5-9,2643
2013,Number,GRAD ISTOCNO SARAJEVO,M,5-9,1330
2013,Number,GRAD ISTOCNO SARAJEVO,F,5-9,1313
2013,Number,ISTOCNA ILIDZA,Both sexes,5-9,658
2013,Number,ISTOCNA ILIDZA,M,5-9,321
2013,Number,ISTOCNA ILIDZA,F,5-9,337
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,5-9,479
2013,Number,ISTOCNO NOVO SARAJEVO,M,5-9,239
2013,Number,ISTOCNO NOVO SARAJEVO,F,5-9,240
2013,Number,ISTOČNI STARI GRAD,Both sexes,5-9,39
2013,Number,ISTOČNI STARI GRAD,M,5-9,22
2013,Number,ISTOČNI STARI GRAD,F,5-9,17
2013,Number,PALE,Both sexes,5-9,870
2013,Number,PALE,M,5-9,442
2013,Number,PALE,F,5-9,428
2013,Number,SOKOLAC,Both sexes,5-9,533
2013,Number,SOKOLAC,M,5-9,269
2013,Number,SOKOLAC,F,5-9,264
2013,Number,TRNOVO,Both sexes,5-9,64
2013,Number,TRNOVO,M,5-9,37
2013,Number,TRNOVO,F,5-9,27
2013,Number,JEZERO,Both sexes,5-9,52
2013,Number,JEZERO,M,5-9,24
2013,Number,JEZERO,F,5-9,28
2013,Number,KALINOVIK,Both sexes,5-9,67
2013,Number,KALINOVIK,M,5-9,29
2013,Number,KALINOVIK,F,5-9,38
2013,Number,KNEZEVO,Both sexes,5-9,399
2013,Number,KNEZEVO,M,5-9,206
2013,Number,KNEZEVO,F,5-9,193
2013,Number,KOSTAJNICA,Both sexes,5-9,225
2013,Number,KOSTAJNICA,M,5-9,122
2013,Number,KOSTAJNICA,F,5-9,103
2013,Number,KOTOR VAROS,Both sexes,5-9,958
2013,Number,KOTOR VAROS,M,5-9,489
2013,Number,KOTOR VAROS,F,5-9,469
2013,Number,KOZARSKA DUBICA,Both sexes,5-9,816
2013,Number,KOZARSKA DUBICA,M,5-9,409
2013,Number,KOZARSKA DUBICA,F,5-9,407
2013,Number,KRUPA NA UNI,Both sexes,5-9,56
2013,Number,KRUPA NA UNI,M,5-9,29
2013,Number,KRUPA NA UNI,F,5-9,27
2013,Number,KUPRES,Both sexes,5-9,8
2013,Number,KUPRES,M,5-9,5
2013,Number,KUPRES,F,5-9,3
2013,Number,LAKTASI,Both sexes,5-9,1847
2013,Number,LAKTASI,M,5-9,937
2013,Number,LAKTASI,F,5-9,910
2013,Number,LOPARE,Both sexes,5-9,590
2013,Number,LOPARE,M,5-9,298
2013,Number,LOPARE,F,5-9,292
2013,Number,LJUBINJE,Both sexes,5-9,127
2013,Number,LJUBINJE,M,5-9,62
2013,Number,LJUBINJE,F,5-9,65
2013,Number,MILICI,Both sexes,5-9,498
2013,Number,MILICI,M,5-9,257
2013,Number,MILICI,F,5-9,241
2013,Number,MODRICA,Both sexes,5-9,1130
2013,Number,MODRICA,M,5-9,570
2013,Number,MODRICA,F,5-9,560
2013,Number,MRKONJIC GRAD,Both sexes,5-9,734
2013,Number,MRKONJIC GRAD,M,5-9,383
2013,Number,MRKONJIC GRAD,F,5-9,351
2013,Number,NEVESINJE,Both sexes,5-9,640
2013,Number,NEVESINJE,M,5-9,320
2013,Number,NEVESINJE,F,5-9,320
2013,Number,NOVI GRAD,Both sexes,5-9,1001
2013,Number,NOVI GRAD,M,5-9,523
2013,Number,NOVI GRAD,F,5-9,478
2013,Number,NOVO GORAZDE,Both sexes,5-9,94
2013,Number,NOVO GORAZDE,M,5-9,40
2013,Number,NOVO GORAZDE,F,5-9,54
2013,Number,OSMACI,Both sexes,5-9,261
2013,Number,OSMACI,M,5-9,136
2013,Number,OSMACI,F,5-9,125
2013,Number,OSTRA LUKA,Both sexes,5-9,137
2013,Number,OSTRA LUKA,M,5-9,75
2013,Number,OSTRA LUKA,F,5-9,62
2013,Number,PELAGICEVO,Both sexes,5-9,157
2013,Number,PELAGICEVO,M,5-9,82
2013,Number,PELAGICEVO,F,5-9,75
2013,Number,PETROVAC,Both sexes,5-9,18
2013,Number,PETROVAC,M,5-9,9
2013,Number,PETROVAC,F,5-9,9
2013,Number,PETROVO,Both sexes,5-9,226
2013,Number,PETROVO,M,5-9,110
2013,Number,PETROVO,F,5-9,116
2013,Number,GRAD PRIJEDOR,Both sexes,5-9,3337
2013,Number,GRAD PRIJEDOR,M,5-9,1733
2013,Number,GRAD PRIJEDOR,F,5-9,1604
2013,Number,PRNJAVOR,Both sexes,5-9,1591
2013,Number,PRNJAVOR,M,5-9,805
2013,Number,PRNJAVOR,F,5-9,786
2013,Number,RIBNIK,Both sexes,5-9,255
2013,Number,RIBNIK,M,5-9,136
2013,Number,RIBNIK,F,5-9,119
2013,Number,ROGATICA,Both sexes,5-9,464
2013,Number,ROGATICA,M,5-9,245
2013,Number,ROGATICA,F,5-9,219
2013,Number,RUDO,Both sexes,5-9,311
2013,Number,RUDO,M,5-9,164
2013,Number,RUDO,F,5-9,147
2013,Number,SRBAC,Both sexes,5-9,736
2013,Number,SRBAC,M,5-9,373
2013,Number,SRBAC,F,5-9,363
2013,Number,SREBRENICA,Both sexes,5-9,489
2013,Number,SREBRENICA,M,5-9,238
2013,Number,SREBRENICA,F,5-9,251
2013,Number,STANARI,Both sexes,5-9,293
2013,Number,STANARI,M,5-9,156
2013,Number,STANARI,F,5-9,137
2013,Number,TESLIC,Both sexes,5-9,1914
2013,Number,TESLIC,M,5-9,1000
2013,Number,TESLIC,F,5-9,914
2013,Number,GRAD TREBINJE,Both sexes,5-9,1399
2013,Number,GRAD TREBINJE,M,5-9,709
2013,Number,GRAD TREBINJE,F,5-9,690
2013,Number,UGLJEVIK,Both sexes,5-9,734
2013,Number,UGLJEVIK,M,5-9,369
2013,Number,UGLJEVIK,F,5-9,365
2013,Number,FOCA,Both sexes,5-9,716
2013,Number,FOCA,M,5-9,374
2013,Number,FOCA,F,5-9,342
2013,Number,HAN PIJESAK,Both sexes,5-9,122
2013,Number,HAN PIJESAK,M,5-9,65
2013,Number,HAN PIJESAK,F,5-9,57
2013,Number,CAJNICE,Both sexes,5-9,205
2013,Number,CAJNICE,M,5-9,95
2013,Number,CAJNICE,F,5-9,110
2013,Number,CELINAC,Both sexes,5-9,733
2013,Number,CELINAC,M,5-9,376
2013,Number,CELINAC,F,5-9,357
2013,Number,SAMAC,Both sexes,5-9,663
2013,Number,SAMAC,M,5-9,344
2013,Number,SAMAC,F,5-9,319
2013,Number,SEKOVICI,Both sexes,5-9,273
2013,Number,SEKOVICI,M,5-9,119
2013,Number,SEKOVICI,F,5-9,154
2013,Number,SIPOVO,Both sexes,5-9,464
2013,Number,SIPOVO,M,5-9,245
2013,Number,SIPOVO,F,5-9,219
2013,Number,REPUBLIKA SRPSKA,Both sexes,10-14,58024
2013,Number,REPUBLIKA SRPSKA,M,10-14,29826
2013,Number,REPUBLIKA SRPSKA,F,10-14,28198
2013,Number,GRAD BANJA LUKA,Both sexes,10-14,8487
2013,Number,GRAD BANJA LUKA,M,10-14,4344
2013,Number,GRAD BANJA LUKA,F,10-14,4143
2013,Number,BERKOVICI,Both sexes,10-14,141
2013,Number,BERKOVICI,M,10-14,73
2013,Number,BERKOVICI,F,10-14,68
2013,Number,GRAD BIJELJINA,Both sexes,10-14,5341
2013,Number,GRAD BIJELJINA,M,10-14,2718
2013,Number,GRAD BIJELJINA,F,10-14,2623
2013,Number,BILECA,Both sexes,10-14,633
2013,Number,BILECA,M,10-14,303
2013,Number,BILECA,F,10-14,330
2013,Number,BRATUNAC,Both sexes,10-14,870
2013,Number,BRATUNAC,M,10-14,457
2013,Number,BRATUNAC,F,10-14,413
2013,Number,BROD,Both sexes,10-14,781
2013,Number,BROD,M,10-14,407
2013,Number,BROD,F,10-14,374
2013,Number,VISEGRAD,Both sexes,10-14,442
2013,Number,VISEGRAD,M,10-14,222
2013,Number,VISEGRAD,F,10-14,220
2013,Number,VLASENICA,Both sexes,10-14,519
2013,Number,VLASENICA,M,10-14,273
2013,Number,VLASENICA,F,10-14,246
2013,Number,VUKOSAVLJE,Both sexes,10-14,244
2013,Number,VUKOSAVLJE,M,10-14,122
2013,Number,VUKOSAVLJE,F,10-14,122
2013,Number,GACKO,Both sexes,10-14,534
2013,Number,GACKO,M,10-14,299
2013,Number,GACKO,F,10-14,235
2013,Number,GRAD GRADISKA,Both sexes,10-14,2387
2013,Number,GRAD GRADISKA,M,10-14,1210
2013,Number,GRAD GRADISKA,F,10-14,1177
2013,Number,GRAD DERVENTA,Both sexes,10-14,1301
2013,Number,GRAD DERVENTA,M,10-14,654
2013,Number,GRAD DERVENTA,F,10-14,647
2013,Number,GRAD DOBOJ,Both sexes,10-14,2970
2013,Number,GRAD DOBOJ,M,10-14,1599
2013,Number,GRAD DOBOJ,F,10-14,1371
2013,Number,DONJI ZABAR,Both sexes,10-14,214
2013,Number,DONJI ZABAR,M,10-14,105
2013,Number,DONJI ZABAR,F,10-14,109
2013,Number,GRAD ZVORNIK,Both sexes,10-14,2860
2013,Number,GRAD ZVORNIK,M,10-14,1438
2013,Number,GRAD ZVORNIK,F,10-14,1422
2013,Number,ISTOCNI DRVAR,Both sexes,10-14,-
2013,Number,ISTOCNI DRVAR,M,10-14,-
2013,Number,ISTOCNI DRVAR,F,10-14,-
2013,Number,ISTOCNI MOSTAR,Both sexes,10-14,13
2013,Number,ISTOCNI MOSTAR,M,10-14,8
2013,Number,ISTOCNI MOSTAR,F,10-14,5
2013,Number,GRAD ISTOCNO SARAJEVO,Both sexes,10-14,2730
2013,Number,GRAD ISTOCNO SARAJEVO,M,10-14,1401
2013,Number,GRAD ISTOCNO SARAJEVO,F,10-14,1329
2013,Number,ISTOCNA ILIDZA,Both sexes,10-14,651
2013,Number,ISTOCNA ILIDZA,M,10-14,313
2013,Number,ISTOCNA ILIDZA,F,10-14,338
2013,Number,ISTOCNO NOVO SARAJEVO,Both sexes,10-14,486
2013,Number,ISTOCNO NOVO SARAJEVO,M,10-14,242
2013,Number,ISTOCNO NOVO SARAJEVO,F,10-14,244
2013,Number,ISTOČNI STARI GRAD,Both sexes,10-14,31
2013,Number,ISTOČNI STARI GRAD,M,10-14,18
2013,Number,ISTOČNI STARI GRAD,F,10-14,13
2013,Number,PALE,Both sexes,10-14,954
2013,Number,PALE,M,10-14,509
2013,Number,PALE,F,10-14,445
2013,Number,SOKOLAC,Both sexes,10-14,542
2013,Number,SOKOLAC,M,10-14,282
2013,Number,SOKOLAC,F,10-14,260
2013,Number,TRNOVO,Both sexes,10-14,66
2013,Number,TRNOVO,M,10-14,37
2013,Number,TRNOVO,F,10-14,29
2013,Number,JEZERO,Both sexes,10-14,49
2013,Number,JEZERO,M,10-14,26
2013,Number,JEZERO,F,10-14,23
2013,Number,KALINOVIK,Both sexes,10-14,78
2013,Number,KALINOVIK,M,10-14,25
2013,Number,KALINOVIK,F,10-14,53
2013,Number,KNEZEVO,Both sexes,10-14,557
2013,Number,KNEZEVO,M,10-14,283
2013,Number,KNEZEVO,F,10-14,274
2013,Number,KOSTAJNICA,Both sexes,10-14,235
2013,Number,KOSTAJNICA,M,10-14,119
2013,Number,KOSTAJNICA,F,10-14,116
2013,Number,KOTOR VAROS,Both sexes,10-14,1173
2013,Number,KOTOR VAROS,M,10-14,620
2013,Number,KOTOR VAROS,F,10-14,553
2013,Number,KOZARSKA DUBICA,Both sexes,10-14,884
2013,Number,KOZARSKA DUBICA,M,10-14,465
2013,Number,KOZARSKA DUBICA,F,10-14,419
2013,Number,KRUPA NA UNI,Both sexes,10-14,80
2013,Number,KRUPA NA UNI,M,10-14,36
2013,Number,KRUPA NA UNI,F,10-14,44
2013,Number,KUPRES,Both sexes,10-14,14
2013,Number,KUPRES,M,10-14,8
2013,Number,KUPRES,F,10-14,6
2013,Number,LAKTASI,Both sexes,10-14,1864
2013,Number,LAKTASI,M,10-14,969
2013,Number,LAKTASI,F,10-14,895
2013,Number,LOPARE,Both sexes,10-14,701
2013,Number,LOPARE,M,10-14,382
2013,Number,LOPARE,F,10-14,319
2013,Number,LJUBINJE,Both sexes,10-14,150
2013,Number,LJUBINJE,M,10-14,77
2013,Number,LJUBINJE,F,10-14,73
2013,Number,MILICI,Both sexes,10-14,498
2013,Number,MILICI,M,10-14,259
2013,Number,MILICI,F,10-14,239
2013,Number,MODRICA,Both sexes,10-14,1326
2013,Number,MODRICA,M,10-14,683
2013,Number,MODRICA,F,10-14,643
2013,Number,MRKONJIC GRAD,Both sexes,10-14,844
2013,Number,MRKONJIC GRAD,M,10-14,403
2013,Number,MRKONJIC GRAD,F,10-14,441
2013,Number,NEVESINJE,Both sexes,10-14,689
2013,Number,NEVESINJE,M,10-14,340
2013,Number,NEVESINJE,F,10-14,349
2013,Number,NOVI GRAD,Both sexes,10-14,1193
2013,Number,NOVI GRAD,M,10-14,655
2013,Number,NOVI GRAD,F,10-14,538
2013,Number,NOVO GORAZDE,Both sexes,10-14,83
2013,Number,NOVO GORAZDE,M,10-14,36
2013,Number,NOVO GORAZDE,F,10-14,47
2013,Number,OSMACI,Both sexes,10-14,313
2013,Number,OSMACI,M,10-14,159
2013,Number,OSMACI,F,10-14,154
2013,Number,OSTRA LUKA,Both sexes,10-14,163
2013,Number,OSTRA LUKA,M,10-14,89
2013,Number,OSTRA LUKA,F,10-14,74
2013,Number,PELAGICEVO,Both sexes,10-14,185
2013,Number,PELAGICEVO,M,10-14,94
2013,Number,PELAGICEVO,F,10-14,91
2013,Number,PETROVAC,Both sexes,10-14,21
2013,Number,PETROVAC,M,10-14,9
2013,Number,PETROVAC,F,10-14,12
2013,Number,PETROVO,Both sexes,10-14,265
2013,Number,PETROVO,M,10-14,125
2013,Number,PETROVO,F,10-14,140
2013,Number,GRAD PRIJEDOR,Both sexes,10-14,3719
2013,Number,GRAD PRIJEDOR,M,10-14,1888
2013,Number,GRAD PRIJEDOR,F,10-14,1831
2013,Number,PRNJAVOR,Both sexes,10-14,1869
2013,Number,PRNJAVOR,M,10-14,959
2013,Number,PRNJAVOR,F,10-14,910
2013,Number,RIBNIK,Both sexes,10-14,310
2013,Number,RIBNIK,M,10-14,151
2013,Number,RIBNIK,F,10-14,159
2013,Number,ROGATICA,Both sexes,10-14,416
2013,Number,ROGATICA,M,10-14,213
2013,Number,ROGATICA,F,10-14,203
2013,Number,RUDO,Both sexes,10-14,305
2013,Number,RUDO,M,10-14,166
2013,Number,RUDO,F,10-14,139
2013,Number,SRBAC,Both sexes,10-14,850
2013,Number,SRBAC,M,10-14,446
2013,Number,SRBAC,F,10-14,404
2013,Number,SREBRENICA,Both sexes,10-14,515
2013,Number,SREBRENICA,M,10-14,278
2013,Number,SREBRENICA,F,10-14,237
2013,Number,STANARI,Both sexes,10-14,323
2013,Number,STANARI,M,10-14,172
2013,Number,STANARI,F,10-14,151
2013,Number,TESLIC,Both sexes,10-14,2082
2013,Number,TESLIC,M,10-14,1053
2013,Number,TESLIC,F,10-14,1029
2013,Number,GRAD TREBINJE,Both sexes,10-14,1481
2013,Number,GRAD TREBINJE,M,10-14,768
2013,Number,GRAD TREBINJE,F,10-14,713
2013,Number,UGLJEVIK,Both sexes,10-14,753
2013,Number,UGLJEVIK,M,10-14,382
2013,Number,UGLJEVIK,F,10-14,371
2013,Number,FOCA,Both sexes,10-14,783
2013,Number,FOCA,M,10-14,390
2013,Number,FOCA,F,10-14,393
2013,Number,HAN PIJESAK,Both sexes,10-14,134
2013,Number,HAN PIJESAK,M,10-14,70
