Year,UNIT_MEASURE,Administrativna oblast,Pol,Religija,Value
2013,Broj,Han Pijesak,Oba pola,Nepoznata religija,0
2013,Broj,Han Pijesak,M,Nepoznata religija,0
2013,Broj,Han Pijesak,Ž,Nepoznata religija,0
2013,Broj,Čajniče,Oba pola,Nepoznata religija,4
2013,Broj,Čajniče,M,Nepoznata religija,1
2013,Broj,Čajniče,Ž,Nepoznata religija,3
2013,Broj,Čelinac,Oba pola,Nepoznata religija,10
2013,Broj,Čelinac,M,Nepoznata religija,4
2013,Broj,Čelinac,Ž,Nepoznata religija,6
2013,Broj,Šamac,Oba pola,Nepoznata religija,18
2013,Broj,Šamac,M,Nepoznata religija,10
2013,Broj,Šamac,Ž,Nepoznata religija,8
2013,Broj,Šekovići,Oba pola,Nepoznata religija,9
2013,Broj,Šekovići,M,Nepoznata religija,4
2013,Broj,Šekovići,Ž,Nepoznata religija,5
2013,Broj,Šipovo,Oba pola,Nepoznata religija,6
2013,Broj,Šipovo,M,Nepoznata religija,4
2013,Broj,Šipovo,Ž,Nepoznata religija,2
