Year,UNIT_MEASURE,Administrativna oblast,Spol,Religija,Value
2013,Broj,Grad Zvornik,Ž,agnostic,4
2013,Broj,Istočna Ilidža,Oba spola,agnostic,17
2013,Broj,Istočna Ilidža,M,agnostic,8
2013,Broj,Istočna Ilidža,Ž,agnostic,9
2013,Broj,Istočni Drvar,Oba spola,agnostic,0
2013,Broj,Istočni Drvar,M,agnostic,0
2013,Broj,Istočni Drvar,Ž,agnostic,0
2013,Broj,Istočni Mostar,Oba spola,agnostic,0
2013,Broj,Istočni Mostar,M,agnostic,0
2013,Broj,Istočni Mostar,Ž,agnostic,0
2013,Broj,Istočni Stari Grad,Oba spola,agnostic,0
2013,Broj,Istočni Stari Grad,M,agnostic,0
2013,Broj,Istočni Stari Grad,Ž,agnostic,0
2013,Broj,Istočno Novo Sarajevo,Oba spola,agnostic,23
2013,Broj,Istočno Novo Sarajevo,M,agnostic,8
2013,Broj,Istočno Novo Sarajevo,Ž,agnostic,15
2013,Broj,Jezero,Oba spola,agnostic,0
2013,Broj,Jezero,M,agnostic,0
2013,Broj,Jezero,Ž,agnostic,0
2013,Broj,Kalinovik,Oba spola,agnostic,2
2013,Broj,Kalinovik,M,agnostic,0
2013,Broj,Kalinovik,Ž,agnostic,2
2013,Broj,Kneževo,Oba spola,agnostic,0
2013,Broj,Kneževo,M,agnostic,0
2013,Broj,Kneževo,Ž,agnostic,0
2013,Broj,Kozarska Dubica,Oba spola,agnostic,17
2013,Broj,Kozarska Dubica,M,agnostic,5
2013,Broj,Kozarska Dubica,Ž,agnostic,12
2013,Broj,Kostajnica,Oba spola,agnostic,3
2013,Broj,Kostajnica,M,agnostic,3
2013,Broj,Kostajnica,Ž,agnostic,0
2013,Broj,Kotor Varoš,Oba spola,agnostic,10
2013,Broj,Kotor Varoš,M,agnostic,6
2013,Broj,Kotor Varoš,Ž,agnostic,4
2013,Broj,Krupa Na Uni,Oba spola,agnostic,0
2013,Broj,Krupa Na Uni,M,agnostic,0
2013,Broj,Krupa Na Uni,Ž,agnostic,0
2013,Broj,Kupres,Oba spola,agnostic,0
2013,Broj,Kupres,M,agnostic,0
2013,Broj,Kupres,Ž,agnostic,0
2013,Broj,Laktaši,Oba spola,agnostic,35
2013,Broj,Laktaši,M,agnostic,19
2013,Broj,Laktaši,Ž,agnostic,16
2013,Broj,Lopare,Oba spola,agnostic,4
2013,Broj,Lopare,M,agnostic,0
2013,Broj,Lopare,Ž,agnostic,4
2013,Broj,Ljubinje,Oba spola,agnostic,0
2013,Broj,Ljubinje,M,agnostic,0
2013,Broj,Ljubinje,Ž,agnostic,0
2013,Broj,Milići,Oba spola,agnostic,0
2013,Broj,Milići,M,agnostic,0
2013,Broj,Milići,Ž,agnostic,0
2013,Broj,Modriča,Oba spola,agnostic,26
2013,Broj,Modriča,M,agnostic,13
2013,Broj,Modriča,Ž,agnostic,13
2013,Broj,Mrkonjić Grad,Oba spola,agnostic,8
2013,Broj,Mrkonjić Grad,M,agnostic,5
2013,Broj,Mrkonjić Grad,Ž,agnostic,3
2013,Broj,Nevesinje,Oba spola,agnostic,3
2013,Broj,Nevesinje,M,agnostic,1
2013,Broj,Nevesinje,Ž,agnostic,2
2013,Broj,Novi Grad,Oba spola,agnostic,9
2013,Broj,Novi Grad,M,agnostic,5
2013,Broj,Novi Grad,Ž,agnostic,4
2013,Broj,Novo Goražde,Oba spola,agnostic,0
2013,Broj,Novo Goražde,M,agnostic,0
2013,Broj,Novo Goražde,Ž,agnostic,0
2013,Broj,Osmaci,Oba spola,agnostic,0
2013,Broj,Osmaci,M,agnostic,0
2013,Broj,Osmaci,Ž,agnostic,0
2013,Broj,Oštra Luka,Oba spola,agnostic,2
2013,Broj,Oštra Luka,M,agnostic,1
2013,Broj,Oštra Luka,Ž,agnostic,1
2013,Broj,Pale,Oba spola,agnostic,15
2013,Broj,Pale,M,agnostic,9
2013,Broj,Pale,Ž,agnostic,6
2013,Broj,Pelagićevo,Oba spola,agnostic,0
2013,Broj,Pelagićevo,M,agnostic,0
2013,Broj,Pelagićevo,Ž,agnostic,0
2013,Broj,Petrovac,Oba spola,agnostic,0
2013,Broj,Petrovac,M,agnostic,0
2013,Broj,Petrovac,Ž,agnostic,0
2013,Broj,Petrovo,Oba spola,agnostic,1
2013,Broj,Petrovo,M,agnostic,1
2013,Broj,Petrovo,Ž,agnostic,0
2013,Broj,Grad Prijedor,Oba spola,agnostic,84
2013,Broj,Grad Prijedor,M,agnostic,48
2013,Broj,Grad Prijedor,Ž,agnostic,36
2013,Broj,Prnjavor,Oba spola,agnostic,25
2013,Broj,Prnjavor,M,agnostic,11
2013,Broj,Prnjavor,Ž,agnostic,14
2013,Broj,Ribnik,Oba spola,agnostic,0
2013,Broj,Ribnik,M,agnostic,0
2013,Broj,Ribnik,Ž,agnostic,0
2013,Broj,Rogatica,Oba spola,agnostic,2
2013,Broj,Rogatica,M,agnostic,2
2013,Broj,Rogatica,Ž,agnostic,0
2013,Broj,Rudo,Oba spola,agnostic,1
2013,Broj,Rudo,M,agnostic,1
2013,Broj,Rudo,Ž,agnostic,0
2013,Broj,Sokolac,Oba spola,agnostic,2
2013,Broj,Sokolac,M,agnostic,0
2013,Broj,Sokolac,Ž,agnostic,2
2013,Broj,Srbac,Oba spola,agnostic,7
2013,Broj,Srbac,M,agnostic,5
2013,Broj,Srbac,Ž,agnostic,2
2013,Broj,Srebrenica,Oba spola,agnostic,1
2013,Broj,Srebrenica,M,agnostic,0
2013,Broj,Srebrenica,Ž,agnostic,1
2013,Broj,Teslić,Oba spola,agnostic,37
2013,Broj,Teslić,M,agnostic,15
2013,Broj,Teslić,Ž,agnostic,22
2013,Broj,Grad Trebinje,Oba spola,agnostic,32
2013,Broj,Grad Trebinje,M,agnostic,14
2013,Broj,Grad Trebinje,Ž,agnostic,18
2013,Broj,Trnovo,Oba spola,agnostic,3
2013,Broj,Trnovo,M,agnostic,2
2013,Broj,Trnovo,Ž,agnostic,1
2013,Broj,Ugljevik,Oba spola,agnostic,1
2013,Broj,Ugljevik,M,agnostic,1
2013,Broj,Ugljevik,Ž,agnostic,0
2013,Broj,Foča,Oba spola,agnostic,3
2013,Broj,Foča,M,agnostic,1
2013,Broj,Foča,Ž,agnostic,2
2013,Broj,Han Pijesak,Oba spola,agnostic,1
2013,Broj,Han Pijesak,M,agnostic,0
2013,Broj,Han Pijesak,Ž,agnostic,1
2013,Broj,Čajniče,Oba spola,agnostic,1
2013,Broj,Čajniče,M,agnostic,0
2013,Broj,Čajniče,Ž,agnostic,1
2013,Broj,Čelinac,Oba spola,agnostic,8
2013,Broj,Čelinac,M,agnostic,4
2013,Broj,Čelinac,Ž,agnostic,4
2013,Broj,Šamac,Oba spola,agnostic,18
2013,Broj,Šamac,M,agnostic,8
2013,Broj,Šamac,Ž,agnostic,10
2013,Broj,Šekovići,Oba spola,agnostic,1
2013,Broj,Šekovići,M,agnostic,1
2013,Broj,Šekovići,Ž,agnostic,0
2013,Broj,Šipovo,Oba spola,agnostic,0
2013,Broj,Šipovo,M,agnostic,0
2013,Broj,Šipovo,Ž,agnostic,0
2013,Broj,Republika Srpska,Oba spola,atheist,5784
2013,Broj,Republika Srpska,M,atheist,3146
2013,Broj,Republika Srpska,Ž,atheist,2638
2013,Broj,Grad Banja Luka,Oba spola,atheist,2593
2013,Broj,Grad Banja Luka,M,atheist,1342
2013,Broj,Grad Banja Luka,Ž,atheist,1251
2013,Broj,Berkovići,Oba spola,atheist,2
2013,Broj,Berkovići,M,atheist,1
2013,Broj,Berkovići,Ž,atheist,1
2013,Broj,Grad Bijeljina,Oba spola,atheist,345
2013,Broj,Grad Bijeljina,M,atheist,218
2013,Broj,Grad Bijeljina,Ž,atheist,127
2013,Broj,Bileća,Oba spola,atheist,7
2013,Broj,Bileća,M,atheist,5
2013,Broj,Bileća,Ž,atheist,2
2013,Broj,Bratunac,Oba spola,atheist,8
2013,Broj,Bratunac,M,atheist,5
2013,Broj,Bratunac,Ž,atheist,3
2013,Broj,Brod,Oba spola,atheist,113
2013,Broj,Brod,M,atheist,59
2013,Broj,Brod,Ž,atheist,54
2013,Broj,Višegrad,Oba spola,atheist,21
2013,Broj,Višegrad,M,atheist,15
2013,Broj,Višegrad,Ž,atheist,6
2013,Broj,Vlasenica,Oba spola,atheist,16
2013,Broj,Vlasenica,M,atheist,10
2013,Broj,Vlasenica,Ž,atheist,6
2013,Broj,Vukosavlje,Oba spola,atheist,9
2013,Broj,Vukosavlje,M,atheist,7
2013,Broj,Vukosavlje,Ž,atheist,2
2013,Broj,Gacko,Oba spola,atheist,3
2013,Broj,Gacko,M,atheist,1
2013,Broj,Gacko,Ž,atheist,2
2013,Broj,Grad Gradiška,Oba spola,atheist,223
2013,Broj,Grad Gradiška,M,atheist,126
2013,Broj,Grad Gradiška,Ž,atheist,97
2013,Broj,Grad Derventa,Oba spola,atheist,100
2013,Broj,Grad Derventa,M,atheist,51
2013,Broj,Grad Derventa,Ž,atheist,49
2013,Broj,Grad Doboj,Oba spola,atheist,378
2013,Broj,Grad Doboj,M,atheist,200
2013,Broj,Grad Doboj,Ž,atheist,178
2013,Broj,Donji Žabar,Oba spola,atheist,0
2013,Broj,Donji Žabar,M,atheist,0
2013,Broj,Donji Žabar,Ž,atheist,0
2013,Broj,Grad Zvornik,Oba spola,atheist,59
2013,Broj,Grad Zvornik,M,atheist,36
2013,Broj,Grad Zvornik,Ž,atheist,23
2013,Broj,Istočna Ilidža,Oba spola,atheist,60
2013,Broj,Istočna Ilidža,M,atheist,27
2013,Broj,Istočna Ilidža,Ž,atheist,33
2013,Broj,Istočni Drvar,Oba spola,atheist,0
2013,Broj,Istočni Drvar,M,atheist,0
2013,Broj,Istočni Drvar,Ž,atheist,0
2013,Broj,Istočni Mostar,Oba spola,atheist,0
2013,Broj,Istočni Mostar,M,atheist,0
2013,Broj,Istočni Mostar,Ž,atheist,0
2013,Broj,Istočni Stari Grad,Oba spola,atheist,2
2013,Broj,Istočni Stari Grad,M,atheist,1
2013,Broj,Istočni Stari Grad,Ž,atheist,1
2013,Broj,Istočno Novo Sarajevo,Oba spola,atheist,37
2013,Broj,Istočno Novo Sarajevo,M,atheist,18
2013,Broj,Istočno Novo Sarajevo,Ž,atheist,19
2013,Broj,Jezero,Oba spola,atheist,3
2013,Broj,Jezero,M,atheist,2
2013,Broj,Jezero,Ž,atheist,1
2013,Broj,Kalinovik,Oba spola,atheist,0
2013,Broj,Kalinovik,M,atheist,0
2013,Broj,Kalinovik,Ž,atheist,0
2013,Broj,Kneževo,Oba spola,atheist,5
2013,Broj,Kneževo,M,atheist,3
2013,Broj,Kneževo,Ž,atheist,2
2013,Broj,Kozarska Dubica,Oba spola,atheist,130
2013,Broj,Kozarska Dubica,M,atheist,68
2013,Broj,Kozarska Dubica,Ž,atheist,62
2013,Broj,Kostajnica,Oba spola,atheist,16
2013,Broj,Kostajnica,M,atheist,12
2013,Broj,Kostajnica,Ž,atheist,4
2013,Broj,Kotor Varoš,Oba spola,atheist,56
2013,Broj,Kotor Varoš,M,atheist,34
2013,Broj,Kotor Varoš,Ž,atheist,22
2013,Broj,Krupa Na Uni,Oba spola,atheist,0
2013,Broj,Krupa Na Uni,M,atheist,0
2013,Broj,Krupa Na Uni,Ž,atheist,0
2013,Broj,Kupres,Oba spola,atheist,0
2013,Broj,Kupres,M,atheist,0
2013,Broj,Kupres,Ž,atheist,0
2013,Broj,Laktaši,Oba spola,atheist,96
2013,Broj,Laktaši,M,atheist,57
2013,Broj,Laktaši,Ž,atheist,39
2013,Broj,Lopare,Oba spola,atheist,21
2013,Broj,Lopare,M,atheist,12
2013,Broj,Lopare,Ž,atheist,9
2013,Broj,Ljubinje,Oba spola,atheist,1
2013,Broj,Ljubinje,M,atheist,1
2013,Broj,Ljubinje,Ž,atheist,0
2013,Broj,Milići,Oba spola,atheist,3
2013,Broj,Milići,M,atheist,3
2013,Broj,Milići,Ž,atheist,0
2013,Broj,Modriča,Oba spola,atheist,98
2013,Broj,Modriča,M,atheist,53
2013,Broj,Modriča,Ž,atheist,45
2013,Broj,Mrkonjić Grad,Oba spola,atheist,28
2013,Broj,Mrkonjić Grad,M,atheist,13
2013,Broj,Mrkonjić Grad,Ž,atheist,15
2013,Broj,Nevesinje,Oba spola,atheist,8
2013,Broj,Nevesinje,M,atheist,3
2013,Broj,Nevesinje,Ž,atheist,5
2013,Broj,Novi Grad,Oba spola,atheist,81
2013,Broj,Novi Grad,M,atheist,36
2013,Broj,Novi Grad,Ž,atheist,45
2013,Broj,Novo Goražde,Oba spola,atheist,0
2013,Broj,Novo Goražde,M,atheist,0
2013,Broj,Novo Goražde,Ž,atheist,0
2013,Broj,Osmaci,Oba spola,atheist,1
2013,Broj,Osmaci,M,atheist,1
2013,Broj,Osmaci,Ž,atheist,0
2013,Broj,Oštra Luka,Oba spola,atheist,4
2013,Broj,Oštra Luka,M,atheist,3
2013,Broj,Oštra Luka,Ž,atheist,1
2013,Broj,Pale,Oba spola,atheist,47
2013,Broj,Pale,M,atheist,23
2013,Broj,Pale,Ž,atheist,24
2013,Broj,Pelagićevo,Oba spola,atheist,1
2013,Broj,Pelagićevo,M,atheist,0
2013,Broj,Pelagićevo,Ž,atheist,1
2013,Broj,Petrovac,Oba spola,atheist,2
2013,Broj,Petrovac,M,atheist,1
2013,Broj,Petrovac,Ž,atheist,1
2013,Broj,Petrovo,Oba spola,atheist,10
2013,Broj,Petrovo,M,atheist,7
2013,Broj,Petrovo,Ž,atheist,3
2013,Broj,Grad Prijedor,Oba spola,atheist,511
2013,Broj,Grad Prijedor,M,atheist,277
2013,Broj,Grad Prijedor,Ž,atheist,234
2013,Broj,Prnjavor,Oba spola,atheist,102
2013,Broj,Prnjavor,M,atheist,65
2013,Broj,Prnjavor,Ž,atheist,37
2013,Broj,Ribnik,Oba spola,atheist,3
2013,Broj,Ribnik,M,atheist,2
2013,Broj,Ribnik,Ž,atheist,1
2013,Broj,Rogatica,Oba spola,atheist,20
2013,Broj,Rogatica,M,atheist,13
2013,Broj,Rogatica,Ž,atheist,7
2013,Broj,Rudo,Oba spola,atheist,11
2013,Broj,Rudo,M,atheist,9
2013,Broj,Rudo,Ž,atheist,2
2013,Broj,Sokolac,Oba spola,atheist,14
2013,Broj,Sokolac,M,atheist,11
2013,Broj,Sokolac,Ž,atheist,3
2013,Broj,Srbac,Oba spola,atheist,46
2013,Broj,Srbac,M,atheist,28
2013,Broj,Srbac,Ž,atheist,18
2013,Broj,Srebrenica,Oba spola,atheist,14
2013,Broj,Srebrenica,M,atheist,10
2013,Broj,Srebrenica,Ž,atheist,4
2013,Broj,Teslić,Oba spola,atheist,167
2013,Broj,Teslić,M,atheist,89
2013,Broj,Teslić,Ž,atheist,78
2013,Broj,Grad Trebinje,Oba spola,atheist,118
2013,Broj,Grad Trebinje,M,atheist,62
2013,Broj,Grad Trebinje,Ž,atheist,56
2013,Broj,Trnovo,Oba spola,atheist,7
2013,Broj,Trnovo,M,atheist,5
2013,Broj,Trnovo,Ž,atheist,2
2013,Broj,Ugljevik,Oba spola,atheist,22
2013,Broj,Ugljevik,M,atheist,16
2013,Broj,Ugljevik,Ž,atheist,6
2013,Broj,Foča,Oba spola,atheist,34
2013,Broj,Foča,M,atheist,19
2013,Broj,Foča,Ž,atheist,15
2013,Broj,Han Pijesak,Oba spola,atheist,1
2013,Broj,Han Pijesak,M,atheist,1
2013,Broj,Han Pijesak,Ž,atheist,0
2013,Broj,Čajniče,Oba spola,atheist,4
2013,Broj,Čajniče,M,atheist,3
2013,Broj,Čajniče,Ž,atheist,1
2013,Broj,Čelinac,Oba spola,atheist,23
2013,Broj,Čelinac,M,atheist,12
2013,Broj,Čelinac,Ž,atheist,11
2013,Broj,Šamac,Oba spola,atheist,81
2013,Broj,Šamac,M,atheist,56
2013,Broj,Šamac,Ž,atheist,25
2013,Broj,Šekovići,Oba spola,atheist,6
2013,Broj,Šekovići,M,atheist,5
2013,Broj,Šekovići,Ž,atheist,1
2013,Broj,Šipovo,Oba spola,atheist,13
2013,Broj,Šipovo,M,atheist,9
2013,Broj,Šipovo,Ž,atheist,4
2013,Broj,Republika Srpska,Oba spola,Drugo,8729
2013,Broj,Republika Srpska,M,Drugo,4319
2013,Broj,Republika Srpska,Ž,Drugo,4410
2013,Broj,Grad Banja Luka,Oba spola,Drugo,1230
2013,Broj,Grad Banja Luka,M,Drugo,620
2013,Broj,Grad Banja Luka,Ž,Drugo,610
2013,Broj,Berkovići,Oba spola,Drugo,3
2013,Broj,Berkovići,M,Drugo,2
2013,Broj,Berkovići,Ž,Drugo,1
2013,Broj,Grad Bijeljina,Oba spola,Drugo,944
2013,Broj,Grad Bijeljina,M,Drugo,471
2013,Broj,Grad Bijeljina,Ž,Drugo,473
2013,Broj,Bileća,Oba spola,Drugo,26
2013,Broj,Bileća,M,Drugo,15
2013,Broj,Bileća,Ž,Drugo,11
2013,Broj,Bratunac,Oba spola,Drugo,237
2013,Broj,Bratunac,M,Drugo,121
2013,Broj,Bratunac,Ž,Drugo,116
2013,Broj,Brod,Oba spola,Drugo,98
2013,Broj,Brod,M,Drugo,52
2013,Broj,Brod,Ž,Drugo,46
2013,Broj,Višegrad,Oba spola,Drugo,76
2013,Broj,Višegrad,M,Drugo,40
2013,Broj,Višegrad,Ž,Drugo,36
2013,Broj,Vlasenica,Oba spola,Drugo,115
2013,Broj,Vlasenica,M,Drugo,42
2013,Broj,Vlasenica,Ž,Drugo,73
2013,Broj,Vukosavlje,Oba spola,Drugo,30
2013,Broj,Vukosavlje,M,Drugo,15
2013,Broj,Vukosavlje,Ž,Drugo,15
2013,Broj,Gacko,Oba spola,Drugo,16
2013,Broj,Gacko,M,Drugo,9
2013,Broj,Gacko,Ž,Drugo,7
2013,Broj,Grad Gradiška,Oba spola,Drugo,321
2013,Broj,Grad Gradiška,M,Drugo,168
2013,Broj,Grad Gradiška,Ž,Drugo,153
2013,Broj,Grad Derventa,Oba spola,Drugo,141
2013,Broj,Grad Derventa,M,Drugo,67
2013,Broj,Grad Derventa,Ž,Drugo,74
2013,Broj,Grad Doboj,Oba spola,Drugo,845
2013,Broj,Grad Doboj,M,Drugo,412
2013,Broj,Grad Doboj,Ž,Drugo,433
2013,Broj,Donji Žabar,Oba spola,Drugo,21
2013,Broj,Donji Žabar,M,Drugo,8
2013,Broj,Donji Žabar,Ž,Drugo,13
2013,Broj,Grad Zvornik,Oba spola,Drugo,186
2013,Broj,Grad Zvornik,M,Drugo,90
2013,Broj,Grad Zvornik,Ž,Drugo,96
2013,Broj,Istočna Ilidža,Oba spola,Drugo,28
2013,Broj,Istočna Ilidža,M,Drugo,18
2013,Broj,Istočna Ilidža,Ž,Drugo,10
2013,Broj,Istočni Drvar,Oba spola,Drugo,0
2013,Broj,Istočni Drvar,M,Drugo,0
2013,Broj,Istočni Drvar,Ž,Drugo,0
2013,Broj,Istočni Mostar,Oba spola,Drugo,1
2013,Broj,Istočni Mostar,M,Drugo,1
2013,Broj,Istočni Mostar,Ž,Drugo,0
2013,Broj,Istočni Stari Grad,Oba spola,Drugo,5
2013,Broj,Istočni Stari Grad,M,Drugo,2
2013,Broj,Istočni Stari Grad,Ž,Drugo,3
2013,Broj,Istočno Novo Sarajevo,Oba spola,Drugo,16
2013,Broj,Istočno Novo Sarajevo,M,Drugo,10
2013,Broj,Istočno Novo Sarajevo,Ž,Drugo,6
2013,Broj,Jezero,Oba spola,Drugo,0
2013,Broj,Jezero,M,Drugo,0
2013,Broj,Jezero,Ž,Drugo,0
2013,Broj,Kalinovik,Oba spola,Drugo,3
2013,Broj,Kalinovik,M,Drugo,2
2013,Broj,Kalinovik,Ž,Drugo,1
2013,Broj,Kneževo,Oba spola,Drugo,68
2013,Broj,Kneževo,M,Drugo,29
2013,Broj,Kneževo,Ž,Drugo,39
2013,Broj,Kozarska Dubica,Oba spola,Drugo,83
2013,Broj,Kozarska Dubica,M,Drugo,37
2013,Broj,Kozarska Dubica,Ž,Drugo,46
2013,Broj,Kostajnica,Oba spola,Drugo,13
2013,Broj,Kostajnica,M,Drugo,9
2013,Broj,Kostajnica,Ž,Drugo,4
2013,Broj,Kotor Varoš,Oba spola,Drugo,236
2013,Broj,Kotor Varoš,M,Drugo,120
2013,Broj,Kotor Varoš,Ž,Drugo,116
2013,Broj,Krupa Na Uni,Oba spola,Drugo,0
2013,Broj,Krupa Na Uni,M,Drugo,0
2013,Broj,Krupa Na Uni,Ž,Drugo,0
2013,Broj,Kupres,Oba spola,Drugo,0
2013,Broj,Kupres,M,Drugo,0
2013,Broj,Kupres,Ž,Drugo,0
2013,Broj,Laktaši,Oba spola,Drugo,278
2013,Broj,Laktaši,M,Drugo,147
2013,Broj,Laktaši,Ž,Drugo,131
2013,Broj,Lopare,Oba spola,Drugo,1
2013,Broj,Lopare,M,Drugo,0
2013,Broj,Lopare,Ž,Drugo,1
2013,Broj,Ljubinje,Oba spola,Drugo,1
2013,Broj,Ljubinje,M,Drugo,1
2013,Broj,Ljubinje,Ž,Drugo,0
2013,Broj,Milići,Oba spola,Drugo,34
2013,Broj,Milići,M,Drugo,19
2013,Broj,Milići,Ž,Drugo,15
2013,Broj,Modriča,Oba spola,Drugo,211
2013,Broj,Modriča,M,Drugo,98
2013,Broj,Modriča,Ž,Drugo,113
2013,Broj,Mrkonjić Grad,Oba spola,Drugo,9
2013,Broj,Mrkonjić Grad,M,Drugo,6
2013,Broj,Mrkonjić Grad,Ž,Drugo,3
2013,Broj,Nevesinje,Oba spola,Drugo,8
2013,Broj,Nevesinje,M,Drugo,4
2013,Broj,Nevesinje,Ž,Drugo,4
2013,Broj,Novi Grad,Oba spola,Drugo,134
2013,Broj,Novi Grad,M,Drugo,60
2013,Broj,Novi Grad,Ž,Drugo,74
2013,Broj,Novo Goražde,Oba spola,Drugo,19
2013,Broj,Novo Goražde,M,Drugo,9
2013,Broj,Novo Goražde,Ž,Drugo,10
2013,Broj,Osmaci,Oba spola,Drugo,41
2013,Broj,Osmaci,M,Drugo,26
2013,Broj,Osmaci,Ž,Drugo,15
2013,Broj,Oštra Luka,Oba spola,Drugo,23
2013,Broj,Oštra Luka,M,Drugo,15
2013,Broj,Oštra Luka,Ž,Drugo,8
2013,Broj,Pale,Oba spola,Drugo,53
2013,Broj,Pale,M,Drugo,24
2013,Broj,Pale,Ž,Drugo,29
2013,Broj,Pelagićevo,Oba spola,Drugo,5
2013,Broj,Pelagićevo,M,Drugo,3
2013,Broj,Pelagićevo,Ž,Drugo,2
2013,Broj,Petrovac,Oba spola,Drugo,0
2013,Broj,Petrovac,M,Drugo,0
2013,Broj,Petrovac,Ž,Drugo,0
2013,Broj,Petrovo,Oba spola,Drugo,20
2013,Broj,Petrovo,M,Drugo,8
2013,Broj,Petrovo,Ž,Drugo,12
2013,Broj,Grad Prijedor,Oba spola,Drugo,1506
2013,Broj,Grad Prijedor,M,Drugo,722
2013,Broj,Grad Prijedor,Ž,Drugo,784
2013,Broj,Prnjavor,Oba spola,Drugo,611
2013,Broj,Prnjavor,M,Drugo,317
2013,Broj,Prnjavor,Ž,Drugo,294
2013,Broj,Ribnik,Oba spola,Drugo,12
2013,Broj,Ribnik,M,Drugo,8
2013,Broj,Ribnik,Ž,Drugo,4
2013,Broj,Rogatica,Oba spola,Drugo,48
2013,Broj,Rogatica,M,Drugo,21
2013,Broj,Rogatica,Ž,Drugo,27
2013,Broj,Rudo,Oba spola,Drugo,0
2013,Broj,Rudo,M,Drugo,0
2013,Broj,Rudo,Ž,Drugo,0
2013,Broj,Sokolac,Oba spola,Drugo,30
2013,Broj,Sokolac,M,Drugo,16
2013,Broj,Sokolac,Ž,Drugo,14
2013,Broj,Srbac,Oba spola,Drugo,95
2013,Broj,Srbac,M,Drugo,50
2013,Broj,Srbac,Ž,Drugo,45
2013,Broj,Srebrenica,Oba spola,Drugo,72
2013,Broj,Srebrenica,M,Drugo,36
2013,Broj,Srebrenica,Ž,Drugo,36
2013,Broj,Teslić,Oba spola,Drugo,316
2013,Broj,Teslić,M,Drugo,148
2013,Broj,Teslić,Ž,Drugo,168
2013,Broj,Grad Trebinje,Oba spola,Drugo,95
2013,Broj,Grad Trebinje,M,Drugo,42
2013,Broj,Grad Trebinje,Ž,Drugo,53
2013,Broj,Trnovo,Oba spola,Drugo,17
2013,Broj,Trnovo,M,Drugo,9
2013,Broj,Trnovo,Ž,Drugo,8
2013,Broj,Ugljevik,Oba spola,Drugo,2
2013,Broj,Ugljevik,M,Drugo,1
2013,Broj,Ugljevik,Ž,Drugo,1
2013,Broj,Foča,Oba spola,Drugo,104
2013,Broj,Foča,M,Drugo,53
2013,Broj,Foča,Ž,Drugo,51
2013,Broj,Han Pijesak,Oba spola,Drugo,5
2013,Broj,Han Pijesak,M,Drugo,3
2013,Broj,Han Pijesak,Ž,Drugo,2
2013,Broj,Čajniče,Oba spola,Drugo,16
2013,Broj,Čajniče,M,Drugo,7
2013,Broj,Čajniče,Ž,Drugo,9
2013,Broj,Čelinac,Oba spola,Drugo,44
2013,Broj,Čelinac,M,Drugo,20
2013,Broj,Čelinac,Ž,Drugo,24
2013,Broj,Šamac,Oba spola,Drugo,144
2013,Broj,Šamac,M,Drugo,68
2013,Broj,Šamac,Ž,Drugo,76
2013,Broj,Šekovići,Oba spola,Drugo,1
2013,Broj,Šekovići,M,Drugo,1
2013,Broj,Šekovići,Ž,Drugo,0
2013,Broj,Šipovo,Oba spola,Drugo,32
2013,Broj,Šipovo,M,Drugo,17
2013,Broj,Šipovo,Ž,Drugo,15
2013,Broj,Republika Srpska,Oba spola,does_not_declare,8028
2013,Broj,Republika Srpska,M,does_not_declare,3554
2013,Broj,Republika Srpska,Ž,does_not_declare,4474
2013,Broj,Grad Banja Luka,Oba spola,does_not_declare,2684
2013,Broj,Grad Banja Luka,M,does_not_declare,1186
2013,Broj,Grad Banja Luka,Ž,does_not_declare,1498
2013,Broj,Berkovići,Oba spola,does_not_declare,1
2013,Broj,Berkovići,M,does_not_declare,1
2013,Broj,Berkovići,Ž,does_not_declare,0
2013,Broj,Grad Bijeljina,Oba spola,does_not_declare,716
2013,Broj,Grad Bijeljina,M,does_not_declare,307
2013,Broj,Grad Bijeljina,Ž,does_not_declare,409
2013,Broj,Bileća,Oba spola,does_not_declare,30
2013,Broj,Bileća,M,does_not_declare,14
2013,Broj,Bileća,Ž,does_not_declare,16
2013,Broj,Bratunac,Oba spola,does_not_declare,21
2013,Broj,Bratunac,M,does_not_declare,9
2013,Broj,Bratunac,Ž,does_not_declare,12
2013,Broj,Brod,Oba spola,does_not_declare,160
2013,Broj,Brod,M,does_not_declare,60
2013,Broj,Brod,Ž,does_not_declare,100
2013,Broj,Višegrad,Oba spola,does_not_declare,18
2013,Broj,Višegrad,M,does_not_declare,9
2013,Broj,Višegrad,Ž,does_not_declare,9
2013,Broj,Vlasenica,Oba spola,does_not_declare,16
2013,Broj,Vlasenica,M,does_not_declare,8
2013,Broj,Vlasenica,Ž,does_not_declare,8
2013,Broj,Vukosavlje,Oba spola,does_not_declare,33
2013,Broj,Vukosavlje,M,does_not_declare,16
2013,Broj,Vukosavlje,Ž,does_not_declare,17
2013,Broj,Gacko,Oba spola,does_not_declare,6
2013,Broj,Gacko,M,does_not_declare,1
2013,Broj,Gacko,Ž,does_not_declare,5
2013,Broj,Grad Gradiška,Oba spola,does_not_declare,375
2013,Broj,Grad Gradiška,M,does_not_declare,155
2013,Broj,Grad Gradiška,Ž,does_not_declare,220
2013,Broj,Grad Derventa,Oba spola,does_not_declare,256
2013,Broj,Grad Derventa,M,does_not_declare,125
2013,Broj,Grad Derventa,Ž,does_not_declare,131
2013,Broj,Grad Doboj,Oba spola,does_not_declare,526
