Year,UNIT_MEASURE,Teritory,Spol,Starosna dob,Value
2013,Broj,KOSTAJNICA,Oba spola,25-29,363
2013,Broj,KOSTAJNICA,M,25-29,193
2013,Broj,KOSTAJNICA,Ž,25-29,170
2013,Broj,KOTOR VAROS,Oba spola,25-29,1309
2013,Broj,KOTOR VAROS,M,25-29,680
2013,Broj,KOTOR VAROS,Ž,25-29,629
2013,Broj,KOZARSKA DUBICA,Oba spola,25-29,1330
2013,Broj,KOZARSKA DUBICA,M,25-29,701
2013,Broj,KOZARSKA DUBICA,Ž,25-29,629
2013,Broj,KRUPA NA UNI,Oba spola,25-29,58
2013,Broj,KRUPA NA UNI,M,25-29,36
2013,Broj,KRUPA NA UNI,Ž,25-29,22
2013,Broj,KUPRES,Oba spola,25-29,6
2013,Broj,KUPRES,M,25-29,6
2013,Broj,KUPRES,Ž,25-29,-
2013,Broj,LAKTASI,Oba spola,25-29,2374
2013,Broj,LAKTASI,M,25-29,1149
2013,Broj,LAKTASI,Ž,25-29,1225
2013,Broj,LOPARE,Oba spola,25-29,844
2013,Broj,LOPARE,M,25-29,426
2013,Broj,LOPARE,Ž,25-29,418
2013,Broj,LJUBINJE,Oba spola,25-29,202
2013,Broj,LJUBINJE,M,25-29,109
2013,Broj,LJUBINJE,Ž,25-29,93
2013,Broj,MILICI,Oba spola,25-29,825
2013,Broj,MILICI,M,25-29,435
2013,Broj,MILICI,Ž,25-29,390
2013,Broj,MODRICA,Oba spola,25-29,1469
2013,Broj,MODRICA,M,25-29,775
2013,Broj,MODRICA,Ž,25-29,694
2013,Broj,MRKONJIC GRAD,Oba spola,25-29,916
2013,Broj,MRKONJIC GRAD,M,25-29,481
2013,Broj,MRKONJIC GRAD,Ž,25-29,435
2013,Broj,NEVESINJE,Oba spola,25-29,708
2013,Broj,NEVESINJE,M,25-29,373
2013,Broj,NEVESINJE,Ž,25-29,335
2013,Broj,NOVI GRAD,Oba spola,25-29,1516
2013,Broj,NOVI GRAD,M,25-29,795
2013,Broj,NOVI GRAD,Ž,25-29,721
2013,Broj,NOVO GORAZDE,Oba spola,25-29,223
2013,Broj,NOVO GORAZDE,M,25-29,129
2013,Broj,NOVO GORAZDE,Ž,25-29,94
2013,Broj,OSMACI,Oba spola,25-29,378
2013,Broj,OSMACI,M,25-29,202
2013,Broj,OSMACI,Ž,25-29,176
2013,Broj,OSTRA LUKA,Oba spola,25-29,129
2013,Broj,OSTRA LUKA,M,25-29,72
2013,Broj,OSTRA LUKA,Ž,25-29,57
2013,Broj,PELAGICEVO,Oba spola,25-29,172
2013,Broj,PELAGICEVO,M,25-29,86
2013,Broj,PELAGICEVO,Ž,25-29,86
2013,Broj,PETROVAC,Oba spola,25-29,15
2013,Broj,PETROVAC,M,25-29,4
2013,Broj,PETROVAC,Ž,25-29,11
2013,Broj,PETROVO,Oba spola,25-29,402
2013,Broj,PETROVO,M,25-29,218
2013,Broj,PETROVO,Ž,25-29,184
2013,Broj,GRAD PRIJEDOR,Oba spola,25-29,5384
2013,Broj,GRAD PRIJEDOR,M,25-29,2718
2013,Broj,GRAD PRIJEDOR,Ž,25-29,2666
2013,Broj,PRNJAVOR,Oba spola,25-29,2008
2013,Broj,PRNJAVOR,M,25-29,1030
2013,Broj,PRNJAVOR,Ž,25-29,978
2013,Broj,RIBNIK,Oba spola,25-29,280
2013,Broj,RIBNIK,M,25-29,144
2013,Broj,RIBNIK,Ž,25-29,136
2013,Broj,ROGATICA,Oba spola,25-29,626
2013,Broj,ROGATICA,M,25-29,309
2013,Broj,ROGATICA,Ž,25-29,317
2013,Broj,RUDO,Oba spola,25-29,460
2013,Broj,RUDO,M,25-29,260
2013,Broj,RUDO,Ž,25-29,200
2013,Broj,SRBAC,Oba spola,25-29,1009
2013,Broj,SRBAC,M,25-29,518
2013,Broj,SRBAC,Ž,25-29,491
2013,Broj,SREBRENICA,Oba spola,25-29,912
2013,Broj,SREBRENICA,M,25-29,493
2013,Broj,SREBRENICA,Ž,25-29,419
2013,Broj,STANARI,Oba spola,25-29,417
2013,Broj,STANARI,M,25-29,222
2013,Broj,STANARI,Ž,25-29,195
2013,Broj,TESLIC,Oba spola,25-29,2244
2013,Broj,TESLIC,M,25-29,1092
2013,Broj,TESLIC,Ž,25-29,1152
2013,Broj,GRAD TREBINJE,Oba spola,25-29,1782
2013,Broj,GRAD TREBINJE,M,25-29,905
2013,Broj,GRAD TREBINJE,Ž,25-29,877
2013,Broj,UGLJEVIK,Oba spola,25-29,1078
2013,Broj,UGLJEVIK,M,25-29,541
2013,Broj,UGLJEVIK,Ž,25-29,537
2013,Broj,FOCA,Oba spola,25-29,1179
2013,Broj,FOCA,M,25-29,643
2013,Broj,FOCA,Ž,25-29,536
2013,Broj,HAN PIJESAK,Oba spola,25-29,195
2013,Broj,HAN PIJESAK,M,25-29,96
2013,Broj,HAN PIJESAK,Ž,25-29,99
2013,Broj,CAJNICE,Oba spola,25-29,310
2013,Broj,CAJNICE,M,25-29,163
2013,Broj,CAJNICE,Ž,25-29,147
2013,Broj,CELINAC,Oba spola,25-29,1023
2013,Broj,CELINAC,M,25-29,514
2013,Broj,CELINAC,Ž,25-29,509
2013,Broj,SAMAC,Oba spola,25-29,942
2013,Broj,SAMAC,M,25-29,497
2013,Broj,SAMAC,Ž,25-29,445
2013,Broj,SEKOVICI,Oba spola,25-29,349
2013,Broj,SEKOVICI,M,25-29,185
2013,Broj,SEKOVICI,Ž,25-29,164
2013,Broj,SIPOVO,Oba spola,25-29,621
2013,Broj,SIPOVO,M,25-29,335
2013,Broj,SIPOVO,Ž,25-29,286
2013,Broj,REPUBLIKA SRPSKA,Oba spola,30-34,80560
2013,Broj,REPUBLIKA SRPSKA,M,30-34,40877
2013,Broj,REPUBLIKA SRPSKA,Ž,30-34,39683
2013,Broj,GRAD BANJA LUKA,Oba spola,30-34,14831
2013,Broj,GRAD BANJA LUKA,M,30-34,7174
2013,Broj,GRAD BANJA LUKA,Ž,30-34,7657
2013,Broj,BERKOVICI,Oba spola,30-34,107
2013,Broj,BERKOVICI,M,30-34,49
2013,Broj,BERKOVICI,Ž,30-34,58
2013,Broj,GRAD BIJELJINA,Oba spola,30-34,7215
2013,Broj,GRAD BIJELJINA,M,30-34,3613
2013,Broj,GRAD BIJELJINA,Ž,30-34,3602
2013,Broj,BILECA,Oba spola,30-34,616
2013,Broj,BILECA,M,30-34,332
2013,Broj,BILECA,Ž,30-34,284
2013,Broj,BRATUNAC,Oba spola,30-34,1497
2013,Broj,BRATUNAC,M,30-34,818
2013,Broj,BRATUNAC,Ž,30-34,679
2013,Broj,BROD,Oba spola,30-34,1094
2013,Broj,BROD,M,30-34,560
2013,Broj,BROD,Ž,30-34,534
2013,Broj,VISEGRAD,Oba spola,30-34,632
2013,Broj,VISEGRAD,M,30-34,326
2013,Broj,VISEGRAD,Ž,30-34,306
2013,Broj,VLASENICA,Oba spola,30-34,822
2013,Broj,VLASENICA,M,30-34,430
2013,Broj,VLASENICA,Ž,30-34,392
2013,Broj,VUKOSAVLJE,Oba spola,30-34,295
2013,Broj,VUKOSAVLJE,M,30-34,161
2013,Broj,VUKOSAVLJE,Ž,30-34,134
2013,Broj,GACKO,Oba spola,30-34,526
2013,Broj,GACKO,M,30-34,298
2013,Broj,GACKO,Ž,30-34,228
2013,Broj,GRAD GRADISKA,Oba spola,30-34,3301
2013,Broj,GRAD GRADISKA,M,30-34,1654
2013,Broj,GRAD GRADISKA,Ž,30-34,1647
2013,Broj,GRAD DERVENTA,Oba spola,30-34,1594
2013,Broj,GRAD DERVENTA,M,30-34,819
2013,Broj,GRAD DERVENTA,Ž,30-34,775
2013,Broj,GRAD DOBOJ,Oba spola,30-34,4400
2013,Broj,GRAD DOBOJ,M,30-34,2203
2013,Broj,GRAD DOBOJ,Ž,30-34,2197
2013,Broj,DONJI ZABAR,Oba spola,30-34,172
2013,Broj,DONJI ZABAR,M,30-34,85
2013,Broj,DONJI ZABAR,Ž,30-34,87
2013,Broj,GRAD ZVORNIK,Oba spola,30-34,4055
2013,Broj,GRAD ZVORNIK,M,30-34,2046
2013,Broj,GRAD ZVORNIK,Ž,30-34,2009
2013,Broj,ISTOCNI DRVAR,Oba spola,30-34,10
2013,Broj,ISTOCNI DRVAR,M,30-34,7
2013,Broj,ISTOCNI DRVAR,Ž,30-34,3
2013,Broj,ISTOCNI MOSTAR,Oba spola,30-34,17
2013,Broj,ISTOCNI MOSTAR,M,30-34,9
2013,Broj,ISTOCNI MOSTAR,Ž,30-34,8
2013,Broj,GRAD ISTOCNO SARAJEVO,Oba spola,30-34,4485
2013,Broj,GRAD ISTOCNO SARAJEVO,M,30-34,2230
2013,Broj,GRAD ISTOCNO SARAJEVO,Ž,30-34,2255
2013,Broj,ISTOCNA ILIDZA,Oba spola,30-34,1153
2013,Broj,ISTOCNA ILIDZA,M,30-34,559
2013,Broj,ISTOCNA ILIDZA,Ž,30-34,594
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,30-34,914
2013,Broj,ISTOCNO NOVO SARAJEVO,M,30-34,451
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,30-34,463
2013,Broj,ISTOČNI STARI GRAD,Oba spola,30-34,76
2013,Broj,ISTOČNI STARI GRAD,M,30-34,39
2013,Broj,ISTOČNI STARI GRAD,Ž,30-34,37
2013,Broj,PALE,Oba spola,30-34,1458
2013,Broj,PALE,M,30-34,713
2013,Broj,PALE,Ž,30-34,745
2013,Broj,SOKOLAC,Oba spola,30-34,764
2013,Broj,SOKOLAC,M,30-34,398
2013,Broj,SOKOLAC,Ž,30-34,366
2013,Broj,TRNOVO,Oba spola,30-34,120
2013,Broj,TRNOVO,M,30-34,70
2013,Broj,TRNOVO,Ž,30-34,50
2013,Broj,JEZERO,Oba spola,30-34,61
2013,Broj,JEZERO,M,30-34,35
2013,Broj,JEZERO,Ž,30-34,26
2013,Broj,KALINOVIK,Oba spola,30-34,93
2013,Broj,KALINOVIK,M,30-34,54
2013,Broj,KALINOVIK,Ž,30-34,39
2013,Broj,KNEZEVO,Oba spola,30-34,531
2013,Broj,KNEZEVO,M,30-34,276
2013,Broj,KNEZEVO,Ž,30-34,255
2013,Broj,KOSTAJNICA,Oba spola,30-34,408
2013,Broj,KOSTAJNICA,M,30-34,214
2013,Broj,KOSTAJNICA,Ž,30-34,194
2013,Broj,KOTOR VAROS,Oba spola,30-34,1256
2013,Broj,KOTOR VAROS,M,30-34,626
2013,Broj,KOTOR VAROS,Ž,30-34,630
2013,Broj,KOZARSKA DUBICA,Oba spola,30-34,1247
2013,Broj,KOZARSKA DUBICA,M,30-34,669
2013,Broj,KOZARSKA DUBICA,Ž,30-34,578
2013,Broj,KRUPA NA UNI,Oba spola,30-34,80
2013,Broj,KRUPA NA UNI,M,30-34,49
2013,Broj,KRUPA NA UNI,Ž,30-34,31
2013,Broj,KUPRES,Oba spola,30-34,7
2013,Broj,KUPRES,M,30-34,1
2013,Broj,KUPRES,Ž,30-34,6
2013,Broj,LAKTASI,Oba spola,30-34,2398
2013,Broj,LAKTASI,M,30-34,1210
2013,Broj,LAKTASI,Ž,30-34,1188
2013,Broj,LOPARE,Oba spola,30-34,818
2013,Broj,LOPARE,M,30-34,432
2013,Broj,LOPARE,Ž,30-34,386
2013,Broj,LJUBINJE,Oba spola,30-34,205
2013,Broj,LJUBINJE,M,30-34,111
2013,Broj,LJUBINJE,Ž,30-34,94
2013,Broj,MILICI,Oba spola,30-34,816
2013,Broj,MILICI,M,30-34,452
2013,Broj,MILICI,Ž,30-34,364
2013,Broj,MODRICA,Oba spola,30-34,1441
2013,Broj,MODRICA,M,30-34,721
2013,Broj,MODRICA,Ž,30-34,720
2013,Broj,MRKONJIC GRAD,Oba spola,30-34,939
2013,Broj,MRKONJIC GRAD,M,30-34,456
2013,Broj,MRKONJIC GRAD,Ž,30-34,483
2013,Broj,NEVESINJE,Oba spola,30-34,739
2013,Broj,NEVESINJE,M,30-34,393
2013,Broj,NEVESINJE,Ž,30-34,346
2013,Broj,NOVI GRAD,Oba spola,30-34,1570
2013,Broj,NOVI GRAD,M,30-34,815
2013,Broj,NOVI GRAD,Ž,30-34,755
2013,Broj,NOVO GORAZDE,Oba spola,30-34,201
2013,Broj,NOVO GORAZDE,M,30-34,100
2013,Broj,NOVO GORAZDE,Ž,30-34,101
2013,Broj,OSMACI,Oba spola,30-34,415
2013,Broj,OSMACI,M,30-34,212
2013,Broj,OSMACI,Ž,30-34,203
2013,Broj,OSTRA LUKA,Oba spola,30-34,136
2013,Broj,OSTRA LUKA,M,30-34,69
2013,Broj,OSTRA LUKA,Ž,30-34,67
2013,Broj,PELAGICEVO,Oba spola,30-34,177
2013,Broj,PELAGICEVO,M,30-34,85
2013,Broj,PELAGICEVO,Ž,30-34,92
2013,Broj,PETROVAC,Oba spola,30-34,25
2013,Broj,PETROVAC,M,30-34,10
2013,Broj,PETROVAC,Ž,30-34,15
2013,Broj,PETROVO,Oba spola,30-34,337
2013,Broj,PETROVO,M,30-34,185
2013,Broj,PETROVO,Ž,30-34,152
2013,Broj,GRAD PRIJEDOR,Oba spola,30-34,5399
2013,Broj,GRAD PRIJEDOR,M,30-34,2751
2013,Broj,GRAD PRIJEDOR,Ž,30-34,2648
2013,Broj,PRNJAVOR,Oba spola,30-34,2168
2013,Broj,PRNJAVOR,M,30-34,1074
2013,Broj,PRNJAVOR,Ž,30-34,1094
2013,Broj,RIBNIK,Oba spola,30-34,287
2013,Broj,RIBNIK,M,30-34,160
2013,Broj,RIBNIK,Ž,30-34,127
2013,Broj,ROGATICA,Oba spola,30-34,667
2013,Broj,ROGATICA,M,30-34,356
2013,Broj,ROGATICA,Ž,30-34,311
2013,Broj,RUDO,Oba spola,30-34,430
2013,Broj,RUDO,M,30-34,240
2013,Broj,RUDO,Ž,30-34,190
2013,Broj,SRBAC,Oba spola,30-34,1107
2013,Broj,SRBAC,M,30-34,561
2013,Broj,SRBAC,Ž,30-34,546
2013,Broj,SREBRENICA,Oba spola,30-34,889
2013,Broj,SREBRENICA,M,30-34,488
2013,Broj,SREBRENICA,Ž,30-34,401
2013,Broj,STANARI,Oba spola,30-34,388
2013,Broj,STANARI,M,30-34,209
2013,Broj,STANARI,Ž,30-34,179
2013,Broj,TESLIC,Oba spola,30-34,2360
2013,Broj,TESLIC,M,30-34,1185
2013,Broj,TESLIC,Ž,30-34,1175
2013,Broj,GRAD TREBINJE,Oba spola,30-34,1910
2013,Broj,GRAD TREBINJE,M,30-34,967
2013,Broj,GRAD TREBINJE,Ž,30-34,943
2013,Broj,UGLJEVIK,Oba spola,30-34,887
2013,Broj,UGLJEVIK,M,30-34,456
2013,Broj,UGLJEVIK,Ž,30-34,431
2013,Broj,FOCA,Oba spola,30-34,1106
2013,Broj,FOCA,M,30-34,617
2013,Broj,FOCA,Ž,30-34,489
2013,Broj,HAN PIJESAK,Oba spola,30-34,192
2013,Broj,HAN PIJESAK,M,30-34,103
2013,Broj,HAN PIJESAK,Ž,30-34,89
2013,Broj,CAJNICE,Oba spola,30-34,264
2013,Broj,CAJNICE,M,30-34,150
2013,Broj,CAJNICE,Ž,30-34,114
2013,Broj,CELINAC,Oba spola,30-34,977
2013,Broj,CELINAC,M,30-34,516
2013,Broj,CELINAC,Ž,30-34,461
2013,Broj,SAMAC,Oba spola,30-34,926
2013,Broj,SAMAC,M,30-34,497
2013,Broj,SAMAC,Ž,30-34,429
2013,Broj,SEKOVICI,Oba spola,30-34,384
2013,Broj,SEKOVICI,M,30-34,203
2013,Broj,SEKOVICI,Ž,30-34,181
2013,Broj,SIPOVO,Oba spola,30-34,650
2013,Broj,SIPOVO,M,30-34,355
2013,Broj,SIPOVO,Ž,30-34,295
2013,Broj,REPUBLIKA SRPSKA,Oba spola,35-39,80521
2013,Broj,REPUBLIKA SRPSKA,M,35-39,41253
2013,Broj,REPUBLIKA SRPSKA,Ž,35-39,39268
2013,Broj,GRAD BANJA LUKA,Oba spola,35-39,14375
2013,Broj,GRAD BANJA LUKA,M,35-39,7141
2013,Broj,GRAD BANJA LUKA,Ž,35-39,7234
2013,Broj,BERKOVICI,Oba spola,35-39,133
2013,Broj,BERKOVICI,M,35-39,64
2013,Broj,BERKOVICI,Ž,35-39,69
2013,Broj,GRAD BIJELJINA,Oba spola,35-39,7192
2013,Broj,GRAD BIJELJINA,M,35-39,3625
2013,Broj,GRAD BIJELJINA,Ž,35-39,3567
2013,Broj,BILECA,Oba spola,35-39,632
2013,Broj,BILECA,M,35-39,355
2013,Broj,BILECA,Ž,35-39,277
2013,Broj,BRATUNAC,Oba spola,35-39,1360
2013,Broj,BRATUNAC,M,35-39,738
2013,Broj,BRATUNAC,Ž,35-39,622
2013,Broj,BROD,Oba spola,35-39,1095
2013,Broj,BROD,M,35-39,542
2013,Broj,BROD,Ž,35-39,553
2013,Broj,VISEGRAD,Oba spola,35-39,587
2013,Broj,VISEGRAD,M,35-39,301
2013,Broj,VISEGRAD,Ž,35-39,286
2013,Broj,VLASENICA,Oba spola,35-39,802
2013,Broj,VLASENICA,M,35-39,429
2013,Broj,VLASENICA,Ž,35-39,373
2013,Broj,VUKOSAVLJE,Oba spola,35-39,294
2013,Broj,VUKOSAVLJE,M,35-39,149
2013,Broj,VUKOSAVLJE,Ž,35-39,145
2013,Broj,GACKO,Oba spola,35-39,500
2013,Broj,GACKO,M,35-39,266
2013,Broj,GACKO,Ž,35-39,234
2013,Broj,GRAD GRADISKA,Oba spola,35-39,3239
2013,Broj,GRAD GRADISKA,M,35-39,1665
2013,Broj,GRAD GRADISKA,Ž,35-39,1574
2013,Broj,GRAD DERVENTA,Oba spola,35-39,1780
2013,Broj,GRAD DERVENTA,M,35-39,891
2013,Broj,GRAD DERVENTA,Ž,35-39,889
2013,Broj,GRAD DOBOJ,Oba spola,35-39,4276
2013,Broj,GRAD DOBOJ,M,35-39,2213
2013,Broj,GRAD DOBOJ,Ž,35-39,2063
2013,Broj,DONJI ZABAR,Oba spola,35-39,229
2013,Broj,DONJI ZABAR,M,35-39,129
2013,Broj,DONJI ZABAR,Ž,35-39,100
2013,Broj,GRAD ZVORNIK,Oba spola,35-39,3966
2013,Broj,GRAD ZVORNIK,M,35-39,2011
2013,Broj,GRAD ZVORNIK,Ž,35-39,1955
2013,Broj,ISTOCNI DRVAR,Oba spola,35-39,3
2013,Broj,ISTOCNI DRVAR,M,35-39,3
2013,Broj,ISTOCNI DRVAR,Ž,35-39,-
2013,Broj,ISTOCNI MOSTAR,Oba spola,35-39,20
2013,Broj,ISTOCNI MOSTAR,M,35-39,13
2013,Broj,ISTOCNI MOSTAR,Ž,35-39,7
2013,Broj,GRAD ISTOCNO SARAJEVO,Oba spola,35-39,3831
2013,Broj,GRAD ISTOCNO SARAJEVO,M,35-39,2008
2013,Broj,GRAD ISTOCNO SARAJEVO,Ž,35-39,1823
2013,Broj,ISTOCNA ILIDZA,Oba spola,35-39,992
2013,Broj,ISTOCNA ILIDZA,M,35-39,520
2013,Broj,ISTOCNA ILIDZA,Ž,35-39,472
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,35-39,745
2013,Broj,ISTOCNO NOVO SARAJEVO,M,35-39,386
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,35-39,359
2013,Broj,ISTOČNI STARI GRAD,Oba spola,35-39,55
2013,Broj,ISTOČNI STARI GRAD,M,35-39,35
2013,Broj,ISTOČNI STARI GRAD,Ž,35-39,20
2013,Broj,PALE,Oba spola,35-39,1282
2013,Broj,PALE,M,35-39,669
2013,Broj,PALE,Ž,35-39,613
2013,Broj,SOKOLAC,Oba spola,35-39,672
2013,Broj,SOKOLAC,M,35-39,354
2013,Broj,SOKOLAC,Ž,35-39,318
2013,Broj,TRNOVO,Oba spola,35-39,85
2013,Broj,TRNOVO,M,35-39,44
2013,Broj,TRNOVO,Ž,35-39,41
2013,Broj,JEZERO,Oba spola,35-39,61
2013,Broj,JEZERO,M,35-39,30
2013,Broj,JEZERO,Ž,35-39,31
2013,Broj,KALINOVIK,Oba spola,35-39,95
2013,Broj,KALINOVIK,M,35-39,59
2013,Broj,KALINOVIK,Ž,35-39,36
2013,Broj,KNEZEVO,Oba spola,35-39,598
2013,Broj,KNEZEVO,M,35-39,335
2013,Broj,KNEZEVO,Ž,35-39,263
2013,Broj,KOSTAJNICA,Oba spola,35-39,381
2013,Broj,KOSTAJNICA,M,35-39,190
2013,Broj,KOSTAJNICA,Ž,35-39,191
2013,Broj,KOTOR VAROS,Oba spola,35-39,1278
2013,Broj,KOTOR VAROS,M,35-39,640
2013,Broj,KOTOR VAROS,Ž,35-39,638
2013,Broj,KOZARSKA DUBICA,Oba spola,35-39,1222
2013,Broj,KOZARSKA DUBICA,M,35-39,634
2013,Broj,KOZARSKA DUBICA,Ž,35-39,588
2013,Broj,KRUPA NA UNI,Oba spola,35-39,90
2013,Broj,KRUPA NA UNI,M,35-39,55
2013,Broj,KRUPA NA UNI,Ž,35-39,35
2013,Broj,KUPRES,Oba spola,35-39,16
2013,Broj,KUPRES,M,35-39,9
2013,Broj,KUPRES,Ž,35-39,7
2013,Broj,LAKTASI,Oba spola,35-39,2464
2013,Broj,LAKTASI,M,35-39,1270
2013,Broj,LAKTASI,Ž,35-39,1194
2013,Broj,LOPARE,Oba spola,35-39,848
2013,Broj,LOPARE,M,35-39,433
2013,Broj,LOPARE,Ž,35-39,415
2013,Broj,LJUBINJE,Oba spola,35-39,175
2013,Broj,LJUBINJE,M,35-39,89
2013,Broj,LJUBINJE,Ž,35-39,86
2013,Broj,MILICI,Oba spola,35-39,835
2013,Broj,MILICI,M,35-39,454
2013,Broj,MILICI,Ž,35-39,381
2013,Broj,MODRICA,Oba spola,35-39,1556
2013,Broj,MODRICA,M,35-39,757
2013,Broj,MODRICA,Ž,35-39,799
2013,Broj,MRKONJIC GRAD,Oba spola,35-39,1022
2013,Broj,MRKONJIC GRAD,M,35-39,524
2013,Broj,MRKONJIC GRAD,Ž,35-39,498
2013,Broj,NEVESINJE,Oba spola,35-39,868
2013,Broj,NEVESINJE,M,35-39,498
2013,Broj,NEVESINJE,Ž,35-39,370
2013,Broj,NOVI GRAD,Oba spola,35-39,1582
2013,Broj,NOVI GRAD,M,35-39,821
2013,Broj,NOVI GRAD,Ž,35-39,761
2013,Broj,NOVO GORAZDE,Oba spola,35-39,179
2013,Broj,NOVO GORAZDE,M,35-39,108
2013,Broj,NOVO GORAZDE,Ž,35-39,71
2013,Broj,OSMACI,Oba spola,35-39,403
2013,Broj,OSMACI,M,35-39,218
2013,Broj,OSMACI,Ž,35-39,185
2013,Broj,OSTRA LUKA,Oba spola,35-39,191
2013,Broj,OSTRA LUKA,M,35-39,98
2013,Broj,OSTRA LUKA,Ž,35-39,93
2013,Broj,PELAGICEVO,Oba spola,35-39,263
2013,Broj,PELAGICEVO,M,35-39,126
2013,Broj,PELAGICEVO,Ž,35-39,137
2013,Broj,PETROVAC,Oba spola,35-39,31
2013,Broj,PETROVAC,M,35-39,20
2013,Broj,PETROVAC,Ž,35-39,11
2013,Broj,PETROVO,Oba spola,35-39,294
2013,Broj,PETROVO,M,35-39,148
2013,Broj,PETROVO,Ž,35-39,146
2013,Broj,GRAD PRIJEDOR,Oba spola,35-39,5621
2013,Broj,GRAD PRIJEDOR,M,35-39,2880
2013,Broj,GRAD PRIJEDOR,Ž,35-39,2741
2013,Broj,PRNJAVOR,Oba spola,35-39,2402
2013,Broj,PRNJAVOR,M,35-39,1205
2013,Broj,PRNJAVOR,Ž,35-39,1197
2013,Broj,RIBNIK,Oba spola,35-39,345
2013,Broj,RIBNIK,M,35-39,179
2013,Broj,RIBNIK,Ž,35-39,166
2013,Broj,ROGATICA,Oba spola,35-39,635
2013,Broj,ROGATICA,M,35-39,338
2013,Broj,ROGATICA,Ž,35-39,297
2013,Broj,RUDO,Oba spola,35-39,438
2013,Broj,RUDO,M,35-39,233
2013,Broj,RUDO,Ž,35-39,205
2013,Broj,SRBAC,Oba spola,35-39,1143
2013,Broj,SRBAC,M,35-39,593
2013,Broj,SRBAC,Ž,35-39,550
2013,Broj,SREBRENICA,Oba spola,35-39,965
2013,Broj,SREBRENICA,M,35-39,498
2013,Broj,SREBRENICA,Ž,35-39,467
2013,Broj,STANARI,Oba spola,35-39,457
2013,Broj,STANARI,M,35-39,258
2013,Broj,STANARI,Ž,35-39,199
2013,Broj,TESLIC,Oba spola,35-39,2462
2013,Broj,TESLIC,M,35-39,1222
2013,Broj,TESLIC,Ž,35-39,1240
2013,Broj,GRAD TREBINJE,Oba spola,35-39,1874
2013,Broj,GRAD TREBINJE,M,35-39,991
2013,Broj,GRAD TREBINJE,Ž,35-39,883
2013,Broj,UGLJEVIK,Oba spola,35-39,919
2013,Broj,UGLJEVIK,M,35-39,466
2013,Broj,UGLJEVIK,Ž,35-39,453
2013,Broj,FOCA,Oba spola,35-39,1054
2013,Broj,FOCA,M,35-39,587
2013,Broj,FOCA,Ž,35-39,467
2013,Broj,HAN PIJESAK,Oba spola,35-39,190
2013,Broj,HAN PIJESAK,M,35-39,95
2013,Broj,HAN PIJESAK,Ž,35-39,95
2013,Broj,CAJNICE,Oba spola,35-39,244
2013,Broj,CAJNICE,M,35-39,130
2013,Broj,CAJNICE,Ž,35-39,114
2013,Broj,CELINAC,Oba spola,35-39,937
2013,Broj,CELINAC,M,35-39,452
2013,Broj,CELINAC,Ž,35-39,485
2013,Broj,SAMAC,Oba spola,35-39,1062
2013,Broj,SAMAC,M,35-39,529
2013,Broj,SAMAC,Ž,35-39,533
2013,Broj,SEKOVICI,Oba spola,35-39,391
2013,Broj,SEKOVICI,M,35-39,207
2013,Broj,SEKOVICI,Ž,35-39,184
2013,Broj,SIPOVO,Oba spola,35-39,616
2013,Broj,SIPOVO,M,35-39,331
2013,Broj,SIPOVO,Ž,35-39,285
2013,Broj,REPUBLIKA SRPSKA,Oba spola,40-44,75966
2013,Broj,REPUBLIKA SRPSKA,M,40-44,38815
2013,Broj,REPUBLIKA SRPSKA,Ž,40-44,37151
2013,Broj,GRAD BANJA LUKA,Oba spola,40-44,12041
2013,Broj,GRAD BANJA LUKA,M,40-44,6088
2013,Broj,GRAD BANJA LUKA,Ž,40-44,5953
2013,Broj,BERKOVICI,Oba spola,40-44,140
2013,Broj,BERKOVICI,M,40-44,92
2013,Broj,BERKOVICI,Ž,40-44,48
2013,Broj,GRAD BIJELJINA,Oba spola,40-44,6769
2013,Broj,GRAD BIJELJINA,M,40-44,3353
2013,Broj,GRAD BIJELJINA,Ž,40-44,3416
2013,Broj,BILECA,Oba spola,40-44,675
2013,Broj,BILECA,M,40-44,352
2013,Broj,BILECA,Ž,40-44,323
2013,Broj,BRATUNAC,Oba spola,40-44,1289
2013,Broj,BRATUNAC,M,40-44,634
2013,Broj,BRATUNAC,Ž,40-44,655
2013,Broj,BROD,Oba spola,40-44,1065
2013,Broj,BROD,M,40-44,545
2013,Broj,BROD,Ž,40-44,520
2013,Broj,VISEGRAD,Oba spola,40-44,588
2013,Broj,VISEGRAD,M,40-44,305
2013,Broj,VISEGRAD,Ž,40-44,283
2013,Broj,VLASENICA,Oba spola,40-44,724
2013,Broj,VLASENICA,M,40-44,386
2013,Broj,VLASENICA,Ž,40-44,338
2013,Broj,VUKOSAVLJE,Oba spola,40-44,309
2013,Broj,VUKOSAVLJE,M,40-44,172
2013,Broj,VUKOSAVLJE,Ž,40-44,137
2013,Broj,GACKO,Oba spola,40-44,550
2013,Broj,GACKO,M,40-44,286
2013,Broj,GACKO,Ž,40-44,264
2013,Broj,GRAD GRADISKA,Oba spola,40-44,3173
2013,Broj,GRAD GRADISKA,M,40-44,1611
2013,Broj,GRAD GRADISKA,Ž,40-44,1562
