Year,UNIT_MEASURE,ADMIN_AREA,SEX,Nationality,Value
2013,NUMBER,UGLJEVIK,F,croats,34
2013,NUMBER,FOCA,_T,croats,52
2013,NUMBER,FOCA,M,croats,16
2013,NUMBER,FOCA,F,croats,36
2013,NUMBER,HAN PIJESAK,_T,croats,7
2013,NUMBER,HAN PIJESAK,M,croats,1
2013,NUMBER,HAN PIJESAK,F,croats,6
2013,NUMBER,CAJNICE,_T,croats,6
2013,NUMBER,CAJNICE,M,croats,1
2013,NUMBER,CAJNICE,F,croats,5
2013,NUMBER,CELINAC,_T,croats,48
2013,NUMBER,CELINAC,M,croats,11
2013,NUMBER,CELINAC,F,croats,37
2013,NUMBER,SAMAC,_T,croats,2176
2013,NUMBER,SAMAC,M,croats,1011
2013,NUMBER,SAMAC,F,croats,1165
2013,NUMBER,SEKOVICI,_T,croats,8
2013,NUMBER,SEKOVICI,M,croats,2
2013,NUMBER,SEKOVICI,F,croats,6
2013,NUMBER,SIPOVO,_T,croats,26
2013,NUMBER,SIPOVO,M,croats,7
2013,NUMBER,SIPOVO,F,croats,19
2013,NUMBER,REPUBLIKA SRPSKA,_T,serbs,970857
2013,NUMBER,REPUBLIKA SRPSKA,M,serbs,477334
2013,NUMBER,REPUBLIKA SRPSKA,F,serbs,493523
2013,NUMBER,BANJA LUKA,_T,serbs,162057
2013,NUMBER,BANJA LUKA,M,serbs,78827
2013,NUMBER,BANJA LUKA,F,serbs,83230
2013,NUMBER,BERKOVICI,_T,serbs,1873
2013,NUMBER,BERKOVICI,M,serbs,943
2013,NUMBER,BERKOVICI,F,serbs,930
2013,NUMBER,BIJELJINA,_T,serbs,89474
2013,NUMBER,BIJELJINA,M,serbs,43861
2013,NUMBER,BIJELJINA,F,serbs,45613
2013,NUMBER,BILECA,_T,serbs,10447
2013,NUMBER,BILECA,M,serbs,5276
2013,NUMBER,BILECA,F,serbs,5171
2013,NUMBER,BRATUNAC,_T,serbs,11897
2013,NUMBER,BRATUNAC,M,serbs,5915
2013,NUMBER,BRATUNAC,F,serbs,5982
2013,NUMBER,BROD,_T,serbs,11065
2013,NUMBER,BROD,M,serbs,5486
2013,NUMBER,BROD,F,serbs,5579
2013,NUMBER,VISEGRAD,_T,serbs,8942
2013,NUMBER,VISEGRAD,M,serbs,4337
2013,NUMBER,VISEGRAD,F,serbs,4605
2013,NUMBER,VLASENICA,_T,serbs,7190
2013,NUMBER,VLASENICA,M,serbs,3505
2013,NUMBER,VLASENICA,F,serbs,3685
2013,NUMBER,VUKOSAVLJE,_T,serbs,1448
2013,NUMBER,VUKOSAVLJE,M,serbs,720
2013,NUMBER,VUKOSAVLJE,F,serbs,728
2013,NUMBER,GACKO,_T,serbs,8316
2013,NUMBER,GACKO,M,serbs,4211
2013,NUMBER,GACKO,F,serbs,4105
2013,NUMBER,GRADISKA,_T,serbs,40707
2013,NUMBER,GRADISKA,M,serbs,19960
2013,NUMBER,GRADISKA,F,serbs,20747
2013,NUMBER,DERVENTA,_T,serbs,21495
2013,NUMBER,DERVENTA,M,serbs,10524
2013,NUMBER,DERVENTA,F,serbs,10971
2013,NUMBER,DOBOJ,_T,serbs,50968
2013,NUMBER,DOBOJ,M,serbs,24968
2013,NUMBER,DOBOJ,F,serbs,26000
2013,NUMBER,DONJI ZABAR,_T,serbs,2658
2013,NUMBER,DONJI ZABAR,M,serbs,1352
2013,NUMBER,DONJI ZABAR,F,serbs,1306
2013,NUMBER,ZVORNIK,_T,serbs,37242
2013,NUMBER,ZVORNIK,M,serbs,18452
2013,NUMBER,ZVORNIK,F,serbs,18790
2013,NUMBER,ISTOCNA ILIDZA,_T,serbs,13455
2013,NUMBER,ISTOCNA ILIDZA,M,serbs,6486
2013,NUMBER,ISTOCNA ILIDZA,F,serbs,6969
2013,NUMBER,ISTOCNI DRVAR,_T,serbs,65
2013,NUMBER,ISTOCNI DRVAR,M,serbs,44
2013,NUMBER,ISTOCNI DRVAR,F,serbs,21
2013,NUMBER,ISTOCNI MOSTAR,_T,serbs,153
2013,NUMBER,ISTOCNI MOSTAR,M,serbs,84
2013,NUMBER,ISTOCNI MOSTAR,F,serbs,69
2013,NUMBER,ISTOCNI STARI GRAD,_T,serbs,1059
2013,NUMBER,ISTOCNI STARI GRAD,M,serbs,519
2013,NUMBER,ISTOCNI STARI GRAD,F,serbs,540
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,serbs,10028
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,serbs,4801
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,serbs,5227
2013,NUMBER,JEZERO,_T,serbs,779
2013,NUMBER,JEZERO,M,serbs,410
2013,NUMBER,JEZERO,F,serbs,369
2013,NUMBER,KALINOVIK,_T,serbs,1895
2013,NUMBER,KALINOVIK,M,serbs,920
2013,NUMBER,KALINOVIK,F,serbs,975
2013,NUMBER,KNEZEVO,_T,serbs,8886
2013,NUMBER,KNEZEVO,M,serbs,4414
2013,NUMBER,KNEZEVO,F,serbs,4472
2013,NUMBER,KOZARSKA DUBICA,_T,serbs,18144
2013,NUMBER,KOZARSKA DUBICA,M,serbs,8939
2013,NUMBER,KOZARSKA DUBICA,F,serbs,9205
2013,NUMBER,KOSTAJNICA,_T,serbs,4177
2013,NUMBER,KOSTAJNICA,M,serbs,2077
2013,NUMBER,KOSTAJNICA,F,serbs,2100
2013,NUMBER,KOTOR VAROS,_T,serbs,12730
2013,NUMBER,KOTOR VAROS,M,serbs,6305
2013,NUMBER,KOTOR VAROS,F,serbs,6425
2013,NUMBER,KRUPA NA UNI,_T,serbs,1555
2013,NUMBER,KRUPA NA UNI,M,serbs,840
2013,NUMBER,KRUPA NA UNI,F,serbs,715
2013,NUMBER,KUPRES,_T,serbs,292
2013,NUMBER,KUPRES,M,serbs,156
2013,NUMBER,KUPRES,F,serbs,136
2013,NUMBER,LAKTASI,_T,serbs,32761
2013,NUMBER,LAKTASI,M,serbs,16275
2013,NUMBER,LAKTASI,F,serbs,16486
2013,NUMBER,LOPARE,_T,serbs,13267
2013,NUMBER,LOPARE,M,serbs,6695
2013,NUMBER,LOPARE,F,serbs,6572
2013,NUMBER,LJUBINJE,_T,serbs,3280
2013,NUMBER,LJUBINJE,M,serbs,1615
2013,NUMBER,LJUBINJE,F,serbs,1665
2013,NUMBER,MILICI,_T,serbs,6857
2013,NUMBER,MILICI,M,serbs,3486
2013,NUMBER,MILICI,F,serbs,3371
2013,NUMBER,MODRICA,_T,serbs,19530
2013,NUMBER,MODRICA,M,serbs,9611
2013,NUMBER,MODRICA,F,serbs,9919
2013,NUMBER,MRKONJIC GRAD,_T,serbs,15340
2013,NUMBER,MRKONJIC GRAD,M,serbs,7388
2013,NUMBER,MRKONJIC GRAD,F,serbs,7952
2013,NUMBER,NEVESINJE,_T,serbs,11964
2013,NUMBER,NEVESINJE,M,serbs,5951
2013,NUMBER,NEVESINJE,F,serbs,6013
2013,NUMBER,NOVI GRAD,_T,serbs,19491
2013,NUMBER,NOVI GRAD,M,serbs,9747
2013,NUMBER,NOVI GRAD,F,serbs,9744
2013,NUMBER,NOVO GORAZDE,_T,serbs,1561
2013,NUMBER,NOVO GORAZDE,M,serbs,821
2013,NUMBER,NOVO GORAZDE,F,serbs,740
2013,NUMBER,OSMACI,_T,serbs,2852
2013,NUMBER,OSMACI,M,serbs,1450
2013,NUMBER,OSMACI,F,serbs,1402
2013,NUMBER,OSTRA LUKA,_T,serbs,2510
2013,NUMBER,OSTRA LUKA,M,serbs,1296
2013,NUMBER,OSTRA LUKA,F,serbs,1214
2013,NUMBER,PALE,_T,serbs,19932
2013,NUMBER,PALE,M,serbs,9561
2013,NUMBER,PALE,F,serbs,10371
2013,NUMBER,PELAGICEVO,_T,serbs,3146
2013,NUMBER,PELAGICEVO,M,serbs,1563
2013,NUMBER,PELAGICEVO,F,serbs,1583
2013,NUMBER,PETROVAC,_T,serbs,351
2013,NUMBER,PETROVAC,M,serbs,168
2013,NUMBER,PETROVAC,F,serbs,183
2013,NUMBER,PETROVO,_T,serbs,6222
2013,NUMBER,PETROVO,M,serbs,3002
2013,NUMBER,PETROVO,F,serbs,3220
2013,NUMBER,PRIJEDOR,_T,serbs,54365
2013,NUMBER,PRIJEDOR,M,serbs,26834
2013,NUMBER,PRIJEDOR,F,serbs,27531
2013,NUMBER,PRNJAVOR,_T,serbs,29478
2013,NUMBER,PRNJAVOR,M,serbs,14352
2013,NUMBER,PRNJAVOR,F,serbs,15126
2013,NUMBER,RIBNIK,_T,serbs,5825
2013,NUMBER,RIBNIK,M,serbs,2891
2013,NUMBER,RIBNIK,F,serbs,2934
2013,NUMBER,ROGATICA,_T,serbs,9217
2013,NUMBER,ROGATICA,M,serbs,4502
2013,NUMBER,ROGATICA,F,serbs,4715
2013,NUMBER,RUDO,_T,serbs,6963
2013,NUMBER,RUDO,M,serbs,3517
2013,NUMBER,RUDO,F,serbs,3446
2013,NUMBER,SOKOLAC,_T,serbs,10894
2013,NUMBER,SOKOLAC,M,serbs,5357
2013,NUMBER,SOKOLAC,F,serbs,5537
2013,NUMBER,SRBAC,_T,serbs,16013
2013,NUMBER,SRBAC,M,serbs,7888
2013,NUMBER,SRBAC,F,serbs,8125
2013,NUMBER,SREBRENICA,_T,serbs,5467
2013,NUMBER,SREBRENICA,M,serbs,2743
2013,NUMBER,SREBRENICA,F,serbs,2724
2013,NUMBER,TESLIC,_T,serbs,28166
2013,NUMBER,TESLIC,M,serbs,13545
2013,NUMBER,TESLIC,F,serbs,14621
2013,NUMBER,TREBINJE,_T,serbs,26484
2013,NUMBER,TREBINJE,M,serbs,12943
2013,NUMBER,TREBINJE,F,serbs,13541
2013,NUMBER,TRNOVO,_T,serbs,1131
2013,NUMBER,TRNOVO,M,serbs,534
2013,NUMBER,TRNOVO,F,serbs,597
2013,NUMBER,UGLJEVIK,_T,serbs,13007
2013,NUMBER,UGLJEVIK,M,serbs,6606
2013,NUMBER,UGLJEVIK,F,serbs,6401
2013,NUMBER,FOCA,_T,serbs,16157
2013,NUMBER,FOCA,M,serbs,8133
2013,NUMBER,FOCA,F,serbs,8024
2013,NUMBER,HAN PIJESAK,_T,serbs,2994
2013,NUMBER,HAN PIJESAK,M,serbs,1412
2013,NUMBER,HAN PIJESAK,F,serbs,1582
2013,NUMBER,CAJNICE,_T,serbs,3806
2013,NUMBER,CAJNICE,M,serbs,1891
2013,NUMBER,CAJNICE,F,serbs,1915
2013,NUMBER,CELINAC,_T,serbs,14508
2013,NUMBER,CELINAC,M,serbs,7194
2013,NUMBER,CELINAC,F,serbs,7314
2013,NUMBER,SAMAC,_T,serbs,12832
2013,NUMBER,SAMAC,M,serbs,6277
2013,NUMBER,SAMAC,F,serbs,6555
2013,NUMBER,SEKOVICI,_T,serbs,6187
2013,NUMBER,SEKOVICI,M,serbs,3038
2013,NUMBER,SEKOVICI,F,serbs,3149
2013,NUMBER,SIPOVO,_T,serbs,9302
2013,NUMBER,SIPOVO,M,serbs,4716
2013,NUMBER,SIPOVO,F,serbs,4586
2013,NUMBER,REPUBLIKA SRPSKA,_T,other,14641
2013,NUMBER,REPUBLIKA SRPSKA,M,other,7207
2013,NUMBER,REPUBLIKA SRPSKA,F,other,7434
2013,NUMBER,BANJA LUKA,_T,other,3324
2013,NUMBER,BANJA LUKA,M,other,1617
2013,NUMBER,BANJA LUKA,F,other,1707
2013,NUMBER,BERKOVICI,_T,other,1
2013,NUMBER,BERKOVICI,M,other,1
2013,NUMBER,BIJELJINA,_T,other,1478
2013,NUMBER,BIJELJINA,M,other,717
2013,NUMBER,BIJELJINA,F,other,761
2013,NUMBER,BILECA,_T,other,72
2013,NUMBER,BILECA,M,other,38
2013,NUMBER,BILECA,F,other,34
2013,NUMBER,BRATUNAC,_T,other,79
2013,NUMBER,BRATUNAC,M,other,45
2013,NUMBER,BRATUNAC,F,other,34
2013,NUMBER,BROD,_T,other,151
2013,NUMBER,BROD,M,other,69
2013,NUMBER,BROD,F,other,82
2013,NUMBER,VISEGRAD,_T,other,53
2013,NUMBER,VISEGRAD,M,other,26
2013,NUMBER,VISEGRAD,F,other,27
2013,NUMBER,VLASENICA,_T,other,29
2013,NUMBER,VLASENICA,M,other,13
2013,NUMBER,VLASENICA,F,other,16
2013,NUMBER,VUKOSAVLJE,_T,other,146
2013,NUMBER,VUKOSAVLJE,M,other,81
2013,NUMBER,VUKOSAVLJE,F,other,65
2013,NUMBER,GACKO,_T,other,40
2013,NUMBER,GACKO,M,other,27
2013,NUMBER,GACKO,F,other,13
2013,NUMBER,GRADISKA,_T,other,970
2013,NUMBER,GRADISKA,M,other,468
2013,NUMBER,GRADISKA,F,other,502
2013,NUMBER,DERVENTA,_T,other,264
2013,NUMBER,DERVENTA,M,other,116
2013,NUMBER,DERVENTA,F,other,148
2013,NUMBER,DOBOJ,_T,other,949
2013,NUMBER,DOBOJ,M,other,486
2013,NUMBER,DOBOJ,F,other,463
2013,NUMBER,DONJI ZABAR,_T,other,9
2013,NUMBER,DONJI ZABAR,M,other,1
2013,NUMBER,DONJI ZABAR,F,other,8
2013,NUMBER,ZVORNIK,_T,other,120
2013,NUMBER,ZVORNIK,M,other,55
2013,NUMBER,ZVORNIK,F,other,65
2013,NUMBER,ISTOCNA ILIDZA,_T,other,96
2013,NUMBER,ISTOCNA ILIDZA,M,other,44
2013,NUMBER,ISTOCNA ILIDZA,F,other,52
2013,NUMBER,ISTOCNI STARI GRAD,_T,other,7
2013,NUMBER,ISTOCNI STARI GRAD,M,other,5
2013,NUMBER,ISTOCNI STARI GRAD,F,other,2
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,other,163
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,other,72
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,other,91
2013,NUMBER,JEZERO,_T,other,1
2013,NUMBER,JEZERO,M,other,1
2013,NUMBER,KALINOVIK,_T,other,15
2013,NUMBER,KALINOVIK,M,other,8
2013,NUMBER,KALINOVIK,F,other,7
2013,NUMBER,KNEZEVO,_T,other,37
2013,NUMBER,KNEZEVO,M,other,21
2013,NUMBER,KNEZEVO,F,other,16
2013,NUMBER,KOZARSKA DUBICA,_T,other,219
2013,NUMBER,KOZARSKA DUBICA,M,other,102
2013,NUMBER,KOZARSKA DUBICA,F,other,117
2013,NUMBER,KOSTAJNICA,_T,other,42
2013,NUMBER,KOSTAJNICA,M,other,20
2013,NUMBER,KOSTAJNICA,F,other,22
2013,NUMBER,KOTOR VAROS,_T,other,129
2013,NUMBER,KOTOR VAROS,M,other,63
2013,NUMBER,KOTOR VAROS,F,other,66
2013,NUMBER,LAKTASI,_T,other,562
2013,NUMBER,LAKTASI,M,other,285
2013,NUMBER,LAKTASI,F,other,277
2013,NUMBER,LOPARE,_T,other,31
2013,NUMBER,LOPARE,M,other,16
2013,NUMBER,LOPARE,F,other,15
2013,NUMBER,LJUBINJE,_T,other,13
2013,NUMBER,LJUBINJE,M,other,7
2013,NUMBER,LJUBINJE,F,other,6
2013,NUMBER,MILICI,_T,other,19
2013,NUMBER,MILICI,M,other,7
2013,NUMBER,MILICI,F,other,12
2013,NUMBER,MODRICA,_T,other,412
2013,NUMBER,MODRICA,M,other,207
2013,NUMBER,MODRICA,F,other,205
2013,NUMBER,MRKONJIC GRAD,_T,other,37
2013,NUMBER,MRKONJIC GRAD,M,other,17
2013,NUMBER,MRKONJIC GRAD,F,other,20
2013,NUMBER,NEVESINJE,_T,other,18
2013,NUMBER,NEVESINJE,M,other,5
2013,NUMBER,NEVESINJE,F,other,13
2013,NUMBER,NOVI GRAD,_T,other,200
2013,NUMBER,NOVI GRAD,M,other,100
2013,NUMBER,NOVI GRAD,F,other,100
2013,NUMBER,NOVO GORAZDE,_T,other,22
2013,NUMBER,NOVO GORAZDE,M,other,11
2013,NUMBER,NOVO GORAZDE,F,other,11
2013,NUMBER,OSMACI,_T,other,5
2013,NUMBER,OSMACI,M,other,2
2013,NUMBER,OSMACI,F,other,3
2013,NUMBER,OSTRA LUKA,_T,other,8
2013,NUMBER,OSTRA LUKA,M,other,3
2013,NUMBER,OSTRA LUKA,F,other,5
2013,NUMBER,PALE,_T,other,70
2013,NUMBER,PALE,M,other,31
2013,NUMBER,PALE,F,other,39
2013,NUMBER,PELAGICEVO,_T,other,9
2013,NUMBER,PELAGICEVO,M,other,4
2013,NUMBER,PELAGICEVO,F,other,5
2013,NUMBER,PETROVAC,_T,other,3
2013,NUMBER,PETROVAC,M,other,1
2013,NUMBER,PETROVAC,F,other,2
2013,NUMBER,PETROVO,_T,other,30
2013,NUMBER,PETROVO,M,other,19
2013,NUMBER,PETROVO,F,other,11
2013,NUMBER,PRIJEDOR,_T,other,1495
2013,NUMBER,PRIJEDOR,M,other,712
2013,NUMBER,PRIJEDOR,F,other,783
2013,NUMBER,PRNJAVOR,_T,other,1452
2013,NUMBER,PRNJAVOR,M,other,738
2013,NUMBER,PRNJAVOR,F,other,714
2013,NUMBER,RIBNIK,_T,other,11
2013,NUMBER,RIBNIK,M,other,3
2013,NUMBER,RIBNIK,F,other,8
2013,NUMBER,ROGATICA,_T,other,41
2013,NUMBER,ROGATICA,M,other,20
2013,NUMBER,ROGATICA,F,other,21
2013,NUMBER,RUDO,_T,other,26
2013,NUMBER,RUDO,M,other,14
2013,NUMBER,RUDO,F,other,12
2013,NUMBER,SOKOLAC,_T,other,38
2013,NUMBER,SOKOLAC,M,other,19
2013,NUMBER,SOKOLAC,F,other,19
2013,NUMBER,SRBAC,_T,other,280
2013,NUMBER,SRBAC,M,other,146
2013,NUMBER,SRBAC,F,other,134
2013,NUMBER,SREBRENICA,_T,other,59
2013,NUMBER,SREBRENICA,M,other,34
2013,NUMBER,SREBRENICA,F,other,25
2013,NUMBER,TESLIC,_T,other,454
2013,NUMBER,TESLIC,M,other,222
2013,NUMBER,TESLIC,F,other,232
2013,NUMBER,TREBINJE,_T,other,398
2013,NUMBER,TREBINJE,M,other,204
2013,NUMBER,TREBINJE,F,other,194
2013,NUMBER,TRNOVO,_T,other,10
2013,NUMBER,TRNOVO,M,other,7
2013,NUMBER,TRNOVO,F,other,3
2013,NUMBER,UGLJEVIK,_T,other,36
2013,NUMBER,UGLJEVIK,M,other,17
2013,NUMBER,UGLJEVIK,F,other,19
2013,NUMBER,FOCA,_T,other,160
2013,NUMBER,FOCA,M,other,90
2013,NUMBER,FOCA,F,other,70
2013,NUMBER,HAN PIJESAK,_T,other,21
2013,NUMBER,HAN PIJESAK,M,other,14
2013,NUMBER,HAN PIJESAK,F,other,7
2013,NUMBER,CAJNICE,_T,other,24
2013,NUMBER,CAJNICE,M,other,13
2013,NUMBER,CAJNICE,F,other,11
2013,NUMBER,CELINAC,_T,other,122
2013,NUMBER,CELINAC,M,other,55
2013,NUMBER,CELINAC,F,other,67
2013,NUMBER,SAMAC,_T,other,135
2013,NUMBER,SAMAC,M,other,67
2013,NUMBER,SAMAC,F,other,68
2013,NUMBER,SEKOVICI,_T,other,12
2013,NUMBER,SEKOVICI,M,other,7
2013,NUMBER,SEKOVICI,F,other,5
2013,NUMBER,SIPOVO,_T,other,34
2013,NUMBER,SIPOVO,M,other,14
2013,NUMBER,SIPOVO,F,other,20
2013,NUMBER,REPUBLIKA SRPSKA,_T,does_not_declare,7861
2013,NUMBER,REPUBLIKA SRPSKA,M,does_not_declare,3202
2013,NUMBER,REPUBLIKA SRPSKA,F,does_not_declare,4659
2013,NUMBER,BANJA LUKA,_T,does_not_declare,2641
2013,NUMBER,BANJA LUKA,M,does_not_declare,1044
2013,NUMBER,BANJA LUKA,F,does_not_declare,1597
2013,NUMBER,BIJELJINA,_T,does_not_declare,654
2013,NUMBER,BIJELJINA,M,does_not_declare,272
2013,NUMBER,BIJELJINA,F,does_not_declare,382
2013,NUMBER,BILECA,_T,does_not_declare,30
2013,NUMBER,BILECA,M,does_not_declare,10
2013,NUMBER,BILECA,F,does_not_declare,20
2013,NUMBER,BRATUNAC,_T,does_not_declare,22
2013,NUMBER,BRATUNAC,M,does_not_declare,11
2013,NUMBER,BRATUNAC,F,does_not_declare,11
2013,NUMBER,BROD,_T,does_not_declare,142
2013,NUMBER,BROD,M,does_not_declare,50
2013,NUMBER,BROD,F,does_not_declare,92
2013,NUMBER,VISEGRAD,_T,does_not_declare,19
2013,NUMBER,VISEGRAD,M,does_not_declare,10
2013,NUMBER,VISEGRAD,F,does_not_declare,9
2013,NUMBER,VLASENICA,_T,does_not_declare,20
2013,NUMBER,VLASENICA,M,does_not_declare,11
2013,NUMBER,VLASENICA,F,does_not_declare,9
2013,NUMBER,VUKOSAVLJE,_T,does_not_declare,32
2013,NUMBER,VUKOSAVLJE,M,does_not_declare,15
2013,NUMBER,VUKOSAVLJE,F,does_not_declare,17
2013,NUMBER,GACKO,_T,does_not_declare,3
2013,NUMBER,GACKO,F,does_not_declare,3
2013,NUMBER,GRADISKA,_T,does_not_declare,411
2013,NUMBER,GRADISKA,M,does_not_declare,174
2013,NUMBER,GRADISKA,F,does_not_declare,237
2013,NUMBER,DERVENTA,_T,does_not_declare,242
2013,NUMBER,DERVENTA,M,does_not_declare,113
2013,NUMBER,DERVENTA,F,does_not_declare,129
2013,NUMBER,DOBOJ,_T,does_not_declare,467
2013,NUMBER,DOBOJ,M,does_not_declare,198
2013,NUMBER,DOBOJ,F,does_not_declare,269
2013,NUMBER,DONJI ZABAR,_T,does_not_declare,5
2013,NUMBER,DONJI ZABAR,M,does_not_declare,2
2013,NUMBER,DONJI ZABAR,F,does_not_declare,3
2013,NUMBER,ZVORNIK,_T,does_not_declare,70
2013,NUMBER,ZVORNIK,M,does_not_declare,31
2013,NUMBER,ZVORNIK,F,does_not_declare,39
2013,NUMBER,ISTOCNA ILIDZA,_T,does_not_declare,96
2013,NUMBER,ISTOCNA ILIDZA,M,does_not_declare,38
2013,NUMBER,ISTOCNA ILIDZA,F,does_not_declare,58
2013,NUMBER,ISTOCNI STARI GRAD,_T,does_not_declare,2
2013,NUMBER,ISTOCNI STARI GRAD,F,does_not_declare,2
2013,NUMBER,ISTOCNO NOVO SARAJEVO,_T,does_not_declare,61
2013,NUMBER,ISTOCNO NOVO SARAJEVO,M,does_not_declare,26
2013,NUMBER,ISTOCNO NOVO SARAJEVO,F,does_not_declare,35
2013,NUMBER,JEZERO,_T,does_not_declare,1
2013,NUMBER,JEZERO,F,does_not_declare,1
2013,NUMBER,KALINOVIK,_T,does_not_declare,1
2013,NUMBER,KALINOVIK,M,does_not_declare,1
2013,NUMBER,KNEZEVO,_T,does_not_declare,4
2013,NUMBER,KNEZEVO,M,does_not_declare,3
2013,NUMBER,KNEZEVO,F,does_not_declare,1
2013,NUMBER,KOZARSKA DUBICA,_T,does_not_declare,162
2013,NUMBER,KOZARSKA DUBICA,M,does_not_declare,63
2013,NUMBER,KOZARSKA DUBICA,F,does_not_declare,99
2013,NUMBER,KOSTAJNICA,_T,does_not_declare,66
2013,NUMBER,KOSTAJNICA,M,does_not_declare,28
2013,NUMBER,KOSTAJNICA,F,does_not_declare,38
2013,NUMBER,KOTOR VAROS,_T,does_not_declare,115
2013,NUMBER,KOTOR VAROS,M,does_not_declare,42
2013,NUMBER,KOTOR VAROS,F,does_not_declare,73
2013,NUMBER,KUPRES,_T,does_not_declare,1
2013,NUMBER,KUPRES,M,does_not_declare,1
2013,NUMBER,LAKTASI,_T,does_not_declare,237
2013,NUMBER,LAKTASI,M,does_not_declare,103
2013,NUMBER,LAKTASI,F,does_not_declare,134
2013,NUMBER,LOPARE,_T,does_not_declare,23
2013,NUMBER,LOPARE,M,does_not_declare,5
2013,NUMBER,LOPARE,F,does_not_declare,18
2013,NUMBER,LJUBINJE,_T,does_not_declare,5
2013,NUMBER,LJUBINJE,M,does_not_declare,2
2013,NUMBER,LJUBINJE,F,does_not_declare,3
2013,NUMBER,MILICI,_T,does_not_declare,7
2013,NUMBER,MILICI,M,does_not_declare,3
2013,NUMBER,MILICI,F,does_not_declare,4
2013,NUMBER,MODRICA,_T,does_not_declare,156
2013,NUMBER,MODRICA,M,does_not_declare,63
2013,NUMBER,MODRICA,F,does_not_declare,93
2013,NUMBER,MRKONJIC GRAD,_T,does_not_declare,35
2013,NUMBER,MRKONJIC GRAD,M,does_not_declare,19
2013,NUMBER,MRKONJIC GRAD,F,does_not_declare,16
2013,NUMBER,NEVESINJE,_T,does_not_declare,18
2013,NUMBER,NEVESINJE,M,does_not_declare,8
2013,NUMBER,NEVESINJE,F,does_not_declare,10
2013,NUMBER,NOVI GRAD,_T,does_not_declare,137
2013,NUMBER,NOVI GRAD,M,does_not_declare,56
2013,NUMBER,NOVI GRAD,F,does_not_declare,81
2013,NUMBER,NOVO GORAZDE,_T,does_not_declare,6
2013,NUMBER,NOVO GORAZDE,M,does_not_declare,3
2013,NUMBER,NOVO GORAZDE,F,does_not_declare,3
2013,NUMBER,OSMACI,_T,does_not_declare,5
2013,NUMBER,OSMACI,M,does_not_declare,3
2013,NUMBER,OSMACI,F,does_not_declare,2
2013,NUMBER,OSTRA LUKA,_T,does_not_declare,12
2013,NUMBER,OSTRA LUKA,M,does_not_declare,4
2013,NUMBER,OSTRA LUKA,F,does_not_declare,8
2013,NUMBER,PALE,_T,does_not_declare,53
2013,NUMBER,PALE,M,does_not_declare,20
2013,NUMBER,PALE,F,does_not_declare,33
2013,NUMBER,PELAGICEVO,_T,does_not_declare,3
2013,NUMBER,PELAGICEVO,M,does_not_declare,1
2013,NUMBER,PELAGICEVO,F,does_not_declare,2
2013,NUMBER,PETROVO,_T,does_not_declare,21
2013,NUMBER,PETROVO,M,does_not_declare,10
2013,NUMBER,PETROVO,F,does_not_declare,11
2013,NUMBER,PRIJEDOR,_T,does_not_declare,718
2013,NUMBER,PRIJEDOR,M,does_not_declare,267
2013,NUMBER,PRIJEDOR,F,does_not_declare,451
2013,NUMBER,PRNJAVOR,_T,does_not_declare,225
2013,NUMBER,PRNJAVOR,M,does_not_declare,96
2013,NUMBER,PRNJAVOR,F,does_not_declare,129
2013,NUMBER,RIBNIK,_T,does_not_declare,2
2013,NUMBER,RIBNIK,F,does_not_declare,2
2013,NUMBER,ROGATICA,_T,does_not_declare,12
2013,NUMBER,ROGATICA,M,does_not_declare,7
2013,NUMBER,ROGATICA,F,does_not_declare,5
2013,NUMBER,RUDO,_T,does_not_declare,5
2013,NUMBER,RUDO,M,does_not_declare,3
2013,NUMBER,RUDO,F,does_not_declare,2
2013,NUMBER,SOKOLAC,_T,does_not_declare,13
2013,NUMBER,SOKOLAC,M,does_not_declare,5
2013,NUMBER,SOKOLAC,F,does_not_declare,8
2013,NUMBER,SRBAC,_T,does_not_declare,89
2013,NUMBER,SRBAC,M,does_not_declare,45
2013,NUMBER,SRBAC,F,does_not_declare,44
2013,NUMBER,SREBRENICA,_T,does_not_declare,22
2013,NUMBER,SREBRENICA,M,does_not_declare,10
2013,NUMBER,SREBRENICA,F,does_not_declare,12
2013,NUMBER,TESLIC,_T,does_not_declare,339
2013,NUMBER,TESLIC,M,does_not_declare,136
2013,NUMBER,TESLIC,F,does_not_declare,203
2013,NUMBER,TREBINJE,_T,does_not_declare,180
2013,NUMBER,TREBINJE,M,does_not_declare,77
2013,NUMBER,TREBINJE,F,does_not_declare,103
2013,NUMBER,TRNOVO,_T,does_not_declare,9
2013,NUMBER,TRNOVO,M,does_not_declare,4
2013,NUMBER,TRNOVO,F,does_not_declare,5
2013,NUMBER,UGLJEVIK,_T,does_not_declare,21
2013,NUMBER,UGLJEVIK,M,does_not_declare,10
2013,NUMBER,UGLJEVIK,F,does_not_declare,11
2013,NUMBER,FOCA,_T,does_not_declare,30
2013,NUMBER,FOCA,M,does_not_declare,10
2013,NUMBER,FOCA,F,does_not_declare,20
