Year,UNIT_MEASURE,SEX,Value
2010,_%,M,
2010,_%,F,
2011,_%,M,
2011,_%,F,
2012,_%,M,
2012,_%,F,
2013,_%,M,
2013,_%,F,
2014,_%,M,
2014,_%,F,
2015,_%,M,
2015,_%,F,
2016,_%,M,
2016,_%,F,
2017,_%,M,
2017,_%,F,
2018,_%,M,
2018,_%,F,
2019,_%,M,
2019,_%,F,
2020,_%,M,
2020,_%,F,
