Year,UNIT_MEASURE,Administrativna oblast,Spol,Religija,Value
2013,Broj,CAJNICE,Ž,atheist,1
2013,Broj,CELINAC,Oba spola,atheist,23
2013,Broj,CELINAC,M,atheist,12
2013,Broj,CELINAC,Ž,atheist,11
2013,Broj,SAMAC,Oba spola,atheist,81
2013,Broj,SAMAC,M,atheist,56
2013,Broj,SAMAC,Ž,atheist,25
2013,Broj,SEKOVICI,Oba spola,atheist,6
2013,Broj,SEKOVICI,M,atheist,5
2013,Broj,SEKOVICI,Ž,atheist,1
2013,Broj,SIPOVO,Oba spola,atheist,13
2013,Broj,SIPOVO,M,atheist,9
2013,Broj,SIPOVO,Ž,atheist,4
2013,Broj,REPUBLIKA SRPSKA,Oba spola,Drugo,8729
2013,Broj,REPUBLIKA SRPSKA,M,Drugo,4319
2013,Broj,REPUBLIKA SRPSKA,Ž,Drugo,4410
2013,Broj,BANJA LUKA,Oba spola,Drugo,1230
2013,Broj,BANJA LUKA,M,Drugo,620
2013,Broj,BANJA LUKA,Ž,Drugo,610
2013,Broj,BERKOVICI,Oba spola,Drugo,3
2013,Broj,BERKOVICI,M,Drugo,2
2013,Broj,BERKOVICI,Ž,Drugo,1
2013,Broj,BIJELJINA,Oba spola,Drugo,944
2013,Broj,BIJELJINA,M,Drugo,471
2013,Broj,BIJELJINA,Ž,Drugo,473
2013,Broj,BILECA,Oba spola,Drugo,26
2013,Broj,BILECA,M,Drugo,15
2013,Broj,BILECA,Ž,Drugo,11
2013,Broj,BRATUNAC,Oba spola,Drugo,237
2013,Broj,BRATUNAC,M,Drugo,121
2013,Broj,BRATUNAC,Ž,Drugo,116
2013,Broj,BROD,Oba spola,Drugo,98
2013,Broj,BROD,M,Drugo,52
2013,Broj,BROD,Ž,Drugo,46
2013,Broj,VISEGRAD,Oba spola,Drugo,76
2013,Broj,VISEGRAD,M,Drugo,40
2013,Broj,VISEGRAD,Ž,Drugo,36
2013,Broj,VLASENICA,Oba spola,Drugo,115
2013,Broj,VLASENICA,M,Drugo,42
2013,Broj,VLASENICA,Ž,Drugo,73
2013,Broj,VUKOSAVLJE,Oba spola,Drugo,30
2013,Broj,VUKOSAVLJE,M,Drugo,15
2013,Broj,VUKOSAVLJE,Ž,Drugo,15
2013,Broj,GACKO,Oba spola,Drugo,16
2013,Broj,GACKO,M,Drugo,9
2013,Broj,GACKO,Ž,Drugo,7
2013,Broj,GRADISKA,Oba spola,Drugo,321
2013,Broj,GRADISKA,M,Drugo,168
2013,Broj,GRADISKA,Ž,Drugo,153
2013,Broj,DERVENTA,Oba spola,Drugo,141
2013,Broj,DERVENTA,M,Drugo,67
2013,Broj,DERVENTA,Ž,Drugo,74
2013,Broj,DOBOJ,Oba spola,Drugo,845
2013,Broj,DOBOJ,M,Drugo,412
2013,Broj,DOBOJ,Ž,Drugo,433
2013,Broj,DONJI ZABAR,Oba spola,Drugo,21
2013,Broj,DONJI ZABAR,M,Drugo,8
2013,Broj,DONJI ZABAR,Ž,Drugo,13
2013,Broj,ZVORNIK,Oba spola,Drugo,186
2013,Broj,ZVORNIK,M,Drugo,90
2013,Broj,ZVORNIK,Ž,Drugo,96
2013,Broj,ISTOCNA ILIDZA,Oba spola,Drugo,28
2013,Broj,ISTOCNA ILIDZA,M,Drugo,18
2013,Broj,ISTOCNA ILIDZA,Ž,Drugo,10
2013,Broj,ISTOCNI MOSTAR,Oba spola,Drugo,1
2013,Broj,ISTOCNI MOSTAR,M,Drugo,1
2013,Broj,ISTOCNI STARI GRAD,Oba spola,Drugo,5
2013,Broj,ISTOCNI STARI GRAD,M,Drugo,2
2013,Broj,ISTOCNI STARI GRAD,Ž,Drugo,3
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,Drugo,16
2013,Broj,ISTOCNO NOVO SARAJEVO,M,Drugo,10
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,Drugo,6
2013,Broj,KALINOVIK,Oba spola,Drugo,3
2013,Broj,KALINOVIK,M,Drugo,2
2013,Broj,KALINOVIK,Ž,Drugo,1
2013,Broj,KNEZEVO,Oba spola,Drugo,68
2013,Broj,KNEZEVO,M,Drugo,29
2013,Broj,KNEZEVO,Ž,Drugo,39
2013,Broj,KOZARSKA DUBICA,Oba spola,Drugo,83
2013,Broj,KOZARSKA DUBICA,M,Drugo,37
2013,Broj,KOZARSKA DUBICA,Ž,Drugo,46
2013,Broj,KOSTAJNICA,Oba spola,Drugo,13
2013,Broj,KOSTAJNICA,M,Drugo,9
2013,Broj,KOSTAJNICA,Ž,Drugo,4
2013,Broj,KOTOR VAROS,Oba spola,Drugo,236
2013,Broj,KOTOR VAROS,M,Drugo,120
2013,Broj,KOTOR VAROS,Ž,Drugo,116
2013,Broj,LAKTASI,Oba spola,Drugo,278
2013,Broj,LAKTASI,M,Drugo,147
2013,Broj,LAKTASI,Ž,Drugo,131
2013,Broj,LOPARE,Oba spola,Drugo,1
2013,Broj,LOPARE,Ž,Drugo,1
2013,Broj,LJUBINJE,Oba spola,Drugo,1
2013,Broj,LJUBINJE,M,Drugo,1
2013,Broj,MILICI,Oba spola,Drugo,34
2013,Broj,MILICI,M,Drugo,19
2013,Broj,MILICI,Ž,Drugo,15
2013,Broj,MODRICA,Oba spola,Drugo,211
2013,Broj,MODRICA,M,Drugo,98
2013,Broj,MODRICA,Ž,Drugo,113
2013,Broj,MRKONJIC GRAD,Oba spola,Drugo,9
2013,Broj,MRKONJIC GRAD,M,Drugo,6
2013,Broj,MRKONJIC GRAD,Ž,Drugo,3
2013,Broj,NEVESINJE,Oba spola,Drugo,8
2013,Broj,NEVESINJE,M,Drugo,4
2013,Broj,NEVESINJE,Ž,Drugo,4
2013,Broj,NOVI GRAD,Oba spola,Drugo,134
2013,Broj,NOVI GRAD,M,Drugo,60
2013,Broj,NOVI GRAD,Ž,Drugo,74
2013,Broj,NOVO GORAZDE,Oba spola,Drugo,19
2013,Broj,NOVO GORAZDE,M,Drugo,9
2013,Broj,NOVO GORAZDE,Ž,Drugo,10
2013,Broj,OSMACI,Oba spola,Drugo,41
2013,Broj,OSMACI,M,Drugo,26
2013,Broj,OSMACI,Ž,Drugo,15
2013,Broj,OSTRA LUKA,Oba spola,Drugo,23
2013,Broj,OSTRA LUKA,M,Drugo,15
2013,Broj,OSTRA LUKA,Ž,Drugo,8
2013,Broj,PALE,Oba spola,Drugo,53
2013,Broj,PALE,M,Drugo,24
2013,Broj,PALE,Ž,Drugo,29
2013,Broj,PELAGICEVO,Oba spola,Drugo,5
2013,Broj,PELAGICEVO,M,Drugo,3
2013,Broj,PELAGICEVO,Ž,Drugo,2
2013,Broj,PETROVO,Oba spola,Drugo,20
2013,Broj,PETROVO,M,Drugo,8
2013,Broj,PETROVO,Ž,Drugo,12
2013,Broj,PRIJEDOR,Oba spola,Drugo,1506
2013,Broj,PRIJEDOR,M,Drugo,722
2013,Broj,PRIJEDOR,Ž,Drugo,784
2013,Broj,PRNJAVOR,Oba spola,Drugo,611
2013,Broj,PRNJAVOR,M,Drugo,317
2013,Broj,PRNJAVOR,Ž,Drugo,294
2013,Broj,RIBNIK,Oba spola,Drugo,12
2013,Broj,RIBNIK,M,Drugo,8
2013,Broj,RIBNIK,Ž,Drugo,4
2013,Broj,ROGATICA,Oba spola,Drugo,48
2013,Broj,ROGATICA,M,Drugo,21
2013,Broj,ROGATICA,Ž,Drugo,27
2013,Broj,SOKOLAC,Oba spola,Drugo,30
2013,Broj,SOKOLAC,M,Drugo,16
2013,Broj,SOKOLAC,Ž,Drugo,14
2013,Broj,SRBAC,Oba spola,Drugo,95
2013,Broj,SRBAC,M,Drugo,50
2013,Broj,SRBAC,Ž,Drugo,45
2013,Broj,SREBRENICA,Oba spola,Drugo,72
2013,Broj,SREBRENICA,M,Drugo,36
2013,Broj,SREBRENICA,Ž,Drugo,36
2013,Broj,TESLIC,Oba spola,Drugo,316
2013,Broj,TESLIC,M,Drugo,148
2013,Broj,TESLIC,Ž,Drugo,168
2013,Broj,TREBINJE,Oba spola,Drugo,95
2013,Broj,TREBINJE,M,Drugo,42
2013,Broj,TREBINJE,Ž,Drugo,53
2013,Broj,TRNOVO,Oba spola,Drugo,17
2013,Broj,TRNOVO,M,Drugo,9
2013,Broj,TRNOVO,Ž,Drugo,8
2013,Broj,UGLJEVIK,Oba spola,Drugo,2
2013,Broj,UGLJEVIK,M,Drugo,1
2013,Broj,UGLJEVIK,Ž,Drugo,1
2013,Broj,FOCA,Oba spola,Drugo,104
2013,Broj,FOCA,M,Drugo,53
2013,Broj,FOCA,Ž,Drugo,51
2013,Broj,HAN PIJESAK,Oba spola,Drugo,5
2013,Broj,HAN PIJESAK,M,Drugo,3
2013,Broj,HAN PIJESAK,Ž,Drugo,2
2013,Broj,CAJNICE,Oba spola,Drugo,16
2013,Broj,CAJNICE,M,Drugo,7
2013,Broj,CAJNICE,Ž,Drugo,9
2013,Broj,CELINAC,Oba spola,Drugo,44
2013,Broj,CELINAC,M,Drugo,20
2013,Broj,CELINAC,Ž,Drugo,24
2013,Broj,SAMAC,Oba spola,Drugo,144
2013,Broj,SAMAC,M,Drugo,68
2013,Broj,SAMAC,Ž,Drugo,76
2013,Broj,SEKOVICI,Oba spola,Drugo,1
2013,Broj,SEKOVICI,M,Drugo,1
2013,Broj,SIPOVO,Oba spola,Drugo,32
2013,Broj,SIPOVO,M,Drugo,17
2013,Broj,SIPOVO,Ž,Drugo,15
2013,Broj,REPUBLIKA SRPSKA,Oba spola,does_not_declare,8028
2013,Broj,REPUBLIKA SRPSKA,M,does_not_declare,3554
2013,Broj,REPUBLIKA SRPSKA,Ž,does_not_declare,4474
2013,Broj,BANJA LUKA,Oba spola,does_not_declare,2684
2013,Broj,BANJA LUKA,M,does_not_declare,1186
2013,Broj,BANJA LUKA,Ž,does_not_declare,1498
2013,Broj,BERKOVICI,Oba spola,does_not_declare,1
2013,Broj,BERKOVICI,M,does_not_declare,1
2013,Broj,BIJELJINA,Oba spola,does_not_declare,716
2013,Broj,BIJELJINA,M,does_not_declare,307
2013,Broj,BIJELJINA,Ž,does_not_declare,409
2013,Broj,BILECA,Oba spola,does_not_declare,30
2013,Broj,BILECA,M,does_not_declare,14
2013,Broj,BILECA,Ž,does_not_declare,16
2013,Broj,BRATUNAC,Oba spola,does_not_declare,21
2013,Broj,BRATUNAC,M,does_not_declare,9
2013,Broj,BRATUNAC,Ž,does_not_declare,12
2013,Broj,BROD,Oba spola,does_not_declare,160
2013,Broj,BROD,M,does_not_declare,60
2013,Broj,BROD,Ž,does_not_declare,100
2013,Broj,VISEGRAD,Oba spola,does_not_declare,18
2013,Broj,VISEGRAD,M,does_not_declare,9
2013,Broj,VISEGRAD,Ž,does_not_declare,9
2013,Broj,VLASENICA,Oba spola,does_not_declare,16
2013,Broj,VLASENICA,M,does_not_declare,8
2013,Broj,VLASENICA,Ž,does_not_declare,8
2013,Broj,VUKOSAVLJE,Oba spola,does_not_declare,33
2013,Broj,VUKOSAVLJE,M,does_not_declare,16
2013,Broj,VUKOSAVLJE,Ž,does_not_declare,17
2013,Broj,GACKO,Oba spola,does_not_declare,6
2013,Broj,GACKO,M,does_not_declare,1
2013,Broj,GACKO,Ž,does_not_declare,5
2013,Broj,GRADISKA,Oba spola,does_not_declare,375
2013,Broj,GRADISKA,M,does_not_declare,155
2013,Broj,GRADISKA,Ž,does_not_declare,220
2013,Broj,DERVENTA,Oba spola,does_not_declare,256
2013,Broj,DERVENTA,M,does_not_declare,125
2013,Broj,DERVENTA,Ž,does_not_declare,131
2013,Broj,DOBOJ,Oba spola,does_not_declare,526
2013,Broj,DOBOJ,M,does_not_declare,271
2013,Broj,DOBOJ,Ž,does_not_declare,255
2013,Broj,DONJI ZABAR,Oba spola,does_not_declare,6
2013,Broj,DONJI ZABAR,M,does_not_declare,2
2013,Broj,DONJI ZABAR,Ž,does_not_declare,4
2013,Broj,ZVORNIK,Oba spola,does_not_declare,67
2013,Broj,ZVORNIK,M,does_not_declare,31
2013,Broj,ZVORNIK,Ž,does_not_declare,36
2013,Broj,ISTOCNA ILIDZA,Oba spola,does_not_declare,92
2013,Broj,ISTOCNA ILIDZA,M,does_not_declare,41
2013,Broj,ISTOCNA ILIDZA,Ž,does_not_declare,51
2013,Broj,ISTOCNI STARI GRAD,Oba spola,does_not_declare,6
2013,Broj,ISTOCNI STARI GRAD,M,does_not_declare,5
2013,Broj,ISTOCNI STARI GRAD,Ž,does_not_declare,1
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,does_not_declare,56
2013,Broj,ISTOCNO NOVO SARAJEVO,M,does_not_declare,24
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,does_not_declare,32
2013,Broj,KALINOVIK,Oba spola,does_not_declare,5
2013,Broj,KALINOVIK,M,does_not_declare,4
2013,Broj,KALINOVIK,Ž,does_not_declare,1
2013,Broj,KNEZEVO,Oba spola,does_not_declare,4
2013,Broj,KNEZEVO,M,does_not_declare,3
2013,Broj,KNEZEVO,Ž,does_not_declare,1
2013,Broj,KOZARSKA DUBICA,Oba spola,does_not_declare,178
2013,Broj,KOZARSKA DUBICA,M,does_not_declare,77
2013,Broj,KOZARSKA DUBICA,Ž,does_not_declare,101
2013,Broj,KOSTAJNICA,Oba spola,does_not_declare,67
2013,Broj,KOSTAJNICA,M,does_not_declare,26
2013,Broj,KOSTAJNICA,Ž,does_not_declare,41
2013,Broj,KOTOR VAROS,Oba spola,does_not_declare,107
2013,Broj,KOTOR VAROS,M,does_not_declare,45
2013,Broj,KOTOR VAROS,Ž,does_not_declare,62
2013,Broj,KUPRES,Oba spola,does_not_declare,1
2013,Broj,KUPRES,M,does_not_declare,1
2013,Broj,LAKTASI,Oba spola,does_not_declare,239
2013,Broj,LAKTASI,M,does_not_declare,112
2013,Broj,LAKTASI,Ž,does_not_declare,127
2013,Broj,LOPARE,Oba spola,does_not_declare,22
2013,Broj,LOPARE,M,does_not_declare,6
2013,Broj,LOPARE,Ž,does_not_declare,16
2013,Broj,LJUBINJE,Oba spola,does_not_declare,3
2013,Broj,LJUBINJE,M,does_not_declare,2
2013,Broj,LJUBINJE,Ž,does_not_declare,1
2013,Broj,MILICI,Oba spola,does_not_declare,10
2013,Broj,MILICI,M,does_not_declare,3
2013,Broj,MILICI,Ž,does_not_declare,7
2013,Broj,MODRICA,Oba spola,does_not_declare,151
2013,Broj,MODRICA,M,does_not_declare,64
2013,Broj,MODRICA,Ž,does_not_declare,87
2013,Broj,MRKONJIC GRAD,Oba spola,does_not_declare,37
2013,Broj,MRKONJIC GRAD,M,does_not_declare,16
2013,Broj,MRKONJIC GRAD,Ž,does_not_declare,21
2013,Broj,NEVESINJE,Oba spola,does_not_declare,14
2013,Broj,NEVESINJE,M,does_not_declare,6
2013,Broj,NEVESINJE,Ž,does_not_declare,8
2013,Broj,NOVI GRAD,Oba spola,does_not_declare,134
2013,Broj,NOVI GRAD,M,does_not_declare,58
2013,Broj,NOVI GRAD,Ž,does_not_declare,76
2013,Broj,NOVO GORAZDE,Oba spola,does_not_declare,5
2013,Broj,NOVO GORAZDE,M,does_not_declare,3
2013,Broj,NOVO GORAZDE,Ž,does_not_declare,2
2013,Broj,OSMACI,Oba spola,does_not_declare,1
2013,Broj,OSMACI,M,does_not_declare,1
2013,Broj,OSTRA LUKA,Oba spola,does_not_declare,13
2013,Broj,OSTRA LUKA,M,does_not_declare,5
2013,Broj,OSTRA LUKA,Ž,does_not_declare,8
2013,Broj,PALE,Oba spola,does_not_declare,56
2013,Broj,PALE,M,does_not_declare,22
2013,Broj,PALE,Ž,does_not_declare,34
2013,Broj,PELAGICEVO,Oba spola,does_not_declare,2
2013,Broj,PELAGICEVO,Ž,does_not_declare,2
2013,Broj,PETROVO,Oba spola,does_not_declare,19
2013,Broj,PETROVO,M,does_not_declare,9
2013,Broj,PETROVO,Ž,does_not_declare,10
2013,Broj,PRIJEDOR,Oba spola,does_not_declare,784
2013,Broj,PRIJEDOR,M,does_not_declare,325
2013,Broj,PRIJEDOR,Ž,does_not_declare,459
2013,Broj,PRNJAVOR,Oba spola,does_not_declare,223
2013,Broj,PRNJAVOR,M,does_not_declare,98
2013,Broj,PRNJAVOR,Ž,does_not_declare,125
2013,Broj,RIBNIK,Oba spola,does_not_declare,3
2013,Broj,RIBNIK,M,does_not_declare,1
2013,Broj,RIBNIK,Ž,does_not_declare,2
2013,Broj,ROGATICA,Oba spola,does_not_declare,7
2013,Broj,ROGATICA,M,does_not_declare,4
2013,Broj,ROGATICA,Ž,does_not_declare,3
2013,Broj,RUDO,Oba spola,does_not_declare,3
2013,Broj,RUDO,M,does_not_declare,2
2013,Broj,RUDO,Ž,does_not_declare,1
2013,Broj,SOKOLAC,Oba spola,does_not_declare,20
2013,Broj,SOKOLAC,M,does_not_declare,9
2013,Broj,SOKOLAC,Ž,does_not_declare,11
2013,Broj,SRBAC,Oba spola,does_not_declare,95
2013,Broj,SRBAC,M,does_not_declare,46
2013,Broj,SRBAC,Ž,does_not_declare,49
2013,Broj,SREBRENICA,Oba spola,does_not_declare,22
2013,Broj,SREBRENICA,M,does_not_declare,10
2013,Broj,SREBRENICA,Ž,does_not_declare,12
2013,Broj,TESLIC,Oba spola,does_not_declare,309
2013,Broj,TESLIC,M,does_not_declare,136
2013,Broj,TESLIC,Ž,does_not_declare,173
2013,Broj,TREBINJE,Oba spola,does_not_declare,170
2013,Broj,TREBINJE,M,does_not_declare,75
2013,Broj,TREBINJE,Ž,does_not_declare,95
2013,Broj,TRNOVO,Oba spola,does_not_declare,4
2013,Broj,TRNOVO,M,does_not_declare,3
2013,Broj,TRNOVO,Ž,does_not_declare,1
2013,Broj,UGLJEVIK,Oba spola,does_not_declare,23
2013,Broj,UGLJEVIK,M,does_not_declare,11
2013,Broj,UGLJEVIK,Ž,does_not_declare,12
2013,Broj,FOCA,Oba spola,does_not_declare,27
2013,Broj,FOCA,M,does_not_declare,13
2013,Broj,FOCA,Ž,does_not_declare,14
2013,Broj,CAJNICE,Oba spola,does_not_declare,1
2013,Broj,CAJNICE,M,does_not_declare,1
2013,Broj,CELINAC,Oba spola,does_not_declare,30
2013,Broj,CELINAC,M,does_not_declare,15
2013,Broj,CELINAC,Ž,does_not_declare,15
2013,Broj,SAMAC,Oba spola,does_not_declare,147
2013,Broj,SAMAC,M,does_not_declare,64
2013,Broj,SAMAC,Ž,does_not_declare,83
2013,Broj,SEKOVICI,Oba spola,does_not_declare,4
2013,Broj,SEKOVICI,M,does_not_declare,3
2013,Broj,SEKOVICI,Ž,does_not_declare,1
2013,Broj,SIPOVO,Oba spola,does_not_declare,19
2013,Broj,SIPOVO,M,does_not_declare,10
2013,Broj,SIPOVO,Ž,does_not_declare,9
2013,Broj,REPUBLIKA SRPSKA,Oba spola,Nepoznato,2065
2013,Broj,REPUBLIKA SRPSKA,M,Nepoznato,963
2013,Broj,REPUBLIKA SRPSKA,Ž,Nepoznato,1102
2013,Broj,BANJA LUKA,Oba spola,Nepoznato,357
2013,Broj,BANJA LUKA,M,Nepoznato,173
2013,Broj,BANJA LUKA,Ž,Nepoznato,184
2013,Broj,BERKOVICI,Oba spola,Nepoznato,1
2013,Broj,BERKOVICI,Ž,Nepoznato,1
2013,Broj,BIJELJINA,Oba spola,Nepoznato,102
2013,Broj,BIJELJINA,M,Nepoznato,44
2013,Broj,BIJELJINA,Ž,Nepoznato,58
2013,Broj,BILECA,Oba spola,Nepoznato,12
2013,Broj,BILECA,M,Nepoznato,4
2013,Broj,BILECA,Ž,Nepoznato,8
2013,Broj,BRATUNAC,Oba spola,Nepoznato,40
2013,Broj,BRATUNAC,M,Nepoznato,16
2013,Broj,BRATUNAC,Ž,Nepoznato,24
2013,Broj,BROD,Oba spola,Nepoznato,32
2013,Broj,BROD,M,Nepoznato,12
2013,Broj,BROD,Ž,Nepoznato,20
2013,Broj,VISEGRAD,Oba spola,Nepoznato,179
2013,Broj,VISEGRAD,M,Nepoznato,4
2013,Broj,VISEGRAD,Ž,Nepoznato,175
2013,Broj,VLASENICA,Oba spola,Nepoznato,21
2013,Broj,VLASENICA,M,Nepoznato,10
2013,Broj,VLASENICA,Ž,Nepoznato,11
2013,Broj,VUKOSAVLJE,Oba spola,Nepoznato,14
2013,Broj,VUKOSAVLJE,M,Nepoznato,3
2013,Broj,VUKOSAVLJE,Ž,Nepoznato,11
2013,Broj,GACKO,Oba spola,Nepoznato,7
2013,Broj,GACKO,M,Nepoznato,2
2013,Broj,GACKO,Ž,Nepoznato,5
2013,Broj,GRADISKA,Oba spola,Nepoznato,46
2013,Broj,GRADISKA,M,Nepoznato,21
2013,Broj,GRADISKA,Ž,Nepoznato,25
2013,Broj,DERVENTA,Oba spola,Nepoznato,47
2013,Broj,DERVENTA,M,Nepoznato,21
2013,Broj,DERVENTA,Ž,Nepoznato,26
2013,Broj,DOBOJ,Oba spola,Nepoznato,160
2013,Broj,DOBOJ,M,Nepoznato,64
2013,Broj,DOBOJ,Ž,Nepoznato,96
2013,Broj,DONJI ZABAR,Oba spola,Nepoznato,2
2013,Broj,DONJI ZABAR,M,Nepoznato,1
2013,Broj,DONJI ZABAR,Ž,Nepoznato,1
2013,Broj,ZVORNIK,Oba spola,Nepoznato,98
2013,Broj,ZVORNIK,M,Nepoznato,39
2013,Broj,ZVORNIK,Ž,Nepoznato,59
2013,Broj,ISTOCNA ILIDZA,Oba spola,Nepoznato,10
2013,Broj,ISTOCNA ILIDZA,M,Nepoznato,5
2013,Broj,ISTOCNA ILIDZA,Ž,Nepoznato,5
2013,Broj,ISTOCNI MOSTAR,Oba spola,Nepoznato,2
2013,Broj,ISTOCNI MOSTAR,M,Nepoznato,1
2013,Broj,ISTOCNI MOSTAR,Ž,Nepoznato,1
2013,Broj,ISTOCNI STARI GRAD,Oba spola,Nepoznato,2
2013,Broj,ISTOCNI STARI GRAD,M,Nepoznato,1
2013,Broj,ISTOCNI STARI GRAD,Ž,Nepoznato,1
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,Nepoznato,3
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,Nepoznato,3
2013,Broj,JEZERO,Oba spola,Nepoznato,2
2013,Broj,JEZERO,M,Nepoznato,1
2013,Broj,JEZERO,Ž,Nepoznato,1
2013,Broj,KNEZEVO,Oba spola,Nepoznato,5
2013,Broj,KNEZEVO,M,Nepoznato,3
2013,Broj,KNEZEVO,Ž,Nepoznato,2
2013,Broj,KOZARSKA DUBICA,Oba spola,Nepoznato,18
2013,Broj,KOZARSKA DUBICA,M,Nepoznato,11
2013,Broj,KOZARSKA DUBICA,Ž,Nepoznato,7
2013,Broj,KOSTAJNICA,Oba spola,Nepoznato,1
2013,Broj,KOSTAJNICA,M,Nepoznato,1
2013,Broj,KOTOR VAROS,Oba spola,Nepoznato,21
2013,Broj,KOTOR VAROS,M,Nepoznato,15
2013,Broj,KOTOR VAROS,Ž,Nepoznato,6
2013,Broj,KRUPA NA UNI,Oba spola,Nepoznato,1
2013,Broj,KRUPA NA UNI,Ž,Nepoznato,1
2013,Broj,LAKTASI,Oba spola,Nepoznato,48
2013,Broj,LAKTASI,M,Nepoznato,21
2013,Broj,LAKTASI,Ž,Nepoznato,27
2013,Broj,LOPARE,Oba spola,Nepoznato,13
2013,Broj,LOPARE,M,Nepoznato,6
2013,Broj,LOPARE,Ž,Nepoznato,7
2013,Broj,LJUBINJE,Oba spola,Nepoznato,2
2013,Broj,LJUBINJE,M,Nepoznato,1
2013,Broj,LJUBINJE,Ž,Nepoznato,1
2013,Broj,MILICI,Oba spola,Nepoznato,8
2013,Broj,MILICI,M,Nepoznato,3
2013,Broj,MILICI,Ž,Nepoznato,5
2013,Broj,MODRICA,Oba spola,Nepoznato,125
2013,Broj,MODRICA,M,Nepoznato,66
2013,Broj,MODRICA,Ž,Nepoznato,59
2013,Broj,MRKONJIC GRAD,Oba spola,Nepoznato,13
2013,Broj,MRKONJIC GRAD,M,Nepoznato,7
2013,Broj,MRKONJIC GRAD,Ž,Nepoznato,6
2013,Broj,NEVESINJE,Oba spola,Nepoznato,7
2013,Broj,NEVESINJE,M,Nepoznato,2
2013,Broj,NEVESINJE,Ž,Nepoznato,5
2013,Broj,NOVI GRAD,Oba spola,Nepoznato,26
2013,Broj,NOVI GRAD,M,Nepoznato,14
2013,Broj,NOVI GRAD,Ž,Nepoznato,12
2013,Broj,NOVO GORAZDE,Oba spola,Nepoznato,7
2013,Broj,NOVO GORAZDE,M,Nepoznato,3
2013,Broj,NOVO GORAZDE,Ž,Nepoznato,4
2013,Broj,OSMACI,Oba spola,Nepoznato,4
2013,Broj,OSMACI,M,Nepoznato,2
2013,Broj,OSMACI,Ž,Nepoznato,2
2013,Broj,OSTRA LUKA,Oba spola,Nepoznato,3
2013,Broj,OSTRA LUKA,M,Nepoznato,2
2013,Broj,OSTRA LUKA,Ž,Nepoznato,1
2013,Broj,PALE,Oba spola,Nepoznato,11
2013,Broj,PALE,M,Nepoznato,7
2013,Broj,PALE,Ž,Nepoznato,4
2013,Broj,PELAGICEVO,Oba spola,Nepoznato,5
2013,Broj,PELAGICEVO,M,Nepoznato,1
2013,Broj,PELAGICEVO,Ž,Nepoznato,4
2013,Broj,PETROVO,Oba spola,Nepoznato,4
2013,Broj,PETROVO,M,Nepoznato,2
2013,Broj,PETROVO,Ž,Nepoznato,2
2013,Broj,PRIJEDOR,Oba spola,Nepoznato,374
2013,Broj,PRIJEDOR,M,Nepoznato,257
2013,Broj,PRIJEDOR,Ž,Nepoznato,117
2013,Broj,PRNJAVOR,Oba spola,Nepoznato,31
2013,Broj,PRNJAVOR,M,Nepoznato,13
2013,Broj,PRNJAVOR,Ž,Nepoznato,18
2013,Broj,RIBNIK,Oba spola,Nepoznato,2
2013,Broj,RIBNIK,M,Nepoznato,2
2013,Broj,ROGATICA,Oba spola,Nepoznato,4
2013,Broj,ROGATICA,M,Nepoznato,3
2013,Broj,ROGATICA,Ž,Nepoznato,1
2013,Broj,RUDO,Oba spola,Nepoznato,4
2013,Broj,RUDO,Ž,Nepoznato,4
2013,Broj,SOKOLAC,Oba spola,Nepoznato,14
2013,Broj,SOKOLAC,M,Nepoznato,3
2013,Broj,SOKOLAC,Ž,Nepoznato,11
2013,Broj,SRBAC,Oba spola,Nepoznato,28
2013,Broj,SRBAC,M,Nepoznato,13
2013,Broj,SRBAC,Ž,Nepoznato,15
2013,Broj,SREBRENICA,Oba spola,Nepoznato,20
2013,Broj,SREBRENICA,M,Nepoznato,14
2013,Broj,SREBRENICA,Ž,Nepoznato,6
2013,Broj,TESLIC,Oba spola,Nepoznato,43
2013,Broj,TESLIC,M,Nepoznato,21
2013,Broj,TESLIC,Ž,Nepoznato,22
2013,Broj,TREBINJE,Oba spola,Nepoznato,14
2013,Broj,TREBINJE,M,Nepoznato,8
2013,Broj,TREBINJE,Ž,Nepoznato,6
2013,Broj,UGLJEVIK,Oba spola,Nepoznato,13
2013,Broj,UGLJEVIK,M,Nepoznato,11
2013,Broj,UGLJEVIK,Ž,Nepoznato,2
2013,Broj,FOCA,Oba spola,Nepoznato,12
2013,Broj,FOCA,M,Nepoznato,6
2013,Broj,FOCA,Ž,Nepoznato,6
2013,Broj,CAJNICE,Oba spola,Nepoznato,4
2013,Broj,CAJNICE,M,Nepoznato,1
2013,Broj,CAJNICE,Ž,Nepoznato,3
2013,Broj,CELINAC,Oba spola,Nepoznato,10
2013,Broj,CELINAC,M,Nepoznato,4
2013,Broj,CELINAC,Ž,Nepoznato,6
2013,Broj,SAMAC,Oba spola,Nepoznato,18
2013,Broj,SAMAC,M,Nepoznato,10
2013,Broj,SAMAC,Ž,Nepoznato,8
2013,Broj,SEKOVICI,Oba spola,Nepoznato,9
2013,Broj,SEKOVICI,M,Nepoznato,4
