Year,UNIT_MEASURE,Grad/opština,Pol,Etnička/nacionalna pripadnost,Value
2013,Broj,Pale,Ž,Hrvati,89
2013,Broj,Pelagićevo,Ukupno,Hrvati,1182
2013,Broj,Pelagićevo,M,Hrvati,580
2013,Broj,Pelagićevo,Ž,Hrvati,602
2013,Broj,Petrovac,Ukupno,Hrvati,0
2013,Broj,Petrovac,M,Hrvati,0
2013,Broj,Petrovac,Ž,Hrvati,0
2013,Broj,Petrovo,Ukupno,Hrvati,34
2013,Broj,Petrovo,M,Hrvati,8
2013,Broj,Petrovo,Ž,Hrvati,26
2013,Broj,Grad Prijedor,Ukupno,Hrvati,1666
2013,Broj,Grad Prijedor,M,Hrvati,679
2013,Broj,Grad Prijedor,Ž,Hrvati,987
2013,Broj,Prnjavor,Ukupno,Hrvati,423
2013,Broj,Prnjavor,M,Hrvati,150
2013,Broj,Prnjavor,Ž,Hrvati,273
2013,Broj,Ribnik,Ukupno,Hrvati,11
2013,Broj,Ribnik,M,Hrvati,4
2013,Broj,Ribnik,Ž,Hrvati,7
2013,Broj,Rogatica,Ukupno,Hrvati,18
2013,Broj,Rogatica,M,Hrvati,2
2013,Broj,Rogatica,Ž,Hrvati,16
2013,Broj,Rudo,Ukupno,Hrvati,7
2013,Broj,Rudo,M,Hrvati,6
2013,Broj,Rudo,Ž,Hrvati,1
2013,Broj,Sokolac,Ukupno,Hrvati,28
2013,Broj,Sokolac,M,Hrvati,8
2013,Broj,Sokolac,Ž,Hrvati,20
2013,Broj,Srbac,Ukupno,Hrvati,128
2013,Broj,Srbac,M,Hrvati,21
2013,Broj,Srbac,Ž,Hrvati,107
2013,Broj,Srebrenica,Ukupno,Hrvati,14
2013,Broj,Srebrenica,M,Hrvati,6
2013,Broj,Srebrenica,Ž,Hrvati,8
2013,Broj,Teslić,Ukupno,Hrvati,1346
2013,Broj,Teslić,M,Hrvati,581
2013,Broj,Teslić,Ž,Hrvati,765
2013,Broj,Grad Trebinje,Ukupno,Hrvati,295
2013,Broj,Grad Trebinje,M,Hrvati,99
2013,Broj,Grad Trebinje,Ž,Hrvati,196
2013,Broj,Trnovo,Ukupno,Hrvati,15
2013,Broj,Trnovo,M,Hrvati,3
2013,Broj,Trnovo,Ž,Hrvati,12
2013,Broj,Ugljevik,Ukupno,Hrvati,42
2013,Broj,Ugljevik,M,Hrvati,8
2013,Broj,Ugljevik,Ž,Hrvati,34
2013,Broj,Foča,Ukupno,Hrvati,52
2013,Broj,Foča,M,Hrvati,16
2013,Broj,Foča,Ž,Hrvati,36
2013,Broj,Han Pijesak,Ukupno,Hrvati,7
2013,Broj,Han Pijesak,M,Hrvati,1
2013,Broj,Han Pijesak,Ž,Hrvati,6
2013,Broj,Čajniče,Ukupno,Hrvati,6
2013,Broj,Čajniče,M,Hrvati,1
2013,Broj,Čajniče,Ž,Hrvati,5
2013,Broj,Čelinac,Ukupno,Hrvati,48
2013,Broj,Čelinac,M,Hrvati,11
2013,Broj,Čelinac,Ž,Hrvati,37
2013,Broj,Šamac,Ukupno,Hrvati,2176
2013,Broj,Šamac,M,Hrvati,1011
2013,Broj,Šamac,Ž,Hrvati,1165
2013,Broj,Šekovići,Ukupno,Hrvati,8
2013,Broj,Šekovići,M,Hrvati,2
2013,Broj,Šekovići,Ž,Hrvati,6
2013,Broj,Šipovo,Ukupno,Hrvati,26
2013,Broj,Šipovo,M,Hrvati,7
2013,Broj,Šipovo,Ž,Hrvati,19
2013,Broj,Republika Srpska,Ukupno,Srbi,970857
2013,Broj,Republika Srpska,M,Srbi,477334
2013,Broj,Republika Srpska,Ž,Srbi,493523
2013,Broj,Grad Banja Luka,Ukupno,Srbi,162057
2013,Broj,Grad Banja Luka,M,Srbi,78827
2013,Broj,Grad Banja Luka,Ž,Srbi,83230
2013,Broj,Berkovići,Ukupno,Srbi,1873
2013,Broj,Berkovići,M,Srbi,943
2013,Broj,Berkovići,Ž,Srbi,930
2013,Broj,Grad Bijeljina,Ukupno,Srbi,89474
2013,Broj,Grad Bijeljina,M,Srbi,43861
2013,Broj,Grad Bijeljina,Ž,Srbi,45613
2013,Broj,Bileća,Ukupno,Srbi,10447
2013,Broj,Bileća,M,Srbi,5276
2013,Broj,Bileća,Ž,Srbi,5171
2013,Broj,Bratunac,Ukupno,Srbi,11897
2013,Broj,Bratunac,M,Srbi,5915
2013,Broj,Bratunac,Ž,Srbi,5982
2013,Broj,Brod,Ukupno,Srbi,11065
2013,Broj,Brod,M,Srbi,5486
2013,Broj,Brod,Ž,Srbi,5579
2013,Broj,Višegrad,Ukupno,Srbi,8942
2013,Broj,Višegrad,M,Srbi,4337
2013,Broj,Višegrad,Ž,Srbi,4605
2013,Broj,Vlasenica,Ukupno,Srbi,7190
2013,Broj,Vlasenica,M,Srbi,3505
2013,Broj,Vlasenica,Ž,Srbi,3685
2013,Broj,Vukosavlje,Ukupno,Srbi,1448
2013,Broj,Vukosavlje,M,Srbi,720
2013,Broj,Vukosavlje,Ž,Srbi,728
2013,Broj,Gacko,Ukupno,Srbi,8316
2013,Broj,Gacko,M,Srbi,4211
2013,Broj,Gacko,Ž,Srbi,4105
2013,Broj,Grad Gradiška,Ukupno,Srbi,40707
2013,Broj,Grad Gradiška,M,Srbi,19960
2013,Broj,Grad Gradiška,Ž,Srbi,20747
2013,Broj,Grad Derventa,Ukupno,Srbi,21495
2013,Broj,Grad Derventa,M,Srbi,10524
2013,Broj,Grad Derventa,Ž,Srbi,10971
2013,Broj,Grad Doboj,Ukupno,Srbi,50968
2013,Broj,Grad Doboj,M,Srbi,24968
2013,Broj,Grad Doboj,Ž,Srbi,26000
2013,Broj,Donji Žabar,Ukupno,Srbi,2658
2013,Broj,Donji Žabar,M,Srbi,1352
2013,Broj,Donji Žabar,Ž,Srbi,1306
2013,Broj,Grad Zvornik,Ukupno,Srbi,37242
2013,Broj,Grad Zvornik,M,Srbi,18452
2013,Broj,Grad Zvornik,Ž,Srbi,18790
2013,Broj,Istočna Ilidža,Ukupno,Srbi,13455
2013,Broj,Istočna Ilidža,M,Srbi,6486
2013,Broj,Istočna Ilidža,Ž,Srbi,6969
2013,Broj,Istočni Drvar,Ukupno,Srbi,65
2013,Broj,Istočni Drvar,M,Srbi,44
2013,Broj,Istočni Drvar,Ž,Srbi,21
2013,Broj,Istočni Mostar,Ukupno,Srbi,153
2013,Broj,Istočni Mostar,M,Srbi,84
2013,Broj,Istočni Mostar,Ž,Srbi,69
2013,Broj,Istočni Stari Grad,Ukupno,Srbi,1059
2013,Broj,Istočni Stari Grad,M,Srbi,519
2013,Broj,Istočni Stari Grad,Ž,Srbi,540
2013,Broj,Istočno Novo Sarajevo,Ukupno,Srbi,10028
2013,Broj,Istočno Novo Sarajevo,M,Srbi,4801
2013,Broj,Istočno Novo Sarajevo,Ž,Srbi,5227
2013,Broj,Jezero,Ukupno,Srbi,779
2013,Broj,Jezero,M,Srbi,410
2013,Broj,Jezero,Ž,Srbi,369
2013,Broj,Kalinovik,Ukupno,Srbi,1895
2013,Broj,Kalinovik,M,Srbi,920
2013,Broj,Kalinovik,Ž,Srbi,975
2013,Broj,Kneževo,Ukupno,Srbi,8886
2013,Broj,Kneževo,M,Srbi,4414
2013,Broj,Kneževo,Ž,Srbi,4472
2013,Broj,Kozarska Dubica,Ukupno,Srbi,18144
2013,Broj,Kozarska Dubica,M,Srbi,8939
2013,Broj,Kozarska Dubica,Ž,Srbi,9205
2013,Broj,Kostajnica,Ukupno,Srbi,4177
2013,Broj,Kostajnica,M,Srbi,2077
2013,Broj,Kostajnica,Ž,Srbi,2100
2013,Broj,Kotor Varoš,Ukupno,Srbi,12730
2013,Broj,Kotor Varoš,M,Srbi,6305
2013,Broj,Kotor Varoš,Ž,Srbi,6425
2013,Broj,Krupa Na Uni,Ukupno,Srbi,1555
2013,Broj,Krupa Na Uni,M,Srbi,840
2013,Broj,Krupa Na Uni,Ž,Srbi,715
2013,Broj,Kupres,Ukupno,Srbi,292
2013,Broj,Kupres,M,Srbi,156
2013,Broj,Kupres,Ž,Srbi,136
2013,Broj,Laktaši,Ukupno,Srbi,32761
2013,Broj,Laktaši,M,Srbi,16275
2013,Broj,Laktaši,Ž,Srbi,16486
2013,Broj,Lopare,Ukupno,Srbi,13267
2013,Broj,Lopare,M,Srbi,6695
2013,Broj,Lopare,Ž,Srbi,6572
2013,Broj,Ljubinje,Ukupno,Srbi,3280
2013,Broj,Ljubinje,M,Srbi,1615
2013,Broj,Ljubinje,Ž,Srbi,1665
2013,Broj,Milići,Ukupno,Srbi,6857
2013,Broj,Milići,M,Srbi,3486
2013,Broj,Milići,Ž,Srbi,3371
2013,Broj,Modriča,Ukupno,Srbi,19530
2013,Broj,Modriča,M,Srbi,9611
2013,Broj,Modriča,Ž,Srbi,9919
2013,Broj,Mrkonjić Grad,Ukupno,Srbi,15340
2013,Broj,Mrkonjić Grad,M,Srbi,7388
2013,Broj,Mrkonjić Grad,Ž,Srbi,7952
2013,Broj,Nevesinje,Ukupno,Srbi,11964
2013,Broj,Nevesinje,M,Srbi,5951
2013,Broj,Nevesinje,Ž,Srbi,6013
2013,Broj,Novi Grad,Ukupno,Srbi,19491
2013,Broj,Novi Grad,M,Srbi,9747
2013,Broj,Novi Grad,Ž,Srbi,9744
2013,Broj,Novo Goražde,Ukupno,Srbi,1561
2013,Broj,Novo Goražde,M,Srbi,821
2013,Broj,Novo Goražde,Ž,Srbi,740
2013,Broj,Osmaci,Ukupno,Srbi,2852
2013,Broj,Osmaci,M,Srbi,1450
2013,Broj,Osmaci,Ž,Srbi,1402
2013,Broj,Oštra Luka,Ukupno,Srbi,2510
2013,Broj,Oštra Luka,M,Srbi,1296
2013,Broj,Oštra Luka,Ž,Srbi,1214
2013,Broj,Pale,Ukupno,Srbi,19932
2013,Broj,Pale,M,Srbi,9561
2013,Broj,Pale,Ž,Srbi,10371
2013,Broj,Pelagićevo,Ukupno,Srbi,3146
2013,Broj,Pelagićevo,M,Srbi,1563
2013,Broj,Pelagićevo,Ž,Srbi,1583
2013,Broj,Petrovac,Ukupno,Srbi,351
2013,Broj,Petrovac,M,Srbi,168
2013,Broj,Petrovac,Ž,Srbi,183
2013,Broj,Petrovo,Ukupno,Srbi,6222
2013,Broj,Petrovo,M,Srbi,3002
2013,Broj,Petrovo,Ž,Srbi,3220
2013,Broj,Grad Prijedor,Ukupno,Srbi,54365
2013,Broj,Grad Prijedor,M,Srbi,26834
2013,Broj,Grad Prijedor,Ž,Srbi,27531
2013,Broj,Prnjavor,Ukupno,Srbi,29478
2013,Broj,Prnjavor,M,Srbi,14352
2013,Broj,Prnjavor,Ž,Srbi,15126
2013,Broj,Ribnik,Ukupno,Srbi,5825
2013,Broj,Ribnik,M,Srbi,2891
2013,Broj,Ribnik,Ž,Srbi,2934
2013,Broj,Rogatica,Ukupno,Srbi,9217
2013,Broj,Rogatica,M,Srbi,4502
2013,Broj,Rogatica,Ž,Srbi,4715
2013,Broj,Rudo,Ukupno,Srbi,6963
2013,Broj,Rudo,M,Srbi,3517
2013,Broj,Rudo,Ž,Srbi,3446
2013,Broj,Sokolac,Ukupno,Srbi,10894
2013,Broj,Sokolac,M,Srbi,5357
2013,Broj,Sokolac,Ž,Srbi,5537
2013,Broj,Srbac,Ukupno,Srbi,16013
2013,Broj,Srbac,M,Srbi,7888
2013,Broj,Srbac,Ž,Srbi,8125
2013,Broj,Srebrenica,Ukupno,Srbi,5467
2013,Broj,Srebrenica,M,Srbi,2743
2013,Broj,Srebrenica,Ž,Srbi,2724
2013,Broj,Teslić,Ukupno,Srbi,28166
2013,Broj,Teslić,M,Srbi,13545
2013,Broj,Teslić,Ž,Srbi,14621
2013,Broj,Grad Trebinje,Ukupno,Srbi,26484
2013,Broj,Grad Trebinje,M,Srbi,12943
2013,Broj,Grad Trebinje,Ž,Srbi,13541
2013,Broj,Trnovo,Ukupno,Srbi,1131
2013,Broj,Trnovo,M,Srbi,534
2013,Broj,Trnovo,Ž,Srbi,597
2013,Broj,Ugljevik,Ukupno,Srbi,13007
2013,Broj,Ugljevik,M,Srbi,6606
2013,Broj,Ugljevik,Ž,Srbi,6401
2013,Broj,Foča,Ukupno,Srbi,16157
2013,Broj,Foča,M,Srbi,8133
2013,Broj,Foča,Ž,Srbi,8024
2013,Broj,Han Pijesak,Ukupno,Srbi,2994
2013,Broj,Han Pijesak,M,Srbi,1412
2013,Broj,Han Pijesak,Ž,Srbi,1582
2013,Broj,Čajniče,Ukupno,Srbi,3806
2013,Broj,Čajniče,M,Srbi,1891
2013,Broj,Čajniče,Ž,Srbi,1915
2013,Broj,Čelinac,Ukupno,Srbi,14508
2013,Broj,Čelinac,M,Srbi,7194
2013,Broj,Čelinac,Ž,Srbi,7314
2013,Broj,Šamac,Ukupno,Srbi,12832
2013,Broj,Šamac,M,Srbi,6277
2013,Broj,Šamac,Ž,Srbi,6555
2013,Broj,Šekovići,Ukupno,Srbi,6187
2013,Broj,Šekovići,M,Srbi,3038
2013,Broj,Šekovići,Ž,Srbi,3149
2013,Broj,Šipovo,Ukupno,Srbi,9302
2013,Broj,Šipovo,M,Srbi,4716
2013,Broj,Šipovo,Ž,Srbi,4586
2013,Broj,Republika Srpska,Ukupno,Ostali,14641
2013,Broj,Republika Srpska,M,Ostali,7207
2013,Broj,Republika Srpska,Ž,Ostali,7434
2013,Broj,Grad Banja Luka,Ukupno,Ostali,3324
2013,Broj,Grad Banja Luka,M,Ostali,1617
2013,Broj,Grad Banja Luka,Ž,Ostali,1707
2013,Broj,Berkovići,Ukupno,Ostali,1
2013,Broj,Berkovići,M,Ostali,1
2013,Broj,Berkovići,Ž,Ostali,0
2013,Broj,Grad Bijeljina,Ukupno,Ostali,1478
2013,Broj,Grad Bijeljina,M,Ostali,717
2013,Broj,Grad Bijeljina,Ž,Ostali,761
2013,Broj,Bileća,Ukupno,Ostali,72
2013,Broj,Bileća,M,Ostali,38
2013,Broj,Bileća,Ž,Ostali,34
2013,Broj,Bratunac,Ukupno,Ostali,79
2013,Broj,Bratunac,M,Ostali,45
2013,Broj,Bratunac,Ž,Ostali,34
2013,Broj,Brod,Ukupno,Ostali,151
2013,Broj,Brod,M,Ostali,69
2013,Broj,Brod,Ž,Ostali,82
2013,Broj,Višegrad,Ukupno,Ostali,53
2013,Broj,Višegrad,M,Ostali,26
2013,Broj,Višegrad,Ž,Ostali,27
2013,Broj,Vlasenica,Ukupno,Ostali,29
2013,Broj,Vlasenica,M,Ostali,13
2013,Broj,Vlasenica,Ž,Ostali,16
2013,Broj,Vukosavlje,Ukupno,Ostali,146
2013,Broj,Vukosavlje,M,Ostali,81
2013,Broj,Vukosavlje,Ž,Ostali,65
2013,Broj,Gacko,Ukupno,Ostali,40
2013,Broj,Gacko,M,Ostali,27
2013,Broj,Gacko,Ž,Ostali,13
2013,Broj,Grad Gradiška,Ukupno,Ostali,970
2013,Broj,Grad Gradiška,M,Ostali,468
2013,Broj,Grad Gradiška,Ž,Ostali,502
2013,Broj,Grad Derventa,Ukupno,Ostali,264
2013,Broj,Grad Derventa,M,Ostali,116
2013,Broj,Grad Derventa,Ž,Ostali,148
2013,Broj,Grad Doboj,Ukupno,Ostali,949
2013,Broj,Grad Doboj,M,Ostali,486
2013,Broj,Grad Doboj,Ž,Ostali,463
2013,Broj,Donji Žabar,Ukupno,Ostali,9
2013,Broj,Donji Žabar,M,Ostali,1
2013,Broj,Donji Žabar,Ž,Ostali,8
2013,Broj,Grad Zvornik,Ukupno,Ostali,120
2013,Broj,Grad Zvornik,M,Ostali,55
2013,Broj,Grad Zvornik,Ž,Ostali,65
2013,Broj,Istočna Ilidža,Ukupno,Ostali,96
2013,Broj,Istočna Ilidža,M,Ostali,44
2013,Broj,Istočna Ilidža,Ž,Ostali,52
2013,Broj,Istočni Drvar,Ukupno,Ostali,0
2013,Broj,Istočni Drvar,M,Ostali,0
2013,Broj,Istočni Drvar,Ž,Ostali,0
2013,Broj,Istočni Mostar,Ukupno,Ostali,0
2013,Broj,Istočni Mostar,M,Ostali,0
2013,Broj,Istočni Mostar,Ž,Ostali,0
2013,Broj,Istočni Stari Grad,Ukupno,Ostali,7
2013,Broj,Istočni Stari Grad,M,Ostali,5
2013,Broj,Istočni Stari Grad,Ž,Ostali,2
2013,Broj,Istočno Novo Sarajevo,Ukupno,Ostali,163
2013,Broj,Istočno Novo Sarajevo,M,Ostali,72
2013,Broj,Istočno Novo Sarajevo,Ž,Ostali,91
2013,Broj,Jezero,Ukupno,Ostali,1
2013,Broj,Jezero,M,Ostali,1
2013,Broj,Jezero,Ž,Ostali,0
2013,Broj,Kalinovik,Ukupno,Ostali,15
2013,Broj,Kalinovik,M,Ostali,8
2013,Broj,Kalinovik,Ž,Ostali,7
2013,Broj,Kneževo,Ukupno,Ostali,37
2013,Broj,Kneževo,M,Ostali,21
2013,Broj,Kneževo,Ž,Ostali,16
2013,Broj,Kozarska Dubica,Ukupno,Ostali,219
2013,Broj,Kozarska Dubica,M,Ostali,102
2013,Broj,Kozarska Dubica,Ž,Ostali,117
2013,Broj,Kostajnica,Ukupno,Ostali,42
2013,Broj,Kostajnica,M,Ostali,20
2013,Broj,Kostajnica,Ž,Ostali,22
2013,Broj,Kotor Varoš,Ukupno,Ostali,129
2013,Broj,Kotor Varoš,M,Ostali,63
2013,Broj,Kotor Varoš,Ž,Ostali,66
2013,Broj,Krupa Na Uni,Ukupno,Ostali,0
2013,Broj,Krupa Na Uni,M,Ostali,0
2013,Broj,Krupa Na Uni,Ž,Ostali,0
2013,Broj,Kupres,Ukupno,Ostali,0
2013,Broj,Kupres,M,Ostali,0
2013,Broj,Kupres,Ž,Ostali,0
2013,Broj,Laktaši,Ukupno,Ostali,562
2013,Broj,Laktaši,M,Ostali,285
2013,Broj,Laktaši,Ž,Ostali,277
2013,Broj,Lopare,Ukupno,Ostali,31
2013,Broj,Lopare,M,Ostali,16
2013,Broj,Lopare,Ž,Ostali,15
2013,Broj,Ljubinje,Ukupno,Ostali,13
2013,Broj,Ljubinje,M,Ostali,7
2013,Broj,Ljubinje,Ž,Ostali,6
2013,Broj,Milići,Ukupno,Ostali,19
2013,Broj,Milići,M,Ostali,7
2013,Broj,Milići,Ž,Ostali,12
2013,Broj,Modriča,Ukupno,Ostali,412
2013,Broj,Modriča,M,Ostali,207
2013,Broj,Modriča,Ž,Ostali,205
2013,Broj,Mrkonjić Grad,Ukupno,Ostali,37
2013,Broj,Mrkonjić Grad,M,Ostali,17
2013,Broj,Mrkonjić Grad,Ž,Ostali,20
2013,Broj,Nevesinje,Ukupno,Ostali,18
2013,Broj,Nevesinje,M,Ostali,5
2013,Broj,Nevesinje,Ž,Ostali,13
2013,Broj,Novi Grad,Ukupno,Ostali,200
2013,Broj,Novi Grad,M,Ostali,100
2013,Broj,Novi Grad,Ž,Ostali,100
2013,Broj,Novo Goražde,Ukupno,Ostali,22
2013,Broj,Novo Goražde,M,Ostali,11
2013,Broj,Novo Goražde,Ž,Ostali,11
2013,Broj,Osmaci,Ukupno,Ostali,5
2013,Broj,Osmaci,M,Ostali,2
2013,Broj,Osmaci,Ž,Ostali,3
2013,Broj,Oštra Luka,Ukupno,Ostali,8
2013,Broj,Oštra Luka,M,Ostali,3
2013,Broj,Oštra Luka,Ž,Ostali,5
2013,Broj,Pale,Ukupno,Ostali,70
2013,Broj,Pale,M,Ostali,31
2013,Broj,Pale,Ž,Ostali,39
2013,Broj,Pelagićevo,Ukupno,Ostali,9
2013,Broj,Pelagićevo,M,Ostali,4
2013,Broj,Pelagićevo,Ž,Ostali,5
2013,Broj,Petrovac,Ukupno,Ostali,3
2013,Broj,Petrovac,M,Ostali,1
2013,Broj,Petrovac,Ž,Ostali,2
2013,Broj,Petrovo,Ukupno,Ostali,30
2013,Broj,Petrovo,M,Ostali,19
2013,Broj,Petrovo,Ž,Ostali,11
2013,Broj,Grad Prijedor,Ukupno,Ostali,1495
2013,Broj,Grad Prijedor,M,Ostali,712
2013,Broj,Grad Prijedor,Ž,Ostali,783
2013,Broj,Prnjavor,Ukupno,Ostali,1452
2013,Broj,Prnjavor,M,Ostali,738
2013,Broj,Prnjavor,Ž,Ostali,714
2013,Broj,Ribnik,Ukupno,Ostali,11
2013,Broj,Ribnik,M,Ostali,3
2013,Broj,Ribnik,Ž,Ostali,8
2013,Broj,Rogatica,Ukupno,Ostali,41
2013,Broj,Rogatica,M,Ostali,20
2013,Broj,Rogatica,Ž,Ostali,21
2013,Broj,Rudo,Ukupno,Ostali,26
2013,Broj,Rudo,M,Ostali,14
2013,Broj,Rudo,Ž,Ostali,12
2013,Broj,Sokolac,Ukupno,Ostali,38
2013,Broj,Sokolac,M,Ostali,19
2013,Broj,Sokolac,Ž,Ostali,19
2013,Broj,Srbac,Ukupno,Ostali,280
2013,Broj,Srbac,M,Ostali,146
2013,Broj,Srbac,Ž,Ostali,134
2013,Broj,Srebrenica,Ukupno,Ostali,59
2013,Broj,Srebrenica,M,Ostali,34
2013,Broj,Srebrenica,Ž,Ostali,25
2013,Broj,Teslić,Ukupno,Ostali,454
2013,Broj,Teslić,M,Ostali,222
2013,Broj,Teslić,Ž,Ostali,232
2013,Broj,Grad Trebinje,Ukupno,Ostali,398
2013,Broj,Grad Trebinje,M,Ostali,204
2013,Broj,Grad Trebinje,Ž,Ostali,194
2013,Broj,Trnovo,Ukupno,Ostali,10
2013,Broj,Trnovo,M,Ostali,7
2013,Broj,Trnovo,Ž,Ostali,3
2013,Broj,Ugljevik,Ukupno,Ostali,36
2013,Broj,Ugljevik,M,Ostali,17
2013,Broj,Ugljevik,Ž,Ostali,19
2013,Broj,Foča,Ukupno,Ostali,160
2013,Broj,Foča,M,Ostali,90
2013,Broj,Foča,Ž,Ostali,70
2013,Broj,Han Pijesak,Ukupno,Ostali,21
2013,Broj,Han Pijesak,M,Ostali,14
2013,Broj,Han Pijesak,Ž,Ostali,7
2013,Broj,Čajniče,Ukupno,Ostali,24
2013,Broj,Čajniče,M,Ostali,13
2013,Broj,Čajniče,Ž,Ostali,11
2013,Broj,Čelinac,Ukupno,Ostali,122
2013,Broj,Čelinac,M,Ostali,55
2013,Broj,Čelinac,Ž,Ostali,67
2013,Broj,Šamac,Ukupno,Ostali,135
2013,Broj,Šamac,M,Ostali,67
2013,Broj,Šamac,Ž,Ostali,68
2013,Broj,Šekovići,Ukupno,Ostali,12
2013,Broj,Šekovići,M,Ostali,7
2013,Broj,Šekovići,Ž,Ostali,5
2013,Broj,Šipovo,Ukupno,Ostali,34
2013,Broj,Šipovo,M,Ostali,14
2013,Broj,Šipovo,Ž,Ostali,20
2013,Broj,Republika Srpska,Ukupno,Ne izjašnjava se,7861
2013,Broj,Republika Srpska,M,Ne izjašnjava se,3202
2013,Broj,Republika Srpska,Ž,Ne izjašnjava se,4659
2013,Broj,Grad Banja Luka,Ukupno,Ne izjašnjava se,2641
2013,Broj,Grad Banja Luka,M,Ne izjašnjava se,1044
2013,Broj,Grad Banja Luka,Ž,Ne izjašnjava se,1597
2013,Broj,Berkovići,Ukupno,Ne izjašnjava se,0
2013,Broj,Berkovići,M,Ne izjašnjava se,0
2013,Broj,Berkovići,Ž,Ne izjašnjava se,0
2013,Broj,Grad Bijeljina,Ukupno,Ne izjašnjava se,654
2013,Broj,Grad Bijeljina,M,Ne izjašnjava se,272
2013,Broj,Grad Bijeljina,Ž,Ne izjašnjava se,382
2013,Broj,Bileća,Ukupno,Ne izjašnjava se,30
2013,Broj,Bileća,M,Ne izjašnjava se,10
2013,Broj,Bileća,Ž,Ne izjašnjava se,20
2013,Broj,Bratunac,Ukupno,Ne izjašnjava se,22
2013,Broj,Bratunac,M,Ne izjašnjava se,11
2013,Broj,Bratunac,Ž,Ne izjašnjava se,11
2013,Broj,Brod,Ukupno,Ne izjašnjava se,142
2013,Broj,Brod,M,Ne izjašnjava se,50
2013,Broj,Brod,Ž,Ne izjašnjava se,92
2013,Broj,Višegrad,Ukupno,Ne izjašnjava se,19
2013,Broj,Višegrad,M,Ne izjašnjava se,10
2013,Broj,Višegrad,Ž,Ne izjašnjava se,9
2013,Broj,Vlasenica,Ukupno,Ne izjašnjava se,20
2013,Broj,Vlasenica,M,Ne izjašnjava se,11
2013,Broj,Vlasenica,Ž,Ne izjašnjava se,9
2013,Broj,Vukosavlje,Ukupno,Ne izjašnjava se,32
2013,Broj,Vukosavlje,M,Ne izjašnjava se,15
2013,Broj,Vukosavlje,Ž,Ne izjašnjava se,17
2013,Broj,Gacko,Ukupno,Ne izjašnjava se,3
2013,Broj,Gacko,M,Ne izjašnjava se,0
2013,Broj,Gacko,Ž,Ne izjašnjava se,3
2013,Broj,Grad Gradiška,Ukupno,Ne izjašnjava se,411
2013,Broj,Grad Gradiška,M,Ne izjašnjava se,174
2013,Broj,Grad Gradiška,Ž,Ne izjašnjava se,237
2013,Broj,Grad Derventa,Ukupno,Ne izjašnjava se,242
2013,Broj,Grad Derventa,M,Ne izjašnjava se,113
2013,Broj,Grad Derventa,Ž,Ne izjašnjava se,129
2013,Broj,Grad Doboj,Ukupno,Ne izjašnjava se,467
2013,Broj,Grad Doboj,M,Ne izjašnjava se,198
2013,Broj,Grad Doboj,Ž,Ne izjašnjava se,269
2013,Broj,Donji Žabar,Ukupno,Ne izjašnjava se,5
2013,Broj,Donji Žabar,M,Ne izjašnjava se,2
2013,Broj,Donji Žabar,Ž,Ne izjašnjava se,3
2013,Broj,Grad Zvornik,Ukupno,Ne izjašnjava se,70
2013,Broj,Grad Zvornik,M,Ne izjašnjava se,31
2013,Broj,Grad Zvornik,Ž,Ne izjašnjava se,39
2013,Broj,Istočna Ilidža,Ukupno,Ne izjašnjava se,96
2013,Broj,Istočna Ilidža,M,Ne izjašnjava se,38
2013,Broj,Istočna Ilidža,Ž,Ne izjašnjava se,58
2013,Broj,Istočni Drvar,Ukupno,Ne izjašnjava se,0
2013,Broj,Istočni Drvar,M,Ne izjašnjava se,0
2013,Broj,Istočni Drvar,Ž,Ne izjašnjava se,0
2013,Broj,Istočni Mostar,Ukupno,Ne izjašnjava se,0
2013,Broj,Istočni Mostar,M,Ne izjašnjava se,0
2013,Broj,Istočni Mostar,Ž,Ne izjašnjava se,0
2013,Broj,Istočni Stari Grad,Ukupno,Ne izjašnjava se,2
2013,Broj,Istočni Stari Grad,M,Ne izjašnjava se,0
2013,Broj,Istočni Stari Grad,Ž,Ne izjašnjava se,2
2013,Broj,Istočno Novo Sarajevo,Ukupno,Ne izjašnjava se,61
2013,Broj,Istočno Novo Sarajevo,M,Ne izjašnjava se,26
2013,Broj,Istočno Novo Sarajevo,Ž,Ne izjašnjava se,35
2013,Broj,Jezero,Ukupno,Ne izjašnjava se,1
2013,Broj,Jezero,M,Ne izjašnjava se,0
2013,Broj,Jezero,Ž,Ne izjašnjava se,1
2013,Broj,Kalinovik,Ukupno,Ne izjašnjava se,1
2013,Broj,Kalinovik,M,Ne izjašnjava se,1
2013,Broj,Kalinovik,Ž,Ne izjašnjava se,0
2013,Broj,Kneževo,Ukupno,Ne izjašnjava se,4
2013,Broj,Kneževo,M,Ne izjašnjava se,3
2013,Broj,Kneževo,Ž,Ne izjašnjava se,1
2013,Broj,Kozarska Dubica,Ukupno,Ne izjašnjava se,162
2013,Broj,Kozarska Dubica,M,Ne izjašnjava se,63
2013,Broj,Kozarska Dubica,Ž,Ne izjašnjava se,99
2013,Broj,Kostajnica,Ukupno,Ne izjašnjava se,66
2013,Broj,Kostajnica,M,Ne izjašnjava se,28
2013,Broj,Kostajnica,Ž,Ne izjašnjava se,38
2013,Broj,Kotor Varoš,Ukupno,Ne izjašnjava se,115
2013,Broj,Kotor Varoš,M,Ne izjašnjava se,42
2013,Broj,Kotor Varoš,Ž,Ne izjašnjava se,73
