Year,UNIT_MEASURE,Oпштина,Пол,Старост,Value
2013,Број,Лакташи,Ж,25-29,1236
2013,Број,Лопаре,Укупно,25-29,825
2013,Број,Лопаре,M,25-29,426
2013,Број,Лопаре,Ж,25-29,399
2013,Број,Љубиње,Укупно,25-29,203
2013,Број,Љубиње,M,25-29,104
2013,Број,Љубиње,Ж,25-29,99
2013,Број,Милићи,Укупно,25-29,819
2013,Број,Милићи,M,25-29,429
2013,Број,Милићи,Ж,25-29,390
2013,Број,Модрича,Укупно,25-29,1473
2013,Број,Модрича,M,25-29,785
2013,Број,Модрича,Ж,25-29,688
2013,Број,Мркоњић Град,Укупно,25-29,907
2013,Број,Мркоњић Град,M,25-29,475
2013,Број,Мркоњић Град,Ж,25-29,432
2013,Број,Невесиње,Укупно,25-29,707
2013,Број,Невесиње,M,25-29,374
2013,Број,Невесиње,Ж,25-29,333
2013,Број,Нови Град,Укупно,25-29,1513
2013,Број,Нови Град,M,25-29,792
2013,Број,Нови Град,Ж,25-29,721
2013,Број,Ново Горажде,Укупно,25-29,217
2013,Број,Ново Горажде,M,25-29,127
2013,Број,Ново Горажде,Ж,25-29,90
2013,Број,Осмаци,Укупно,25-29,381
2013,Број,Осмаци,M,25-29,207
2013,Број,Осмаци,Ж,25-29,174
2013,Број,Оштра Лука,Укупно,25-29,127
2013,Број,Оштра Лука,M,25-29,70
2013,Број,Оштра Лука,Ж,25-29,57
2013,Број,Пале,Укупно,25-29,1447
2013,Број,Пале,M,25-29,750
2013,Број,Пале,Ж,25-29,697
2013,Број,Пелагићево,Укупно,25-29,175
2013,Број,Пелагићево,M,25-29,86
2013,Број,Пелагићево,Ж,25-29,89
2013,Број,Петровац,Укупно,25-29,16
2013,Број,Петровац,M,25-29,6
2013,Број,Петровац,Ж,25-29,10
2013,Број,Петрово,Укупно,25-29,397
2013,Број,Петрово,M,25-29,220
2013,Број,Петрово,Ж,25-29,177
2013,Број,Град Приједор,Укупно,25-29,5388
2013,Број,Град Приједор,M,25-29,2724
2013,Број,Град Приједор,Ж,25-29,2664
2013,Број,Прњавор,Укупно,25-29,2001
2013,Број,Прњавор,M,25-29,1022
2013,Број,Прњавор,Ж,25-29,979
2013,Број,Рибник,Укупно,25-29,280
2013,Број,Рибник,M,25-29,147
2013,Број,Рибник,Ж,25-29,133
2013,Број,Рогатица,Укупно,25-29,623
2013,Број,Рогатица,M,25-29,313
2013,Број,Рогатица,Ж,25-29,310
2013,Број,Рудо,Укупно,25-29,448
2013,Број,Рудо,M,25-29,258
2013,Број,Рудо,Ж,25-29,190
2013,Број,Соколац,Укупно,25-29,779
2013,Број,Соколац,M,25-29,433
2013,Број,Соколац,Ж,25-29,346
2013,Број,Србац,Укупно,25-29,985
2013,Број,Србац,M,25-29,513
2013,Број,Србац,Ж,25-29,472
2013,Број,Сребреница,Укупно,25-29,891
2013,Број,Сребреница,M,25-29,475
2013,Број,Сребреница,Ж,25-29,416
2013,Број,Теслић,Укупно,25-29,2243
2013,Број,Теслић,M,25-29,1100
2013,Број,Теслић,Ж,25-29,1143
2013,Број,Град Требиње,Укупно,25-29,1778
2013,Број,Град Требиње,M,25-29,907
2013,Број,Град Требиње,Ж,25-29,871
2013,Број,Трново,Укупно,25-29,136
2013,Број,Трново,M,25-29,73
2013,Број,Трново,Ж,25-29,63
2013,Број,Угљевик,Укупно,25-29,1093
2013,Број,Угљевик,M,25-29,558
2013,Број,Угљевик,Ж,25-29,535
2013,Број,Фоча,Укупно,25-29,1190
2013,Број,Фоча,M,25-29,646
2013,Број,Фоча,Ж,25-29,544
2013,Број,Хан Пијесак,Укупно,25-29,196
2013,Број,Хан Пијесак,M,25-29,97
2013,Број,Хан Пијесак,Ж,25-29,99
2013,Број,Чајниче,Укупно,25-29,307
2013,Број,Чајниче,M,25-29,162
2013,Број,Чајниче,Ж,25-29,145
2013,Број,Челинац,Укупно,25-29,1027
2013,Број,Челинац,M,25-29,513
2013,Број,Челинац,Ж,25-29,514
2013,Број,Шамац,Укупно,25-29,944
2013,Број,Шамац,M,25-29,492
2013,Број,Шамац,Ж,25-29,452
2013,Број,Шековићи,Укупно,25-29,356
2013,Број,Шековићи,M,25-29,189
2013,Број,Шековићи,Ж,25-29,167
2013,Број,Шипово,Укупно,25-29,616
2013,Број,Шипово,M,25-29,330
2013,Број,Шипово,Ж,25-29,286
2013,Број,Град Бања Лука,Укупно,30-34,14924
2013,Број,Град Бања Лука,M,30-34,7203
2013,Број,Град Бања Лука,Ж,30-34,7721
2013,Број,Берковићи,Укупно,30-34,102
2013,Број,Берковићи,M,30-34,46
2013,Број,Берковићи,Ж,30-34,56
2013,Број,Град Бијељина,Укупно,30-34,7263
2013,Број,Град Бијељина,M,30-34,3680
2013,Број,Град Бијељина,Ж,30-34,3583
2013,Број,Билећа,Укупно,30-34,621
2013,Број,Билећа,M,30-34,339
2013,Број,Билећа,Ж,30-34,282
2013,Број,Братунац,Укупно,30-34,1515
2013,Број,Братунац,M,30-34,823
2013,Број,Братунац,Ж,30-34,692
2013,Број,Брод,Укупно,30-34,1094
2013,Број,Брод,M,30-34,554
2013,Број,Брод,Ж,30-34,540
2013,Број,Вишеград,Укупно,30-34,629
2013,Број,Вишеград,M,30-34,319
2013,Број,Вишеград,Ж,30-34,310
2013,Број,Власеница,Укупно,30-34,806
2013,Број,Власеница,M,30-34,420
2013,Број,Власеница,Ж,30-34,386
2013,Број,Вукосавље,Укупно,30-34,292
2013,Број,Вукосавље,M,30-34,159
2013,Број,Вукосавље,Ж,30-34,133
2013,Број,Гацко,Укупно,30-34,518
2013,Број,Гацко,M,30-34,301
2013,Број,Гацко,Ж,30-34,217
2013,Број,Град Градишка,Укупно,30-34,3285
2013,Број,Град Градишка,M,30-34,1646
2013,Број,Град Градишка,Ж,30-34,1639
2013,Број,Град Дервента,Укупно,30-34,1587
2013,Број,Град Дервента,M,30-34,814
2013,Број,Град Дервента,Ж,30-34,773
2013,Број,Град Добој,Укупно,30-34,4769
2013,Број,Град Добој,M,30-34,2381
2013,Број,Град Добој,Ж,30-34,2388
2013,Број,Доњи Жабар,Укупно,30-34,173
2013,Број,Доњи Жабар,M,30-34,89
2013,Број,Доњи Жабар,Ж,30-34,84
2013,Број,Град Зворник,Укупно,30-34,4019
2013,Број,Град Зворник,M,30-34,2044
2013,Број,Град Зворник,Ж,30-34,1975
2013,Број,Источна Илиџа,Укупно,30-34,1155
2013,Број,Источна Илиџа,M,30-34,557
2013,Број,Источна Илиџа,Ж,30-34,598
2013,Број,Источни Дрвар,Укупно,30-34,9
2013,Број,Источни Дрвар,M,30-34,6
2013,Број,Источни Дрвар,Ж,30-34,3
2013,Број,Источни Мостар,Укупно,30-34,14
2013,Број,Источни Мостар,M,30-34,8
2013,Број,Источни Мостар,Ж,30-34,6
2013,Број,Источни Стари Град,Укупно,30-34,76
2013,Број,Источни Стари Град,M,30-34,39
2013,Број,Источни Стари Град,Ж,30-34,37
2013,Број,Источно Ново Сарајево,Укупно,30-34,936
2013,Број,Источно Ново Сарајево,M,30-34,466
2013,Број,Источно Ново Сарајево,Ж,30-34,470
2013,Број,Језеро,Укупно,30-34,61
2013,Број,Језеро,M,30-34,36
2013,Број,Језеро,Ж,30-34,25
2013,Број,Калиновик,Укупно,30-34,93
2013,Број,Калиновик,M,30-34,54
2013,Број,Калиновик,Ж,30-34,39
2013,Број,Кнежево,Укупно,30-34,519
2013,Број,Кнежево,M,30-34,270
2013,Број,Кнежево,Ж,30-34,249
2013,Број,Козарска Дубица,Укупно,30-34,1250
2013,Број,Козарска Дубица,M,30-34,674
2013,Број,Козарска Дубица,Ж,30-34,576
2013,Број,Костајница,Укупно,30-34,405
2013,Број,Костајница,M,30-34,216
2013,Број,Костајница,Ж,30-34,189
2013,Број,Котор Варош,Укупно,30-34,1244
2013,Број,Котор Варош,M,30-34,623
2013,Број,Котор Варош,Ж,30-34,621
2013,Број,Крупа на Уни,Укупно,30-34,78
2013,Број,Крупа на Уни,M,30-34,49
2013,Број,Крупа на Уни,Ж,30-34,29
2013,Број,Купрес,Укупно,30-34,6
2013,Број,Купрес,M,30-34,1
2013,Број,Купрес,Ж,30-34,5
2013,Број,Лакташи,Укупно,30-34,2417
2013,Број,Лакташи,M,30-34,1218
2013,Број,Лакташи,Ж,30-34,1199
2013,Број,Лопаре,Укупно,30-34,821
2013,Број,Лопаре,M,30-34,425
2013,Број,Лопаре,Ж,30-34,396
2013,Број,Љубиње,Укупно,30-34,207
2013,Број,Љубиње,M,30-34,113
2013,Број,Љубиње,Ж,30-34,94
2013,Број,Милићи,Укупно,30-34,818
2013,Број,Милићи,M,30-34,457
2013,Број,Милићи,Ж,30-34,361
2013,Број,Модрича,Укупно,30-34,1434
2013,Број,Модрича,M,30-34,707
2013,Број,Модрича,Ж,30-34,727
2013,Број,Мркоњић Град,Укупно,30-34,936
2013,Број,Мркоњић Град,M,30-34,448
2013,Број,Мркоњић Град,Ж,30-34,488
2013,Број,Невесиње,Укупно,30-34,730
2013,Број,Невесиње,M,30-34,387
2013,Број,Невесиње,Ж,30-34,343
2013,Број,Нови Град,Укупно,30-34,1545
2013,Број,Нови Град,M,30-34,807
2013,Број,Нови Град,Ж,30-34,738
2013,Број,Ново Горажде,Укупно,30-34,205
2013,Број,Ново Горажде,M,30-34,101
2013,Број,Ново Горажде,Ж,30-34,104
2013,Број,Осмаци,Укупно,30-34,409
2013,Број,Осмаци,M,30-34,211
2013,Број,Осмаци,Ж,30-34,198
2013,Број,Оштра Лука,Укупно,30-34,134
2013,Број,Оштра Лука,M,30-34,70
2013,Број,Оштра Лука,Ж,30-34,64
2013,Број,Пале,Укупно,30-34,1466
2013,Број,Пале,M,30-34,702
2013,Број,Пале,Ж,30-34,764
2013,Број,Пелагићево,Укупно,30-34,175
2013,Број,Пелагићево,M,30-34,83
2013,Број,Пелагићево,Ж,30-34,92
2013,Број,Петровац,Укупно,30-34,21
2013,Број,Петровац,M,30-34,10
2013,Број,Петровац,Ж,30-34,11
2013,Број,Петрово,Укупно,30-34,342
2013,Број,Петрово,M,30-34,183
2013,Број,Петрово,Ж,30-34,159
2013,Број,Град Приједор,Укупно,30-34,5373
2013,Број,Град Приједор,M,30-34,2721
2013,Број,Град Приједор,Ж,30-34,2652
2013,Број,Прњавор,Укупно,30-34,2136
2013,Број,Прњавор,M,30-34,1056
2013,Број,Прњавор,Ж,30-34,1080
2013,Број,Рибник,Укупно,30-34,277
2013,Број,Рибник,M,30-34,155
2013,Број,Рибник,Ж,30-34,122
2013,Број,Рогатица,Укупно,30-34,657
2013,Број,Рогатица,M,30-34,352
2013,Број,Рогатица,Ж,30-34,305
2013,Број,Рудо,Укупно,30-34,431
2013,Број,Рудо,M,30-34,241
2013,Број,Рудо,Ж,30-34,190
2013,Број,Соколац,Укупно,30-34,779
2013,Број,Соколац,M,30-34,403
2013,Број,Соколац,Ж,30-34,376
2013,Број,Србац,Укупно,30-34,1115
2013,Број,Србац,M,30-34,564
2013,Број,Србац,Ж,30-34,551
2013,Број,Сребреница,Укупно,30-34,894
2013,Број,Сребреница,M,30-34,494
2013,Број,Сребреница,Ж,30-34,400
2013,Број,Теслић,Укупно,30-34,2328
2013,Број,Теслић,M,30-34,1167
2013,Број,Теслић,Ж,30-34,1161
2013,Број,Град Требиње,Укупно,30-34,1909
2013,Број,Град Требиње,M,30-34,950
2013,Број,Град Требиње,Ж,30-34,959
2013,Број,Трново,Укупно,30-34,121
2013,Број,Трново,M,30-34,72
2013,Број,Трново,Ж,30-34,49
2013,Број,Угљевик,Укупно,30-34,869
2013,Број,Угљевик,M,30-34,439
2013,Број,Угљевик,Ж,30-34,430
2013,Број,Фоча,Укупно,30-34,1098
2013,Број,Фоча,M,30-34,621
2013,Број,Фоча,Ж,30-34,477
2013,Број,Хан Пијесак,Укупно,30-34,191
2013,Број,Хан Пијесак,M,30-34,103
2013,Број,Хан Пијесак,Ж,30-34,88
2013,Број,Чајниче,Укупно,30-34,261
2013,Број,Чајниче,M,30-34,148
2013,Број,Чајниче,Ж,30-34,113
2013,Број,Челинац,Укупно,30-34,986
2013,Број,Челинац,M,30-34,522
2013,Број,Челинац,Ж,30-34,464
2013,Број,Шамац,Укупно,30-34,907
2013,Број,Шамац,M,30-34,496
2013,Број,Шамац,Ж,30-34,411
2013,Број,Шековићи,Укупно,30-34,382
2013,Број,Шековићи,M,30-34,204
2013,Број,Шековићи,Ж,30-34,178
2013,Број,Шипово,Укупно,30-34,655
2013,Број,Шипово,M,30-34,362
2013,Број,Шипово,Ж,30-34,293
2013,Број,Град Бања Лука,Укупно,35-39,14426
2013,Број,Град Бања Лука,M,35-39,7198
2013,Број,Град Бања Лука,Ж,35-39,7228
2013,Број,Берковићи,Укупно,35-39,128
2013,Број,Берковићи,M,35-39,64
2013,Број,Берковићи,Ж,35-39,64
2013,Број,Град Бијељина,Укупно,35-39,7162
2013,Број,Град Бијељина,M,35-39,3578
2013,Број,Град Бијељина,Ж,35-39,3584
2013,Број,Билећа,Укупно,35-39,633
2013,Број,Билећа,M,35-39,352
2013,Број,Билећа,Ж,35-39,281
2013,Број,Братунац,Укупно,35-39,1360
2013,Број,Братунац,M,35-39,738
2013,Број,Братунац,Ж,35-39,622
2013,Број,Брод,Укупно,35-39,1083
2013,Број,Брод,M,35-39,542
2013,Број,Брод,Ж,35-39,541
2013,Број,Вишеград,Укупно,35-39,586
2013,Број,Вишеград,M,35-39,309
2013,Број,Вишеград,Ж,35-39,277
2013,Број,Власеница,Укупно,35-39,792
2013,Број,Власеница,M,35-39,426
2013,Број,Власеница,Ж,35-39,366
2013,Број,Вукосавље,Укупно,35-39,302
2013,Број,Вукосавље,M,35-39,152
2013,Број,Вукосавље,Ж,35-39,150
2013,Број,Гацко,Укупно,35-39,501
2013,Број,Гацко,M,35-39,268
2013,Број,Гацко,Ж,35-39,233
2013,Број,Град Градишка,Укупно,35-39,3258
2013,Број,Град Градишка,M,35-39,1675
2013,Број,Град Градишка,Ж,35-39,1583
2013,Број,Град Дервента,Укупно,35-39,1781
2013,Број,Град Дервента,M,35-39,902
2013,Број,Град Дервента,Ж,35-39,879
2013,Број,Град Добој,Укупно,35-39,4763
2013,Број,Град Добој,M,35-39,2480
2013,Број,Град Добој,Ж,35-39,2283
2013,Број,Доњи Жабар,Укупно,35-39,238
2013,Број,Доњи Жабар,M,35-39,126
2013,Број,Доњи Жабар,Ж,35-39,112
2013,Број,Град Зворник,Укупно,35-39,3984
2013,Број,Град Зворник,M,35-39,1999
2013,Број,Град Зворник,Ж,35-39,1985
2013,Број,Источна Илиџа,Укупно,35-39,996
2013,Број,Источна Илиџа,M,35-39,519
2013,Број,Источна Илиџа,Ж,35-39,477
2013,Број,Источни Дрвар,Укупно,35-39,1
2013,Број,Источни Дрвар,M,35-39,1
2013,Број,Источни Дрвар,Ж,35-39,0
2013,Број,Источни Мостар,Укупно,35-39,17
2013,Број,Источни Мостар,M,35-39,12
2013,Број,Источни Мостар,Ж,35-39,5
2013,Број,Источни Стари Град,Укупно,35-39,53
2013,Број,Источни Стари Град,M,35-39,34
2013,Број,Источни Стари Град,Ж,35-39,19
2013,Број,Источно Ново Сарајево,Укупно,35-39,750
2013,Број,Источно Ново Сарајево,M,35-39,376
2013,Број,Источно Ново Сарајево,Ж,35-39,374
2013,Број,Језеро,Укупно,35-39,62
2013,Број,Језеро,M,35-39,31
2013,Број,Језеро,Ж,35-39,31
2013,Број,Калиновик,Укупно,35-39,92
2013,Број,Калиновик,M,35-39,59
2013,Број,Калиновик,Ж,35-39,33
2013,Број,Кнежево,Укупно,35-39,595
2013,Број,Кнежево,M,35-39,324
2013,Број,Кнежево,Ж,35-39,271
2013,Број,Козарска Дубица,Укупно,35-39,1207
2013,Број,Козарска Дубица,M,35-39,625
2013,Број,Козарска Дубица,Ж,35-39,582
2013,Број,Костајница,Укупно,35-39,384
2013,Број,Костајница,M,35-39,189
2013,Број,Костајница,Ж,35-39,195
2013,Број,Котор Варош,Укупно,35-39,1290
2013,Број,Котор Варош,M,35-39,642
2013,Број,Котор Варош,Ж,35-39,648
2013,Број,Крупа на Уни,Укупно,35-39,88
2013,Број,Крупа на Уни,M,35-39,52
2013,Број,Крупа на Уни,Ж,35-39,36
2013,Број,Купрес,Укупно,35-39,16
2013,Број,Купрес,M,35-39,10
2013,Број,Купрес,Ж,35-39,6
2013,Број,Лакташи,Укупно,35-39,2470
2013,Број,Лакташи,M,35-39,1283
2013,Број,Лакташи,Ж,35-39,1187
2013,Број,Лопаре,Укупно,35-39,857
2013,Број,Лопаре,M,35-39,434
2013,Број,Лопаре,Ж,35-39,423
2013,Број,Љубиње,Укупно,35-39,174
2013,Број,Љубиње,M,35-39,89
2013,Број,Љубиње,Ж,35-39,85
2013,Број,Милићи,Укупно,35-39,825
2013,Број,Милићи,M,35-39,443
2013,Број,Милићи,Ж,35-39,382
2013,Број,Модрича,Укупно,35-39,1559
2013,Број,Модрича,M,35-39,760
2013,Број,Модрича,Ж,35-39,799
2013,Број,Мркоњић Град,Укупно,35-39,1012
2013,Број,Мркоњић Град,M,35-39,524
2013,Број,Мркоњић Град,Ж,35-39,488
2013,Број,Невесиње,Укупно,35-39,861
2013,Број,Невесиње,M,35-39,499
2013,Број,Невесиње,Ж,35-39,362
2013,Број,Нови Град,Укупно,35-39,1580
2013,Број,Нови Град,M,35-39,819
2013,Број,Нови Град,Ж,35-39,761
2013,Број,Ново Горажде,Укупно,35-39,173
2013,Број,Ново Горажде,M,35-39,105
2013,Број,Ново Горажде,Ж,35-39,68
2013,Број,Осмаци,Укупно,35-39,397
2013,Број,Осмаци,M,35-39,213
2013,Број,Осмаци,Ж,35-39,184
2013,Број,Оштра Лука,Укупно,35-39,197
2013,Број,Оштра Лука,M,35-39,102
2013,Број,Оштра Лука,Ж,35-39,95
2013,Број,Пале,Укупно,35-39,1294
2013,Број,Пале,M,35-39,682
2013,Број,Пале,Ж,35-39,612
2013,Број,Пелагићево,Укупно,35-39,253
2013,Број,Пелагићево,M,35-39,120
2013,Број,Пелагићево,Ж,35-39,133
2013,Број,Петровац,Укупно,35-39,33
2013,Број,Петровац,M,35-39,20
2013,Број,Петровац,Ж,35-39,13
2013,Број,Петрово,Укупно,35-39,296
2013,Број,Петрово,M,35-39,151
2013,Број,Петрово,Ж,35-39,145
2013,Број,Град Приједор,Укупно,35-39,5634
2013,Број,Град Приједор,M,35-39,2900
2013,Број,Град Приједор,Ж,35-39,2734
2013,Број,Прњавор,Укупно,35-39,2404
2013,Број,Прњавор,M,35-39,1201
2013,Број,Прњавор,Ж,35-39,1203
2013,Број,Рибник,Укупно,35-39,350
2013,Број,Рибник,M,35-39,182
2013,Број,Рибник,Ж,35-39,168
2013,Број,Рогатица,Укупно,35-39,651
2013,Број,Рогатица,M,35-39,342
2013,Број,Рогатица,Ж,35-39,309
2013,Број,Рудо,Укупно,35-39,440
2013,Број,Рудо,M,35-39,231
2013,Број,Рудо,Ж,35-39,209
2013,Број,Соколац,Укупно,35-39,689
2013,Број,Соколац,M,35-39,361
2013,Број,Соколац,Ж,35-39,328
2013,Број,Србац,Укупно,35-39,1130
2013,Број,Србац,M,35-39,581
2013,Број,Србац,Ж,35-39,549
2013,Број,Сребреница,Укупно,35-39,941
2013,Број,Сребреница,M,35-39,485
2013,Број,Сребреница,Ж,35-39,456
2013,Број,Теслић,Укупно,35-39,2464
2013,Број,Теслић,M,35-39,1228
2013,Број,Теслић,Ж,35-39,1236
2013,Број,Град Требиње,Укупно,35-39,1864
2013,Број,Град Требиње,M,35-39,1000
2013,Број,Град Требиње,Ж,35-39,864
2013,Број,Трново,Укупно,35-39,87
2013,Број,Трново,M,35-39,44
2013,Број,Трново,Ж,35-39,43
2013,Број,Угљевик,Укупно,35-39,916
2013,Број,Угљевик,M,35-39,467
2013,Број,Угљевик,Ж,35-39,449
2013,Број,Фоча,Укупно,35-39,1053
2013,Број,Фоча,M,35-39,587
2013,Број,Фоча,Ж,35-39,466
2013,Број,Хан Пијесак,Укупно,35-39,192
2013,Број,Хан Пијесак,M,35-39,96
2013,Број,Хан Пијесак,Ж,35-39,96
2013,Број,Чајниче,Укупно,35-39,245
2013,Број,Чајниче,M,35-39,130
2013,Број,Чајниче,Ж,35-39,115
2013,Број,Челинац,Укупно,35-39,940
2013,Број,Челинац,M,35-39,447
2013,Број,Челинац,Ж,35-39,493
2013,Број,Шамац,Укупно,35-39,1054
2013,Број,Шамац,M,35-39,521
2013,Број,Шамац,Ж,35-39,533
2013,Број,Шековићи,Укупно,35-39,390
2013,Број,Шековићи,M,35-39,206
2013,Број,Шековићи,Ж,35-39,184
2013,Број,Шипово,Укупно,35-39,615
2013,Број,Шипово,M,35-39,328
2013,Број,Шипово,Ж,35-39,287
2013,Број,Град Бања Лука,Укупно,40-44,12136
2013,Број,Град Бања Лука,M,40-44,6117
2013,Број,Град Бања Лука,Ж,40-44,6019
2013,Број,Берковићи,Укупно,40-44,149
2013,Број,Берковићи,M,40-44,96
2013,Број,Берковићи,Ж,40-44,53
2013,Број,Град Бијељина,Укупно,40-44,6769
2013,Број,Град Бијељина,M,40-44,3364
2013,Број,Град Бијељина,Ж,40-44,3405
2013,Број,Билећа,Укупно,40-44,668
2013,Број,Билећа,M,40-44,348
2013,Број,Билећа,Ж,40-44,320
2013,Број,Братунац,Укупно,40-44,1300
2013,Број,Братунац,M,40-44,646
2013,Број,Братунац,Ж,40-44,654
2013,Број,Брод,Укупно,40-44,1065
2013,Број,Брод,M,40-44,546
2013,Број,Брод,Ж,40-44,519
2013,Број,Вишеград,Укупно,40-44,593
2013,Број,Вишеград,M,40-44,300
2013,Број,Вишеград,Ж,40-44,293
2013,Број,Власеница,Укупно,40-44,744
2013,Број,Власеница,M,40-44,395
2013,Број,Власеница,Ж,40-44,349
2013,Број,Вукосавље,Укупно,40-44,301
2013,Број,Вукосавље,M,40-44,165
2013,Број,Вукосавље,Ж,40-44,136
2013,Број,Гацко,Укупно,40-44,537
2013,Број,Гацко,M,40-44,273
2013,Број,Гацко,Ж,40-44,264
2013,Број,Град Градишка,Укупно,40-44,3149
2013,Број,Град Градишка,M,40-44,1589
2013,Број,Град Градишка,Ж,40-44,1560
2013,Број,Град Дервента,Укупно,40-44,1721
2013,Број,Град Дервента,M,40-44,877
2013,Број,Град Дервента,Ж,40-44,844
2013,Број,Град Добој,Укупно,40-44,4170
2013,Број,Град Добој,M,40-44,2121
2013,Број,Град Добој,Ж,40-44,2049
2013,Број,Доњи Жабар,Укупно,40-44,262
2013,Број,Доњи Жабар,M,40-44,148
2013,Број,Доњи Жабар,Ж,40-44,114
2013,Број,Град Зворник,Укупно,40-44,3593
2013,Број,Град Зворник,M,40-44,1879
2013,Број,Град Зворник,Ж,40-44,1714
2013,Број,Источна Илиџа,Укупно,40-44,869
2013,Број,Источна Илиџа,M,40-44,460
2013,Број,Источна Илиџа,Ж,40-44,409
2013,Број,Источни Дрвар,Укупно,40-44,4
2013,Број,Источни Дрвар,M,40-44,4
2013,Број,Источни Дрвар,Ж,40-44,0
2013,Број,Источни Мостар,Укупно,40-44,25
2013,Број,Источни Мостар,M,40-44,18
2013,Број,Источни Мостар,Ж,40-44,7
2013,Број,Источни Стари Град,Укупно,40-44,46
2013,Број,Источни Стари Град,M,40-44,22
2013,Број,Источни Стари Град,Ж,40-44,24
2013,Број,Источно Ново Сарајево,Укупно,40-44,637
2013,Број,Источно Ново Сарајево,M,40-44,347
2013,Број,Источно Ново Сарајево,Ж,40-44,290
2013,Број,Језеро,Укупно,40-44,71
2013,Број,Језеро,M,40-44,40
2013,Број,Језеро,Ж,40-44,31
2013,Број,Калиновик,Укупно,40-44,88
2013,Број,Калиновик,M,40-44,48
2013,Број,Калиновик,Ж,40-44,40
2013,Број,Кнежево,Укупно,40-44,648
2013,Број,Кнежево,M,40-44,350
2013,Број,Кнежево,Ж,40-44,298
2013,Број,Козарска Дубица,Укупно,40-44,1219
2013,Број,Козарска Дубица,M,40-44,629
2013,Број,Козарска Дубица,Ж,40-44,590
2013,Број,Костајница,Укупно,40-44,390
2013,Број,Костајница,M,40-44,181
2013,Број,Костајница,Ж,40-44,209
2013,Број,Котор Варош,Укупно,40-44,1334
2013,Број,Котор Варош,M,40-44,641
2013,Број,Котор Варош,Ж,40-44,693
2013,Број,Крупа на Уни,Укупно,40-44,110
2013,Број,Крупа на Уни,M,40-44,70
2013,Број,Крупа на Уни,Ж,40-44,40
2013,Број,Купрес,Укупно,40-44,17
2013,Број,Купрес,M,40-44,8
2013,Број,Купрес,Ж,40-44,9
2013,Број,Лакташи,Укупно,40-44,2315
2013,Број,Лакташи,M,40-44,1193
2013,Број,Лакташи,Ж,40-44,1122
2013,Број,Лопаре,Укупно,40-44,958
2013,Број,Лопаре,M,40-44,493
2013,Број,Лопаре,Ж,40-44,465
2013,Број,Љубиње,Укупно,40-44,222
2013,Број,Љубиње,M,40-44,130
2013,Број,Љубиње,Ж,40-44,92
2013,Број,Милићи,Укупно,40-44,705
2013,Број,Милићи,M,40-44,394
2013,Број,Милићи,Ж,40-44,311
2013,Број,Модрича,Укупно,40-44,1614
2013,Број,Модрича,M,40-44,826
2013,Број,Модрича,Ж,40-44,788
2013,Број,Мркоњић Град,Укупно,40-44,966
2013,Број,Мркоњић Град,M,40-44,495
2013,Број,Мркоњић Град,Ж,40-44,471
2013,Број,Невесиње,Укупно,40-44,829
2013,Број,Невесиње,M,40-44,442
2013,Број,Невесиње,Ж,40-44,387
2013,Број,Нови Град,Укупно,40-44,1760
2013,Број,Нови Град,M,40-44,917
2013,Број,Нови Град,Ж,40-44,843
2013,Број,Ново Горажде,Укупно,40-44,166
2013,Број,Ново Горажде,M,40-44,91
2013,Број,Ново Горажде,Ж,40-44,75
2013,Број,Осмаци,Укупно,40-44,365
2013,Број,Осмаци,M,40-44,189
2013,Број,Осмаци,Ж,40-44,176
2013,Број,Оштра Лука,Укупно,40-44,177
2013,Број,Оштра Лука,M,40-44,104
2013,Број,Оштра Лука,Ж,40-44,73
2013,Број,Пале,Укупно,40-44,1083
2013,Број,Пале,M,40-44,518
2013,Број,Пале,Ж,40-44,565
2013,Број,Пелагићево,Укупно,40-44,296
2013,Број,Пелагићево,M,40-44,173
2013,Број,Пелагићево,Ж,40-44,123
2013,Број,Петровац,Укупно,40-44,20
2013,Број,Петровац,M,40-44,10
2013,Број,Петровац,Ж,40-44,10
2013,Број,Петрово,Укупно,40-44,339
2013,Број,Петрово,M,40-44,161
2013,Број,Петрово,Ж,40-44,178
2013,Број,Град Приједор,Укупно,40-44,5405
2013,Број,Град Приједор,M,40-44,2702
2013,Број,Град Приједор,Ж,40-44,2703
2013,Број,Прњавор,Укупно,40-44,2212
2013,Број,Прњавор,M,40-44,1127
2013,Број,Прњавор,Ж,40-44,1085
2013,Број,Рибник,Укупно,40-44,384
2013,Број,Рибник,M,40-44,224
2013,Број,Рибник,Ж,40-44,160
2013,Број,Рогатица,Укупно,40-44,548
2013,Број,Рогатица,M,40-44,295
2013,Број,Рогатица,Ж,40-44,253
2013,Број,Рудо,Укупно,40-44,486
2013,Број,Рудо,M,40-44,258
2013,Број,Рудо,Ж,40-44,228
2013,Број,Соколац,Укупно,40-44,587
2013,Број,Соколац,M,40-44,297
2013,Број,Соколац,Ж,40-44,290
2013,Број,Србац,Укупно,40-44,1050
2013,Број,Србац,M,40-44,541
2013,Број,Србац,Ж,40-44,509
2013,Број,Сребреница,Укупно,40-44,925
2013,Број,Сребреница,M,40-44,467
2013,Број,Сребреница,Ж,40-44,458
2013,Број,Теслић,Укупно,40-44,2404
2013,Број,Теслић,M,40-44,1181
2013,Број,Теслић,Ж,40-44,1223
2013,Број,Град Требиње,Укупно,40-44,1703
