Year,UNIT_MEASURE,Administrativna oblast,Spol,Religija,Value
2013,Broj,Istočno Novo Sarajevo,M,muslim,52
2013,Broj,Istočno Novo Sarajevo,Ž,muslim,69
2013,Broj,Jezero,Oba spola,muslim,250
2013,Broj,Jezero,M,muslim,117
2013,Broj,Jezero,Ž,muslim,133
2013,Broj,Kalinovik,Oba spola,muslim,42
2013,Broj,Kalinovik,M,muslim,19
2013,Broj,Kalinovik,Ž,muslim,23
2013,Broj,Kneževo,Oba spola,muslim,403
2013,Broj,Kneževo,M,muslim,182
2013,Broj,Kneževo,Ž,muslim,221
2013,Broj,Kozarska Dubica,Oba spola,muslim,1902
2013,Broj,Kozarska Dubica,M,muslim,915
2013,Broj,Kozarska Dubica,Ž,muslim,987
2013,Broj,Kostajnica,Oba spola,muslim,1271
2013,Broj,Kostajnica,M,muslim,623
2013,Broj,Kostajnica,Ž,muslim,648
2013,Broj,Kotor Varoš,Oba spola,muslim,4498
2013,Broj,Kotor Varoš,M,muslim,2159
2013,Broj,Kotor Varoš,Ž,muslim,2339
2013,Broj,Krupa Na Uni,Oba spola,muslim,3
2013,Broj,Krupa Na Uni,M,muslim,1
2013,Broj,Krupa Na Uni,Ž,muslim,2
2013,Broj,Kupres,Oba spola,muslim,0
2013,Broj,Kupres,M,muslim,0
2013,Broj,Kupres,Ž,muslim,0
2013,Broj,Laktaši,Oba spola,muslim,110
2013,Broj,Laktaši,M,muslim,49
2013,Broj,Laktaši,Ž,muslim,61
2013,Broj,Lopare,Oba spola,muslim,1315
2013,Broj,Lopare,M,muslim,648
2013,Broj,Lopare,Ž,muslim,667
2013,Broj,Ljubinje,Oba spola,muslim,12
2013,Broj,Ljubinje,M,muslim,6
2013,Broj,Ljubinje,Ž,muslim,6
2013,Broj,Milići,Oba spola,muslim,3538
2013,Broj,Milići,M,muslim,1750
2013,Broj,Milići,Ž,muslim,1788
2013,Broj,Modriča,Oba spola,muslim,3032
2013,Broj,Modriča,M,muslim,1445
2013,Broj,Modriča,Ž,muslim,1587
2013,Broj,Mrkonjić Grad,Oba spola,muslim,351
2013,Broj,Mrkonjić Grad,M,muslim,170
2013,Broj,Mrkonjić Grad,Ž,muslim,181
2013,Broj,Nevesinje,Oba spola,muslim,508
2013,Broj,Nevesinje,M,muslim,260
2013,Broj,Nevesinje,Ž,muslim,248
2013,Broj,Novi Grad,Oba spola,muslim,5261
2013,Broj,Novi Grad,M,muslim,2635
2013,Broj,Novi Grad,Ž,muslim,2626
2013,Broj,Novo Goražde,Oba spola,muslim,1319
2013,Broj,Novo Goražde,M,muslim,662
2013,Broj,Novo Goražde,Ž,muslim,657
2013,Broj,Osmaci,Oba spola,muslim,2647
2013,Broj,Osmaci,M,muslim,1303
2013,Broj,Osmaci,Ž,muslim,1344
2013,Broj,Oštra Luka,Oba spola,muslim,26
2013,Broj,Oštra Luka,M,muslim,8
2013,Broj,Oštra Luka,Ž,muslim,18
2013,Broj,Pale,Oba spola,muslim,160
2013,Broj,Pale,M,muslim,83
2013,Broj,Pale,Ž,muslim,77
2013,Broj,Pelagićevo,Oba spola,muslim,13
2013,Broj,Pelagićevo,M,muslim,3
2013,Broj,Pelagićevo,Ž,muslim,10
2013,Broj,Petrovac,Oba spola,muslim,0
2013,Broj,Petrovac,M,muslim,0
2013,Broj,Petrovac,Ž,muslim,0
2013,Broj,Petrovo,Oba spola,muslim,7
2013,Broj,Petrovo,M,muslim,2
2013,Broj,Petrovo,Ž,muslim,5
2013,Broj,Grad Prijedor,Oba spola,muslim,22271
2013,Broj,Grad Prijedor,M,muslim,10662
2013,Broj,Grad Prijedor,Ž,muslim,11609
2013,Broj,Prnjavor,Oba spola,muslim,2776
2013,Broj,Prnjavor,M,muslim,1337
2013,Broj,Prnjavor,Ž,muslim,1439
2013,Broj,Ribnik,Oba spola,muslim,0
2013,Broj,Ribnik,M,muslim,0
2013,Broj,Ribnik,Ž,muslim,0
2013,Broj,Rogatica,Oba spola,muslim,1006
2013,Broj,Rogatica,M,muslim,517
2013,Broj,Rogatica,Ž,muslim,489
2013,Broj,Rudo,Oba spola,muslim,588
2013,Broj,Rudo,M,muslim,306
2013,Broj,Rudo,Ž,muslim,282
2013,Broj,Sokolac,Oba spola,muslim,620
2013,Broj,Sokolac,M,muslim,325
2013,Broj,Sokolac,Ž,muslim,295
2013,Broj,Srbac,Oba spola,muslim,399
2013,Broj,Srbac,M,muslim,184
2013,Broj,Srbac,Ž,muslim,215
2013,Broj,Srebrenica,Oba spola,muslim,6134
2013,Broj,Srebrenica,M,muslim,2916
2013,Broj,Srebrenica,Ž,muslim,3218
2013,Broj,Teslić,Oba spola,muslim,6932
2013,Broj,Teslić,M,muslim,3410
2013,Broj,Teslić,Ž,muslim,3522
2013,Broj,Grad Trebinje,Oba spola,muslim,848
2013,Broj,Grad Trebinje,M,muslim,415
2013,Broj,Grad Trebinje,Ž,muslim,433
2013,Broj,Trnovo,Oba spola,muslim,802
2013,Broj,Trnovo,M,muslim,395
2013,Broj,Trnovo,Ž,muslim,407
2013,Broj,Ugljevik,Oba spola,muslim,2002
2013,Broj,Ugljevik,M,muslim,977
2013,Broj,Ugljevik,Ž,muslim,1025
2013,Broj,Foča,Oba spola,muslim,1173
2013,Broj,Foča,M,muslim,630
2013,Broj,Foča,Ž,muslim,543
2013,Broj,Han Pijesak,Oba spola,muslim,435
2013,Broj,Han Pijesak,M,muslim,212
2013,Broj,Han Pijesak,Ž,muslim,223
2013,Broj,Čajniče,Oba spola,muslim,836
2013,Broj,Čajniče,M,muslim,440
2013,Broj,Čajniče,Ž,muslim,396
2013,Broj,Čelinac,Oba spola,muslim,406
2013,Broj,Čelinac,M,muslim,203
2013,Broj,Čelinac,Ž,muslim,203
2013,Broj,Šamac,Oba spola,muslim,976
2013,Broj,Šamac,M,muslim,471
2013,Broj,Šamac,Ž,muslim,505
2013,Broj,Šekovići,Oba spola,muslim,107
2013,Broj,Šekovići,M,muslim,54
2013,Broj,Šekovići,Ž,muslim,53
2013,Broj,Šipovo,Oba spola,muslim,583
2013,Broj,Šipovo,M,muslim,295
2013,Broj,Šipovo,Ž,muslim,288
2013,Broj,Republika Srpska,Oba spola,catholic,25763
2013,Broj,Republika Srpska,M,catholic,10431
2013,Broj,Republika Srpska,Ž,catholic,15332
2013,Broj,Grad Banja Luka,Oba spola,catholic,4637
2013,Broj,Grad Banja Luka,M,catholic,1585
2013,Broj,Grad Banja Luka,Ž,catholic,3052
2013,Broj,Berkovići,Oba spola,catholic,6
2013,Broj,Berkovići,M,catholic,1
2013,Broj,Berkovići,Ž,catholic,5
2013,Broj,Grad Bijeljina,Oba spola,catholic,508
2013,Broj,Grad Bijeljina,M,catholic,103
2013,Broj,Grad Bijeljina,Ž,catholic,405
2013,Broj,Bileća,Oba spola,catholic,18
2013,Broj,Bileća,M,catholic,2
2013,Broj,Bileća,Ž,catholic,16
2013,Broj,Bratunac,Oba spola,catholic,26
2013,Broj,Bratunac,M,catholic,3
2013,Broj,Bratunac,Ž,catholic,23
2013,Broj,Brod,Oba spola,catholic,2925
2013,Broj,Brod,M,catholic,1360
2013,Broj,Brod,Ž,catholic,1565
2013,Broj,Višegrad,Oba spola,catholic,33
2013,Broj,Višegrad,M,catholic,6
2013,Broj,Višegrad,Ž,catholic,27
2013,Broj,Vlasenica,Oba spola,catholic,22
2013,Broj,Vlasenica,M,catholic,4
2013,Broj,Vlasenica,Ž,catholic,18
2013,Broj,Vukosavlje,Oba spola,catholic,680
2013,Broj,Vukosavlje,M,catholic,325
2013,Broj,Vukosavlje,Ž,catholic,355
2013,Broj,Gacko,Oba spola,catholic,10
2013,Broj,Gacko,M,catholic,4
2013,Broj,Gacko,Ž,catholic,6
2013,Broj,Grad Gradiška,Oba spola,catholic,865
2013,Broj,Grad Gradiška,M,catholic,303
2013,Broj,Grad Gradiška,Ž,catholic,562
2013,Broj,Grad Derventa,Oba spola,catholic,2109
2013,Broj,Grad Derventa,M,catholic,999
2013,Broj,Grad Derventa,Ž,catholic,1110
2013,Broj,Grad Doboj,Oba spola,catholic,1448
2013,Broj,Grad Doboj,M,catholic,532
2013,Broj,Grad Doboj,Ž,catholic,916
2013,Broj,Donji Žabar,Oba spola,catholic,977
2013,Broj,Donji Žabar,M,catholic,490
2013,Broj,Donji Žabar,Ž,catholic,487
2013,Broj,Grad Zvornik,Oba spola,catholic,83
2013,Broj,Grad Zvornik,M,catholic,6
2013,Broj,Grad Zvornik,Ž,catholic,77
2013,Broj,Istočna Ilidža,Oba spola,catholic,142
2013,Broj,Istočna Ilidža,M,catholic,36
2013,Broj,Istočna Ilidža,Ž,catholic,106
2013,Broj,Istočni Drvar,Oba spola,catholic,1
2013,Broj,Istočni Drvar,M,catholic,0
2013,Broj,Istočni Drvar,Ž,catholic,1
2013,Broj,Istočni Mostar,Oba spola,catholic,11
2013,Broj,Istočni Mostar,M,catholic,8
2013,Broj,Istočni Mostar,Ž,catholic,3
2013,Broj,Istočni Stari Grad,Oba spola,catholic,5
2013,Broj,Istočni Stari Grad,M,catholic,0
2013,Broj,Istočni Stari Grad,Ž,catholic,5
2013,Broj,Istočno Novo Sarajevo,Oba spola,catholic,101
2013,Broj,Istočno Novo Sarajevo,M,catholic,28
2013,Broj,Istočno Novo Sarajevo,Ž,catholic,73
2013,Broj,Jezero,Oba spola,catholic,4
2013,Broj,Jezero,M,catholic,2
2013,Broj,Jezero,Ž,catholic,2
2013,Broj,Kalinovik,Oba spola,catholic,5
2013,Broj,Kalinovik,M,catholic,2
2013,Broj,Kalinovik,Ž,catholic,3
2013,Broj,Kneževo,Oba spola,catholic,17
2013,Broj,Kneževo,M,catholic,4
2013,Broj,Kneževo,Ž,catholic,13
2013,Broj,Kozarska Dubica,Oba spola,catholic,250
2013,Broj,Kozarska Dubica,M,catholic,72
2013,Broj,Kozarska Dubica,Ž,catholic,178
2013,Broj,Kostajnica,Oba spola,catholic,84
2013,Broj,Kostajnica,M,catholic,26
2013,Broj,Kostajnica,Ž,catholic,58
2013,Broj,Kotor Varoš,Oba spola,catholic,788
2013,Broj,Kotor Varoš,M,catholic,365
2013,Broj,Kotor Varoš,Ž,catholic,423
2013,Broj,Krupa Na Uni,Oba spola,catholic,2
2013,Broj,Krupa Na Uni,M,catholic,0
2013,Broj,Krupa Na Uni,Ž,catholic,2
2013,Broj,Kupres,Oba spola,catholic,0
2013,Broj,Kupres,M,catholic,0
2013,Broj,Kupres,Ž,catholic,0
2013,Broj,Laktaši,Oba spola,catholic,497
2013,Broj,Laktaši,M,catholic,166
2013,Broj,Laktaši,Ž,catholic,331
2013,Broj,Lopare,Oba spola,catholic,40
2013,Broj,Lopare,M,catholic,5
2013,Broj,Lopare,Ž,catholic,35
2013,Broj,Ljubinje,Oba spola,catholic,5
2013,Broj,Ljubinje,M,catholic,1
2013,Broj,Ljubinje,Ž,catholic,4
2013,Broj,Milići,Oba spola,catholic,17
2013,Broj,Milići,M,catholic,5
2013,Broj,Milići,Ž,catholic,12
2013,Broj,Modriča,Oba spola,catholic,1365
2013,Broj,Modriča,M,catholic,651
2013,Broj,Modriča,Ž,catholic,714
2013,Broj,Mrkonjić Grad,Oba spola,catholic,146
2013,Broj,Mrkonjić Grad,M,catholic,56
2013,Broj,Mrkonjić Grad,Ž,catholic,90
2013,Broj,Nevesinje,Oba spola,catholic,21
2013,Broj,Nevesinje,M,catholic,5
2013,Broj,Nevesinje,Ž,catholic,16
2013,Broj,Novi Grad,Oba spola,catholic,152
2013,Broj,Novi Grad,M,catholic,47
2013,Broj,Novi Grad,Ž,catholic,105
2013,Broj,Novo Goražde,Oba spola,catholic,2
2013,Broj,Novo Goražde,M,catholic,1
2013,Broj,Novo Goražde,Ž,catholic,1
2013,Broj,Osmaci,Oba spola,catholic,4
2013,Broj,Osmaci,M,catholic,0
2013,Broj,Osmaci,Ž,catholic,4
2013,Broj,Oštra Luka,Oba spola,catholic,131
2013,Broj,Oštra Luka,M,catholic,62
2013,Broj,Oštra Luka,Ž,catholic,69
2013,Broj,Pale,Oba spola,catholic,116
2013,Broj,Pale,M,catholic,30
2013,Broj,Pale,Ž,catholic,86
2013,Broj,Pelagićevo,Oba spola,catholic,1180
2013,Broj,Pelagićevo,M,catholic,578
2013,Broj,Pelagićevo,Ž,catholic,602
2013,Broj,Petrovac,Oba spola,catholic,0
2013,Broj,Petrovac,M,catholic,0
2013,Broj,Petrovac,Ž,catholic,0
2013,Broj,Petrovo,Oba spola,catholic,35
2013,Broj,Petrovo,M,catholic,10
2013,Broj,Petrovo,Ž,catholic,25
2013,Broj,Grad Prijedor,Oba spola,catholic,1544
2013,Broj,Grad Prijedor,M,catholic,587
2013,Broj,Grad Prijedor,Ž,catholic,957
2013,Broj,Prnjavor,Oba spola,catholic,645
2013,Broj,Prnjavor,M,catholic,255
2013,Broj,Prnjavor,Ž,catholic,390
2013,Broj,Ribnik,Oba spola,catholic,7
2013,Broj,Ribnik,M,catholic,1
2013,Broj,Ribnik,Ž,catholic,6
2013,Broj,Rogatica,Oba spola,catholic,16
2013,Broj,Rogatica,M,catholic,1
2013,Broj,Rogatica,Ž,catholic,15
2013,Broj,Rudo,Oba spola,catholic,3
2013,Broj,Rudo,M,catholic,1
2013,Broj,Rudo,Ž,catholic,2
2013,Broj,Sokolac,Oba spola,catholic,23
2013,Broj,Sokolac,M,catholic,3
2013,Broj,Sokolac,Ž,catholic,20
2013,Broj,Srbac,Oba spola,catholic,153
2013,Broj,Srbac,M,catholic,37
2013,Broj,Srbac,Ž,catholic,116
2013,Broj,Srebrenica,Oba spola,catholic,17
2013,Broj,Srebrenica,M,catholic,7
2013,Broj,Srebrenica,Ž,catholic,10
2013,Broj,Teslić,Oba spola,catholic,1292
2013,Broj,Teslić,M,catholic,552
2013,Broj,Teslić,Ž,catholic,740
2013,Broj,Grad Trebinje,Oba spola,catholic,293
2013,Broj,Grad Trebinje,M,catholic,90
2013,Broj,Grad Trebinje,Ž,catholic,203
2013,Broj,Trnovo,Oba spola,catholic,15
2013,Broj,Trnovo,M,catholic,2
2013,Broj,Trnovo,Ž,catholic,13
2013,Broj,Ugljevik,Oba spola,catholic,39
2013,Broj,Ugljevik,M,catholic,7
2013,Broj,Ugljevik,Ž,catholic,32
2013,Broj,Foča,Oba spola,catholic,64
2013,Broj,Foča,M,catholic,20
2013,Broj,Foča,Ž,catholic,44
2013,Broj,Han Pijesak,Oba spola,catholic,5
2013,Broj,Han Pijesak,M,catholic,0
