Year,UNIT_MEASURE,Administrative area,Sex,Mother tongue,Value
2013,Number,Petrovo,F,Total,3274
2013,Number,City of Prijedor,Both sexes,Total,80916
2013,Number,City of Prijedor,M,Total,39418
2013,Number,City of Prijedor,F,Total,41498
2013,Number,Prnjavor,Both sexes,Total,34357
2013,Number,Prnjavor,M,Total,16675
2013,Number,Prnjavor,F,Total,17682
2013,Number,Ribnik,Both sexes,Total,5851
2013,Number,Ribnik,M,Total,2900
2013,Number,Ribnik,F,Total,2951
2013,Number,Rogatica,Both sexes,Total,10302
2013,Number,Rogatica,M,Total,5053
2013,Number,Rogatica,F,Total,5249
2013,Number,Rudo,Both sexes,Total,7578
2013,Number,Rudo,M,Total,3840
2013,Number,Rudo,F,Total,3738
2013,Number,Sokolac,Both sexes,Total,11620
2013,Number,Sokolac,M,Total,5723
2013,Number,Sokolac,F,Total,5897
2013,Number,Srbac,Both sexes,Total,16933
2013,Number,Srbac,M,Total,8295
2013,Number,Srbac,F,Total,8638
2013,Number,Srebrenica,Both sexes,Total,11698
2013,Number,Srebrenica,M,Total,5714
2013,Number,Srebrenica,F,Total,5984
2013,Number,Teslic,Both sexes,Total,37236
2013,Number,Teslic,M,Total,17894
2013,Number,Teslic,F,Total,19342
2013,Number,City of Trebinje,Both sexes,Total,28239
2013,Number,City of Trebinje,M,Total,13760
2013,Number,City of Trebinje,F,Total,14479
2013,Number,Trnovo,Both sexes,Total,1983
2013,Number,Trnovo,M,Total,953
2013,Number,Trnovo,F,Total,1030
2013,Number,Ugljevik,Both sexes,Total,15118
2013,Number,Ugljevik,M,Total,7626
2013,Number,Ugljevik,F,Total,7492
2013,Number,Foca,Both sexes,Total,17580
2013,Number,Foca,M,Total,8880
2013,Number,Foca,F,Total,8700
2013,Number,Han Pijesak,Both sexes,Total,3445
2013,Number,Han Pijesak,M,Total,1632
2013,Number,Han Pijesak,F,Total,1813
2013,Number,Cajnice,Both sexes,Total,4679
2013,Number,Cajnice,M,Total,2347
2013,Number,Cajnice,F,Total,2332
2013,Number,Celinac,Both sexes,Total,15117
2013,Number,Celinac,M,Total,7477
2013,Number,Celinac,F,Total,7640
2013,Number,Samac,Both sexes,Total,16308
2013,Number,Samac,M,Total,7908
2013,Number,Samac,F,Total,8400
2013,Number,Sekovici,Both sexes,Total,6323
2013,Number,Sekovici,M,Total,3103
2013,Number,Sekovici,F,Total,3220
2013,Number,Sipovo,Both sexes,Total,9969
2013,Number,Sipovo,M,Total,5046
2013,Number,Sipovo,F,Total,4923
2013,Number,Republika Srpska,Both sexes,Bosnian,150221
2013,Number,Republika Srpska,M,Bosnian,73026
2013,Number,Republika Srpska,F,Bosnian,77195
2013,Number,City of Banja Luka,Both sexes,Bosnian,6792
2013,Number,City of Banja Luka,M,Bosnian,3152
2013,Number,City of Banja Luka,F,Bosnian,3640
2013,Number,Berkovici,Both sexes,Bosnian,155
2013,Number,Berkovici,M,Bosnian,87
2013,Number,Berkovici,F,Bosnian,68
2013,Number,City of Bijeljina,Both sexes,Bosnian,11651
2013,Number,City of Bijeljina,M,Bosnian,5712
2013,Number,City of Bijeljina,F,Bosnian,5939
2013,Number,Bileca,Both sexes,Bosnian,21
2013,Number,Bileca,M,Bosnian,14
2013,Number,Bileca,F,Bosnian,7
2013,Number,Bratunac,Both sexes,Bosnian,6596
2013,Number,Bratunac,M,Bosnian,3217
2013,Number,Bratunac,F,Bosnian,3379
2013,Number,Brod,Both sexes,Bosnian,1397
2013,Number,Brod,M,Bosnian,680
2013,Number,Brod,F,Bosnian,717
2013,Number,Visegrad,Both sexes,Bosnian,887
2013,Number,Visegrad,M,Bosnian,449
2013,Number,Visegrad,F,Bosnian,438
2013,Number,Vlasenica,Both sexes,Bosnian,3372
2013,Number,Vlasenica,M,Bosnian,1648
2013,Number,Vlasenica,F,Bosnian,1724
2013,Number,Vukosavlje,Both sexes,Bosnian,2098
2013,Number,Vukosavlje,M,Bosnian,1062
2013,Number,Vukosavlje,F,Bosnian,1036
2013,Number,Gacko,Both sexes,Bosnian,331
2013,Number,Gacko,M,Bosnian,178
2013,Number,Gacko,F,Bosnian,153
2013,Number,City of Gradiska,Both sexes,Bosnian,6335
2013,Number,City of Gradiska,M,Bosnian,3083
2013,Number,City of Gradiska,F,Bosnian,3252
2013,Number,City of Derventa,Both sexes,Bosnian,1791
2013,Number,City of Derventa,M,Bosnian,857
2013,Number,City of Derventa,F,Bosnian,934
2013,Number,City of Doboj,Both sexes,Bosnian,14749
2013,Number,City of Doboj,M,Bosnian,7085
2013,Number,City of Doboj,F,Bosnian,7664
2013,Number,Donji Zabar,Both sexes,Bosnian,11
2013,Number,Donji Zabar,M,Bosnian,3
2013,Number,Donji Zabar,F,Bosnian,8
2013,Number,City of Zvornik,Both sexes,Bosnian,16813
2013,Number,City of Zvornik,M,Bosnian,8218
2013,Number,City of Zvornik,F,Bosnian,8595
2013,Number,East Ilidza,Both sexes,Bosnian,691
2013,Number,East Ilidza,M,Bosnian,322
2013,Number,East Ilidza,F,Bosnian,369
2013,Number,East Drvar,Both sexes,Bosnian,0
2013,Number,East Drvar,M,Bosnian,0
2013,Number,East Drvar,F,Bosnian,0
2013,Number,East Mostar,Both sexes,Bosnian,78
2013,Number,East Mostar,M,Bosnian,45
2013,Number,East Mostar,F,Bosnian,33
2013,Number,East Stari Grad,Both sexes,Bosnian,44
2013,Number,East Stari Grad,M,Bosnian,27
2013,Number,East Stari Grad,F,Bosnian,17
2013,Number,East Novo Sarajevo,Both sexes,Bosnian,71
2013,Number,East Novo Sarajevo,M,Bosnian,29
2013,Number,East Novo Sarajevo,F,Bosnian,42
2013,Number,Jezero,Both sexes,Bosnian,252
2013,Number,Jezero,M,Bosnian,118
2013,Number,Jezero,F,Bosnian,134
2013,Number,Kalinovik,Both sexes,Bosnian,37
2013,Number,Kalinovik,M,Bosnian,15
2013,Number,Kalinovik,F,Bosnian,22
2013,Number,Knezevo,Both sexes,Bosnian,404
2013,Number,Knezevo,M,Bosnian,185
2013,Number,Knezevo,F,Bosnian,219
2013,Number,Kozarska Dubica,Both sexes,Bosnian,1922
2013,Number,Kozarska Dubica,M,Bosnian,927
2013,Number,Kozarska Dubica,F,Bosnian,995
2013,Number,Kostajnica,Both sexes,Bosnian,1283
2013,Number,Kostajnica,M,Bosnian,626
2013,Number,Kostajnica,F,Bosnian,657
2013,Number,Kotor Varos,Both sexes,Bosnian,4517
2013,Number,Kotor Varos,M,Bosnian,2173
2013,Number,Kotor Varos,F,Bosnian,2344
2013,Number,Krupa Na Uni,Both sexes,Bosnian,3
2013,Number,Krupa Na Uni,M,Bosnian,1
2013,Number,Krupa Na Uni,F,Bosnian,2
2013,Number,Kupres,Both sexes,Bosnian,0
2013,Number,Kupres,M,Bosnian,0
2013,Number,Kupres,F,Bosnian,0
2013,Number,Laktasi,Both sexes,Bosnian,112
2013,Number,Laktasi,M,Bosnian,58
2013,Number,Laktasi,F,Bosnian,54
2013,Number,Lopare,Both sexes,Bosnian,1315
2013,Number,Lopare,M,Bosnian,648
2013,Number,Lopare,F,Bosnian,667
2013,Number,Ljubinje,Both sexes,Bosnian,10
2013,Number,Ljubinje,M,Bosnian,5
2013,Number,Ljubinje,F,Bosnian,5
2013,Number,Milici,Both sexes,Bosnian,3541
2013,Number,Milici,M,Bosnian,1751
2013,Number,Milici,F,Bosnian,1790
2013,Number,Modrica,Both sexes,Bosnian,3008
2013,Number,Modrica,M,Bosnian,1426
2013,Number,Modrica,F,Bosnian,1582
2013,Number,Mrkonjic Grad,Both sexes,Bosnian,358
2013,Number,Mrkonjic Grad,M,Bosnian,172
2013,Number,Mrkonjic Grad,F,Bosnian,186
2013,Number,Nevesinje,Both sexes,Bosnian,507
2013,Number,Nevesinje,M,Bosnian,261
2013,Number,Nevesinje,F,Bosnian,246
2013,Number,Novi Grad,Both sexes,Bosnian,5260
2013,Number,Novi Grad,M,Bosnian,2630
2013,Number,Novi Grad,F,Bosnian,2630
2013,Number,Novo Gorazde,Both sexes,Bosnian,1338
2013,Number,Novo Gorazde,M,Bosnian,671
2013,Number,Novo Gorazde,F,Bosnian,667
2013,Number,Osmaci,Both sexes,Bosnian,2680
2013,Number,Osmaci,M,Bosnian,1323
2013,Number,Osmaci,F,Bosnian,1357
2013,Number,Ostra Luka,Both sexes,Bosnian,39
2013,Number,Ostra Luka,M,Bosnian,16
2013,Number,Ostra Luka,F,Bosnian,23
2013,Number,Pale,Both sexes,Bosnian,170
2013,Number,Pale,M,Bosnian,89
2013,Number,Pale,F,Bosnian,81
2013,Number,Pelagicevo,Both sexes,Bosnian,24
2013,Number,Pelagicevo,M,Bosnian,6
2013,Number,Pelagicevo,F,Bosnian,18
2013,Number,Petrovac,Both sexes,Bosnian,0
2013,Number,Petrovac,M,Bosnian,0
2013,Number,Petrovac,F,Bosnian,0
2013,Number,Petrovo,Both sexes,Bosnian,7
2013,Number,Petrovo,M,Bosnian,4
2013,Number,Petrovo,F,Bosnian,3
2013,Number,City of Prijedor,Both sexes,Bosnian,22548
2013,Number,City of Prijedor,M,Bosnian,10781
2013,Number,City of Prijedor,F,Bosnian,11767
2013,Number,Prnjavor,Both sexes,Bosnian,2792
2013,Number,Prnjavor,M,Bosnian,1344
2013,Number,Prnjavor,F,Bosnian,1448
2013,Number,Ribnik,Both sexes,Bosnian,3
2013,Number,Ribnik,M,Bosnian,1
2013,Number,Ribnik,F,Bosnian,2
2013,Number,Rogatica,Both sexes,Bosnian,1022
2013,Number,Rogatica,M,Bosnian,525
2013,Number,Rogatica,F,Bosnian,497
2013,Number,Rudo,Both sexes,Bosnian,586
2013,Number,Rudo,M,Bosnian,308
2013,Number,Rudo,F,Bosnian,278
2013,Number,Sokolac,Both sexes,Bosnian,645
2013,Number,Sokolac,M,Bosnian,340
2013,Number,Sokolac,F,Bosnian,305
2013,Number,Srbac,Both sexes,Bosnian,389
2013,Number,Srbac,M,Bosnian,181
2013,Number,Srbac,F,Bosnian,208
2013,Number,Srebrenica,Both sexes,Bosnian,6145
2013,Number,Srebrenica,M,Bosnian,2921
2013,Number,Srebrenica,F,Bosnian,3224
2013,Number,Teslic,Both sexes,Bosnian,7090
2013,Number,Teslic,M,Bosnian,3489
2013,Number,Teslic,F,Bosnian,3601
2013,Number,City of Trebinje,Both sexes,Bosnian,860
2013,Number,City of Trebinje,M,Bosnian,425
2013,Number,City of Trebinje,F,Bosnian,435
2013,Number,Trnovo,Both sexes,Bosnian,820
2013,Number,Trnovo,M,Bosnian,406
2013,Number,Trnovo,F,Bosnian,414
2013,Number,Ugljevik,Both sexes,Bosnian,2000
2013,Number,Ugljevik,M,Bosnian,975
2013,Number,Ugljevik,F,Bosnian,1025
2013,Number,Foca,Both sexes,Bosnian,1182
2013,Number,Foca,M,Bosnian,633
2013,Number,Foca,F,Bosnian,549
2013,Number,Han Pijesak,Both sexes,Bosnian,433
2013,Number,Han Pijesak,M,Bosnian,211
2013,Number,Han Pijesak,F,Bosnian,222
2013,Number,Cajnice,Both sexes,Bosnian,839
2013,Number,Cajnice,M,Bosnian,441
2013,Number,Cajnice,F,Bosnian,398
2013,Number,Celinac,Both sexes,Bosnian,391
2013,Number,Celinac,M,Bosnian,195
2013,Number,Celinac,F,Bosnian,196
2013,Number,Samac,Both sexes,Bosnian,1110
2013,Number,Samac,M,Bosnian,527
2013,Number,Samac,F,Bosnian,583
2013,Number,Sekovici,Both sexes,Bosnian,104
2013,Number,Sekovici,M,Bosnian,52
2013,Number,Sekovici,F,Bosnian,52
2013,Number,Sipovo,Both sexes,Bosnian,592
2013,Number,Sipovo,M,Bosnian,298
2013,Number,Sipovo,F,Bosnian,294
2013,Number,Republika Srpska,Both sexes,Croatian,17315
2013,Number,Republika Srpska,M,Croatian,7870
2013,Number,Republika Srpska,F,Croatian,9445
2013,Number,City of Banja Luka,Both sexes,Croatian,1621
2013,Number,City of Banja Luka,M,Croatian,586
2013,Number,City of Banja Luka,F,Croatian,1035
2013,Number,Berkovici,Both sexes,Croatian,4
2013,Number,Berkovici,M,Croatian,1
2013,Number,Berkovici,F,Croatian,3
2013,Number,City of Bijeljina,Both sexes,Croatian,134
2013,Number,City of Bijeljina,M,Croatian,34
2013,Number,City of Bijeljina,F,Croatian,100
2013,Number,Bileca,Both sexes,Croatian,6
2013,Number,Bileca,M,Croatian,0
2013,Number,Bileca,F,Croatian,6
2013,Number,Bratunac,Both sexes,Croatian,10
2013,Number,Bratunac,M,Croatian,2
2013,Number,Bratunac,F,Croatian,8
2013,Number,Brod,Both sexes,Croatian,2842
2013,Number,Brod,M,Croatian,1369
2013,Number,Brod,F,Croatian,1473
2013,Number,Visegrad,Both sexes,Croatian,6
2013,Number,Visegrad,M,Croatian,0
2013,Number,Visegrad,F,Croatian,6
2013,Number,Vlasenica,Both sexes,Croatian,7
2013,Number,Vlasenica,M,Croatian,2
2013,Number,Vlasenica,F,Croatian,5
2013,Number,Vukosavlje,Both sexes,Croatian,663
2013,Number,Vukosavlje,M,Croatian,326
2013,Number,Vukosavlje,F,Croatian,337
2013,Number,Gacko,Both sexes,Croatian,4
2013,Number,Gacko,M,Croatian,4
2013,Number,Gacko,F,Croatian,0
2013,Number,City of Gradiska,Both sexes,Croatian,358
2013,Number,City of Gradiska,M,Croatian,120
2013,Number,City of Gradiska,F,Croatian,238
2013,Number,City of Derventa,Both sexes,Croatian,1861
2013,Number,City of Derventa,M,Croatian,950
2013,Number,City of Derventa,F,Croatian,911
2013,Number,City of Doboj,Both sexes,Croatian,869
2013,Number,City of Doboj,M,Croatian,378
2013,Number,City of Doboj,F,Croatian,491
2013,Number,Donji Zabar,Both sexes,Croatian,985
2013,Number,Donji Zabar,M,Croatian,497
2013,Number,Donji Zabar,F,Croatian,488
2013,Number,City of Zvornik,Both sexes,Croatian,29
2013,Number,City of Zvornik,M,Croatian,2
2013,Number,City of Zvornik,F,Croatian,27
2013,Number,East Ilidza,Both sexes,Croatian,76
2013,Number,East Ilidza,M,Croatian,24
2013,Number,East Ilidza,F,Croatian,52
2013,Number,East Drvar,Both sexes,Croatian,1
2013,Number,East Drvar,M,Croatian,0
2013,Number,East Drvar,F,Croatian,1
2013,Number,East Mostar,Both sexes,Croatian,11
2013,Number,East Mostar,M,Croatian,8
2013,Number,East Mostar,F,Croatian,3
2013,Number,East Stari Grad,Both sexes,Croatian,1
2013,Number,East Stari Grad,M,Croatian,0
2013,Number,East Stari Grad,F,Croatian,1
2013,Number,East Novo Sarajevo,Both sexes,Croatian,44
2013,Number,East Novo Sarajevo,M,Croatian,14
2013,Number,East Novo Sarajevo,F,Croatian,30
2013,Number,Jezero,Both sexes,Croatian,3
2013,Number,Jezero,M,Croatian,2
2013,Number,Jezero,F,Croatian,1
2013,Number,Kalinovik,Both sexes,Croatian,3
2013,Number,Kalinovik,M,Croatian,1
2013,Number,Kalinovik,F,Croatian,2
2013,Number,Knezevo,Both sexes,Croatian,17
2013,Number,Knezevo,M,Croatian,4
2013,Number,Knezevo,F,Croatian,13
2013,Number,Kozarska Dubica,Both sexes,Croatian,151
2013,Number,Kozarska Dubica,M,Croatian,39
2013,Number,Kozarska Dubica,F,Croatian,112
2013,Number,Kostajnica,Both sexes,Croatian,72
2013,Number,Kostajnica,M,Croatian,24
2013,Number,Kostajnica,F,Croatian,48
2013,Number,Kotor Varos,Both sexes,Croatian,714
2013,Number,Kotor Varos,M,Croatian,357
2013,Number,Kotor Varos,F,Croatian,357
2013,Number,Krupa Na Uni,Both sexes,Croatian,3
2013,Number,Krupa Na Uni,M,Croatian,0
2013,Number,Krupa Na Uni,F,Croatian,3
2013,Number,Kupres,Both sexes,Croatian,0
2013,Number,Kupres,M,Croatian,0
2013,Number,Kupres,F,Croatian,0
2013,Number,Laktasi,Both sexes,Croatian,175
2013,Number,Laktasi,M,Croatian,60
2013,Number,Laktasi,F,Croatian,115
2013,Number,Lopare,Both sexes,Croatian,23
2013,Number,Lopare,M,Croatian,1
2013,Number,Lopare,F,Croatian,22
2013,Number,Ljubinje,Both sexes,Croatian,7
2013,Number,Ljubinje,M,Croatian,2
2013,Number,Ljubinje,F,Croatian,5
2013,Number,Milici,Both sexes,Croatian,4
2013,Number,Milici,M,Croatian,1
2013,Number,Milici,F,Croatian,3
2013,Number,Modrica,Both sexes,Croatian,1246
2013,Number,Modrica,M,Croatian,624
2013,Number,Modrica,F,Croatian,622
2013,Number,Mrkonjic Grad,Both sexes,Croatian,85
2013,Number,Mrkonjic Grad,M,Croatian,37
2013,Number,Mrkonjic Grad,F,Croatian,48
2013,Number,Nevesinje,Both sexes,Croatian,14
2013,Number,Nevesinje,M,Croatian,5
2013,Number,Nevesinje,F,Croatian,9
2013,Number,Novi Grad,Both sexes,Croatian,79
2013,Number,Novi Grad,M,Croatian,17
2013,Number,Novi Grad,F,Croatian,62
2013,Number,Novo Gorazde,Both sexes,Croatian,1
2013,Number,Novo Gorazde,M,Croatian,0
2013,Number,Novo Gorazde,F,Croatian,1
2013,Number,Osmaci,Both sexes,Croatian,3
2013,Number,Osmaci,M,Croatian,1
2013,Number,Osmaci,F,Croatian,2
2013,Number,Ostra Luka,Both sexes,Croatian,92
2013,Number,Ostra Luka,M,Croatian,43
2013,Number,Ostra Luka,F,Croatian,49
2013,Number,Pale,Both sexes,Croatian,31
2013,Number,Pale,M,Croatian,6
2013,Number,Pale,F,Croatian,25
2013,Number,Pelagicevo,Both sexes,Croatian,1159
2013,Number,Pelagicevo,M,Croatian,571
2013,Number,Pelagicevo,F,Croatian,588
2013,Number,Petrovac,Both sexes,Croatian,0
2013,Number,Petrovac,M,Croatian,0
2013,Number,Petrovac,F,Croatian,0
2013,Number,Petrovo,Both sexes,Croatian,12
2013,Number,Petrovo,M,Croatian,2
2013,Number,Petrovo,F,Croatian,10
2013,Number,City of Prijedor,Both sexes,Croatian,639
2013,Number,City of Prijedor,M,Croatian,284
2013,Number,City of Prijedor,F,Croatian,355
2013,Number,Prnjavor,Both sexes,Croatian,171
2013,Number,Prnjavor,M,Croatian,59
2013,Number,Prnjavor,F,Croatian,112
2013,Number,Ribnik,Both sexes,Croatian,2
2013,Number,Ribnik,M,Croatian,0
2013,Number,Ribnik,F,Croatian,2
2013,Number,Rogatica,Both sexes,Croatian,7
2013,Number,Rogatica,M,Croatian,1
2013,Number,Rogatica,F,Croatian,6
2013,Number,Rudo,Both sexes,Croatian,0
2013,Number,Rudo,M,Croatian,0
2013,Number,Rudo,F,Croatian,0
2013,Number,Sokolac,Both sexes,Croatian,8
2013,Number,Sokolac,M,Croatian,1
2013,Number,Sokolac,F,Croatian,7
2013,Number,Srbac,Both sexes,Croatian,54
2013,Number,Srbac,M,Croatian,8
2013,Number,Srbac,F,Croatian,46
2013,Number,Srebrenica,Both sexes,Croatian,6
2013,Number,Srebrenica,M,Croatian,2
2013,Number,Srebrenica,F,Croatian,4
2013,Number,Teslic,Both sexes,Croatian,766
2013,Number,Teslic,M,Croatian,360
2013,Number,Teslic,F,Croatian,406
2013,Number,City of Trebinje,Both sexes,Croatian,149
2013,Number,City of Trebinje,M,Croatian,66
2013,Number,City of Trebinje,F,Croatian,83
2013,Number,Trnovo,Both sexes,Croatian,13
2013,Number,Trnovo,M,Croatian,5
2013,Number,Trnovo,F,Croatian,8
2013,Number,Ugljevik,Both sexes,Croatian,14
2013,Number,Ugljevik,M,Croatian,1
2013,Number,Ugljevik,F,Croatian,13
2013,Number,Foca,Both sexes,Croatian,19
2013,Number,Foca,M,Croatian,3
2013,Number,Foca,F,Croatian,16
2013,Number,Han Pijesak,Both sexes,Croatian,3
2013,Number,Han Pijesak,M,Croatian,0
2013,Number,Han Pijesak,F,Croatian,3
2013,Number,Cajnice,Both sexes,Croatian,3
2013,Number,Cajnice,M,Croatian,0
2013,Number,Cajnice,F,Croatian,3
2013,Number,Celinac,Both sexes,Croatian,15
2013,Number,Celinac,M,Croatian,2
2013,Number,Celinac,F,Croatian,13
2013,Number,Samac,Both sexes,Croatian,2006
2013,Number,Samac,M,Croatian,964
2013,Number,Samac,F,Croatian,1042
2013,Number,Sekovici,Both sexes,Croatian,3
2013,Number,Sekovici,M,Croatian,0
2013,Number,Sekovici,F,Croatian,3
2013,Number,Sipovo,Both sexes,Croatian,11
2013,Number,Sipovo,M,Croatian,0
2013,Number,Sipovo,F,Croatian,11
2013,Number,Republika Srpska,Both sexes,Serbian,982480
2013,Number,Republika Srpska,M,Serbian,481743
2013,Number,Republika Srpska,F,Serbian,500737
2013,Number,City of Banja Luka,Both sexes,Serbian,166022
2013,Number,City of Banja Luka,M,Serbian,80369
2013,Number,City of Banja Luka,F,Serbian,85653
2013,Number,Berkovici,Both sexes,Serbian,1875
2013,Number,Berkovici,M,Serbian,942
2013,Number,Berkovici,F,Serbian,933
2013,Number,City of Bijeljina,Both sexes,Serbian,90547
2013,Number,City of Bijeljina,M,Serbian,44290
2013,Number,City of Bijeljina,F,Serbian,46257
2013,Number,Bileca,Both sexes,Serbian,10534
2013,Number,Bileca,M,Serbian,5307
2013,Number,Bileca,F,Serbian,5227
2013,Number,Bratunac,Both sexes,Serbian,11930
2013,Number,Bratunac,M,Serbian,5937
2013,Number,Bratunac,F,Serbian,5993
2013,Number,Brod,Both sexes,Serbian,11154
2013,Number,Brod,M,Serbian,5490
2013,Number,Brod,F,Serbian,5664
2013,Number,Visegrad,Both sexes,Serbian,8981
2013,Number,Visegrad,M,Serbian,4351
2013,Number,Visegrad,F,Serbian,4630
2013,Number,Vlasenica,Both sexes,Serbian,7160
2013,Number,Vlasenica,M,Serbian,3493
2013,Number,Vlasenica,F,Serbian,3667
2013,Number,Vukosavlje,Both sexes,Serbian,1471
2013,Number,Vukosavlje,M,Serbian,727
2013,Number,Vukosavlje,F,Serbian,744
2013,Number,Gacko,Both sexes,Serbian,8356
2013,Number,Gacko,M,Serbian,4234
2013,Number,Gacko,F,Serbian,4122
2013,Number,City of Gradiska,Both sexes,Serbian,41393
