Year,UNIT_MEASURE,Municipality,SEX,AGE,Value
2013,NUMBER,kupres,_T,_T,293
2013,NUMBER,kupres,M,_T,157
2013,NUMBER,kupres,F,_T,136
2013,NUMBER,laktasi,_T,_T,34210
2013,NUMBER,laktasi,M,_T,16905
2013,NUMBER,laktasi,F,_T,17305
2013,NUMBER,lopare,_T,_T,14689
2013,NUMBER,lopare,M,_T,7377
2013,NUMBER,lopare,F,_T,7312
2013,NUMBER,ljubinje,_T,_T,3319
2013,NUMBER,ljubinje,M,_T,1633
2013,NUMBER,ljubinje,F,_T,1686
2013,NUMBER,milici,_T,_T,10445
2013,NUMBER,milici,M,_T,5252
2013,NUMBER,milici,F,_T,5193
2013,NUMBER,modrica,_T,_T,24490
2013,NUMBER,modrica,M,_T,11969
2013,NUMBER,modrica,F,_T,12521
2013,NUMBER,mrkonjic_grad,_T,_T,15926
2013,NUMBER,mrkonjic_grad,M,_T,7660
2013,NUMBER,mrkonjic_grad,F,_T,8266
2013,NUMBER,nevesinje,_T,_T,12542
2013,NUMBER,nevesinje,M,_T,6236
2013,NUMBER,nevesinje,F,_T,6306
2013,NUMBER,novi_grad,_T,_T,25240
2013,NUMBER,novi_grad,M,_T,12580
2013,NUMBER,novi_grad,F,_T,12660
2013,NUMBER,novo_gorazde,_T,_T,2915
2013,NUMBER,novo_gorazde,M,_T,1500
2013,NUMBER,novo_gorazde,F,_T,1415
2013,NUMBER,osmaci,_T,_T,5546
2013,NUMBER,osmaci,M,_T,2779
2013,NUMBER,osmaci,F,_T,2767
2013,NUMBER,ostra_luka,_T,_T,2705
2013,NUMBER,ostra_luka,M,_T,1386
2013,NUMBER,ostra_luka,F,_T,1319
2013,NUMBER,pale,_T,_T,20359
2013,NUMBER,pale,M,_T,9744
2013,NUMBER,pale,F,_T,10615
2013,NUMBER,pelagicevo,_T,_T,4358
2013,NUMBER,pelagicevo,M,_T,2151
2013,NUMBER,pelagicevo,F,_T,2207
2013,NUMBER,petrovac,_T,_T,354
2013,NUMBER,petrovac,M,_T,169
2013,NUMBER,petrovac,F,_T,185
2013,NUMBER,petrovo,_T,_T,6317
2013,NUMBER,petrovo,M,_T,3043
2013,NUMBER,petrovo,F,_T,3274
2013,NUMBER,grad_prijedor,_T,_T,80916
2013,NUMBER,grad_prijedor,M,_T,39418
2013,NUMBER,grad_prijedor,F,_T,41498
2013,NUMBER,prnjavor,_T,_T,34357
2013,NUMBER,prnjavor,M,_T,16675
2013,NUMBER,prnjavor,F,_T,17682
2013,NUMBER,ribnik,_T,_T,5851
2013,NUMBER,ribnik,M,_T,2900
2013,NUMBER,ribnik,F,_T,2951
2013,NUMBER,rogatica,_T,_T,10302
2013,NUMBER,rogatica,M,_T,5053
2013,NUMBER,rogatica,F,_T,5249
2013,NUMBER,rudo,_T,_T,7578
2013,NUMBER,rudo,M,_T,3840
2013,NUMBER,rudo,F,_T,3738
2013,NUMBER,sokolac,_T,_T,11620
2013,NUMBER,sokolac,M,_T,5723
2013,NUMBER,sokolac,F,_T,5897
2013,NUMBER,srbac,_T,_T,16933
2013,NUMBER,srbac,M,_T,8295
2013,NUMBER,srbac,F,_T,8638
2013,NUMBER,srebrenica,_T,_T,11698
2013,NUMBER,srebrenica,M,_T,5714
2013,NUMBER,srebrenica,F,_T,5984
2013,NUMBER,teslic,_T,_T,37236
2013,NUMBER,teslic,M,_T,17894
2013,NUMBER,teslic,F,_T,19342
2013,NUMBER,grad_trebinje,_T,_T,28239
2013,NUMBER,grad_trebinje,M,_T,13760
2013,NUMBER,grad_trebinje,F,_T,14479
2013,NUMBER,trnovo,_T,_T,1983
2013,NUMBER,trnovo,M,_T,953
2013,NUMBER,trnovo,F,_T,1030
2013,NUMBER,ugljevik,_T,_T,15118
2013,NUMBER,ugljevik,M,_T,7626
2013,NUMBER,ugljevik,F,_T,7492
2013,NUMBER,foca,_T,_T,17580
2013,NUMBER,foca,M,_T,8880
2013,NUMBER,foca,F,_T,8700
2013,NUMBER,han_pijesak,_T,_T,3445
2013,NUMBER,han_pijesak,M,_T,1632
2013,NUMBER,han_pijesak,F,_T,1813
2013,NUMBER,cajnice,_T,_T,4679
2013,NUMBER,cajnice,M,_T,2347
2013,NUMBER,cajnice,F,_T,2332
2013,NUMBER,celinac,_T,_T,15117
2013,NUMBER,celinac,M,_T,7477
2013,NUMBER,celinac,F,_T,7640
2013,NUMBER,samac,_T,_T,16308
2013,NUMBER,samac,M,_T,7908
2013,NUMBER,samac,F,_T,8400
2013,NUMBER,sekovici,_T,_T,6323
2013,NUMBER,sekovici,M,_T,3103
2013,NUMBER,sekovici,F,_T,3220
2013,NUMBER,sipovo,_T,_T,9969
2013,NUMBER,sipovo,M,_T,5046
2013,NUMBER,sipovo,F,_T,4923
2013,NUMBER,grad_banja_luka,_T,0-4,9436
2013,NUMBER,grad_banja_luka,M,0-4,4803
2013,NUMBER,grad_banja_luka,F,0-4,4633
2013,NUMBER,berkovici,_T,0-4,91
2013,NUMBER,berkovici,M,0-4,44
2013,NUMBER,berkovici,F,0-4,47
2013,NUMBER,grad_bijeljina,_T,0-4,4931
2013,NUMBER,grad_bijeljina,M,0-4,2561
2013,NUMBER,grad_bijeljina,F,0-4,2370
2013,NUMBER,bileca,_T,0-4,486
2013,NUMBER,bileca,M,0-4,254
2013,NUMBER,bileca,F,0-4,232
2013,NUMBER,bratunac,_T,0-4,888
2013,NUMBER,bratunac,M,0-4,480
2013,NUMBER,bratunac,F,0-4,408
2013,NUMBER,brod,_T,0-4,745
2013,NUMBER,brod,M,0-4,389
2013,NUMBER,brod,F,0-4,356
2013,NUMBER,visegrad,_T,0-4,325
2013,NUMBER,visegrad,M,0-4,153
2013,NUMBER,visegrad,F,0-4,172
2013,NUMBER,vlasenica,_T,0-4,478
2013,NUMBER,vlasenica,M,0-4,253
2013,NUMBER,vlasenica,F,0-4,225
2013,NUMBER,vukosavlje,_T,0-4,198
2013,NUMBER,vukosavlje,M,0-4,101
2013,NUMBER,vukosavlje,F,0-4,97
2013,NUMBER,gacko,_T,0-4,413
2013,NUMBER,gacko,M,0-4,203
2013,NUMBER,gacko,F,0-4,210
2013,NUMBER,grad_gradiska,_T,0-4,2032
2013,NUMBER,grad_gradiska,M,0-4,1011
2013,NUMBER,grad_gradiska,F,0-4,1021
2013,NUMBER,grad_derventa,_T,0-4,1125
2013,NUMBER,grad_derventa,M,0-4,554
2013,NUMBER,grad_derventa,F,0-4,571
2013,NUMBER,grad_doboj,_T,0-4,3250
2013,NUMBER,grad_doboj,M,0-4,1656
2013,NUMBER,grad_doboj,F,0-4,1594
2013,NUMBER,donji_zabar,_T,0-4,142
2013,NUMBER,donji_zabar,M,0-4,69
2013,NUMBER,donji_zabar,F,0-4,73
2013,NUMBER,grad_zvornik,_T,0-4,2890
2013,NUMBER,grad_zvornik,M,0-4,1454
2013,NUMBER,grad_zvornik,F,0-4,1436
2013,NUMBER,istocna_ilidza,_T,0-4,642
2013,NUMBER,istocna_ilidza,M,0-4,338
2013,NUMBER,istocna_ilidza,F,0-4,304
2013,NUMBER,istocni_drvar,_T,0-4,-
2013,NUMBER,istocni_drvar,M,0-4,-
2013,NUMBER,istocni_drvar,F,0-4,-
2013,NUMBER,istocni_mostar,_T,0-4,7
2013,NUMBER,istocni_mostar,M,0-4,4
2013,NUMBER,istocni_mostar,F,0-4,3
2013,NUMBER,istocni_stari_grad,_T,0-4,40
2013,NUMBER,istocni_stari_grad,M,0-4,23
2013,NUMBER,istocni_stari_grad,F,0-4,17
2013,NUMBER,istocno_novo_sarajevo,_T,0-4,619
2013,NUMBER,istocno_novo_sarajevo,M,0-4,295
2013,NUMBER,istocno_novo_sarajevo,F,0-4,324
2013,NUMBER,jezero,_T,0-4,41
2013,NUMBER,jezero,M,0-4,20
2013,NUMBER,jezero,F,0-4,21
2013,NUMBER,kalinovik,_T,0-4,51
2013,NUMBER,kalinovik,M,0-4,25
2013,NUMBER,kalinovik,F,0-4,26
2013,NUMBER,knezevo,_T,0-4,400
2013,NUMBER,knezevo,M,0-4,210
2013,NUMBER,knezevo,F,0-4,190
2013,NUMBER,kozarska_dubica,_T,0-4,780
2013,NUMBER,kozarska_dubica,M,0-4,399
2013,NUMBER,kozarska_dubica,F,0-4,381
2013,NUMBER,kostajnica,_T,0-4,216
2013,NUMBER,kostajnica,M,0-4,100
2013,NUMBER,kostajnica,F,0-4,116
2013,NUMBER,kotor_varos,_T,0-4,896
2013,NUMBER,kotor_varos,M,0-4,468
2013,NUMBER,kotor_varos,F,0-4,428
2013,NUMBER,krupa_na_uni,_T,0-4,48
2013,NUMBER,krupa_na_uni,M,0-4,26
2013,NUMBER,krupa_na_uni,F,0-4,22
2013,NUMBER,kupres,_T,0-4,6
2013,NUMBER,kupres,M,0-4,6
2013,NUMBER,kupres,F,0-4,-
2013,NUMBER,laktasi,_T,0-4,1667
2013,NUMBER,laktasi,M,0-4,844
2013,NUMBER,laktasi,F,0-4,823
2013,NUMBER,lopare,_T,0-4,498
2013,NUMBER,lopare,M,0-4,245
2013,NUMBER,lopare,F,0-4,253
2013,NUMBER,ljubinje,_T,0-4,149
2013,NUMBER,ljubinje,M,0-4,73
2013,NUMBER,ljubinje,F,0-4,76
2013,NUMBER,milici,_T,0-4,453
2013,NUMBER,milici,M,0-4,231
2013,NUMBER,milici,F,0-4,222
2013,NUMBER,modrica,_T,0-4,976
2013,NUMBER,modrica,M,0-4,501
2013,NUMBER,modrica,F,0-4,475
2013,NUMBER,mrkonjic_grad,_T,0-4,664
2013,NUMBER,mrkonjic_grad,M,0-4,327
2013,NUMBER,mrkonjic_grad,F,0-4,337
2013,NUMBER,nevesinje,_T,0-4,549
2013,NUMBER,nevesinje,M,0-4,292
2013,NUMBER,nevesinje,F,0-4,257
2013,NUMBER,novi_grad,_T,0-4,940
2013,NUMBER,novi_grad,M,0-4,476
2013,NUMBER,novi_grad,F,0-4,464
2013,NUMBER,novo_gorazde,_T,0-4,101
2013,NUMBER,novo_gorazde,M,0-4,49
2013,NUMBER,novo_gorazde,F,0-4,52
2013,NUMBER,osmaci,_T,0-4,265
2013,NUMBER,osmaci,M,0-4,143
2013,NUMBER,osmaci,F,0-4,122
2013,NUMBER,ostra_luka,_T,0-4,103
2013,NUMBER,ostra_luka,M,0-4,53
2013,NUMBER,ostra_luka,F,0-4,50
2013,NUMBER,pale,_T,0-4,890
2013,NUMBER,pale,M,0-4,457
2013,NUMBER,pale,F,0-4,433
2013,NUMBER,pelagicevo,_T,0-4,120
2013,NUMBER,pelagicevo,M,0-4,57
2013,NUMBER,pelagicevo,F,0-4,63
2013,NUMBER,petrovac,_T,0-4,13
2013,NUMBER,petrovac,M,0-4,8
2013,NUMBER,petrovac,F,0-4,5
2013,NUMBER,petrovo,_T,0-4,259
2013,NUMBER,petrovo,M,0-4,142
2013,NUMBER,petrovo,F,0-4,117
2013,NUMBER,grad_prijedor,_T,0-4,3208
2013,NUMBER,grad_prijedor,M,0-4,1668
2013,NUMBER,grad_prijedor,F,0-4,1540
2013,NUMBER,prnjavor,_T,0-4,1554
2013,NUMBER,prnjavor,M,0-4,796
2013,NUMBER,prnjavor,F,0-4,758
2013,NUMBER,ribnik,_T,0-4,239
2013,NUMBER,ribnik,M,0-4,117
2013,NUMBER,ribnik,F,0-4,122
2013,NUMBER,rogatica,_T,0-4,502
2013,NUMBER,rogatica,M,0-4,249
2013,NUMBER,rogatica,F,0-4,253
2013,NUMBER,rudo,_T,0-4,282
2013,NUMBER,rudo,M,0-4,147
2013,NUMBER,rudo,F,0-4,135
2013,NUMBER,sokolac,_T,0-4,493
2013,NUMBER,sokolac,M,0-4,256
2013,NUMBER,sokolac,F,0-4,237
2013,NUMBER,srbac,_T,0-4,809
2013,NUMBER,srbac,M,0-4,398
2013,NUMBER,srbac,F,0-4,411
2013,NUMBER,srebrenica,_T,0-4,489
2013,NUMBER,srebrenica,M,0-4,247
2013,NUMBER,srebrenica,F,0-4,242
2013,NUMBER,teslic,_T,0-4,1951
2013,NUMBER,teslic,M,0-4,1040
2013,NUMBER,teslic,F,0-4,911
2013,NUMBER,grad_trebinje,_T,0-4,1397
2013,NUMBER,grad_trebinje,M,0-4,744
2013,NUMBER,grad_trebinje,F,0-4,653
2013,NUMBER,trnovo,_T,0-4,65
2013,NUMBER,trnovo,M,0-4,30
2013,NUMBER,trnovo,F,0-4,35
2013,NUMBER,ugljevik,_T,0-4,668
2013,NUMBER,ugljevik,M,0-4,366
2013,NUMBER,ugljevik,F,0-4,302
2013,NUMBER,foca,_T,0-4,626
2013,NUMBER,foca,M,0-4,356
2013,NUMBER,foca,F,0-4,270
2013,NUMBER,han_pijesak,_T,0-4,132
2013,NUMBER,han_pijesak,M,0-4,70
2013,NUMBER,han_pijesak,F,0-4,62
2013,NUMBER,cajnice,_T,0-4,181
2013,NUMBER,cajnice,M,0-4,84
2013,NUMBER,cajnice,F,0-4,97
2013,NUMBER,celinac,_T,0-4,758
2013,NUMBER,celinac,M,0-4,394
2013,NUMBER,celinac,F,0-4,364
2013,NUMBER,samac,_T,0-4,567
2013,NUMBER,samac,M,0-4,284
2013,NUMBER,samac,F,0-4,283
2013,NUMBER,sekovici,_T,0-4,237
2013,NUMBER,sekovici,M,0-4,120
2013,NUMBER,sekovici,F,0-4,117
2013,NUMBER,sipovo,_T,0-4,424
2013,NUMBER,sipovo,M,0-4,230
2013,NUMBER,sipovo,F,0-4,194
2013,NUMBER,grad_banja_luka,_T,5-9,8511
2013,NUMBER,grad_banja_luka,M,5-9,4351
2013,NUMBER,grad_banja_luka,F,5-9,4160
2013,NUMBER,berkovici,_T,5-9,126
2013,NUMBER,berkovici,M,5-9,72
2013,NUMBER,berkovici,F,5-9,54
2013,NUMBER,grad_bijeljina,_T,5-9,4936
2013,NUMBER,grad_bijeljina,M,5-9,2547
2013,NUMBER,grad_bijeljina,F,5-9,2389
2013,NUMBER,bileca,_T,5-9,477
2013,NUMBER,bileca,M,5-9,262
2013,NUMBER,bileca,F,5-9,215
2013,NUMBER,bratunac,_T,5-9,990
2013,NUMBER,bratunac,M,5-9,495
2013,NUMBER,bratunac,F,5-9,495
2013,NUMBER,brod,_T,5-9,698
2013,NUMBER,brod,M,5-9,370
2013,NUMBER,brod,F,5-9,328
2013,NUMBER,visegrad,_T,5-9,412
2013,NUMBER,visegrad,M,5-9,203
2013,NUMBER,visegrad,F,5-9,209
2013,NUMBER,vlasenica,_T,5-9,530
2013,NUMBER,vlasenica,M,5-9,271
2013,NUMBER,vlasenica,F,5-9,259
2013,NUMBER,vukosavlje,_T,5-9,215
2013,NUMBER,vukosavlje,M,5-9,109
2013,NUMBER,vukosavlje,F,5-9,106
2013,NUMBER,gacko,_T,5-9,433
2013,NUMBER,gacko,M,5-9,233
2013,NUMBER,gacko,F,5-9,200
2013,NUMBER,grad_gradiska,_T,5-9,2192
2013,NUMBER,grad_gradiska,M,5-9,1123
2013,NUMBER,grad_gradiska,F,5-9,1069
2013,NUMBER,grad_derventa,_T,5-9,1168
2013,NUMBER,grad_derventa,M,5-9,608
2013,NUMBER,grad_derventa,F,5-9,560
2013,NUMBER,grad_doboj,_T,5-9,3208
2013,NUMBER,grad_doboj,M,5-9,1602
2013,NUMBER,grad_doboj,F,5-9,1606
2013,NUMBER,donji_zabar,_T,5-9,175
2013,NUMBER,donji_zabar,M,5-9,99
2013,NUMBER,donji_zabar,F,5-9,76
2013,NUMBER,grad_zvornik,_T,5-9,2982
2013,NUMBER,grad_zvornik,M,5-9,1540
2013,NUMBER,grad_zvornik,F,5-9,1442
2013,NUMBER,istocna_ilidza,_T,5-9,664
2013,NUMBER,istocna_ilidza,M,5-9,317
2013,NUMBER,istocna_ilidza,F,5-9,347
2013,NUMBER,istocni_drvar,_T,5-9,1
2013,NUMBER,istocni_drvar,M,5-9,1
2013,NUMBER,istocni_drvar,F,5-9,-
2013,NUMBER,istocni_mostar,_T,5-9,11
2013,NUMBER,istocni_mostar,M,5-9,6
2013,NUMBER,istocni_mostar,F,5-9,5
2013,NUMBER,istocni_stari_grad,_T,5-9,43
2013,NUMBER,istocni_stari_grad,M,5-9,24
2013,NUMBER,istocni_stari_grad,F,5-9,19
2013,NUMBER,istocno_novo_sarajevo,_T,5-9,480
2013,NUMBER,istocno_novo_sarajevo,M,5-9,239
2013,NUMBER,istocno_novo_sarajevo,F,5-9,241
2013,NUMBER,jezero,_T,5-9,47
2013,NUMBER,jezero,M,5-9,22
2013,NUMBER,jezero,F,5-9,25
2013,NUMBER,kalinovik,_T,5-9,66
2013,NUMBER,kalinovik,M,5-9,30
2013,NUMBER,kalinovik,F,5-9,36
2013,NUMBER,knezevo,_T,5-9,410
2013,NUMBER,knezevo,M,5-9,213
2013,NUMBER,knezevo,F,5-9,197
2013,NUMBER,kozarska_dubica,_T,5-9,806
2013,NUMBER,kozarska_dubica,M,5-9,399
2013,NUMBER,kozarska_dubica,F,5-9,407
2013,NUMBER,kostajnica,_T,5-9,228
2013,NUMBER,kostajnica,M,5-9,127
2013,NUMBER,kostajnica,F,5-9,101
2013,NUMBER,kotor_varos,_T,5-9,932
2013,NUMBER,kotor_varos,M,5-9,470
2013,NUMBER,kotor_varos,F,5-9,462
2013,NUMBER,krupa_na_uni,_T,5-9,56
2013,NUMBER,krupa_na_uni,M,5-9,29
2013,NUMBER,krupa_na_uni,F,5-9,27
2013,NUMBER,kupres,_T,5-9,7
2013,NUMBER,kupres,M,5-9,4
2013,NUMBER,kupres,F,5-9,3
2013,NUMBER,laktasi,_T,5-9,1838
2013,NUMBER,laktasi,M,5-9,929
2013,NUMBER,laktasi,F,5-9,909
2013,NUMBER,lopare,_T,5-9,592
2013,NUMBER,lopare,M,5-9,301
2013,NUMBER,lopare,F,5-9,291
2013,NUMBER,ljubinje,_T,5-9,124
2013,NUMBER,ljubinje,M,5-9,58
2013,NUMBER,ljubinje,F,5-9,66
2013,NUMBER,milici,_T,5-9,505
2013,NUMBER,milici,M,5-9,260
2013,NUMBER,milici,F,5-9,245
2013,NUMBER,modrica,_T,5-9,1095
2013,NUMBER,modrica,M,5-9,558
2013,NUMBER,modrica,F,5-9,537
2013,NUMBER,mrkonjic_grad,_T,5-9,721
2013,NUMBER,mrkonjic_grad,M,5-9,389
2013,NUMBER,mrkonjic_grad,F,5-9,332
2013,NUMBER,nevesinje,_T,5-9,647
2013,NUMBER,nevesinje,M,5-9,329
2013,NUMBER,nevesinje,F,5-9,318
2013,NUMBER,novi_grad,_T,5-9,1008
2013,NUMBER,novi_grad,M,5-9,528
2013,NUMBER,novi_grad,F,5-9,480
2013,NUMBER,novo_gorazde,_T,5-9,96
2013,NUMBER,novo_gorazde,M,5-9,43
2013,NUMBER,novo_gorazde,F,5-9,53
2013,NUMBER,osmaci,_T,5-9,260
2013,NUMBER,osmaci,M,5-9,138
2013,NUMBER,osmaci,F,5-9,122
2013,NUMBER,ostra_luka,_T,5-9,134
2013,NUMBER,ostra_luka,M,5-9,69
2013,NUMBER,ostra_luka,F,5-9,65
2013,NUMBER,pale,_T,5-9,866
2013,NUMBER,pale,M,5-9,439
2013,NUMBER,pale,F,5-9,427
2013,NUMBER,pelagicevo,_T,5-9,162
2013,NUMBER,pelagicevo,M,5-9,85
2013,NUMBER,pelagicevo,F,5-9,77
2013,NUMBER,petrovac,_T,5-9,18
2013,NUMBER,petrovac,M,5-9,10
2013,NUMBER,petrovac,F,5-9,8
2013,NUMBER,petrovo,_T,5-9,227
2013,NUMBER,petrovo,M,5-9,108
2013,NUMBER,petrovo,F,5-9,119
2013,NUMBER,grad_prijedor,_T,5-9,3333
2013,NUMBER,grad_prijedor,M,5-9,1727
2013,NUMBER,grad_prijedor,F,5-9,1606
2013,NUMBER,prnjavor,_T,5-9,1572
2013,NUMBER,prnjavor,M,5-9,804
2013,NUMBER,prnjavor,F,5-9,768
2013,NUMBER,ribnik,_T,5-9,247
2013,NUMBER,ribnik,M,5-9,134
2013,NUMBER,ribnik,F,5-9,113
2013,NUMBER,rogatica,_T,5-9,473
2013,NUMBER,rogatica,M,5-9,246
2013,NUMBER,rogatica,F,5-9,227
2013,NUMBER,rudo,_T,5-9,317
2013,NUMBER,rudo,M,5-9,169
2013,NUMBER,rudo,F,5-9,148
2013,NUMBER,sokolac,_T,5-9,539
2013,NUMBER,sokolac,M,5-9,273
2013,NUMBER,sokolac,F,5-9,266
2013,NUMBER,srbac,_T,5-9,720
2013,NUMBER,srbac,M,5-9,360
2013,NUMBER,srbac,F,5-9,360
2013,NUMBER,srebrenica,_T,5-9,494
2013,NUMBER,srebrenica,M,5-9,242
2013,NUMBER,srebrenica,F,5-9,252
2013,NUMBER,teslic,_T,5-9,1916
2013,NUMBER,teslic,M,5-9,1014
2013,NUMBER,teslic,F,5-9,902
2013,NUMBER,grad_trebinje,_T,5-9,1395
2013,NUMBER,grad_trebinje,M,5-9,711
2013,NUMBER,grad_trebinje,F,5-9,684
2013,NUMBER,trnovo,_T,5-9,66
2013,NUMBER,trnovo,M,5-9,36
2013,NUMBER,trnovo,F,5-9,30
2013,NUMBER,ugljevik,_T,5-9,730
2013,NUMBER,ugljevik,M,5-9,369
2013,NUMBER,ugljevik,F,5-9,361
2013,NUMBER,foca,_T,5-9,727
2013,NUMBER,foca,M,5-9,377
2013,NUMBER,foca,F,5-9,350
2013,NUMBER,han_pijesak,_T,5-9,126
2013,NUMBER,han_pijesak,M,5-9,66
2013,NUMBER,han_pijesak,F,5-9,60
2013,NUMBER,cajnice,_T,5-9,209
2013,NUMBER,cajnice,M,5-9,99
2013,NUMBER,cajnice,F,5-9,110
2013,NUMBER,celinac,_T,5-9,723
2013,NUMBER,celinac,M,5-9,372
2013,NUMBER,celinac,F,5-9,351
2013,NUMBER,samac,_T,5-9,669
2013,NUMBER,samac,M,5-9,351
2013,NUMBER,samac,F,5-9,318
2013,NUMBER,sekovici,_T,5-9,270
2013,NUMBER,sekovici,M,5-9,115
2013,NUMBER,sekovici,F,5-9,155
2013,NUMBER,sipovo,_T,5-9,453
2013,NUMBER,sipovo,M,5-9,241
2013,NUMBER,sipovo,F,5-9,212
2013,NUMBER,grad_banja_luka,_T,10-14,8447
2013,NUMBER,grad_banja_luka,M,10-14,4330
2013,NUMBER,grad_banja_luka,F,10-14,4117
2013,NUMBER,berkovici,_T,10-14,140
2013,NUMBER,berkovici,M,10-14,71
2013,NUMBER,berkovici,F,10-14,69
2013,NUMBER,grad_bijeljina,_T,10-14,5343
2013,NUMBER,grad_bijeljina,M,10-14,2717
2013,NUMBER,grad_bijeljina,F,10-14,2626
2013,NUMBER,bileca,_T,10-14,608
2013,NUMBER,bileca,M,10-14,294
2013,NUMBER,bileca,F,10-14,314
2013,NUMBER,bratunac,_T,10-14,861
2013,NUMBER,bratunac,M,10-14,450
2013,NUMBER,bratunac,F,10-14,411
2013,NUMBER,brod,_T,10-14,771
2013,NUMBER,brod,M,10-14,401
2013,NUMBER,brod,F,10-14,370
2013,NUMBER,visegrad,_T,10-14,431
2013,NUMBER,visegrad,M,10-14,219
2013,NUMBER,visegrad,F,10-14,212
2013,NUMBER,vlasenica,_T,10-14,518
2013,NUMBER,vlasenica,M,10-14,276
2013,NUMBER,vlasenica,F,10-14,242
2013,NUMBER,vukosavlje,_T,10-14,249
2013,NUMBER,vukosavlje,M,10-14,123
2013,NUMBER,vukosavlje,F,10-14,126
2013,NUMBER,gacko,_T,10-14,527
2013,NUMBER,gacko,M,10-14,296
2013,NUMBER,gacko,F,10-14,231
2013,NUMBER,grad_gradiska,_T,10-14,2332
2013,NUMBER,grad_gradiska,M,10-14,1175
2013,NUMBER,grad_gradiska,F,10-14,1157
2013,NUMBER,grad_derventa,_T,10-14,1284
2013,NUMBER,grad_derventa,M,10-14,637
2013,NUMBER,grad_derventa,F,10-14,647
