Year,UNIT_MEASURE,ADMIN_AREA,Пол,Education,Value
2013,Број,PETROVAC,Ж,_T,160
2013,Број,PETROVO,Оба пола,_T,5575
2013,Број,PETROVO,M,_T,2673
2013,Број,PETROVO,Ж,_T,2902
2013,Број,PRIJEDOR,Оба пола,_T,70732
2013,Број,PRIJEDOR,M,_T,34162
2013,Број,PRIJEDOR,Ж,_T,36570
2013,Број,PRNJAVOR,Оба пола,_T,29403
2013,Број,PRNJAVOR,M,_T,14149
2013,Број,PRNJAVOR,Ж,_T,15254
2013,Број,RIBNIK,Оба пола,_T,5058
2013,Број,RIBNIK,M,_T,2498
2013,Број,RIBNIK,Ж,_T,2560
2013,Број,ROGATICA,Оба пола,_T,8918
2013,Број,ROGATICA,M,_T,4351
2013,Број,ROGATICA,Ж,_T,4567
2013,Број,RUDO,Оба пола,_T,6682
2013,Број,RUDO,M,_T,3367
2013,Број,RUDO,Ж,_T,3315
2013,Број,SOKOLAC,Оба пола,_T,10049
2013,Број,SOKOLAC,M,_T,4907
2013,Број,SOKOLAC,Ж,_T,5142
2013,Број,SRBAC,Оба пола,_T,14551
2013,Број,SRBAC,M,_T,7089
2013,Број,SRBAC,Ж,_T,7462
2013,Број,SREBRENICA,Оба пола,_T,10212
2013,Број,SREBRENICA,M,_T,4952
2013,Број,SREBRENICA,Ж,_T,5260
2013,Број,TESLIC,Оба пола,_T,31305
2013,Број,TESLIC,M,_T,14814
2013,Број,TESLIC,Ж,_T,16491
2013,Број,TREBINJE,Оба пола,_T,23982
2013,Број,TREBINJE,M,_T,11546
2013,Број,TREBINJE,Ж,_T,12436
2013,Број,TRNOVO,Оба пола,_T,1784
2013,Број,TRNOVO,M,_T,848
2013,Број,TRNOVO,Ж,_T,936
2013,Број,UGLJEVIK,Оба пола,_T,12964
2013,Број,UGLJEVIK,M,_T,6513
2013,Број,UGLJEVIK,Ж,_T,6451
2013,Број,FOCA,Оба пола,_T,15468
2013,Број,FOCA,M,_T,7768
2013,Број,FOCA,Ж,_T,7700
2013,Број,HAN PIJESAK,Оба пола,_T,3060
2013,Број,HAN PIJESAK,M,_T,1429
2013,Број,HAN PIJESAK,Ж,_T,1631
2013,Број,CAJNICE,Оба пола,_T,4065
2013,Број,CAJNICE,M,_T,2040
2013,Број,CAJNICE,Ж,_T,2025
2013,Број,CELINAC,Оба пола,_T,12852
2013,Број,CELINAC,M,_T,6297
2013,Број,CELINAC,Ж,_T,6555
2013,Број,SAMAC,Оба пола,_T,14308
2013,Број,SAMAC,M,_T,6877
2013,Број,SAMAC,Ж,_T,7431
2013,Број,SEKOVICI,Оба пола,_T,5525
2013,Број,SEKOVICI,M,_T,2710
2013,Број,SEKOVICI,Ж,_T,2815
2013,Број,SIPOVO,Оба пола,_T,8554
2013,Број,SIPOVO,M,_T,4307
2013,Број,SIPOVO,Ж,_T,4247
2013,Број,REPUBLIKA SRPSKA,Оба пола,no_education,58651
2013,Број,REPUBLIKA SRPSKA,M,no_education,9370
2013,Број,REPUBLIKA SRPSKA,Ж,no_education,49281
2013,Број,BANJA LUKA,Оба пола,no_education,5673
2013,Број,BANJA LUKA,M,no_education,921
2013,Број,BANJA LUKA,Ж,no_education,4752
2013,Број,BERKOVICI,Оба пола,no_education,104
2013,Број,BERKOVICI,M,no_education,8
2013,Број,BERKOVICI,Ж,no_education,96
2013,Број,BIJELJINA,Оба пола,no_education,3916
2013,Број,BIJELJINA,M,no_education,650
2013,Број,BIJELJINA,Ж,no_education,3266
2013,Број,BILECA,Оба пола,no_education,246
2013,Број,BILECA,M,no_education,42
2013,Број,BILECA,Ж,no_education,204
2013,Број,BRATUNAC,Оба пола,no_education,1297
2013,Број,BRATUNAC,M,no_education,166
2013,Број,BRATUNAC,Ж,no_education,1131
2013,Број,BROD,Оба пола,no_education,586
2013,Број,BROD,M,no_education,90
2013,Број,BROD,Ж,no_education,496
2013,Број,VISEGRAD,Оба пола,no_education,576
2013,Број,VISEGRAD,M,no_education,65
2013,Број,VISEGRAD,Ж,no_education,511
2013,Број,VLASENICA,Оба пола,no_education,629
2013,Број,VLASENICA,M,no_education,101
2013,Број,VLASENICA,Ж,no_education,528
2013,Број,VUKOSAVLJE,Оба пола,no_education,329
2013,Број,VUKOSAVLJE,M,no_education,69
2013,Број,VUKOSAVLJE,Ж,no_education,260
2013,Број,GACKO,Оба пола,no_education,268
2013,Број,GACKO,M,no_education,22
2013,Број,GACKO,Ж,no_education,246
2013,Број,GRADISKA,Оба пола,no_education,2608
2013,Број,GRADISKA,M,no_education,425
2013,Број,GRADISKA,Ж,no_education,2183
2013,Број,DERVENTA,Оба пола,no_education,1538
2013,Број,DERVENTA,M,no_education,281
2013,Број,DERVENTA,Ж,no_education,1257
2013,Број,DOBOJ,Оба пола,no_education,3364
2013,Број,DOBOJ,M,no_education,496
2013,Број,DOBOJ,Ж,no_education,2868
2013,Број,DONJI ZABAR,Оба пола,no_education,209
2013,Број,DONJI ZABAR,M,no_education,37
2013,Број,DONJI ZABAR,Ж,no_education,172
2013,Број,ZVORNIK,Оба пола,no_education,3216
2013,Број,ZVORNIK,M,no_education,484
2013,Број,ZVORNIK,Ж,no_education,2732
2013,Број,ISTOCNA ILIDZA,Оба пола,no_education,280
2013,Број,ISTOCNA ILIDZA,M,no_education,33
2013,Број,ISTOCNA ILIDZA,Ж,no_education,247
2013,Број,ISTOCNI DRVAR,Оба пола,no_education,5
2013,Број,ISTOCNI DRVAR,M,no_education,0
2013,Број,ISTOCNI DRVAR,Ж,no_education,5
2013,Број,ISTOCNI MOSTAR,Оба пола,no_education,19
2013,Број,ISTOCNI MOSTAR,M,no_education,1
2013,Број,ISTOCNI MOSTAR,Ж,no_education,18
2013,Број,ISTOCNI STARI GRAD,Оба пола,no_education,61
2013,Број,ISTOCNI STARI GRAD,M,no_education,5
2013,Број,ISTOCNI STARI GRAD,Ж,no_education,56
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,no_education,191
2013,Број,ISTOCNO NOVO SARAJEVO,M,no_education,25
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,no_education,166
2013,Број,JEZERO,Оба пола,no_education,79
2013,Број,JEZERO,M,no_education,14
2013,Број,JEZERO,Ж,no_education,65
2013,Број,KALINOVIK,Оба пола,no_education,158
2013,Број,KALINOVIK,M,no_education,11
2013,Број,KALINOVIK,Ж,no_education,147
2013,Број,KNEZEVO,Оба пола,no_education,1390
2013,Број,KNEZEVO,M,no_education,311
2013,Број,KNEZEVO,Ж,no_education,1079
2013,Број,KOZARSKA DUBICA,Оба пола,no_education,984
2013,Број,KOZARSKA DUBICA,M,no_education,154
2013,Број,KOZARSKA DUBICA,Ж,no_education,830
2013,Број,KOSTAJNICA,Оба пола,no_education,163
2013,Број,KOSTAJNICA,M,no_education,28
2013,Број,KOSTAJNICA,Ж,no_education,135
2013,Број,KOTOR VAROS,Оба пола,no_education,1503
2013,Број,KOTOR VAROS,M,no_education,282
2013,Број,KOTOR VAROS,Ж,no_education,1221
2013,Број,KRUPA NA UNI,Оба пола,no_education,157
2013,Број,KRUPA NA UNI,M,no_education,19
2013,Број,KRUPA NA UNI,Ж,no_education,138
2013,Број,KUPRES,Оба пола,no_education,103
2013,Број,KUPRES,M,no_education,33
2013,Број,KUPRES,Ж,no_education,70
2013,Број,LAKTASI,Оба пола,no_education,1363
2013,Број,LAKTASI,M,no_education,229
2013,Број,LAKTASI,Ж,no_education,1134
2013,Број,LOPARE,Оба пола,no_education,1235
2013,Број,LOPARE,M,no_education,243
2013,Број,LOPARE,Ж,no_education,992
2013,Број,LJUBINJE,Оба пола,no_education,110
2013,Број,LJUBINJE,M,no_education,12
2013,Број,LJUBINJE,Ж,no_education,98
2013,Број,MILICI,Оба пола,no_education,643
2013,Број,MILICI,M,no_education,96
2013,Број,MILICI,Ж,no_education,547
2013,Број,MODRICA,Оба пола,no_education,1278
2013,Број,MODRICA,M,no_education,241
2013,Број,MODRICA,Ж,no_education,1037
2013,Број,MRKONJIC GRAD,Оба пола,no_education,1462
2013,Број,MRKONJIC GRAD,M,no_education,213
2013,Број,MRKONJIC GRAD,Ж,no_education,1249
2013,Број,NEVESINJE,Оба пола,no_education,545
2013,Број,NEVESINJE,M,no_education,56
2013,Број,NEVESINJE,Ж,no_education,489
2013,Број,NOVI GRAD,Оба пола,no_education,1036
2013,Број,NOVI GRAD,M,no_education,171
2013,Број,NOVI GRAD,Ж,no_education,865
2013,Број,NOVO GORAZDE,Оба пола,no_education,127
2013,Број,NOVO GORAZDE,M,no_education,21
2013,Број,NOVO GORAZDE,Ж,no_education,106
2013,Број,OSMACI,Оба пола,no_education,397
2013,Број,OSMACI,M,no_education,62
2013,Број,OSMACI,Ж,no_education,335
2013,Број,OSTRA LUKA,Оба пола,no_education,247
2013,Број,OSTRA LUKA,M,no_education,43
2013,Број,OSTRA LUKA,Ж,no_education,204
2013,Број,PALE,Оба пола,no_education,606
2013,Број,PALE,M,no_education,80
2013,Број,PALE,Ж,no_education,526
2013,Број,PELAGICEVO,Оба пола,no_education,290
2013,Број,PELAGICEVO,M,no_education,46
2013,Број,PELAGICEVO,Ж,no_education,244
2013,Број,PETROVAC,Оба пола,no_education,11
2013,Број,PETROVAC,M,no_education,0
2013,Број,PETROVAC,Ж,no_education,11
2013,Број,PETROVO,Оба пола,no_education,403
2013,Број,PETROVO,M,no_education,48
2013,Број,PETROVO,Ж,no_education,355
2013,Број,PRIJEDOR,Оба пола,no_education,3918
2013,Број,PRIJEDOR,M,no_education,760
2013,Број,PRIJEDOR,Ж,no_education,3158
2013,Број,PRNJAVOR,Оба пола,no_education,2654
2013,Број,PRNJAVOR,M,no_education,391
2013,Број,PRNJAVOR,Ж,no_education,2263
2013,Број,RIBNIK,Оба пола,no_education,680
2013,Број,RIBNIK,M,no_education,118
2013,Број,RIBNIK,Ж,no_education,562
2013,Број,ROGATICA,Оба пола,no_education,633
2013,Број,ROGATICA,M,no_education,89
2013,Број,ROGATICA,Ж,no_education,544
2013,Број,RUDO,Оба пола,no_education,279
2013,Број,RUDO,M,no_education,38
2013,Број,RUDO,Ж,no_education,241
2013,Број,SOKOLAC,Оба пола,no_education,392
2013,Број,SOKOLAC,M,no_education,52
2013,Број,SOKOLAC,Ж,no_education,340
2013,Број,SRBAC,Оба пола,no_education,1115
2013,Број,SRBAC,M,no_education,235
2013,Број,SRBAC,Ж,no_education,880
2013,Број,SREBRENICA,Оба пола,no_education,852
2013,Број,SREBRENICA,M,no_education,105
2013,Број,SREBRENICA,Ж,no_education,747
2013,Број,TESLIC,Оба пола,no_education,3299
2013,Број,TESLIC,M,no_education,471
2013,Број,TESLIC,Ж,no_education,2828
2013,Број,TREBINJE,Оба пола,no_education,382
2013,Број,TREBINJE,M,no_education,44
2013,Број,TREBINJE,Ж,no_education,338
2013,Број,TRNOVO,Оба пола,no_education,143
2013,Број,TRNOVO,M,no_education,14
2013,Број,TRNOVO,Ж,no_education,129
2013,Број,UGLJEVIK,Оба пола,no_education,856
2013,Број,UGLJEVIK,M,no_education,135
2013,Број,UGLJEVIK,Ж,no_education,721
2013,Број,FOCA,Оба пола,no_education,775
2013,Број,FOCA,M,no_education,92
2013,Број,FOCA,Ж,no_education,683
2013,Број,HAN PIJESAK,Оба пола,no_education,198
2013,Број,HAN PIJESAK,M,no_education,22
2013,Број,HAN PIJESAK,Ж,no_education,176
2013,Број,CAJNICE,Оба пола,no_education,224
2013,Број,CAJNICE,M,no_education,31
2013,Број,CAJNICE,Ж,no_education,193
2013,Број,CELINAC,Оба пола,no_education,832
2013,Број,CELINAC,M,no_education,109
2013,Број,CELINAC,Ж,no_education,723
2013,Број,SAMAC,Оба пола,no_education,627
2013,Број,SAMAC,M,no_education,90
2013,Број,SAMAC,Ж,no_education,537
2013,Број,SEKOVICI,Оба пола,no_education,655
2013,Број,SEKOVICI,M,no_education,120
2013,Број,SEKOVICI,Ж,no_education,535
2013,Број,SIPOVO,Оба пола,no_education,732
2013,Број,SIPOVO,M,no_education,120
2013,Број,SIPOVO,Ж,no_education,612
2013,Број,REPUBLIKA SRPSKA,Оба пола,incomplete_elementary,97022
2013,Број,REPUBLIKA SRPSKA,M,incomplete_elementary,33465
2013,Број,REPUBLIKA SRPSKA,Ж,incomplete_elementary,63557
2013,Број,BANJA LUKA,Оба пола,incomplete_elementary,6483
2013,Број,BANJA LUKA,M,incomplete_elementary,2117
2013,Број,BANJA LUKA,Ж,incomplete_elementary,4366
2013,Број,BERKOVICI,Оба пола,incomplete_elementary,229
2013,Број,BERKOVICI,M,incomplete_elementary,74
2013,Број,BERKOVICI,Ж,incomplete_elementary,155
2013,Број,BIJELJINA,Оба пола,incomplete_elementary,10740
2013,Број,BIJELJINA,M,incomplete_elementary,3999
2013,Број,BIJELJINA,Ж,incomplete_elementary,6741
2013,Број,BILECA,Оба пола,incomplete_elementary,747
2013,Број,BILECA,M,incomplete_elementary,187
2013,Број,BILECA,Ж,incomplete_elementary,560
2013,Број,BRATUNAC,Оба пола,incomplete_elementary,1364
2013,Број,BRATUNAC,M,incomplete_elementary,395
2013,Број,BRATUNAC,Ж,incomplete_elementary,969
2013,Број,BROD,Оба пола,incomplete_elementary,1241
2013,Број,BROD,M,incomplete_elementary,328
2013,Број,BROD,Ж,incomplete_elementary,913
2013,Број,VISEGRAD,Оба пола,incomplete_elementary,783
2013,Број,VISEGRAD,M,incomplete_elementary,203
2013,Број,VISEGRAD,Ж,incomplete_elementary,580
2013,Број,VLASENICA,Оба пола,incomplete_elementary,758
2013,Број,VLASENICA,M,incomplete_elementary,243
2013,Број,VLASENICA,Ж,incomplete_elementary,515
2013,Број,VUKOSAVLJE,Оба пола,incomplete_elementary,719
2013,Број,VUKOSAVLJE,M,incomplete_elementary,300
2013,Број,VUKOSAVLJE,Ж,incomplete_elementary,419
2013,Број,GACKO,Оба пола,incomplete_elementary,496
2013,Број,GACKO,M,incomplete_elementary,135
2013,Број,GACKO,Ж,incomplete_elementary,361
2013,Број,GRADISKA,Оба пола,incomplete_elementary,4821
2013,Број,GRADISKA,M,incomplete_elementary,1832
2013,Број,GRADISKA,Ж,incomplete_elementary,2989
2013,Број,DERVENTA,Оба пола,incomplete_elementary,2759
2013,Број,DERVENTA,M,incomplete_elementary,1030
2013,Број,DERVENTA,Ж,incomplete_elementary,1729
2013,Број,DOBOJ,Оба пола,incomplete_elementary,6019
2013,Број,DOBOJ,M,incomplete_elementary,1823
2013,Број,DOBOJ,Ж,incomplete_elementary,4196
2013,Број,DONJI ZABAR,Оба пола,incomplete_elementary,707
2013,Број,DONJI ZABAR,M,incomplete_elementary,304
2013,Број,DONJI ZABAR,Ж,incomplete_elementary,403
2013,Број,ZVORNIK,Оба пола,incomplete_elementary,4702
2013,Број,ZVORNIK,M,incomplete_elementary,1472
2013,Број,ZVORNIK,Ж,incomplete_elementary,3230
2013,Број,ISTOCNA ILIDZA,Оба пола,incomplete_elementary,550
2013,Број,ISTOCNA ILIDZA,M,incomplete_elementary,65
2013,Број,ISTOCNA ILIDZA,Ж,incomplete_elementary,485
2013,Број,ISTOCNI DRVAR,Оба пола,incomplete_elementary,6
2013,Број,ISTOCNI DRVAR,M,incomplete_elementary,4
2013,Број,ISTOCNI DRVAR,Ж,incomplete_elementary,2
2013,Број,ISTOCNI MOSTAR,Оба пола,incomplete_elementary,41
2013,Број,ISTOCNI MOSTAR,M,incomplete_elementary,21
2013,Број,ISTOCNI MOSTAR,Ж,incomplete_elementary,20
2013,Број,ISTOCNI STARI GRAD,Оба пола,incomplete_elementary,133
2013,Број,ISTOCNI STARI GRAD,M,incomplete_elementary,29
2013,Број,ISTOCNI STARI GRAD,Ж,incomplete_elementary,104
2013,Број,ISTOCNO NOVO SARAJEVO,Оба пола,incomplete_elementary,454
2013,Број,ISTOCNO NOVO SARAJEVO,M,incomplete_elementary,89
2013,Број,ISTOCNO NOVO SARAJEVO,Ж,incomplete_elementary,365
2013,Број,JEZERO,Оба пола,incomplete_elementary,105
2013,Број,JEZERO,M,incomplete_elementary,39
2013,Број,JEZERO,Ж,incomplete_elementary,66
2013,Број,KALINOVIK,Оба пола,incomplete_elementary,175
2013,Број,KALINOVIK,M,incomplete_elementary,48
2013,Број,KALINOVIK,Ж,incomplete_elementary,127
2013,Број,KNEZEVO,Оба пола,incomplete_elementary,752
2013,Број,KNEZEVO,M,incomplete_elementary,318
2013,Број,KNEZEVO,Ж,incomplete_elementary,434
2013,Број,KOZARSKA DUBICA,Оба пола,incomplete_elementary,1894
2013,Број,KOZARSKA DUBICA,M,incomplete_elementary,683
2013,Број,KOZARSKA DUBICA,Ж,incomplete_elementary,1211
2013,Број,KOSTAJNICA,Оба пола,incomplete_elementary,387
2013,Број,KOSTAJNICA,M,incomplete_elementary,132
2013,Број,KOSTAJNICA,Ж,incomplete_elementary,255
2013,Број,KOTOR VAROS,Оба пола,incomplete_elementary,1183
2013,Број,KOTOR VAROS,M,incomplete_elementary,391
2013,Број,KOTOR VAROS,Ж,incomplete_elementary,792
2013,Број,KRUPA NA UNI,Оба пола,incomplete_elementary,316
2013,Број,KRUPA NA UNI,M,incomplete_elementary,165
2013,Број,KRUPA NA UNI,Ж,incomplete_elementary,151
2013,Број,KUPRES,Оба пола,incomplete_elementary,19
2013,Број,KUPRES,M,incomplete_elementary,9
2013,Број,KUPRES,Ж,incomplete_elementary,10
2013,Број,LAKTASI,Оба пола,incomplete_elementary,2504
2013,Број,LAKTASI,M,incomplete_elementary,946
2013,Број,LAKTASI,Ж,incomplete_elementary,1558
2013,Број,LOPARE,Оба пола,incomplete_elementary,2118
2013,Број,LOPARE,M,incomplete_elementary,943
2013,Број,LOPARE,Ж,incomplete_elementary,1175
2013,Број,LJUBINJE,Оба пола,incomplete_elementary,275
2013,Број,LJUBINJE,M,incomplete_elementary,64
2013,Број,LJUBINJE,Ж,incomplete_elementary,211
2013,Број,MILICI,Оба пола,incomplete_elementary,729
2013,Број,MILICI,M,incomplete_elementary,217
2013,Број,MILICI,Ж,incomplete_elementary,512
2013,Број,MODRICA,Оба пола,incomplete_elementary,2912
2013,Број,MODRICA,M,incomplete_elementary,1049
2013,Број,MODRICA,Ж,incomplete_elementary,1863
2013,Број,MRKONJIC GRAD,Оба пола,incomplete_elementary,1769
2013,Број,MRKONJIC GRAD,M,incomplete_elementary,777
2013,Број,MRKONJIC GRAD,Ж,incomplete_elementary,992
2013,Број,NEVESINJE,Оба пола,incomplete_elementary,1048
2013,Број,NEVESINJE,M,incomplete_elementary,265
2013,Број,NEVESINJE,Ж,incomplete_elementary,783
2013,Број,NOVI GRAD,Оба пола,incomplete_elementary,2172
2013,Број,NOVI GRAD,M,incomplete_elementary,757
2013,Број,NOVI GRAD,Ж,incomplete_elementary,1415
2013,Број,NOVO GORAZDE,Оба пола,incomplete_elementary,162
2013,Број,NOVO GORAZDE,M,incomplete_elementary,52
2013,Број,NOVO GORAZDE,Ж,incomplete_elementary,110
2013,Број,OSMACI,Оба пола,incomplete_elementary,552
2013,Број,OSMACI,M,incomplete_elementary,172
2013,Број,OSMACI,Ж,incomplete_elementary,380
2013,Број,OSTRA LUKA,Оба пола,incomplete_elementary,352
2013,Број,OSTRA LUKA,M,incomplete_elementary,154
2013,Број,OSTRA LUKA,Ж,incomplete_elementary,198
2013,Број,PALE,Оба пола,incomplete_elementary,986
2013,Број,PALE,M,incomplete_elementary,214
2013,Број,PALE,Ж,incomplete_elementary,772
2013,Број,PELAGICEVO,Оба пола,incomplete_elementary,1081
2013,Број,PELAGICEVO,M,incomplete_elementary,459
2013,Број,PELAGICEVO,Ж,incomplete_elementary,622
2013,Број,PETROVAC,Оба пола,incomplete_elementary,28
2013,Број,PETROVAC,M,incomplete_elementary,4
2013,Број,PETROVAC,Ж,incomplete_elementary,24
2013,Број,PETROVO,Оба пола,incomplete_elementary,733
2013,Број,PETROVO,M,incomplete_elementary,180
2013,Број,PETROVO,Ж,incomplete_elementary,553
2013,Број,PRIJEDOR,Оба пола,incomplete_elementary,6219
2013,Број,PRIJEDOR,M,incomplete_elementary,1948
2013,Број,PRIJEDOR,Ж,incomplete_elementary,4271
2013,Број,PRNJAVOR,Оба пола,incomplete_elementary,4458
2013,Број,PRNJAVOR,M,incomplete_elementary,1948
2013,Број,PRNJAVOR,Ж,incomplete_elementary,2510
2013,Број,RIBNIK,Оба пола,incomplete_elementary,641
2013,Број,RIBNIK,M,incomplete_elementary,249
2013,Број,RIBNIK,Ж,incomplete_elementary,392
2013,Број,ROGATICA,Оба пола,incomplete_elementary,799
2013,Број,ROGATICA,M,incomplete_elementary,239
2013,Број,ROGATICA,Ж,incomplete_elementary,560
2013,Број,RUDO,Оба пола,incomplete_elementary,719
2013,Број,RUDO,M,incomplete_elementary,197
2013,Број,RUDO,Ж,incomplete_elementary,522
2013,Број,SOKOLAC,Оба пола,incomplete_elementary,747
2013,Број,SOKOLAC,M,incomplete_elementary,207
2013,Број,SOKOLAC,Ж,incomplete_elementary,540
2013,Број,SRBAC,Оба пола,incomplete_elementary,2023
2013,Број,SRBAC,M,incomplete_elementary,857
2013,Број,SRBAC,Ж,incomplete_elementary,1166
2013,Број,SREBRENICA,Оба пола,incomplete_elementary,1086
2013,Број,SREBRENICA,M,incomplete_elementary,308
2013,Број,SREBRENICA,Ж,incomplete_elementary,778
2013,Број,TESLIC,Оба пола,incomplete_elementary,4433
2013,Број,TESLIC,M,incomplete_elementary,1551
