Year,UNIT_MEASURE,Teritory,Spol,Starosna dob,Value
2013,Broj,ISTOCNI DRVAR,M,0-4,-
2013,Broj,ISTOCNI DRVAR,Ž,0-4,-
2013,Broj,ISTOCNI MOSTAR,Oba spola,0-4,7
2013,Broj,ISTOCNI MOSTAR,M,0-4,4
2013,Broj,ISTOCNI MOSTAR,Ž,0-4,3
2013,Broj,ISTOCNI STARI GRAD,Oba spola,0-4,40
2013,Broj,ISTOCNI STARI GRAD,M,0-4,23
2013,Broj,ISTOCNI STARI GRAD,Ž,0-4,17
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,0-4,619
2013,Broj,ISTOCNO NOVO SARAJEVO,M,0-4,295
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,0-4,324
2013,Broj,JEZERO,Oba spola,0-4,41
2013,Broj,JEZERO,M,0-4,20
2013,Broj,JEZERO,Ž,0-4,21
2013,Broj,KALINOVIK,Oba spola,0-4,51
2013,Broj,KALINOVIK,M,0-4,25
2013,Broj,KALINOVIK,Ž,0-4,26
2013,Broj,KNEZEVO,Oba spola,0-4,400
2013,Broj,KNEZEVO,M,0-4,210
2013,Broj,KNEZEVO,Ž,0-4,190
2013,Broj,KOZARSKA DUBICA,Oba spola,0-4,780
2013,Broj,KOZARSKA DUBICA,M,0-4,399
2013,Broj,KOZARSKA DUBICA,Ž,0-4,381
2013,Broj,KOSTAJNICA,Oba spola,0-4,216
2013,Broj,KOSTAJNICA,M,0-4,100
2013,Broj,KOSTAJNICA,Ž,0-4,116
2013,Broj,KOTOR VAROS,Oba spola,0-4,896
2013,Broj,KOTOR VAROS,M,0-4,468
2013,Broj,KOTOR VAROS,Ž,0-4,428
2013,Broj,KRUPA NA UNI,Oba spola,0-4,48
2013,Broj,KRUPA NA UNI,M,0-4,26
2013,Broj,KRUPA NA UNI,Ž,0-4,22
2013,Broj,KUPRES,Oba spola,0-4,6
2013,Broj,KUPRES,M,0-4,6
2013,Broj,KUPRES,Ž,0-4,-
2013,Broj,LAKTASI,Oba spola,0-4,1667
2013,Broj,LAKTASI,M,0-4,844
2013,Broj,LAKTASI,Ž,0-4,823
2013,Broj,LOPARE,Oba spola,0-4,498
2013,Broj,LOPARE,M,0-4,245
2013,Broj,LOPARE,Ž,0-4,253
2013,Broj,LJUBINJE,Oba spola,0-4,149
2013,Broj,LJUBINJE,M,0-4,73
2013,Broj,LJUBINJE,Ž,0-4,76
2013,Broj,MILICI,Oba spola,0-4,453
2013,Broj,MILICI,M,0-4,231
2013,Broj,MILICI,Ž,0-4,222
2013,Broj,MODRICA,Oba spola,0-4,976
2013,Broj,MODRICA,M,0-4,501
2013,Broj,MODRICA,Ž,0-4,475
2013,Broj,MRKONJIC GRAD,Oba spola,0-4,664
2013,Broj,MRKONJIC GRAD,M,0-4,327
2013,Broj,MRKONJIC GRAD,Ž,0-4,337
2013,Broj,NEVESINJE,Oba spola,0-4,549
2013,Broj,NEVESINJE,M,0-4,292
2013,Broj,NEVESINJE,Ž,0-4,257
2013,Broj,NOVI GRAD,Oba spola,0-4,940
2013,Broj,NOVI GRAD,M,0-4,476
2013,Broj,NOVI GRAD,Ž,0-4,464
2013,Broj,NOVO GORAZDE,Oba spola,0-4,101
2013,Broj,NOVO GORAZDE,M,0-4,49
2013,Broj,NOVO GORAZDE,Ž,0-4,52
2013,Broj,OSMACI,Oba spola,0-4,265
2013,Broj,OSMACI,M,0-4,143
2013,Broj,OSMACI,Ž,0-4,122
2013,Broj,OSTRA LUKA,Oba spola,0-4,103
2013,Broj,OSTRA LUKA,M,0-4,53
2013,Broj,OSTRA LUKA,Ž,0-4,50
2013,Broj,PALE,Oba spola,0-4,890
2013,Broj,PALE,M,0-4,457
2013,Broj,PALE,Ž,0-4,433
2013,Broj,PELAGICEVO,Oba spola,0-4,120
2013,Broj,PELAGICEVO,M,0-4,57
2013,Broj,PELAGICEVO,Ž,0-4,63
2013,Broj,PETROVAC,Oba spola,0-4,13
2013,Broj,PETROVAC,M,0-4,8
2013,Broj,PETROVAC,Ž,0-4,5
2013,Broj,PETROVO,Oba spola,0-4,259
2013,Broj,PETROVO,M,0-4,142
2013,Broj,PETROVO,Ž,0-4,117
2013,Broj,PRIJEDOR,Oba spola,0-4,3208
2013,Broj,PRIJEDOR,M,0-4,1668
2013,Broj,PRIJEDOR,Ž,0-4,1540
2013,Broj,PRNJAVOR,Oba spola,0-4,1554
2013,Broj,PRNJAVOR,M,0-4,796
2013,Broj,PRNJAVOR,Ž,0-4,758
2013,Broj,RIBNIK,Oba spola,0-4,239
2013,Broj,RIBNIK,M,0-4,117
2013,Broj,RIBNIK,Ž,0-4,122
2013,Broj,ROGATICA,Oba spola,0-4,502
2013,Broj,ROGATICA,M,0-4,249
2013,Broj,ROGATICA,Ž,0-4,253
2013,Broj,RUDO,Oba spola,0-4,282
2013,Broj,RUDO,M,0-4,147
2013,Broj,RUDO,Ž,0-4,135
2013,Broj,SOKOLAC,Oba spola,0-4,493
2013,Broj,SOKOLAC,M,0-4,256
2013,Broj,SOKOLAC,Ž,0-4,237
2013,Broj,SRBAC,Oba spola,0-4,809
2013,Broj,SRBAC,M,0-4,398
2013,Broj,SRBAC,Ž,0-4,411
2013,Broj,SREBRENICA,Oba spola,0-4,489
2013,Broj,SREBRENICA,M,0-4,247
2013,Broj,SREBRENICA,Ž,0-4,242
2013,Broj,TESLIC,Oba spola,0-4,1951
2013,Broj,TESLIC,M,0-4,1040
2013,Broj,TESLIC,Ž,0-4,911
2013,Broj,TREBINJE,Oba spola,0-4,1397
2013,Broj,TREBINJE,M,0-4,744
2013,Broj,TREBINJE,Ž,0-4,653
2013,Broj,TRNOVO,Oba spola,0-4,65
2013,Broj,TRNOVO,M,0-4,30
2013,Broj,TRNOVO,Ž,0-4,35
2013,Broj,UGLJEVIK,Oba spola,0-4,668
2013,Broj,UGLJEVIK,M,0-4,366
2013,Broj,UGLJEVIK,Ž,0-4,302
2013,Broj,FOCA,Oba spola,0-4,626
2013,Broj,FOCA,M,0-4,356
2013,Broj,FOCA,Ž,0-4,270
2013,Broj,HAN PIJESAK,Oba spola,0-4,132
2013,Broj,HAN PIJESAK,M,0-4,70
2013,Broj,HAN PIJESAK,Ž,0-4,62
2013,Broj,CAJNICE,Oba spola,0-4,181
2013,Broj,CAJNICE,M,0-4,84
2013,Broj,CAJNICE,Ž,0-4,97
2013,Broj,CELINAC,Oba spola,0-4,758
2013,Broj,CELINAC,M,0-4,394
2013,Broj,CELINAC,Ž,0-4,364
2013,Broj,SAMAC,Oba spola,0-4,567
2013,Broj,SAMAC,M,0-4,284
2013,Broj,SAMAC,Ž,0-4,283
2013,Broj,SEKOVICI,Oba spola,0-4,237
2013,Broj,SEKOVICI,M,0-4,120
2013,Broj,SEKOVICI,Ž,0-4,117
2013,Broj,SIPOVO,Oba spola,0-4,424
2013,Broj,SIPOVO,M,0-4,230
2013,Broj,SIPOVO,Ž,0-4,194
2013,Broj,REPUBLIKA SRPSKA,Oba spola,5-9,54076
2013,Broj,REPUBLIKA SRPSKA,M,5-9,27716
2013,Broj,REPUBLIKA SRPSKA,Ž,5-9,26360
2013,Broj,BANJA LUKA,Oba spola,5-9,8511
2013,Broj,BANJA LUKA,M,5-9,4351
2013,Broj,BANJA LUKA,Ž,5-9,4160
2013,Broj,BERKOVICI,Oba spola,5-9,126
2013,Broj,BERKOVICI,M,5-9,72
2013,Broj,BERKOVICI,Ž,5-9,54
2013,Broj,BIJELJINA,Oba spola,5-9,4936
2013,Broj,BIJELJINA,M,5-9,2547
2013,Broj,BIJELJINA,Ž,5-9,2389
2013,Broj,BILECA,Oba spola,5-9,477
2013,Broj,BILECA,M,5-9,262
2013,Broj,BILECA,Ž,5-9,215
2013,Broj,BRATUNAC,Oba spola,5-9,990
2013,Broj,BRATUNAC,M,5-9,495
2013,Broj,BRATUNAC,Ž,5-9,495
2013,Broj,BROD,Oba spola,5-9,698
2013,Broj,BROD,M,5-9,370
2013,Broj,BROD,Ž,5-9,328
2013,Broj,VISEGRAD,Oba spola,5-9,412
2013,Broj,VISEGRAD,M,5-9,203
2013,Broj,VISEGRAD,Ž,5-9,209
2013,Broj,VLASENICA,Oba spola,5-9,530
2013,Broj,VLASENICA,M,5-9,271
2013,Broj,VLASENICA,Ž,5-9,259
2013,Broj,VUKOSAVLJE,Oba spola,5-9,215
2013,Broj,VUKOSAVLJE,M,5-9,109
2013,Broj,VUKOSAVLJE,Ž,5-9,106
2013,Broj,GACKO,Oba spola,5-9,433
2013,Broj,GACKO,M,5-9,233
2013,Broj,GACKO,Ž,5-9,200
2013,Broj,GRADISKA,Oba spola,5-9,2192
2013,Broj,GRADISKA,M,5-9,1123
2013,Broj,GRADISKA,Ž,5-9,1069
2013,Broj,DERVENTA,Oba spola,5-9,1168
2013,Broj,DERVENTA,M,5-9,608
2013,Broj,DERVENTA,Ž,5-9,560
2013,Broj,DOBOJ,Oba spola,5-9,3208
2013,Broj,DOBOJ,M,5-9,1602
2013,Broj,DOBOJ,Ž,5-9,1606
2013,Broj,DONJI ZABAR,Oba spola,5-9,175
2013,Broj,DONJI ZABAR,M,5-9,99
2013,Broj,DONJI ZABAR,Ž,5-9,76
2013,Broj,ZVORNIK,Oba spola,5-9,2982
2013,Broj,ZVORNIK,M,5-9,1540
2013,Broj,ZVORNIK,Ž,5-9,1442
2013,Broj,ISTOCNA ILIDZA,Oba spola,5-9,664
2013,Broj,ISTOCNA ILIDZA,M,5-9,317
2013,Broj,ISTOCNA ILIDZA,Ž,5-9,347
2013,Broj,ISTOCNI DRVAR,Oba spola,5-9,1
2013,Broj,ISTOCNI DRVAR,M,5-9,1
2013,Broj,ISTOCNI DRVAR,Ž,5-9,-
2013,Broj,ISTOCNI MOSTAR,Oba spola,5-9,11
2013,Broj,ISTOCNI MOSTAR,M,5-9,6
2013,Broj,ISTOCNI MOSTAR,Ž,5-9,5
2013,Broj,ISTOCNI STARI GRAD,Oba spola,5-9,43
2013,Broj,ISTOCNI STARI GRAD,M,5-9,24
2013,Broj,ISTOCNI STARI GRAD,Ž,5-9,19
2013,Broj,ISTOCNO NOVO SARAJEVO,Oba spola,5-9,480
2013,Broj,ISTOCNO NOVO SARAJEVO,M,5-9,239
2013,Broj,ISTOCNO NOVO SARAJEVO,Ž,5-9,241
2013,Broj,JEZERO,Oba spola,5-9,47
2013,Broj,JEZERO,M,5-9,22
2013,Broj,JEZERO,Ž,5-9,25
2013,Broj,KALINOVIK,Oba spola,5-9,66
2013,Broj,KALINOVIK,M,5-9,30
2013,Broj,KALINOVIK,Ž,5-9,36
2013,Broj,KNEZEVO,Oba spola,5-9,410
2013,Broj,KNEZEVO,M,5-9,213
2013,Broj,KNEZEVO,Ž,5-9,197
2013,Broj,KOZARSKA DUBICA,Oba spola,5-9,806
2013,Broj,KOZARSKA DUBICA,M,5-9,399
2013,Broj,KOZARSKA DUBICA,Ž,5-9,407
2013,Broj,KOSTAJNICA,Oba spola,5-9,228
2013,Broj,KOSTAJNICA,M,5-9,127
2013,Broj,KOSTAJNICA,Ž,5-9,101
2013,Broj,KOTOR VAROS,Oba spola,5-9,932
2013,Broj,KOTOR VAROS,M,5-9,470
2013,Broj,KOTOR VAROS,Ž,5-9,462
2013,Broj,KRUPA NA UNI,Oba spola,5-9,56
2013,Broj,KRUPA NA UNI,M,5-9,29
2013,Broj,KRUPA NA UNI,Ž,5-9,27
2013,Broj,KUPRES,Oba spola,5-9,7
2013,Broj,KUPRES,M,5-9,4
2013,Broj,KUPRES,Ž,5-9,3
2013,Broj,LAKTASI,Oba spola,5-9,1838
2013,Broj,LAKTASI,M,5-9,929
2013,Broj,LAKTASI,Ž,5-9,909
2013,Broj,LOPARE,Oba spola,5-9,592
2013,Broj,LOPARE,M,5-9,301
2013,Broj,LOPARE,Ž,5-9,291
2013,Broj,LJUBINJE,Oba spola,5-9,124
2013,Broj,LJUBINJE,M,5-9,58
2013,Broj,LJUBINJE,Ž,5-9,66
2013,Broj,MILICI,Oba spola,5-9,505
2013,Broj,MILICI,M,5-9,260
2013,Broj,MILICI,Ž,5-9,245
2013,Broj,MODRICA,Oba spola,5-9,1095
2013,Broj,MODRICA,M,5-9,558
2013,Broj,MODRICA,Ž,5-9,537
2013,Broj,MRKONJIC GRAD,Oba spola,5-9,721
2013,Broj,MRKONJIC GRAD,M,5-9,389
2013,Broj,MRKONJIC GRAD,Ž,5-9,332
2013,Broj,NEVESINJE,Oba spola,5-9,647
2013,Broj,NEVESINJE,M,5-9,329
2013,Broj,NEVESINJE,Ž,5-9,318
2013,Broj,NOVI GRAD,Oba spola,5-9,1008
2013,Broj,NOVI GRAD,M,5-9,528
2013,Broj,NOVI GRAD,Ž,5-9,480
2013,Broj,NOVO GORAZDE,Oba spola,5-9,96
2013,Broj,NOVO GORAZDE,M,5-9,43
2013,Broj,NOVO GORAZDE,Ž,5-9,53
2013,Broj,OSMACI,Oba spola,5-9,260
2013,Broj,OSMACI,M,5-9,138
2013,Broj,OSMACI,Ž,5-9,122
2013,Broj,OSTRA LUKA,Oba spola,5-9,134
2013,Broj,OSTRA LUKA,M,5-9,69
2013,Broj,OSTRA LUKA,Ž,5-9,65
2013,Broj,PALE,Oba spola,5-9,866
2013,Broj,PALE,M,5-9,439
2013,Broj,PALE,Ž,5-9,427
2013,Broj,PELAGICEVO,Oba spola,5-9,162
2013,Broj,PELAGICEVO,M,5-9,85
2013,Broj,PELAGICEVO,Ž,5-9,77
2013,Broj,PETROVAC,Oba spola,5-9,18
2013,Broj,PETROVAC,M,5-9,10
2013,Broj,PETROVAC,Ž,5-9,8
2013,Broj,PETROVO,Oba spola,5-9,227
2013,Broj,PETROVO,M,5-9,108
2013,Broj,PETROVO,Ž,5-9,119
2013,Broj,PRIJEDOR,Oba spola,5-9,3333
2013,Broj,PRIJEDOR,M,5-9,1727
2013,Broj,PRIJEDOR,Ž,5-9,1606
2013,Broj,PRNJAVOR,Oba spola,5-9,1572
2013,Broj,PRNJAVOR,M,5-9,804
2013,Broj,PRNJAVOR,Ž,5-9,768
2013,Broj,RIBNIK,Oba spola,5-9,247
2013,Broj,RIBNIK,M,5-9,134
2013,Broj,RIBNIK,Ž,5-9,113
2013,Broj,ROGATICA,Oba spola,5-9,473
2013,Broj,ROGATICA,M,5-9,246
2013,Broj,ROGATICA,Ž,5-9,227
2013,Broj,RUDO,Oba spola,5-9,317
2013,Broj,RUDO,M,5-9,169
