Year,UNIT_MEASURE,Administrativna oblast,Spol,Disabilities,Value
2013,Broj,Trnovo,Ž,memory,17
2013,Broj,Ugljevik,Oba spola,memory,191
2013,Broj,Ugljevik,M,memory,78
2013,Broj,Ugljevik,Ž,memory,113
2013,Broj,Foča,Oba spola,memory,265
2013,Broj,Foča,M,memory,126
2013,Broj,Foča,Ž,memory,139
2013,Broj,Han Pijesak,Oba spola,memory,49
2013,Broj,Han Pijesak,M,memory,15
2013,Broj,Han Pijesak,Ž,memory,34
2013,Broj,Čajniče,Oba spola,memory,67
2013,Broj,Čajniče,M,memory,30
2013,Broj,Čajniče,Ž,memory,37
2013,Broj,Čelinac,Oba spola,memory,298
2013,Broj,Čelinac,M,memory,150
2013,Broj,Čelinac,Ž,memory,148
2013,Broj,Šamac,Oba spola,memory,252
2013,Broj,Šamac,M,memory,110
2013,Broj,Šamac,Ž,memory,142
2013,Broj,Šekovići,Oba spola,memory,94
2013,Broj,Šekovići,M,memory,38
2013,Broj,Šekovići,Ž,memory,56
2013,Broj,Šipovo,Oba spola,memory,137
2013,Broj,Šipovo,M,memory,61
2013,Broj,Šipovo,Ž,memory,76
2013,Broj,Republika Srpska,Oba spola,dressing,13502
2013,Broj,Republika Srpska,M,dressing,5773
2013,Broj,Republika Srpska,Ž,dressing,7729
2013,Broj,Grad Banja Luka,Oba spola,dressing,1717
2013,Broj,Grad Banja Luka,M,dressing,774
2013,Broj,Grad Banja Luka,Ž,dressing,943
2013,Broj,Berkovići,Oba spola,dressing,29
2013,Broj,Berkovići,M,dressing,11
2013,Broj,Berkovići,Ž,dressing,18
2013,Broj,Grad Bijeljina,Oba spola,dressing,1050
2013,Broj,Grad Bijeljina,M,dressing,468
2013,Broj,Grad Bijeljina,Ž,dressing,582
2013,Broj,Bileća,Oba spola,dressing,107
2013,Broj,Bileća,M,dressing,44
2013,Broj,Bileća,Ž,dressing,63
2013,Broj,Bratunac,Oba spola,dressing,172
2013,Broj,Bratunac,M,dressing,76
2013,Broj,Bratunac,Ž,dressing,96
2013,Broj,Brod,Oba spola,dressing,143
2013,Broj,Brod,M,dressing,55
2013,Broj,Brod,Ž,dressing,88
2013,Broj,Višegrad,Oba spola,dressing,232
2013,Broj,Višegrad,M,dressing,60
2013,Broj,Višegrad,Ž,dressing,172
2013,Broj,Vlasenica,Oba spola,dressing,104
2013,Broj,Vlasenica,M,dressing,49
2013,Broj,Vlasenica,Ž,dressing,55
2013,Broj,Vukosavlje,Oba spola,dressing,53
2013,Broj,Vukosavlje,M,dressing,30
2013,Broj,Vukosavlje,Ž,dressing,23
2013,Broj,Gacko,Oba spola,dressing,74
2013,Broj,Gacko,M,dressing,25
2013,Broj,Gacko,Ž,dressing,49
2013,Broj,Grad Gradiška,Oba spola,dressing,617
2013,Broj,Grad Gradiška,M,dressing,252
2013,Broj,Grad Gradiška,Ž,dressing,365
2013,Broj,Grad Derventa,Oba spola,dressing,298
2013,Broj,Grad Derventa,M,dressing,114
2013,Broj,Grad Derventa,Ž,dressing,184
2013,Broj,Grad Doboj,Oba spola,dressing,1011
2013,Broj,Grad Doboj,M,dressing,408
2013,Broj,Grad Doboj,Ž,dressing,603
2013,Broj,Donji Žabar,Oba spola,dressing,31
2013,Broj,Donji Žabar,M,dressing,11
2013,Broj,Donji Žabar,Ž,dressing,20
2013,Broj,Grad Zvornik,Oba spola,dressing,518
2013,Broj,Grad Zvornik,M,dressing,239
2013,Broj,Grad Zvornik,Ž,dressing,279
2013,Broj,Istočna Ilidža,Oba spola,dressing,175
2013,Broj,Istočna Ilidža,M,dressing,83
2013,Broj,Istočna Ilidža,Ž,dressing,92
2013,Broj,Istočni Drvar,Oba spola,dressing,0
2013,Broj,Istočni Drvar,M,dressing,0
2013,Broj,Istočni Drvar,Ž,dressing,0
2013,Broj,Istočni Mostar,Oba spola,dressing,2
2013,Broj,Istočni Mostar,M,dressing,1
2013,Broj,Istočni Mostar,Ž,dressing,1
2013,Broj,Istočni Stari Grad,Oba spola,dressing,15
2013,Broj,Istočni Stari Grad,M,dressing,6
2013,Broj,Istočni Stari Grad,Ž,dressing,9
2013,Broj,Istočno Novo Sarajevo,Oba spola,dressing,77
2013,Broj,Istočno Novo Sarajevo,M,dressing,34
2013,Broj,Istočno Novo Sarajevo,Ž,dressing,43
2013,Broj,Jezero,Oba spola,dressing,18
2013,Broj,Jezero,M,dressing,9
2013,Broj,Jezero,Ž,dressing,9
2013,Broj,Kalinovik,Oba spola,dressing,26
2013,Broj,Kalinovik,M,dressing,8
2013,Broj,Kalinovik,Ž,dressing,18
2013,Broj,Kneževo,Oba spola,dressing,171
2013,Broj,Kneževo,M,dressing,70
2013,Broj,Kneževo,Ž,dressing,101
2013,Broj,Kozarska Dubica,Oba spola,dressing,243
2013,Broj,Kozarska Dubica,M,dressing,108
2013,Broj,Kozarska Dubica,Ž,dressing,135
2013,Broj,Kostajnica,Oba spola,dressing,69
2013,Broj,Kostajnica,M,dressing,24
2013,Broj,Kostajnica,Ž,dressing,45
2013,Broj,Kotor Varoš,Oba spola,dressing,228
2013,Broj,Kotor Varoš,M,dressing,100
2013,Broj,Kotor Varoš,Ž,dressing,128
2013,Broj,Krupa Na Uni,Oba spola,dressing,19
2013,Broj,Krupa Na Uni,M,dressing,5
2013,Broj,Krupa Na Uni,Ž,dressing,14
2013,Broj,Kupres,Oba spola,dressing,6
2013,Broj,Kupres,M,dressing,3
2013,Broj,Kupres,Ž,dressing,3
2013,Broj,Laktaši,Oba spola,dressing,324
2013,Broj,Laktaši,M,dressing,162
2013,Broj,Laktaši,Ž,dressing,162
2013,Broj,Lopare,Oba spola,dressing,190
2013,Broj,Lopare,M,dressing,85
2013,Broj,Lopare,Ž,dressing,105
2013,Broj,Ljubinje,Oba spola,dressing,44
2013,Broj,Ljubinje,M,dressing,18
2013,Broj,Ljubinje,Ž,dressing,26
2013,Broj,Milići,Oba spola,dressing,107
2013,Broj,Milići,M,dressing,42
2013,Broj,Milići,Ž,dressing,65
2013,Broj,Modriča,Oba spola,dressing,383
2013,Broj,Modriča,M,dressing,152
2013,Broj,Modriča,Ž,dressing,231
2013,Broj,Mrkonjić Grad,Oba spola,dressing,203
2013,Broj,Mrkonjić Grad,M,dressing,83
2013,Broj,Mrkonjić Grad,Ž,dressing,120
2013,Broj,Nevesinje,Oba spola,dressing,104
2013,Broj,Nevesinje,M,dressing,38
2013,Broj,Nevesinje,Ž,dressing,66
2013,Broj,Novi Grad,Oba spola,dressing,373
2013,Broj,Novi Grad,M,dressing,156
2013,Broj,Novi Grad,Ž,dressing,217
2013,Broj,Novo Goražde,Oba spola,dressing,20
2013,Broj,Novo Goražde,M,dressing,7
2013,Broj,Novo Goražde,Ž,dressing,13
2013,Broj,Osmaci,Oba spola,dressing,43
2013,Broj,Osmaci,M,dressing,16
2013,Broj,Osmaci,Ž,dressing,27
2013,Broj,Oštra Luka,Oba spola,dressing,39
2013,Broj,Oštra Luka,M,dressing,17
2013,Broj,Oštra Luka,Ž,dressing,22
2013,Broj,Pale,Oba spola,dressing,174
2013,Broj,Pale,M,dressing,80
2013,Broj,Pale,Ž,dressing,94
2013,Broj,Pelagićevo,Oba spola,dressing,71
2013,Broj,Pelagićevo,M,dressing,33
2013,Broj,Pelagićevo,Ž,dressing,38
2013,Broj,Petrovac,Oba spola,dressing,4
2013,Broj,Petrovac,M,dressing,1
2013,Broj,Petrovac,Ž,dressing,3
2013,Broj,Petrovo,Oba spola,dressing,106
2013,Broj,Petrovo,M,dressing,40
2013,Broj,Petrovo,Ž,dressing,66
2013,Broj,Grad Prijedor,Oba spola,dressing,1081
2013,Broj,Grad Prijedor,M,dressing,517
2013,Broj,Grad Prijedor,Ž,dressing,564
2013,Broj,Prnjavor,Oba spola,dressing,418
2013,Broj,Prnjavor,M,dressing,182
2013,Broj,Prnjavor,Ž,dressing,236
2013,Broj,Ribnik,Oba spola,dressing,111
2013,Broj,Ribnik,M,dressing,50
2013,Broj,Ribnik,Ž,dressing,61
2013,Broj,Rogatica,Oba spola,dressing,153
2013,Broj,Rogatica,M,dressing,59
2013,Broj,Rogatica,Ž,dressing,94
2013,Broj,Rudo,Oba spola,dressing,85
2013,Broj,Rudo,M,dressing,40
2013,Broj,Rudo,Ž,dressing,45
2013,Broj,Sokolac,Oba spola,dressing,143
2013,Broj,Sokolac,M,dressing,55
2013,Broj,Sokolac,Ž,dressing,88
2013,Broj,Srbac,Oba spola,dressing,174
2013,Broj,Srbac,M,dressing,78
2013,Broj,Srbac,Ž,dressing,96
2013,Broj,Srebrenica,Oba spola,dressing,99
2013,Broj,Srebrenica,M,dressing,34
2013,Broj,Srebrenica,Ž,dressing,65
2013,Broj,Teslić,Oba spola,dressing,499
2013,Broj,Teslić,M,dressing,209
2013,Broj,Teslić,Ž,dressing,290
2013,Broj,Grad Trebinje,Oba spola,dressing,283
2013,Broj,Grad Trebinje,M,dressing,104
2013,Broj,Grad Trebinje,Ž,dressing,179
2013,Broj,Trnovo,Oba spola,dressing,31
2013,Broj,Trnovo,M,dressing,12
2013,Broj,Trnovo,Ž,dressing,19
2013,Broj,Ugljevik,Oba spola,dressing,151
2013,Broj,Ugljevik,M,dressing,63
2013,Broj,Ugljevik,Ž,dressing,88
2013,Broj,Foča,Oba spola,dressing,230
2013,Broj,Foča,M,dressing,97
2013,Broj,Foča,Ž,dressing,133
2013,Broj,Han Pijesak,Oba spola,dressing,48
2013,Broj,Han Pijesak,M,dressing,15
2013,Broj,Han Pijesak,Ž,dressing,33
2013,Broj,Čajniče,Oba spola,dressing,50
2013,Broj,Čajniče,M,dressing,23
2013,Broj,Čajniče,Ž,dressing,27
2013,Broj,Čelinac,Oba spola,dressing,210
2013,Broj,Čelinac,M,dressing,96
2013,Broj,Čelinac,Ž,dressing,114
2013,Broj,Šamac,Oba spola,dressing,159
2013,Broj,Šamac,M,dressing,67
2013,Broj,Šamac,Ž,dressing,92
2013,Broj,Šekovići,Oba spola,dressing,60
2013,Broj,Šekovići,M,dressing,29
2013,Broj,Šekovići,Ž,dressing,31
2013,Broj,Šipovo,Oba spola,dressing,127
2013,Broj,Šipovo,M,dressing,46
2013,Broj,Šipovo,Ž,dressing,81
2013,Broj,Republika Srpska,Oba spola,communication,10723
2013,Broj,Republika Srpska,M,communication,5103
2013,Broj,Republika Srpska,Ž,communication,5620
2013,Broj,Grad Banja Luka,Oba spola,communication,1307
2013,Broj,Grad Banja Luka,M,communication,670
2013,Broj,Grad Banja Luka,Ž,communication,637
2013,Broj,Berkovići,Oba spola,communication,26
2013,Broj,Berkovići,M,communication,11
2013,Broj,Berkovići,Ž,communication,15
2013,Broj,Grad Bijeljina,Oba spola,communication,793
2013,Broj,Grad Bijeljina,M,communication,398
2013,Broj,Grad Bijeljina,Ž,communication,395
2013,Broj,Bileća,Oba spola,communication,89
2013,Broj,Bileća,M,communication,44
2013,Broj,Bileća,Ž,communication,45
2013,Broj,Bratunac,Oba spola,communication,135
2013,Broj,Bratunac,M,communication,56
2013,Broj,Bratunac,Ž,communication,79
2013,Broj,Brod,Oba spola,communication,121
2013,Broj,Brod,M,communication,60
2013,Broj,Brod,Ž,communication,61
2013,Broj,Višegrad,Oba spola,communication,202
2013,Broj,Višegrad,M,communication,55
2013,Broj,Višegrad,Ž,communication,147
2013,Broj,Vlasenica,Oba spola,communication,96
2013,Broj,Vlasenica,M,communication,50
2013,Broj,Vlasenica,Ž,communication,46
2013,Broj,Vukosavlje,Oba spola,communication,50
2013,Broj,Vukosavlje,M,communication,26
2013,Broj,Vukosavlje,Ž,communication,24
2013,Broj,Gacko,Oba spola,communication,70
2013,Broj,Gacko,M,communication,30
2013,Broj,Gacko,Ž,communication,40
2013,Broj,Grad Gradiška,Oba spola,communication,504
2013,Broj,Grad Gradiška,M,communication,220
2013,Broj,Grad Gradiška,Ž,communication,284
2013,Broj,Grad Derventa,Oba spola,communication,255
2013,Broj,Grad Derventa,M,communication,118
2013,Broj,Grad Derventa,Ž,communication,137
2013,Broj,Grad Doboj,Oba spola,communication,786
2013,Broj,Grad Doboj,M,communication,353
2013,Broj,Grad Doboj,Ž,communication,433
2013,Broj,Donji Žabar,Oba spola,communication,23
2013,Broj,Donji Žabar,M,communication,13
2013,Broj,Donji Žabar,Ž,communication,10
2013,Broj,Grad Zvornik,Oba spola,communication,402
2013,Broj,Grad Zvornik,M,communication,184
2013,Broj,Grad Zvornik,Ž,communication,218
2013,Broj,Istočna Ilidža,Oba spola,communication,113
2013,Broj,Istočna Ilidža,M,communication,54
2013,Broj,Istočna Ilidža,Ž,communication,59
2013,Broj,Istočni Drvar,Oba spola,communication,0
2013,Broj,Istočni Drvar,M,communication,0
2013,Broj,Istočni Drvar,Ž,communication,0
2013,Broj,Istočni Mostar,Oba spola,communication,2
2013,Broj,Istočni Mostar,M,communication,1
2013,Broj,Istočni Mostar,Ž,communication,1
2013,Broj,Istočni Stari Grad,Oba spola,communication,14
2013,Broj,Istočni Stari Grad,M,communication,9
2013,Broj,Istočni Stari Grad,Ž,communication,5
2013,Broj,Istočno Novo Sarajevo,Oba spola,communication,65
2013,Broj,Istočno Novo Sarajevo,M,communication,33
2013,Broj,Istočno Novo Sarajevo,Ž,communication,32
2013,Broj,Jezero,Oba spola,communication,14
2013,Broj,Jezero,M,communication,6
2013,Broj,Jezero,Ž,communication,8
2013,Broj,Kalinovik,Oba spola,communication,17
2013,Broj,Kalinovik,M,communication,8
2013,Broj,Kalinovik,Ž,communication,9
2013,Broj,Kneževo,Oba spola,communication,140
2013,Broj,Kneževo,M,communication,59
2013,Broj,Kneževo,Ž,communication,81
2013,Broj,Kozarska Dubica,Oba spola,communication,187
2013,Broj,Kozarska Dubica,M,communication,94
2013,Broj,Kozarska Dubica,Ž,communication,93
2013,Broj,Kostajnica,Oba spola,communication,53
2013,Broj,Kostajnica,M,communication,21
2013,Broj,Kostajnica,Ž,communication,32
2013,Broj,Kotor Varoš,Oba spola,communication,176
2013,Broj,Kotor Varoš,M,communication,84
2013,Broj,Kotor Varoš,Ž,communication,92
2013,Broj,Krupa Na Uni,Oba spola,communication,20
2013,Broj,Krupa Na Uni,M,communication,8
2013,Broj,Krupa Na Uni,Ž,communication,12
2013,Broj,Kupres,Oba spola,communication,6
2013,Broj,Kupres,M,communication,4
2013,Broj,Kupres,Ž,communication,2
2013,Broj,Laktaši,Oba spola,communication,283
2013,Broj,Laktaši,M,communication,148
2013,Broj,Laktaši,Ž,communication,135
2013,Broj,Lopare,Oba spola,communication,168
2013,Broj,Lopare,M,communication,86
2013,Broj,Lopare,Ž,communication,82
2013,Broj,Ljubinje,Oba spola,communication,31
2013,Broj,Ljubinje,M,communication,14
2013,Broj,Ljubinje,Ž,communication,17
2013,Broj,Milići,Oba spola,communication,77
2013,Broj,Milići,M,communication,27
2013,Broj,Milići,Ž,communication,50
2013,Broj,Modriča,Oba spola,communication,309
2013,Broj,Modriča,M,communication,139
2013,Broj,Modriča,Ž,communication,170
2013,Broj,Mrkonjić Grad,Oba spola,communication,176
2013,Broj,Mrkonjić Grad,M,communication,73
2013,Broj,Mrkonjić Grad,Ž,communication,103
2013,Broj,Nevesinje,Oba spola,communication,107
2013,Broj,Nevesinje,M,communication,43
2013,Broj,Nevesinje,Ž,communication,64
2013,Broj,Novi Grad,Oba spola,communication,277
2013,Broj,Novi Grad,M,communication,121
2013,Broj,Novi Grad,Ž,communication,156
2013,Broj,Novo Goražde,Oba spola,communication,18
2013,Broj,Novo Goražde,M,communication,5
2013,Broj,Novo Goražde,Ž,communication,13
2013,Broj,Osmaci,Oba spola,communication,40
2013,Broj,Osmaci,M,communication,19
2013,Broj,Osmaci,Ž,communication,21
2013,Broj,Oštra Luka,Oba spola,communication,26
2013,Broj,Oštra Luka,M,communication,10
2013,Broj,Oštra Luka,Ž,communication,16
2013,Broj,Pale,Oba spola,communication,130
2013,Broj,Pale,M,communication,59
2013,Broj,Pale,Ž,communication,71
2013,Broj,Pelagićevo,Oba spola,communication,68
2013,Broj,Pelagićevo,M,communication,33
2013,Broj,Pelagićevo,Ž,communication,35
2013,Broj,Petrovac,Oba spola,communication,1
2013,Broj,Petrovac,M,communication,0
2013,Broj,Petrovac,Ž,communication,1
2013,Broj,Petrovo,Oba spola,communication,64
2013,Broj,Petrovo,M,communication,36
2013,Broj,Petrovo,Ž,communication,28
2013,Broj,Grad Prijedor,Oba spola,communication,927
2013,Broj,Grad Prijedor,M,communication,517
2013,Broj,Grad Prijedor,Ž,communication,410
2013,Broj,Prnjavor,Oba spola,communication,320
2013,Broj,Prnjavor,M,communication,162
2013,Broj,Prnjavor,Ž,communication,158
2013,Broj,Ribnik,Oba spola,communication,91
2013,Broj,Ribnik,M,communication,45
2013,Broj,Ribnik,Ž,communication,46
2013,Broj,Rogatica,Oba spola,communication,90
2013,Broj,Rogatica,M,communication,45
2013,Broj,Rogatica,Ž,communication,45
2013,Broj,Rudo,Oba spola,communication,68
2013,Broj,Rudo,M,communication,29
2013,Broj,Rudo,Ž,communication,39
2013,Broj,Sokolac,Oba spola,communication,112
2013,Broj,Sokolac,M,communication,43
2013,Broj,Sokolac,Ž,communication,69
2013,Broj,Srbac,Oba spola,communication,171
2013,Broj,Srbac,M,communication,81
2013,Broj,Srbac,Ž,communication,90
2013,Broj,Srebrenica,Oba spola,communication,80
2013,Broj,Srebrenica,M,communication,33
2013,Broj,Srebrenica,Ž,communication,47
2013,Broj,Teslić,Oba spola,communication,387
2013,Broj,Teslić,M,communication,189
2013,Broj,Teslić,Ž,communication,198
2013,Broj,Grad Trebinje,Oba spola,communication,205
2013,Broj,Grad Trebinje,M,communication,94
2013,Broj,Grad Trebinje,Ž,communication,111
2013,Broj,Trnovo,Oba spola,communication,22
2013,Broj,Trnovo,M,communication,12
2013,Broj,Trnovo,Ž,communication,10
2013,Broj,Ugljevik,Oba spola,communication,93
2013,Broj,Ugljevik,M,communication,41
2013,Broj,Ugljevik,Ž,communication,52
2013,Broj,Foča,Oba spola,communication,170
2013,Broj,Foča,M,communication,81
2013,Broj,Foča,Ž,communication,89
2013,Broj,Han Pijesak,Oba spola,communication,36
2013,Broj,Han Pijesak,M,communication,14
2013,Broj,Han Pijesak,Ž,communication,22
2013,Broj,Čajniče,Oba spola,communication,41
2013,Broj,Čajniče,M,communication,17
2013,Broj,Čajniče,Ž,communication,24
2013,Broj,Čelinac,Oba spola,communication,163
2013,Broj,Čelinac,M,communication,72
2013,Broj,Čelinac,Ž,communication,91
2013,Broj,Šamac,Oba spola,communication,146
2013,Broj,Šamac,M,communication,71
2013,Broj,Šamac,Ž,communication,75
2013,Broj,Šekovići,Oba spola,communication,68
2013,Broj,Šekovići,M,communication,33
2013,Broj,Šekovići,Ž,communication,35
2013,Broj,Šipovo,Oba spola,communication,92
2013,Broj,Šipovo,M,communication,42
2013,Broj,Šipovo,Ž,communication,50
2013,Broj,Republika Srpska,Oba spola,more_disabilities,38298
2013,Broj,Republika Srpska,M,more_disabilities,16292
2013,Broj,Republika Srpska,Ž,more_disabilities,22006
2013,Broj,Grad Banja Luka,Oba spola,more_disabilities,4944
2013,Broj,Grad Banja Luka,M,more_disabilities,2158
2013,Broj,Grad Banja Luka,Ž,more_disabilities,2786
2013,Broj,Berkovići,Oba spola,more_disabilities,73
2013,Broj,Berkovići,M,more_disabilities,32
2013,Broj,Berkovići,Ž,more_disabilities,41
2013,Broj,Grad Bijeljina,Oba spola,more_disabilities,3094
2013,Broj,Grad Bijeljina,M,more_disabilities,1359
2013,Broj,Grad Bijeljina,Ž,more_disabilities,1735
2013,Broj,Bileća,Oba spola,more_disabilities,350
2013,Broj,Bileća,M,more_disabilities,151
2013,Broj,Bileća,Ž,more_disabilities,199
2013,Broj,Bratunac,Oba spola,more_disabilities,566
2013,Broj,Bratunac,M,more_disabilities,243
2013,Broj,Bratunac,Ž,more_disabilities,323
2013,Broj,Brod,Oba spola,more_disabilities,485
2013,Broj,Brod,M,more_disabilities,194
2013,Broj,Brod,Ž,more_disabilities,291
2013,Broj,Višegrad,Oba spola,more_disabilities,477
2013,Broj,Višegrad,M,more_disabilities,145
2013,Broj,Višegrad,Ž,more_disabilities,332
2013,Broj,Vlasenica,Oba spola,more_disabilities,305
2013,Broj,Vlasenica,M,more_disabilities,130
2013,Broj,Vlasenica,Ž,more_disabilities,175
2013,Broj,Vukosavlje,Oba spola,more_disabilities,158
2013,Broj,Vukosavlje,M,more_disabilities,77
2013,Broj,Vukosavlje,Ž,more_disabilities,81
2013,Broj,Gacko,Oba spola,more_disabilities,219
2013,Broj,Gacko,M,more_disabilities,84
2013,Broj,Gacko,Ž,more_disabilities,135
2013,Broj,Grad Gradiška,Oba spola,more_disabilities,1641
2013,Broj,Grad Gradiška,M,more_disabilities,637
2013,Broj,Grad Gradiška,Ž,more_disabilities,1004
2013,Broj,Grad Derventa,Oba spola,more_disabilities,938
2013,Broj,Grad Derventa,M,more_disabilities,385
2013,Broj,Grad Derventa,Ž,more_disabilities,553
2013,Broj,Grad Doboj,Oba spola,more_disabilities,3008
2013,Broj,Grad Doboj,M,more_disabilities,1227
2013,Broj,Grad Doboj,Ž,more_disabilities,1781
2013,Broj,Donji Žabar,Oba spola,more_disabilities,89
2013,Broj,Donji Žabar,M,more_disabilities,42
2013,Broj,Donji Žabar,Ž,more_disabilities,47
2013,Broj,Grad Zvornik,Oba spola,more_disabilities,1546
2013,Broj,Grad Zvornik,M,more_disabilities,670
2013,Broj,Grad Zvornik,Ž,more_disabilities,876
2013,Broj,Istočna Ilidža,Oba spola,more_disabilities,394
2013,Broj,Istočna Ilidža,M,more_disabilities,171
2013,Broj,Istočna Ilidža,Ž,more_disabilities,223
2013,Broj,Istočni Drvar,Oba spola,more_disabilities,4
2013,Broj,Istočni Drvar,M,more_disabilities,1
2013,Broj,Istočni Drvar,Ž,more_disabilities,3
2013,Broj,Istočni Mostar,Oba spola,more_disabilities,7
2013,Broj,Istočni Mostar,M,more_disabilities,2
2013,Broj,Istočni Mostar,Ž,more_disabilities,5
2013,Broj,Istočni Stari Grad,Oba spola,more_disabilities,32
2013,Broj,Istočni Stari Grad,M,more_disabilities,16
2013,Broj,Istočni Stari Grad,Ž,more_disabilities,16
2013,Broj,Istočno Novo Sarajevo,Oba spola,more_disabilities,206
2013,Broj,Istočno Novo Sarajevo,M,more_disabilities,87
2013,Broj,Istočno Novo Sarajevo,Ž,more_disabilities,119
2013,Broj,Jezero,Oba spola,more_disabilities,40
2013,Broj,Jezero,M,more_disabilities,17
2013,Broj,Jezero,Ž,more_disabilities,23
2013,Broj,Kalinovik,Oba spola,more_disabilities,80
2013,Broj,Kalinovik,M,more_disabilities,30
2013,Broj,Kalinovik,Ž,more_disabilities,50
2013,Broj,Kneževo,Oba spola,more_disabilities,399
2013,Broj,Kneževo,M,more_disabilities,178
2013,Broj,Kneževo,Ž,more_disabilities,221
2013,Broj,Kozarska Dubica,Oba spola,more_disabilities,741
2013,Broj,Kozarska Dubica,M,more_disabilities,302
2013,Broj,Kozarska Dubica,Ž,more_disabilities,439
2013,Broj,Kostajnica,Oba spola,more_disabilities,209
2013,Broj,Kostajnica,M,more_disabilities,93
2013,Broj,Kostajnica,Ž,more_disabilities,116
2013,Broj,Kotor Varoš,Oba spola,more_disabilities,702
2013,Broj,Kotor Varoš,M,more_disabilities,310
2013,Broj,Kotor Varoš,Ž,more_disabilities,392
2013,Broj,Krupa Na Uni,Oba spola,more_disabilities,88
2013,Broj,Krupa Na Uni,M,more_disabilities,40
2013,Broj,Krupa Na Uni,Ž,more_disabilities,48
2013,Broj,Kupres,Oba spola,more_disabilities,21
2013,Broj,Kupres,M,more_disabilities,13
2013,Broj,Kupres,Ž,more_disabilities,8
2013,Broj,Laktaši,Oba spola,more_disabilities,887
2013,Broj,Laktaši,M,more_disabilities,413
2013,Broj,Laktaši,Ž,more_disabilities,474
2013,Broj,Lopare,Oba spola,more_disabilities,583
2013,Broj,Lopare,M,more_disabilities,254
2013,Broj,Lopare,Ž,more_disabilities,329
2013,Broj,Ljubinje,Oba spola,more_disabilities,81
2013,Broj,Ljubinje,M,more_disabilities,34
2013,Broj,Ljubinje,Ž,more_disabilities,47
2013,Broj,Milići,Oba spola,more_disabilities,314
2013,Broj,Milići,M,more_disabilities,130
2013,Broj,Milići,Ž,more_disabilities,184
2013,Broj,Modriča,Oba spola,more_disabilities,927
2013,Broj,Modriča,M,more_disabilities,399
2013,Broj,Modriča,Ž,more_disabilities,528
2013,Broj,Mrkonjić Grad,Oba spola,more_disabilities,475
2013,Broj,Mrkonjić Grad,M,more_disabilities,210
2013,Broj,Mrkonjić Grad,Ž,more_disabilities,265
2013,Broj,Nevesinje,Oba spola,more_disabilities,327
2013,Broj,Nevesinje,M,more_disabilities,130
2013,Broj,Nevesinje,Ž,more_disabilities,197
2013,Broj,Novi Grad,Oba spola,more_disabilities,1049
2013,Broj,Novi Grad,M,more_disabilities,446
2013,Broj,Novi Grad,Ž,more_disabilities,603
2013,Broj,Novo Goražde,Oba spola,more_disabilities,75
2013,Broj,Novo Goražde,M,more_disabilities,28
2013,Broj,Novo Goražde,Ž,more_disabilities,47
2013,Broj,Osmaci,Oba spola,more_disabilities,189
2013,Broj,Osmaci,M,more_disabilities,79
2013,Broj,Osmaci,Ž,more_disabilities,110
2013,Broj,Oštra Luka,Oba spola,more_disabilities,132
2013,Broj,Oštra Luka,M,more_disabilities,63
2013,Broj,Oštra Luka,Ž,more_disabilities,69
2013,Broj,Pale,Oba spola,more_disabilities,446
2013,Broj,Pale,M,more_disabilities,209
2013,Broj,Pale,Ž,more_disabilities,237
2013,Broj,Pelagićevo,Oba spola,more_disabilities,268
2013,Broj,Pelagićevo,M,more_disabilities,102
2013,Broj,Pelagićevo,Ž,more_disabilities,166
2013,Broj,Petrovac,Oba spola,more_disabilities,7
2013,Broj,Petrovac,M,more_disabilities,4
2013,Broj,Petrovac,Ž,more_disabilities,3
2013,Broj,Petrovo,Oba spola,more_disabilities,378
2013,Broj,Petrovo,M,more_disabilities,156
2013,Broj,Petrovo,Ž,more_disabilities,222
2013,Broj,Grad Prijedor,Oba spola,more_disabilities,2789
2013,Broj,Grad Prijedor,M,more_disabilities,1276
2013,Broj,Grad Prijedor,Ž,more_disabilities,1513
2013,Broj,Prnjavor,Oba spola,more_disabilities,1199
2013,Broj,Prnjavor,M,more_disabilities,465
2013,Broj,Prnjavor,Ž,more_disabilities,734
2013,Broj,Ribnik,Oba spola,more_disabilities,272
2013,Broj,Ribnik,M,more_disabilities,128
2013,Broj,Ribnik,Ž,more_disabilities,144
2013,Broj,Rogatica,Oba spola,more_disabilities,407
2013,Broj,Rogatica,M,more_disabilities,164
2013,Broj,Rogatica,Ž,more_disabilities,243
2013,Broj,Rudo,Oba spola,more_disabilities,252
2013,Broj,Rudo,M,more_disabilities,104
2013,Broj,Rudo,Ž,more_disabilities,148
2013,Broj,Sokolac,Oba spola,more_disabilities,347
2013,Broj,Sokolac,M,more_disabilities,143
2013,Broj,Sokolac,Ž,more_disabilities,204
2013,Broj,Srbac,Oba spola,more_disabilities,576
2013,Broj,Srbac,M,more_disabilities,257
2013,Broj,Srbac,Ž,more_disabilities,319
2013,Broj,Srebrenica,Oba spola,more_disabilities,381
2013,Broj,Srebrenica,M,more_disabilities,144
2013,Broj,Srebrenica,Ž,more_disabilities,237
2013,Broj,Teslić,Oba spola,more_disabilities,1374
2013,Broj,Teslić,M,more_disabilities,585
2013,Broj,Teslić,Ž,more_disabilities,789
2013,Broj,Grad Trebinje,Oba spola,more_disabilities,689
2013,Broj,Grad Trebinje,M,more_disabilities,280
2013,Broj,Grad Trebinje,Ž,more_disabilities,409
2013,Broj,Trnovo,Oba spola,more_disabilities,69
2013,Broj,Trnovo,M,more_disabilities,31
