Year,UNIT_MEASURE,Grad/opština,Pol,Starost,Value
2015,Broj,Kneževo,M,55-59,349
2015,Broj,Kneževo,Ž,55-59,385
2015,Broj,Kostajnica,Ukupno,55-59,509
2015,Broj,Kostajnica,M,55-59,266
2015,Broj,Kostajnica,Ž,55-59,243
2015,Broj,Kotor Varoš,Ukupno,55-59,1222
2015,Broj,Kotor Varoš,M,55-59,572
2015,Broj,Kotor Varoš,Ž,55-59,650
2015,Broj,Kozarska Dubica,Ukupno,55-59,1797
2015,Broj,Kozarska Dubica,M,55-59,901
2015,Broj,Kozarska Dubica,Ž,55-59,896
2015,Broj,Krupa Na Uni,Ukupno,55-59,125
2015,Broj,Krupa Na Uni,M,55-59,70
2015,Broj,Krupa Na Uni,Ž,55-59,55
2015,Broj,Kupres,Ukupno,55-59,17
2015,Broj,Kupres,M,55-59,10
2015,Broj,Kupres,Ž,55-59,7
2015,Broj,Laktaši,Ukupno,55-59,2521
2015,Broj,Laktaši,M,55-59,1242
2015,Broj,Laktaši,Ž,55-59,1279
2015,Broj,Lopare,Ukupno,55-59,1232
2015,Broj,Lopare,M,55-59,650
2015,Broj,Lopare,Ž,55-59,582
2015,Broj,Ljubinje,Ukupno,55-59,293
2015,Broj,Ljubinje,M,55-59,153
2015,Broj,Ljubinje,Ž,55-59,140
2015,Broj,Milići,Ukupno,55-59,898
2015,Broj,Milići,M,55-59,435
2015,Broj,Milići,Ž,55-59,463
2015,Broj,Modriča,Ukupno,55-59,1868
2015,Broj,Modriča,M,55-59,919
2015,Broj,Modriča,Ž,55-59,949
2015,Broj,Mrkonjić Grad,Ukupno,55-59,1199
2015,Broj,Mrkonjić Grad,M,55-59,556
2015,Broj,Mrkonjić Grad,Ž,55-59,643
2015,Broj,Nevesinje,Ukupno,55-59,908
2015,Broj,Nevesinje,M,55-59,465
2015,Broj,Nevesinje,Ž,55-59,443
2015,Broj,Novi Grad,Ukupno,55-59,2163
2015,Broj,Novi Grad,M,55-59,1128
2015,Broj,Novi Grad,Ž,55-59,1035
2015,Broj,Novo Goražde,Ukupno,55-59,264
2015,Broj,Novo Goražde,M,55-59,128
2015,Broj,Novo Goražde,Ž,55-59,136
2015,Broj,Osmaci,Ukupno,55-59,419
2015,Broj,Osmaci,M,55-59,198
2015,Broj,Osmaci,Ž,55-59,221
2015,Broj,Oštra Luka,Ukupno,55-59,211
2015,Broj,Oštra Luka,M,55-59,110
2015,Broj,Oštra Luka,Ž,55-59,101
2015,Broj,Pelagićevo,Ukupno,55-59,329
2015,Broj,Pelagićevo,M,55-59,182
2015,Broj,Pelagićevo,Ž,55-59,147
2015,Broj,Petrovac,Ukupno,55-59,28
2015,Broj,Petrovac,M,55-59,9
2015,Broj,Petrovac,Ž,55-59,19
2015,Broj,Petrovo,Ukupno,55-59,550
2015,Broj,Petrovo,M,55-59,261
2015,Broj,Petrovo,Ž,55-59,289
2015,Broj,Grad Prijedor,Ukupno,55-59,6367
2015,Broj,Grad Prijedor,M,55-59,3117
2015,Broj,Grad Prijedor,Ž,55-59,3250
2015,Broj,Prnjavor,Ukupno,55-59,2360
2015,Broj,Prnjavor,M,55-59,1112
2015,Broj,Prnjavor,Ž,55-59,1248
2015,Broj,Ribnik,Ukupno,55-59,455
2015,Broj,Ribnik,M,55-59,227
2015,Broj,Ribnik,Ž,55-59,228
2015,Broj,Rogatica,Ukupno,55-59,926
2015,Broj,Rogatica,M,55-59,442
2015,Broj,Rogatica,Ž,55-59,484
2015,Broj,Rudo,Ukupno,55-59,637
2015,Broj,Rudo,M,55-59,316
2015,Broj,Rudo,Ž,55-59,321
2015,Broj,Srbac,Ukupno,55-59,1246
2015,Broj,Srbac,M,55-59,601
2015,Broj,Srbac,Ž,55-59,645
2015,Broj,Srebrenica,Ukupno,55-59,818
2015,Broj,Srebrenica,M,55-59,388
2015,Broj,Srebrenica,Ž,55-59,430
2015,Broj,Stanari,Ukupno,55-59,519
2015,Broj,Stanari,M,55-59,250
2015,Broj,Stanari,Ž,55-59,269
2015,Broj,Teslić,Ukupno,55-59,2739
2015,Broj,Teslić,M,55-59,1303
2015,Broj,Teslić,Ž,55-59,1436
2015,Broj,Grad Trebinje,Ukupno,55-59,2277
2015,Broj,Grad Trebinje,M,55-59,1074
2015,Broj,Grad Trebinje,Ž,55-59,1203
2015,Broj,Ugljevik,Ukupno,55-59,1131
2015,Broj,Ugljevik,M,55-59,605
2015,Broj,Ugljevik,Ž,55-59,526
2015,Broj,Foča,Ukupno,55-59,1549
2015,Broj,Foča,M,55-59,779
2015,Broj,Foča,Ž,55-59,770
2015,Broj,Han Pijesak,Ukupno,55-59,322
2015,Broj,Han Pijesak,M,55-59,154
2015,Broj,Han Pijesak,Ž,55-59,168
2015,Broj,Čajniče,Ukupno,55-59,362
2015,Broj,Čajniče,M,55-59,176
2015,Broj,Čajniče,Ž,55-59,186
2015,Broj,Čelinac,Ukupno,55-59,1204
2015,Broj,Čelinac,M,55-59,617
2015,Broj,Čelinac,Ž,55-59,587
2015,Broj,Šamac,Ukupno,55-59,1213
2015,Broj,Šamac,M,55-59,568
2015,Broj,Šamac,Ž,55-59,645
2015,Broj,Šekovići,Ukupno,55-59,605
2015,Broj,Šekovići,M,55-59,290
2015,Broj,Šekovići,Ž,55-59,315
2015,Broj,Šipovo,Ukupno,55-59,903
2015,Broj,Šipovo,M,55-59,462
2015,Broj,Šipovo,Ž,55-59,441
2015,Broj,Republika Srpska,Ukupno,60-64,90125
2015,Broj,Republika Srpska,M,60-64,42870
2015,Broj,Republika Srpska,Ž,60-64,47255
2015,Broj,Grad Banja Luka,Ukupno,60-64,13111
2015,Broj,Grad Banja Luka,M,60-64,6021
2015,Broj,Grad Banja Luka,Ž,60-64,7090
2015,Broj,Berkovići,Ukupno,60-64,128
2015,Broj,Berkovići,M,60-64,66
2015,Broj,Berkovići,Ž,60-64,62
2015,Broj,Grad Bijeljina,Ukupno,60-64,8118
2015,Broj,Grad Bijeljina,M,60-64,3848
2015,Broj,Grad Bijeljina,Ž,60-64,4270
2015,Broj,Bileća,Ukupno,60-64,707
2015,Broj,Bileća,M,60-64,332
2015,Broj,Bileća,Ž,60-64,375
2015,Broj,Bratunac,Ukupno,60-64,1404
2015,Broj,Bratunac,M,60-64,649
2015,Broj,Bratunac,Ž,60-64,755
2015,Broj,Brod,Ukupno,60-64,1148
2015,Broj,Brod,M,60-64,583
2015,Broj,Brod,Ž,60-64,565
2015,Broj,Višegrad,Ukupno,60-64,925
2015,Broj,Višegrad,M,60-64,426
2015,Broj,Višegrad,Ž,60-64,499
2015,Broj,Vlasenica,Ukupno,60-64,871
2015,Broj,Vlasenica,M,60-64,398
2015,Broj,Vlasenica,Ž,60-64,473
2015,Broj,Vukosavlje,Ukupno,60-64,264
2015,Broj,Vukosavlje,M,60-64,125
2015,Broj,Vukosavlje,Ž,60-64,139
2015,Broj,Gacko,Ukupno,60-64,586
2015,Broj,Gacko,M,60-64,307
2015,Broj,Gacko,Ž,60-64,279
2015,Broj,Grad Gradiška,Ukupno,60-64,4172
2015,Broj,Grad Gradiška,M,60-64,1987
2015,Broj,Grad Gradiška,Ž,60-64,2185
2015,Broj,Grad Derventa,Ukupno,60-64,1936
2015,Broj,Grad Derventa,M,60-64,918
2015,Broj,Grad Derventa,Ž,60-64,1018
2015,Broj,Grad Doboj,Ukupno,60-64,4807
2015,Broj,Grad Doboj,M,60-64,2216
2015,Broj,Grad Doboj,Ž,60-64,2591
2015,Broj,Donji Žabar,Ukupno,60-64,263
2015,Broj,Donji Žabar,M,60-64,134
2015,Broj,Donji Žabar,Ž,60-64,129
2015,Broj,Grad Zvornik,Ukupno,60-64,4051
2015,Broj,Grad Zvornik,M,60-64,1968
2015,Broj,Grad Zvornik,Ž,60-64,2083
2015,Broj,Istočni Drvar,Ukupno,60-64,7
2015,Broj,Istočni Drvar,M,60-64,5
2015,Broj,Istočni Drvar,Ž,60-64,2
2015,Broj,Istočni Mostar,Ukupno,60-64,7
2015,Broj,Istočni Mostar,M,60-64,6
2015,Broj,Istočni Mostar,Ž,60-64,1
2015,Broj,Grad Istočno Sarajevo,Ukupno,60-64,5043
2015,Broj,Grad Istočno Sarajevo,M,60-64,2361
2015,Broj,Grad Istočno Sarajevo,Ž,60-64,2682
2015,Broj,Istočna Ilidža,Ukupno,60-64,1213
2015,Broj,Istočna Ilidža,M,60-64,563
2015,Broj,Istočna Ilidža,Ž,60-64,650
2015,Broj,Istočno Novo Sarajevo,Ukupno,60-64,810
2015,Broj,Istočno Novo Sarajevo,M,60-64,361
2015,Broj,Istočno Novo Sarajevo,Ž,60-64,449
2015,Broj,Istočni Stari Grad,Ukupno,60-64,114
2015,Broj,Istočni Stari Grad,M,60-64,56
2015,Broj,Istočni Stari Grad,Ž,60-64,58
2015,Broj,Pale,Ukupno,60-64,1689
2015,Broj,Pale,M,60-64,806
2015,Broj,Pale,Ž,60-64,883
2015,Broj,Sokolac,Ukupno,60-64,1025
2015,Broj,Sokolac,M,60-64,485
2015,Broj,Sokolac,Ž,60-64,540
2015,Broj,Trnovo,Ukupno,60-64,192
2015,Broj,Trnovo,M,60-64,90
2015,Broj,Trnovo,Ž,60-64,102
2015,Broj,Jezero,Ukupno,60-64,71
2015,Broj,Jezero,M,60-64,36
2015,Broj,Jezero,Ž,60-64,35
2015,Broj,Kalinovik,Ukupno,60-64,173
2015,Broj,Kalinovik,M,60-64,77
2015,Broj,Kalinovik,Ž,60-64,96
2015,Broj,Kneževo,Ukupno,60-64,711
2015,Broj,Kneževo,M,60-64,325
2015,Broj,Kneževo,Ž,60-64,386
2015,Broj,Kostajnica,Ukupno,60-64,438
2015,Broj,Kostajnica,M,60-64,223
2015,Broj,Kostajnica,Ž,60-64,215
2015,Broj,Kotor Varoš,Ukupno,60-64,1232
2015,Broj,Kotor Varoš,M,60-64,571
2015,Broj,Kotor Varoš,Ž,60-64,661
2015,Broj,Kozarska Dubica,Ukupno,60-64,1685
2015,Broj,Kozarska Dubica,M,60-64,838
2015,Broj,Kozarska Dubica,Ž,60-64,847
2015,Broj,Krupa Na Uni,Ukupno,60-64,109
2015,Broj,Krupa Na Uni,M,60-64,60
2015,Broj,Krupa Na Uni,Ž,60-64,49
2015,Broj,Kupres,Ukupno,60-64,18
2015,Broj,Kupres,M,60-64,7
2015,Broj,Kupres,Ž,60-64,11
2015,Broj,Laktaši,Ukupno,60-64,2543
2015,Broj,Laktaši,M,60-64,1237
2015,Broj,Laktaši,Ž,60-64,1306
2015,Broj,Lopare,Ukupno,60-64,1153
2015,Broj,Lopare,M,60-64,615
2015,Broj,Lopare,Ž,60-64,538
2015,Broj,Ljubinje,Ukupno,60-64,253
2015,Broj,Ljubinje,M,60-64,134
2015,Broj,Ljubinje,Ž,60-64,119
2015,Broj,Milići,Ukupno,60-64,821
2015,Broj,Milići,M,60-64,401
2015,Broj,Milići,Ž,60-64,420
2015,Broj,Modriča,Ukupno,60-64,1891
2015,Broj,Modriča,M,60-64,906
2015,Broj,Modriča,Ž,60-64,985
2015,Broj,Mrkonjić Grad,Ukupno,60-64,1387
2015,Broj,Mrkonjić Grad,M,60-64,667
2015,Broj,Mrkonjić Grad,Ž,60-64,720
2015,Broj,Nevesinje,Ukupno,60-64,913
2015,Broj,Nevesinje,M,60-64,453
2015,Broj,Nevesinje,Ž,60-64,460
2015,Broj,Novi Grad,Ukupno,60-64,1899
2015,Broj,Novi Grad,M,60-64,934
2015,Broj,Novi Grad,Ž,60-64,965
2015,Broj,Novo Goražde,Ukupno,60-64,292
2015,Broj,Novo Goražde,M,60-64,152
2015,Broj,Novo Goražde,Ž,60-64,140
2015,Broj,Osmaci,Ukupno,60-64,369
2015,Broj,Osmaci,M,60-64,171
2015,Broj,Osmaci,Ž,60-64,198
2015,Broj,Oštra Luka,Ukupno,60-64,188
2015,Broj,Oštra Luka,M,60-64,98
2015,Broj,Oštra Luka,Ž,60-64,90
2015,Broj,Pelagićevo,Ukupno,60-64,374
2015,Broj,Pelagićevo,M,60-64,202
2015,Broj,Pelagićevo,Ž,60-64,172
2015,Broj,Petrovac,Ukupno,60-64,31
2015,Broj,Petrovac,M,60-64,16
2015,Broj,Petrovac,Ž,60-64,15
2015,Broj,Petrovo,Ukupno,60-64,565
2015,Broj,Petrovo,M,60-64,287
2015,Broj,Petrovo,Ž,60-64,278
2015,Broj,Grad Prijedor,Ukupno,60-64,6025
2015,Broj,Grad Prijedor,M,60-64,2766
2015,Broj,Grad Prijedor,Ž,60-64,3259
2015,Broj,Prnjavor,Ukupno,60-64,2592
2015,Broj,Prnjavor,M,60-64,1217
2015,Broj,Prnjavor,Ž,60-64,1375
2015,Broj,Ribnik,Ukupno,60-64,475
2015,Broj,Ribnik,M,60-64,230
2015,Broj,Ribnik,Ž,60-64,245
2015,Broj,Rogatica,Ukupno,60-64,892
2015,Broj,Rogatica,M,60-64,420
2015,Broj,Rogatica,Ž,60-64,472
2015,Broj,Rudo,Ukupno,60-64,646
2015,Broj,Rudo,M,60-64,322
2015,Broj,Rudo,Ž,60-64,324
2015,Broj,Srbac,Ukupno,60-64,1332
2015,Broj,Srbac,M,60-64,658
2015,Broj,Srbac,Ž,60-64,674
2015,Broj,Srebrenica,Ukupno,60-64,852
2015,Broj,Srebrenica,M,60-64,372
2015,Broj,Srebrenica,Ž,60-64,480
2015,Broj,Stanari,Ukupno,60-64,610
2015,Broj,Stanari,M,60-64,293
2015,Broj,Stanari,Ž,60-64,317
2015,Broj,Teslić,Ukupno,60-64,2836
2015,Broj,Teslić,M,60-64,1296
2015,Broj,Teslić,Ž,60-64,1540
2015,Broj,Grad Trebinje,Ukupno,60-64,2153
2015,Broj,Grad Trebinje,M,60-64,1021
2015,Broj,Grad Trebinje,Ž,60-64,1132
2015,Broj,Ugljevik,Ukupno,60-64,1053
2015,Broj,Ugljevik,M,60-64,566
2015,Broj,Ugljevik,Ž,60-64,487
2015,Broj,Foča,Ukupno,60-64,1440
2015,Broj,Foča,M,60-64,718
2015,Broj,Foča,Ž,60-64,722
2015,Broj,Han Pijesak,Ukupno,60-64,304
2015,Broj,Han Pijesak,M,60-64,158
2015,Broj,Han Pijesak,Ž,60-64,146
2015,Broj,Čajniče,Ukupno,60-64,354
2015,Broj,Čajniče,M,60-64,185
2015,Broj,Čajniče,Ž,60-64,169
2015,Broj,Čelinac,Ukupno,60-64,1162
2015,Broj,Čelinac,M,60-64,586
2015,Broj,Čelinac,Ž,60-64,576
2015,Broj,Šamac,Ukupno,60-64,1300
2015,Broj,Šamac,M,60-64,601
2015,Broj,Šamac,Ž,60-64,699
2015,Broj,Šekovići,Ukupno,60-64,574
2015,Broj,Šekovići,M,60-64,267
2015,Broj,Šekovići,Ž,60-64,307
2015,Broj,Šipovo,Ukupno,60-64,861
2015,Broj,Šipovo,M,60-64,434
2015,Broj,Šipovo,Ž,60-64,427
2015,Broj,Republika Srpska,Ukupno,65-69,70039
2015,Broj,Republika Srpska,M,65-69,31928
2015,Broj,Republika Srpska,Ž,65-69,38111
2015,Broj,Grad Banja Luka,Ukupno,65-69,10481
2015,Broj,Grad Banja Luka,M,65-69,4769
2015,Broj,Grad Banja Luka,Ž,65-69,5712
2015,Broj,Berkovići,Ukupno,65-69,142
2015,Broj,Berkovići,M,65-69,64
2015,Broj,Berkovići,Ž,65-69,78
2015,Broj,Grad Bijeljina,Ukupno,65-69,6336
2015,Broj,Grad Bijeljina,M,65-69,2983
2015,Broj,Grad Bijeljina,Ž,65-69,3353
2015,Broj,Bileća,Ukupno,65-69,599
2015,Broj,Bileća,M,65-69,263
2015,Broj,Bileća,Ž,65-69,336
2015,Broj,Bratunac,Ukupno,65-69,934
2015,Broj,Bratunac,M,65-69,387
2015,Broj,Bratunac,Ž,65-69,547
2015,Broj,Brod,Ukupno,65-69,906
2015,Broj,Brod,M,65-69,412
2015,Broj,Brod,Ž,65-69,494
2015,Broj,Višegrad,Ukupno,65-69,722
2015,Broj,Višegrad,M,65-69,329
2015,Broj,Višegrad,Ž,65-69,393
2015,Broj,Vlasenica,Ukupno,65-69,541
2015,Broj,Vlasenica,M,65-69,241
2015,Broj,Vlasenica,Ž,65-69,300
2015,Broj,Vukosavlje,Ukupno,65-69,237
2015,Broj,Vukosavlje,M,65-69,96
2015,Broj,Vukosavlje,Ž,65-69,141
2015,Broj,Gacko,Ukupno,65-69,436
2015,Broj,Gacko,M,65-69,187
2015,Broj,Gacko,Ž,65-69,249
2015,Broj,Grad Gradiška,Ukupno,65-69,3444
2015,Broj,Grad Gradiška,M,65-69,1664
2015,Broj,Grad Gradiška,Ž,65-69,1780
2015,Broj,Grad Derventa,Ukupno,65-69,1593
2015,Broj,Grad Derventa,M,65-69,719
2015,Broj,Grad Derventa,Ž,65-69,874
2015,Broj,Grad Doboj,Ukupno,65-69,3691
2015,Broj,Grad Doboj,M,65-69,1683
2015,Broj,Grad Doboj,Ž,65-69,2008
2015,Broj,Donji Žabar,Ukupno,65-69,224
2015,Broj,Donji Žabar,M,65-69,107
2015,Broj,Donji Žabar,Ž,65-69,117
2015,Broj,Grad Zvornik,Ukupno,65-69,2844
2015,Broj,Grad Zvornik,M,65-69,1304
2015,Broj,Grad Zvornik,Ž,65-69,1540
2015,Broj,Istočni Drvar,Ukupno,65-69,4
2015,Broj,Istočni Drvar,M,65-69,3
2015,Broj,Istočni Drvar,Ž,65-69,1
2015,Broj,Istočni Mostar,Ukupno,65-69,16
2015,Broj,Istočni Mostar,M,65-69,6
2015,Broj,Istočni Mostar,Ž,65-69,10
2015,Broj,Grad Istočno Sarajevo,Ukupno,65-69,3495
2015,Broj,Grad Istočno Sarajevo,M,65-69,1491
2015,Broj,Grad Istočno Sarajevo,Ž,65-69,2004
2015,Broj,Istočna Ilidža,Ukupno,65-69,880
2015,Broj,Istočna Ilidža,M,65-69,370
2015,Broj,Istočna Ilidža,Ž,65-69,510
2015,Broj,Istočno Novo Sarajevo,Ukupno,65-69,608
2015,Broj,Istočno Novo Sarajevo,M,65-69,254
2015,Broj,Istočno Novo Sarajevo,Ž,65-69,354
2015,Broj,Istočni Stari Grad,Ukupno,65-69,82
2015,Broj,Istočni Stari Grad,M,65-69,32
2015,Broj,Istočni Stari Grad,Ž,65-69,50
2015,Broj,Pale,Ukupno,65-69,1103
2015,Broj,Pale,M,65-69,477
2015,Broj,Pale,Ž,65-69,626
2015,Broj,Sokolac,Ukupno,65-69,688
2015,Broj,Sokolac,M,65-69,309
2015,Broj,Sokolac,Ž,65-69,379
2015,Broj,Trnovo,Ukupno,65-69,134
2015,Broj,Trnovo,M,65-69,49
2015,Broj,Trnovo,Ž,65-69,85
2015,Broj,Jezero,Ukupno,65-69,47
2015,Broj,Jezero,M,65-69,28
2015,Broj,Jezero,Ž,65-69,19
2015,Broj,Kalinovik,Ukupno,65-69,136
2015,Broj,Kalinovik,M,65-69,60
2015,Broj,Kalinovik,Ž,65-69,76
2015,Broj,Kneževo,Ukupno,65-69,613
2015,Broj,Kneževo,M,65-69,263
2015,Broj,Kneževo,Ž,65-69,350
2015,Broj,Kostajnica,Ukupno,65-69,330
2015,Broj,Kostajnica,M,65-69,159
2015,Broj,Kostajnica,Ž,65-69,171
2015,Broj,Kotor Varoš,Ukupno,65-69,914
2015,Broj,Kotor Varoš,M,65-69,401
2015,Broj,Kotor Varoš,Ž,65-69,513
2015,Broj,Kozarska Dubica,Ukupno,65-69,1234
2015,Broj,Kozarska Dubica,M,65-69,592
2015,Broj,Kozarska Dubica,Ž,65-69,642
2015,Broj,Krupa Na Uni,Ukupno,65-69,96
2015,Broj,Krupa Na Uni,M,65-69,50
2015,Broj,Krupa Na Uni,Ž,65-69,46
2015,Broj,Kupres,Ukupno,65-69,27
2015,Broj,Kupres,M,65-69,12
2015,Broj,Kupres,Ž,65-69,15
2015,Broj,Laktaši,Ukupno,65-69,1967
2015,Broj,Laktaši,M,65-69,943
2015,Broj,Laktaši,Ž,65-69,1024
2015,Broj,Lopare,Ukupno,65-69,853
2015,Broj,Lopare,M,65-69,410
2015,Broj,Lopare,Ž,65-69,443
2015,Broj,Ljubinje,Ukupno,65-69,179
2015,Broj,Ljubinje,M,65-69,76
2015,Broj,Ljubinje,Ž,65-69,103
2015,Broj,Milići,Ukupno,65-69,525
2015,Broj,Milići,M,65-69,242
2015,Broj,Milići,Ž,65-69,283
2015,Broj,Modriča,Ukupno,65-69,1571
2015,Broj,Modriča,M,65-69,719
2015,Broj,Modriča,Ž,65-69,852
2015,Broj,Mrkonjić Grad,Ukupno,65-69,1075
2015,Broj,Mrkonjić Grad,M,65-69,485
2015,Broj,Mrkonjić Grad,Ž,65-69,590
2015,Broj,Nevesinje,Ukupno,65-69,713
2015,Broj,Nevesinje,M,65-69,290
2015,Broj,Nevesinje,Ž,65-69,423
2015,Broj,Novi Grad,Ukupno,65-69,1517
2015,Broj,Novi Grad,M,65-69,684
2015,Broj,Novi Grad,Ž,65-69,833
2015,Broj,Novo Goražde,Ukupno,65-69,189
2015,Broj,Novo Goražde,M,65-69,97
2015,Broj,Novo Goražde,Ž,65-69,92
2015,Broj,Osmaci,Ukupno,65-69,296
2015,Broj,Osmaci,M,65-69,145
2015,Broj,Osmaci,Ž,65-69,151
2015,Broj,Oštra Luka,Ukupno,65-69,159
2015,Broj,Oštra Luka,M,65-69,77
2015,Broj,Oštra Luka,Ž,65-69,82
2015,Broj,Pelagićevo,Ukupno,65-69,331
2015,Broj,Pelagićevo,M,65-69,148
2015,Broj,Pelagićevo,Ž,65-69,183
2015,Broj,Petrovac,Ukupno,65-69,30
2015,Broj,Petrovac,M,65-69,14
2015,Broj,Petrovac,Ž,65-69,16
2015,Broj,Petrovo,Ukupno,65-69,370
2015,Broj,Petrovo,M,65-69,148
2015,Broj,Petrovo,Ž,65-69,222
2015,Broj,Grad Prijedor,Ukupno,65-69,4924
2015,Broj,Grad Prijedor,M,65-69,2297
2015,Broj,Grad Prijedor,Ž,65-69,2627
2015,Broj,Prnjavor,Ukupno,65-69,2172
2015,Broj,Prnjavor,M,65-69,980
2015,Broj,Prnjavor,Ž,65-69,1192
2015,Broj,Ribnik,Ukupno,65-69,470
2015,Broj,Ribnik,M,65-69,204
2015,Broj,Ribnik,Ž,65-69,266
2015,Broj,Rogatica,Ukupno,65-69,618
2015,Broj,Rogatica,M,65-69,278
2015,Broj,Rogatica,Ž,65-69,340
2015,Broj,Rudo,Ukupno,65-69,525
2015,Broj,Rudo,M,65-69,259
2015,Broj,Rudo,Ž,65-69,266
2015,Broj,Srbac,Ukupno,65-69,1085
2015,Broj,Srbac,M,65-69,490
2015,Broj,Srbac,Ž,65-69,595
2015,Broj,Srebrenica,Ukupno,65-69,647
2015,Broj,Srebrenica,M,65-69,264
2015,Broj,Srebrenica,Ž,65-69,383
2015,Broj,Stanari,Ukupno,65-69,482
2015,Broj,Stanari,M,65-69,228
2015,Broj,Stanari,Ž,65-69,254
2015,Broj,Teslić,Ukupno,65-69,2327
2015,Broj,Teslić,M,65-69,1013
2015,Broj,Teslić,Ž,65-69,1314
2015,Broj,Grad Trebinje,Ukupno,65-69,1651
2015,Broj,Grad Trebinje,M,65-69,756
2015,Broj,Grad Trebinje,Ž,65-69,895
2015,Broj,Ugljevik,Ukupno,65-69,794
2015,Broj,Ugljevik,M,65-69,392
2015,Broj,Ugljevik,Ž,65-69,402
2015,Broj,Foča,Ukupno,65-69,988
2015,Broj,Foča,M,65-69,438
2015,Broj,Foča,Ž,65-69,550
2015,Broj,Han Pijesak,Ukupno,65-69,226
2015,Broj,Han Pijesak,M,65-69,85
2015,Broj,Han Pijesak,Ž,65-69,141
2015,Broj,Čajniče,Ukupno,65-69,310
2015,Broj,Čajniče,M,65-69,136
2015,Broj,Čajniče,Ž,65-69,174
2015,Broj,Čelinac,Ukupno,65-69,765
2015,Broj,Čelinac,M,65-69,341
2015,Broj,Čelinac,Ž,65-69,424
2015,Broj,Šamac,Ukupno,65-69,1139
2015,Broj,Šamac,M,65-69,518
2015,Broj,Šamac,Ž,65-69,621
2015,Broj,Šekovići,Ukupno,65-69,466
2015,Broj,Šekovići,M,65-69,213
2015,Broj,Šekovići,Ž,65-69,253
2015,Broj,Šipovo,Ukupno,65-69,633
2015,Broj,Šipovo,M,65-69,285
2015,Broj,Šipovo,Ž,65-69,348
2015,Broj,Republika Srpska,Ukupno,70-74,48676
2015,Broj,Republika Srpska,M,70-74,20798
2015,Broj,Republika Srpska,Ž,70-74,27878
2015,Broj,Grad Banja Luka,Ukupno,70-74,6681
2015,Broj,Grad Banja Luka,M,70-74,2870
2015,Broj,Grad Banja Luka,Ž,70-74,3811
2015,Broj,Berkovići,Ukupno,70-74,114
2015,Broj,Berkovići,M,70-74,43
2015,Broj,Berkovići,Ž,70-74,71
2015,Broj,Grad Bijeljina,Ukupno,70-74,3949
2015,Broj,Grad Bijeljina,M,70-74,1689
2015,Broj,Grad Bijeljina,Ž,70-74,2260
2015,Broj,Bileća,Ukupno,70-74,453
2015,Broj,Bileća,M,70-74,198
2015,Broj,Bileća,Ž,70-74,255
2015,Broj,Bratunac,Ukupno,70-74,540
2015,Broj,Bratunac,M,70-74,214
2015,Broj,Bratunac,Ž,70-74,326
2015,Broj,Brod,Ukupno,70-74,746
2015,Broj,Brod,M,70-74,326
2015,Broj,Brod,Ž,70-74,420
2015,Broj,Višegrad,Ukupno,70-74,454
2015,Broj,Višegrad,M,70-74,184
2015,Broj,Višegrad,Ž,70-74,270
2015,Broj,Vlasenica,Ukupno,70-74,294
2015,Broj,Vlasenica,M,70-74,119
2015,Broj,Vlasenica,Ž,70-74,175
2015,Broj,Vukosavlje,Ukupno,70-74,208
2015,Broj,Vukosavlje,M,70-74,89
2015,Broj,Vukosavlje,Ž,70-74,119
2015,Broj,Gacko,Ukupno,70-74,280
2015,Broj,Gacko,M,70-74,122
2015,Broj,Gacko,Ž,70-74,158
2015,Broj,Grad Gradiška,Ukupno,70-74,2014
2015,Broj,Grad Gradiška,M,70-74,884
2015,Broj,Grad Gradiška,Ž,70-74,1130
2015,Broj,Grad Derventa,Ukupno,70-74,1331
2015,Broj,Grad Derventa,M,70-74,561
2015,Broj,Grad Derventa,Ž,70-74,770
2015,Broj,Grad Doboj,Ukupno,70-74,2851
2015,Broj,Grad Doboj,M,70-74,1253
2015,Broj,Grad Doboj,Ž,70-74,1598
2015,Broj,Donji Žabar,Ukupno,70-74,214
2015,Broj,Donji Žabar,M,70-74,84
2015,Broj,Donji Žabar,Ž,70-74,130
2015,Broj,Grad Zvornik,Ukupno,70-74,1743
2015,Broj,Grad Zvornik,M,70-74,732
2015,Broj,Grad Zvornik,Ž,70-74,1011
2015,Broj,Istočni Drvar,Ukupno,70-74,2
2015,Broj,Istočni Drvar,M,70-74,1
2015,Broj,Istočni Drvar,Ž,70-74,1
2015,Broj,Istočni Mostar,Ukupno,70-74,17
2015,Broj,Istočni Mostar,M,70-74,6
2015,Broj,Istočni Mostar,Ž,70-74,11
2015,Broj,Grad Istočno Sarajevo,Ukupno,70-74,2374
2015,Broj,Grad Istočno Sarajevo,M,70-74,986
2015,Broj,Grad Istočno Sarajevo,Ž,70-74,1388
2015,Broj,Istočna Ilidža,Ukupno,70-74,525
2015,Broj,Istočna Ilidža,M,70-74,209
2015,Broj,Istočna Ilidža,Ž,70-74,316
2015,Broj,Istočno Novo Sarajevo,Ukupno,70-74,433
2015,Broj,Istočno Novo Sarajevo,M,70-74,187
2015,Broj,Istočno Novo Sarajevo,Ž,70-74,246
2015,Broj,Istočni Stari Grad,Ukupno,70-74,74
2015,Broj,Istočni Stari Grad,M,70-74,33
2015,Broj,Istočni Stari Grad,Ž,70-74,41
2015,Broj,Pale,Ukupno,70-74,777
2015,Broj,Pale,M,70-74,308
